value,cat01,cat01_label,cat02,cat02_label
13458832,102010000,生産数量 (千平方m),104010000,段ボール 計
12009539,102010000,生産数量 (千平方m),104011000,段ボール 両面
1285479,102010000,生産数量 (千平方m),104012000,段ボール 複両面（複々両面を含む）
163814,102010000,生産数量 (千平方m),104013000,段ボール 片面
235698,102020000,受入数量 (千平方m),104010000,段ボール 計
191997,102020000,受入数量 (千平方m),104011000,段ボール 両面
42189,102020000,受入数量 (千平方m),104012000,段ボール 複両面（複々両面を含む）
1512,102020000,受入数量 (千平方m),104013000,段ボール 片面
9388656,102031000,消費数量（次工程投入） (千平方m),104010000,段ボール 計
8571091,102031000,消費数量（次工程投入） (千平方m),104011000,段ボール 両面
745663,102031000,消費数量（次工程投入） (千平方m),104012000,段ボール 複両面（複々両面を含む）
71902,102031000,消費数量（次工程投入） (千平方m),104013000,段ボール 片面
4008968,102041000,出荷数量 販売数量 (千平方m),104010000,段ボール 計
3385411,102041000,出荷数量 販売数量 (千平方m),104011000,段ボール 両面
530657,102041000,出荷数量 販売数量 (千平方m),104012000,段ボール 複両面（複々両面を含む）
92900,102041000,出荷数量 販売数量 (千平方m),104013000,段ボール 片面
215612,102042000,出荷数量 販売金額（百万円),104010000,段ボール 計
171569,102042000,出荷数量 販売金額（百万円),104011000,段ボール 両面
39579,102042000,出荷数量 販売金額（百万円),104012000,段ボール 複両面（複々両面を含む）
4464,102042000,出荷数量 販売金額（百万円),104013000,段ボール 片面
294885,102049000,出荷数量 その他 (千平方m),104010000,段ボール 計
242310,102049000,出荷数量 その他 (千平方m),104011000,段ボール 両面
51293,102049000,出荷数量 その他 (千平方m),104012000,段ボール 複両面（複々両面を含む）
1282,102049000,出荷数量 その他 (千平方m),104013000,段ボール 片面
58685,102050000,在庫数量 (千平方m),104010000,段ボール 計
49011,102050000,在庫数量 (千平方m),104011000,段ボール 両面
8907,102050000,在庫数量 (千平方m),104012000,段ボール 複両面（複々両面を含む）
767,102050000,在庫数量 (千平方m),104013000,段ボール 片面
