value,cat01,cat01_label,cat02,cat02_label
40671,01000110,生産 数量 (千台),351700000,電子部品 スイッチング電源
176372090,01000210,生産 数量 (千個),351110000,電子部品 受動部品 抵抗器
1105615,01000210,生産 数量 (千個),351111000,電子部品 受動部品 抵抗器 可変抵抗器
553331,01000210,生産 数量 (千個),351111100,電子部品 受動部品 抵抗器 可変抵抗器 半固定抵抗器
517758,01000210,生産 数量 (千個),351111200,電子部品 受動部品 抵抗器 可変抵抗器 炭素系可変抵抗器(半固定を除く)
34526,01000210,生産 数量 (千個),351111300,電子部品 受動部品 抵抗器 可変抵抗器 その他の可変抵抗器
175266475,01000210,生産 数量 (千個),351112000,電子部品 受動部品 抵抗器 固定抵抗器
11085134,01000210,生産 数量 (千個),351112100,電子部品 受動部品 抵抗器 固定抵抗器 ネットワーク抵抗器
155834355,01000210,生産 数量 (千個),351112200,電子部品 受動部品 抵抗器 固定抵抗器 チップ抵抗器
8346986,01000210,生産 数量 (千個),351112300,電子部品 受動部品 抵抗器 固定抵抗器 その他の固定抵抗器
1060777933,01000210,生産 数量 (千個),351120000,電子部品 受動部品 固定コンデンサ
12268057,01000210,生産 数量 (千個),351121000,電子部品 受動部品 固定コンデンサ アルミ電解コンデンサ
1958222,01000210,生産 数量 (千個),351122000,電子部品 受動部品 固定コンデンサ タンタル電解コンデンサ
1045894888,01000210,生産 数量 (千個),351123000,電子部品 受動部品 固定コンデンサ セラミックコンデンサ
306701,01000210,生産 数量 (千個),351124000,電子部品 受動部品 固定コンデンサ 金属化有機フィルムコンデンサ
350065,01000210,生産 数量 (千個),351125000,電子部品 受動部品 固定コンデンサ その他の固定コンデンサ
24305,01000210,生産 数量 (千個),351130000,電子部品 受動部品 トランス
132867791,01000210,生産 数量 (千個),351140000,電子部品 受動部品 インダクタ（コイルを含む）
2955628,01000210,生産 数量 (千個),351151000,電子部品 受動部品 機能部品 水晶振動子
18443696,01000210,生産 数量 (千個),351152000,電子部品 受動部品 機能部品 フィルタ
6422509,01000210,生産 数量 (千個),351153000,電子部品 受動部品 機能部品 複合部品
11445709,01000210,生産 数量 (千個),351210000,電子部品 接続部品 スイッチ(通信･電子装置用に限る)
33154544,01000210,生産 数量 (千個),351220000,電子部品 接続部品 コネクタ
3061040,01000210,生産 数量 (千個),351221000,電子部品 接続部品 コネクタ 同軸コネクタ
19652628,01000210,生産 数量 (千個),351222000,電子部品 接続部品 コネクタ プリント基板用コネクタ
389719,01000210,生産 数量 (千個),351223000,電子部品 接続部品 コネクタ 丸形コネクタ
1049464,01000210,生産 数量 (千個),351224000,電子部品 接続部品 コネクタ 角形コネクタ
9001693,01000210,生産 数量 (千個),351225000,電子部品 接続部品 コネクタ その他のコネクタ
657348,01000210,生産 数量 (千個),351230000,電子部品 接続部品 リレー（有線通信機器用に限る）
6630072,01000210,生産 数量 (千個),351400000,電子部品 電子回路実装基板
6102154,01000210,生産 数量 (千個),351410000,電子部品 電子回路実装基板 プリント配線実装基板
527918,01000210,生産 数量 (千個),351420000,電子部品 電子回路実装基板 モジュール実装基板
114761,01000210,生産 数量 (千個),351550000,電子部品 音響部品（スピーカ・マイクロホン）
168374,01000800,生産 数量 (千平方m),351610000,電子部品 メモリ部品 磁気テープ
X,01000800,生産 数量 (千平方m),351611000,電子部品 メモリ部品 磁気テープ 磁気録音・録画テープ
X,01000800,生産 数量 (千平方m),351612000,電子部品 メモリ部品 磁気テープ その他の磁気テープ
14489923,01000810,生産 数量 (平方m),351300000,電子部品 電子回路基板
10414918,01000810,生産 数量 (平方m),351310000,電子部品 電子回路基板 リジッドプリント配線板
1734153,01000810,生産 数量 (平方m),351311000,電子部品 電子回路基板 リジッドプリント配線板 片面プリント配線板
4580551,01000810,生産 数量 (平方m),351312000,電子部品 電子回路基板 リジッドプリント配線板 両面プリント配線板
2188944,01000810,生産 数量 (平方m),351313000,電子部品 電子回路基板 リジッドプリント配線板 多層プリント配線板（4層）
908875,01000810,生産 数量 (平方m),351314000,電子部品 電子回路基板 リジッドプリント配線板 多層プリント配線板（6～8層）
118470,01000810,生産 数量 (平方m),351315000,電子部品 電子回路基板 リジッドプリント配線板 多層プリント配線板（10層以上）
883925,01000810,生産 数量 (平方m),351316000,電子部品 電子回路基板 リジッドプリント配線板 ビルドアップ多層配線板
3203876,01000810,生産 数量 (平方m),351320000,電子部品 電子回路基板 フレキシブルプリント配線板
939353,01000810,生産 数量 (平方m),351321000,電子部品 電子回路基板 フレキシブルプリント配線板 片面フレキシブル配線板
2264523,01000810,生産 数量 (平方m),351322000,電子部品 電子回路基板 フレキシブルプリント配線板 両面・多層フレキシブル配線板
871129,01000810,生産 数量 (平方m),351330000,電子部品 電子回路基板 モジュール基板
478167,01000810,生産 数量 (平方m),351331000,電子部品 電子回路基板 モジュール基板 リジッド系モジュール基板
392962,01000810,生産 数量 (平方m),351332000,電子部品 電子回路基板 モジュール基板 その他のモジュール基板
X,01000910,生産 数量 (千枚),351620000,電子部品 メモリ部品 光ディスク
X,01030100,生産 金額 (百万円),351000000,電子部品
1183000,01030100,生産 金額 (百万円),351100000,電子部品 受動部品
101218,01030100,生産 金額 (百万円),351110000,電子部品 受動部品 抵抗器
27140,01030100,生産 金額 (百万円),351111000,電子部品 受動部品 抵抗器 可変抵抗器
1811,01030100,生産 金額 (百万円),351111100,電子部品 受動部品 抵抗器 可変抵抗器 半固定抵抗器
19379,01030100,生産 金額 (百万円),351111200,電子部品 受動部品 抵抗器 可変抵抗器 炭素系可変抵抗器(半固定を除く)
5950,01030100,生産 金額 (百万円),351111300,電子部品 受動部品 抵抗器 可変抵抗器 その他の可変抵抗器
74078,01030100,生産 金額 (百万円),351112000,電子部品 受動部品 抵抗器 固定抵抗器
8735,01030100,生産 金額 (百万円),351112100,電子部品 受動部品 抵抗器 固定抵抗器 ネットワーク抵抗器
45947,01030100,生産 金額 (百万円),351112200,電子部品 受動部品 抵抗器 固定抵抗器 チップ抵抗器
19396,01030100,生産 金額 (百万円),351112300,電子部品 受動部品 抵抗器 固定抵抗器 その他の固定抵抗器
724075,01030100,生産 金額 (百万円),351120000,電子部品 受動部品 固定コンデンサ
146775,01030100,生産 金額 (百万円),351121000,電子部品 受動部品 固定コンデンサ アルミ電解コンデンサ
21825,01030100,生産 金額 (百万円),351122000,電子部品 受動部品 固定コンデンサ タンタル電解コンデンサ
520764,01030100,生産 金額 (百万円),351123000,電子部品 受動部品 固定コンデンサ セラミックコンデンサ
11437,01030100,生産 金額 (百万円),351124000,電子部品 受動部品 固定コンデンサ 金属化有機フィルムコンデンサ
23274,01030100,生産 金額 (百万円),351125000,電子部品 受動部品 固定コンデンサ その他の固定コンデンサ
9164,01030100,生産 金額 (百万円),351130000,電子部品 受動部品 トランス
63703,01030100,生産 金額 (百万円),351140000,電子部品 受動部品 インダクタ（コイルを含む）
284840,01030100,生産 金額 (百万円),351150000,電子部品 受動部品 機能部品
47067,01030100,生産 金額 (百万円),351151000,電子部品 受動部品 機能部品 水晶振動子
126230,01030100,生産 金額 (百万円),351152000,電子部品 受動部品 機能部品 フィルタ
111543,01030100,生産 金額 (百万円),351153000,電子部品 受動部品 機能部品 複合部品
461543,01030100,生産 金額 (百万円),351200000,電子部品 接続部品
63853,01030100,生産 金額 (百万円),351210000,電子部品 接続部品 スイッチ(通信･電子装置用に限る)
367560,01030100,生産 金額 (百万円),351220000,電子部品 接続部品 コネクタ
22966,01030100,生産 金額 (百万円),351221000,電子部品 接続部品 コネクタ 同軸コネクタ
239789,01030100,生産 金額 (百万円),351222000,電子部品 接続部品 コネクタ プリント基板用コネクタ
25567,01030100,生産 金額 (百万円),351223000,電子部品 接続部品 コネクタ 丸形コネクタ
23670,01030100,生産 金額 (百万円),351224000,電子部品 接続部品 コネクタ 角形コネクタ
55568,01030100,生産 金額 (百万円),351225000,電子部品 接続部品 コネクタ その他のコネクタ
30130,01030100,生産 金額 (百万円),351230000,電子部品 接続部品 リレー（有線通信機器用に限る）
477012,01030100,生産 金額 (百万円),351300000,電子部品 電子回路基板
319098,01030100,生産 金額 (百万円),351310000,電子部品 電子回路基板 リジッドプリント配線板
9211,01030100,生産 金額 (百万円),351311000,電子部品 電子回路基板 リジッドプリント配線板 片面プリント配線板
