value,cat01,cat01_label,cat02,cat02_label
38711,01000110,生産 数量 (千台),351700000,電子部品 スイッチング電源
144971759,01000210,生産 数量 (千個),351110000,電子部品 受動部品 抵抗器
1165310,01000210,生産 数量 (千個),351111000,電子部品 受動部品 抵抗器 可変抵抗器
613794,01000210,生産 数量 (千個),351111100,電子部品 受動部品 抵抗器 可変抵抗器 半固定抵抗器
514283,01000210,生産 数量 (千個),351111200,電子部品 受動部品 抵抗器 可変抵抗器 炭素系可変抵抗器(半固定を除く)
37233,01000210,生産 数量 (千個),351111300,電子部品 受動部品 抵抗器 可変抵抗器 その他の可変抵抗器
143806449,01000210,生産 数量 (千個),351112000,電子部品 受動部品 抵抗器 固定抵抗器
9522409,01000210,生産 数量 (千個),351112100,電子部品 受動部品 抵抗器 固定抵抗器 ネットワーク抵抗器
125172032,01000210,生産 数量 (千個),351112200,電子部品 受動部品 抵抗器 固定抵抗器 チップ抵抗器
9112008,01000210,生産 数量 (千個),351112300,電子部品 受動部品 抵抗器 固定抵抗器 その他の固定抵抗器
944248360,01000210,生産 数量 (千個),351120000,電子部品 受動部品 固定コンデンサ
10974904,01000210,生産 数量 (千個),351121000,電子部品 受動部品 固定コンデンサ アルミ電解コンデンサ
1609807,01000210,生産 数量 (千個),351122000,電子部品 受動部品 固定コンデンサ タンタル電解コンデンサ
931029890,01000210,生産 数量 (千個),351123000,電子部品 受動部品 固定コンデンサ セラミックコンデンサ
340548,01000210,生産 数量 (千個),351124000,電子部品 受動部品 固定コンデンサ 金属化有機フィルムコンデンサ
293211,01000210,生産 数量 (千個),351125000,電子部品 受動部品 固定コンデンサ その他の固定コンデンサ
21980,01000210,生産 数量 (千個),351130000,電子部品 受動部品 トランス
108437706,01000210,生産 数量 (千個),351140000,電子部品 受動部品 インダクタ（コイルを含む）
2794134,01000210,生産 数量 (千個),351151000,電子部品 受動部品 機能部品 水晶振動子
19254253,01000210,生産 数量 (千個),351152000,電子部品 受動部品 機能部品 フィルタ
6271466,01000210,生産 数量 (千個),351153000,電子部品 受動部品 機能部品 複合部品
10901351,01000210,生産 数量 (千個),351210000,電子部品 接続部品 スイッチ(通信･電子装置用に限る)
31185045,01000210,生産 数量 (千個),351220000,電子部品 接続部品 コネクタ
3244497,01000210,生産 数量 (千個),351221000,電子部品 接続部品 コネクタ 同軸コネクタ
17429434,01000210,生産 数量 (千個),351222000,電子部品 接続部品 コネクタ プリント基板用コネクタ
373755,01000210,生産 数量 (千個),351223000,電子部品 接続部品 コネクタ 丸形コネクタ
849217,01000210,生産 数量 (千個),351224000,電子部品 接続部品 コネクタ 角形コネクタ
9288142,01000210,生産 数量 (千個),351225000,電子部品 接続部品 コネクタ その他のコネクタ
593241,01000210,生産 数量 (千個),351230000,電子部品 接続部品 リレー（有線通信機器用に限る）
6741297,01000210,生産 数量 (千個),351400000,電子部品 電子回路実装基板
6373703,01000210,生産 数量 (千個),351410000,電子部品 電子回路実装基板 プリント配線実装基板
367594,01000210,生産 数量 (千個),351420000,電子部品 電子回路実装基板 モジュール実装基板
138577,01000210,生産 数量 (千個),351510000,電子部品 変換部品 音響部品（スピーカ・マイクロホン）
X,01000210,生産 数量 (千個),351520000,電子部品 変換部品 磁気ヘッド
14211,01000800,生産 数量 (千平方m),351300000,電子部品 電子回路基板
9785,01000800,生産 数量 (千平方m),351310000,電子部品 電子回路基板 リジッドプリント配線板
1569,01000800,生産 数量 (千平方m),351311000,電子部品 電子回路基板 リジッドプリント配線板 片面プリント配線板
4409,01000800,生産 数量 (千平方m),351312000,電子部品 電子回路基板 リジッドプリント配線板 両面プリント配線板
1954,01000800,生産 数量 (千平方m),351313000,電子部品 電子回路基板 リジッドプリント配線板 多層プリント配線板（4層）
860,01000800,生産 数量 (千平方m),351314000,電子部品 電子回路基板 リジッドプリント配線板 多層プリント配線板（6～8層）
109,01000800,生産 数量 (千平方m),351315000,電子部品 電子回路基板 リジッドプリント配線板 多層プリント配線板（10層以上）
884,01000800,生産 数量 (千平方m),351316000,電子部品 電子回路基板 リジッドプリント配線板 ビルドアップ多層配線板
3739,01000800,生産 数量 (千平方m),351320000,電子部品 電子回路基板 フレキシブルプリント配線板
1084,01000800,生産 数量 (千平方m),351321000,電子部品 電子回路基板 フレキシブルプリント配線板 片面フレキシブル配線板
2656,01000800,生産 数量 (千平方m),351322000,電子部品 電子回路基板 フレキシブルプリント配線板 両面・多層フレキシブル配線板
687,01000800,生産 数量 (千平方m),351330000,電子部品 電子回路基板 モジュール基板
471,01000800,生産 数量 (千平方m),351331000,電子部品 電子回路基板 モジュール基板 リジッド系モジュール基板
216,01000800,生産 数量 (千平方m),351332000,電子部品 電子回路基板 モジュール基板 その他のモジュール基板
247103,01000800,生産 数量 (千平方m),351610000,電子部品 メモリ部品 磁気テープ
17140,01000800,生産 数量 (千平方m),351611000,電子部品 メモリ部品 磁気テープ 磁気録音・録画テープ
229963,01000800,生産 数量 (千平方m),351612000,電子部品 メモリ部品 磁気テープ その他の磁気テープ
X,01000910,生産 数量 (千枚),351620000,電子部品 メモリ部品 光ディスク
2245440,01030100,生産 金額 (百万円),351000000,電子部品
1025102,01030100,生産 金額 (百万円),351100000,電子部品 受動部品
88745,01030100,生産 金額 (百万円),351110000,電子部品 受動部品 抵抗器
24101,01030100,生産 金額 (百万円),351111000,電子部品 受動部品 抵抗器 可変抵抗器
2231,01030100,生産 金額 (百万円),351111100,電子部品 受動部品 抵抗器 可変抵抗器 半固定抵抗器
17487,01030100,生産 金額 (百万円),351111200,電子部品 受動部品 抵抗器 可変抵抗器 炭素系可変抵抗器(半固定を除く)
4383,01030100,生産 金額 (百万円),351111300,電子部品 受動部品 抵抗器 可変抵抗器 その他の可変抵抗器
64644,01030100,生産 金額 (百万円),351112000,電子部品 受動部品 抵抗器 固定抵抗器
7299,01030100,生産 金額 (百万円),351112100,電子部品 受動部品 抵抗器 固定抵抗器 ネットワーク抵抗器
38490,01030100,生産 金額 (百万円),351112200,電子部品 受動部品 抵抗器 固定抵抗器 チップ抵抗器
18855,01030100,生産 金額 (百万円),351112300,電子部品 受動部品 抵抗器 固定抵抗器 その他の固定抵抗器
543804,01030100,生産 金額 (百万円),351120000,電子部品 受動部品 固定コンデンサ
129829,01030100,生産 金額 (百万円),351121000,電子部品 受動部品 固定コンデンサ アルミ電解コンデンサ
17759,01030100,生産 金額 (百万円),351122000,電子部品 受動部品 固定コンデンサ タンタル電解コンデンサ
365400,01030100,生産 金額 (百万円),351123000,電子部品 受動部品 固定コンデンサ セラミックコンデンサ
11853,01030100,生産 金額 (百万円),351124000,電子部品 受動部品 固定コンデンサ 金属化有機フィルムコンデンサ
18963,01030100,生産 金額 (百万円),351125000,電子部品 受動部品 固定コンデンサ その他の固定コンデンサ
8748,01030100,生産 金額 (百万円),351130000,電子部品 受動部品 トランス
60903,01030100,生産 金額 (百万円),351140000,電子部品 受動部品 インダクタ（コイルを含む）
322902,01030100,生産 金額 (百万円),351150000,電子部品 受動部品 機能部品
43602,01030100,生産 金額 (百万円),351151000,電子部品 受動部品 機能部品 水晶振動子
162966,01030100,生産 金額 (百万円),351152000,電子部品 受動部品 機能部品 フィルタ
116334,01030100,生産 金額 (百万円),351153000,電子部品 受動部品 機能部品 複合部品
466746,01030100,生産 金額 (百万円),351200000,電子部品 接続部品
63569,01030100,生産 金額 (百万円),351210000,電子部品 接続部品 スイッチ(通信･電子装置用に限る)
376689,01030100,生産 金額 (百万円),351220000,電子部品 接続部品 コネクタ
29539,01030100,生産 金額 (百万円),351221000,電子部品 接続部品 コネクタ 同軸コネクタ
255098,01030100,生産 金額 (百万円),351222000,電子部品 接続部品 コネクタ プリント基板用コネクタ
21606,01030100,生産 金額 (百万円),351223000,電子部品 接続部品 コネクタ 丸形コネクタ
21116,01030100,生産 金額 (百万円),351224000,電子部品 接続部品 コネクタ 角形コネクタ
49330,01030100,生産 金額 (百万円),351225000,電子部品 接続部品 コネクタ その他のコネクタ
26488,01030100,生産 金額 (百万円),351230000,電子部品 接続部品 リレー（有線通信機器用に限る）
459274,01030100,生産 金額 (百万円),351300000,電子部品 電子回路基板
296660,01030100,生産 金額 (百万円),351310000,電子部品 電子回路基板 リジッドプリント配線板
8537,01030100,生産 金額 (百万円),351311000,電子部品 電子回路基板 リジッドプリント配線板 片面プリント配線板
