value,cat01,cat01_label,cat02,cat02_label
28058152,103010000,消費数量 (立方m),111010000,合計
9443075,103010000,消費数量 (立方m),111011000,国産材
331940,103010000,消費数量 (立方m),111011100,国産材 原木
9111135,103010000,消費数量 (立方m),111011200,国産材 チップ
6949199,103010000,消費数量 (立方m),111011210,国産材 チップ 針葉樹
2161936,103010000,消費数量 (立方m),111011220,国産材 チップ 広葉樹
18615077,103010000,消費数量 (立方m),111012000,輸入材
-,103010000,消費数量 (立方m),111012100,輸入材 原木
18615077,103010000,消費数量 (立方m),111012200,輸入材 チップ
3392536,103010000,消費数量 (立方m),111012210,輸入材 チップ 針葉樹
15222541,103010000,消費数量 (立方m),111012220,輸入材 チップ 広葉樹
2986384,103020000,在庫数量 (立方m),111010000,合計
522991,103020000,在庫数量 (立方m),111011000,国産材
55745,103020000,在庫数量 (立方m),111011100,国産材 原木
467246,103020000,在庫数量 (立方m),111011200,国産材 チップ
404814,103020000,在庫数量 (立方m),111011210,国産材 チップ 針葉樹
62432,103020000,在庫数量 (立方m),111011220,国産材 チップ 広葉樹
2463393,103020000,在庫数量 (立方m),111012000,輸入材
-,103020000,在庫数量 (立方m),111012100,輸入材 原木
2463393,103020000,在庫数量 (立方m),111012200,輸入材 チップ
630546,103020000,在庫数量 (立方m),111012210,輸入材 チップ 針葉樹
1832847,103020000,在庫数量 (立方m),111012220,輸入材 チップ 広葉樹
