value,cat01,cat01_label,cat02,cat02_label,time,time_label
13560695,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0020000000,平成20年
12625937,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0021000000,平成21年
13062446,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0022000000,平成22年
13140781,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0023000000,平成23年
13275389,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024000000,平成24年
13099088,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0022010000,平成22年度
13232799,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0023010000,平成23年度
3114177,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024000103,平成24年 1 ～ 3 月
3359312,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024000406,平成24年 4 ～ 6 月
3250396,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024000709,平成24年 7 ～ 9 月
3551504,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024001012,平成24年 10 ～ 12 月
919336,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024000101,平成24年1月
1042309,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024000202,平成24年2月
1152532,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024000303,平成24年3月
1165054,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024000404,平成24年4月
1082751,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024000505,平成24年5月
1111507,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024000606,平成24年6月
1136754,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024000707,平成24年7月
1066690,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024000808,平成24年8月
1046952,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024000909,平成24年9月
1197049,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024001010,平成24年10月
1201583,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024001111,平成24年11月
1152872,102010000,生産数量 (千平方m),109010000,1.合計 2～4,0024001212,平成24年12月
11881606,102010000,生産数量 (千平方m),109011000,2.両面,0020000000,平成20年
11193437,102010000,生産数量 (千平方m),109011000,2.両面,0021000000,平成21年
11510305,102010000,生産数量 (千平方m),109011000,2.両面,0022000000,平成22年
11625231,102010000,生産数量 (千平方m),109011000,2.両面,0023000000,平成23年
11804453,102010000,生産数量 (千平方m),109011000,2.両面,0024000000,平成24年
11547538,102010000,生産数量 (千平方m),109011000,2.両面,0022010000,平成22年度
11720461,102010000,生産数量 (千平方m),109011000,2.両面,0023010000,平成23年度
2753036,102010000,生産数量 (千平方m),109011000,2.両面,0024000103,平成24年 1 ～ 3 月
3001148,102010000,生産数量 (千平方m),109011000,2.両面,0024000406,平成24年 4 ～ 6 月
2901539,102010000,生産数量 (千平方m),109011000,2.両面,0024000709,平成24年 7 ～ 9 月
3148730,102010000,生産数量 (千平方m),109011000,2.両面,0024001012,平成24年 10 ～ 12 月
805964,102010000,生産数量 (千平方m),109011000,2.両面,0024000101,平成24年1月
919814,102010000,生産数量 (千平方m),109011000,2.両面,0024000202,平成24年2月
1027258,102010000,生産数量 (千平方m),109011000,2.両面,0024000303,平成24年3月
1043596,102010000,生産数量 (千平方m),109011000,2.両面,0024000404,平成24年4月
965830,102010000,生産数量 (千平方m),109011000,2.両面,0024000505,平成24年5月
991722,102010000,生産数量 (千平方m),109011000,2.両面,0024000606,平成24年6月
1014575,102010000,生産数量 (千平方m),109011000,2.両面,0024000707,平成24年7月
955226,102010000,生産数量 (千平方m),109011000,2.両面,0024000808,平成24年8月
931738,102010000,生産数量 (千平方m),109011000,2.両面,0024000909,平成24年9月
1062033,102010000,生産数量 (千平方m),109011000,2.両面,0024001010,平成24年10月
1064974,102010000,生産数量 (千平方m),109011000,2.両面,0024001111,平成24年11月
1021723,102010000,生産数量 (千平方m),109011000,2.両面,0024001212,平成24年12月
1500596,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0020000000,平成20年
1272785,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0021000000,平成21年
1383776,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0022000000,平成22年
1345995,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0023000000,平成23年
1300628,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024000000,平成24年
1382934,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0022010000,平成22年度
1340255,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0023010000,平成23年度
323549,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024000103,平成24年 1 ～ 3 月
314455,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024000406,平成24年 4 ～ 6 月
309358,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024000709,平成24年 7 ～ 9 月
353266,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024001012,平成24年 10 ～ 12 月
101504,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024000101,平成24年1月
109911,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024000202,平成24年2月
112134,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024000303,平成24年3月
107943,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024000404,平成24年4月
102474,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024000505,平成24年5月
104038,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024000606,平成24年6月
108161,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024000707,平成24年7月
99203,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024000808,平成24年8月
101994,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024000909,平成24年9月
117256,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024001010,平成24年10月
119026,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024001111,平成24年11月
116984,102010000,生産数量 (千平方m),109012000,3.複両面（複々両面を含む）,0024001212,平成24年12月
178493,102010000,生産数量 (千平方m),109013000,4.片面,0020000000,平成20年
159715,102010000,生産数量 (千平方m),109013000,4.片面,0021000000,平成21年
168365,102010000,生産数量 (千平方m),109013000,4.片面,0022000000,平成22年
169555,102010000,生産数量 (千平方m),109013000,4.片面,0023000000,平成23年
170308,102010000,生産数量 (千平方m),109013000,4.片面,0024000000,平成24年
168616,102010000,生産数量 (千平方m),109013000,4.片面,0022010000,平成22年度
172083,102010000,生産数量 (千平方m),109013000,4.片面,0023010000,平成23年度
37592,102010000,生産数量 (千平方m),109013000,4.片面,0024000103,平成24年 1 ～ 3 月
43709,102010000,生産数量 (千平方m),109013000,4.片面,0024000406,平成24年 4 ～ 6 月
39499,102010000,生産数量 (千平方m),109013000,4.片面,0024000709,平成24年 7 ～ 9 月
49508,102010000,生産数量 (千平方m),109013000,4.片面,0024001012,平成24年 10 ～ 12 月
11868,102010000,生産数量 (千平方m),109013000,4.片面,0024000101,平成24年1月
12584,102010000,生産数量 (千平方m),109013000,4.片面,0024000202,平成24年2月
13140,102010000,生産数量 (千平方m),109013000,4.片面,0024000303,平成24年3月
13515,102010000,生産数量 (千平方m),109013000,4.片面,0024000404,平成24年4月
