value,cat01,cat01_label,cat02,cat02_label
37596,01000110,生産 数量 (千台),351700000,電子部品 スイッチング電源
134617547,01000210,生産 数量 (千個),351110000,電子部品 受動部品 抵抗器
1311104,01000210,生産 数量 (千個),351111000,電子部品 受動部品 抵抗器 可変抵抗器
712517,01000210,生産 数量 (千個),351111100,電子部品 受動部品 抵抗器 可変抵抗器 半固定抵抗器
560639,01000210,生産 数量 (千個),351111200,電子部品 受動部品 抵抗器 可変抵抗器 炭素系可変抵抗器(半固定を除く)
37948,01000210,生産 数量 (千個),351111300,電子部品 受動部品 抵抗器 可変抵抗器 その他の可変抵抗器
133306443,01000210,生産 数量 (千個),351112000,電子部品 受動部品 抵抗器 固定抵抗器
9510886,01000210,生産 数量 (千個),351112100,電子部品 受動部品 抵抗器 固定抵抗器 ネットワーク抵抗器
116889617,01000210,生産 数量 (千個),351112200,電子部品 受動部品 抵抗器 固定抵抗器 チップ抵抗器
6905940,01000210,生産 数量 (千個),351112300,電子部品 受動部品 抵抗器 固定抵抗器 その他の固定抵抗器
861622001,01000210,生産 数量 (千個),351120000,電子部品 受動部品 固定コンデンサ
10177127,01000210,生産 数量 (千個),351121000,電子部品 受動部品 固定コンデンサ アルミ電解コンデンサ
1641793,01000210,生産 数量 (千個),351122000,電子部品 受動部品 固定コンデンサ タンタル電解コンデンサ
849141096,01000210,生産 数量 (千個),351123000,電子部品 受動部品 固定コンデンサ セラミックコンデンサ
336107,01000210,生産 数量 (千個),351125000,電子部品 受動部品 固定コンデンサ 金属化有機フィルムコンデンサ
325878,01000210,生産 数量 (千個),351126000,電子部品 受動部品 固定コンデンサ その他の固定コンデンサ
23544,01000210,生産 数量 (千個),351130000,電子部品 受動部品 トランス
111780539,01000210,生産 数量 (千個),351140000,電子部品 受動部品 インダクタ（コイルを含む）
2924349,01000210,生産 数量 (千個),351151000,電子部品 受動部品 機能部品 水晶振動子
18125191,01000210,生産 数量 (千個),351152000,電子部品 受動部品 機能部品 フィルタ
6412799,01000210,生産 数量 (千個),351153000,電子部品 受動部品 機能部品 複合部品
10002087,01000210,生産 数量 (千個),351210000,電子部品 接続部品 スイッチ(通信･電子装置用に限る)
29770205,01000210,生産 数量 (千個),351220000,電子部品 接続部品 コネクタ
3858544,01000210,生産 数量 (千個),351221000,電子部品 接続部品 コネクタ 同軸コネクタ
16762580,01000210,生産 数量 (千個),351222000,電子部品 接続部品 コネクタ プリント基板用コネクタ
341139,01000210,生産 数量 (千個),351224000,電子部品 接続部品 コネクタ 丸形コネクタ
745895,01000210,生産 数量 (千個),351225000,電子部品 接続部品 コネクタ 角形コネクタ
8062047,01000210,生産 数量 (千個),351226000,電子部品 接続部品 コネクタ その他のコネクタ
570861,01000210,生産 数量 (千個),351230000,電子部品 接続部品 リレー（有線通信機器用に限る）
6471812,01000210,生産 数量 (千個),351400000,電子部品 電子回路実装基板
6017434,01000210,生産 数量 (千個),351410000,電子部品 電子回路実装基板 プリント配線実装基板
454378,01000210,生産 数量 (千個),351420000,電子部品 電子回路実装基板 モジュール実装基板
130643,01000210,生産 数量 (千個),351510000,電子部品 変換部品 音響部品（スピーカ・マイクロホン）
×,01000210,生産 数量 (千個),351520000,電子部品 変換部品 磁気ヘッド
14844,01000800,生産 数量 (千平方m),351300000,電子部品 電子回路基板
10052,01000800,生産 数量 (千平方m),351310000,電子部品 電子回路基板 リジッドプリント配線板
1698,01000800,生産 数量 (千平方m),351311000,電子部品 電子回路基板 リジッドプリント配線板 片面プリント配線板
4463,01000800,生産 数量 (千平方m),351312000,電子部品 電子回路基板 リジッドプリント配線板 両面プリント配線板
1998,01000800,生産 数量 (千平方m),351313000,電子部品 電子回路基板 リジッドプリント配線板 多層プリント配線板（4層）
830,01000800,生産 数量 (千平方m),351314000,電子部品 電子回路基板 リジッドプリント配線板 多層プリント配線板（6～8層）
114,01000800,生産 数量 (千平方m),351315000,電子部品 電子回路基板 リジッドプリント配線板 多層プリント配線板（10層以上）
949,01000800,生産 数量 (千平方m),351316000,電子部品 電子回路基板 リジッドプリント配線板 ビルドアップ多層配線板
4108,01000800,生産 数量 (千平方m),351320000,電子部品 電子回路基板 フレキシブルプリント配線板
1297,01000800,生産 数量 (千平方m),351321000,電子部品 電子回路基板 フレキシブルプリント配線板 片面フレキシブル配線板
2811,01000800,生産 数量 (千平方m),351322000,電子部品 電子回路基板 フレキシブルプリント配線板 両面・多層フレキシブル配線板
683,01000800,生産 数量 (千平方m),351330000,電子部品 電子回路基板 モジュール基板
486,01000800,生産 数量 (千平方m),351331000,電子部品 電子回路基板 モジュール基板 リジッド系モジュール基板
198,01000800,生産 数量 (千平方m),351332000,電子部品 電子回路基板 モジュール基板 その他のモジュール基板
269644,01000800,生産 数量 (千平方m),351610000,電子部品 メモリ部品 磁気テープ
115566,01000800,生産 数量 (千平方m),351611000,電子部品 メモリ部品 磁気テープ 磁気録音・録画テープ
154078,01000800,生産 数量 (千平方m),351612000,電子部品 メモリ部品 磁気テープ その他の磁気テープ
357502,01000910,生産 数量 (千枚),351620000,電子部品 メモリ部品 光ディスク
2374033,01030100,生産 金額 (百万円),351000000,電子部品
1061221,01030100,生産 金額 (百万円),351100000,電子部品 受動部品
90956,01030100,生産 金額 (百万円),351110000,電子部品 受動部品 抵抗器
27238,01030100,生産 金額 (百万円),351111000,電子部品 受動部品 抵抗器 可変抵抗器
3835,01030100,生産 金額 (百万円),351111100,電子部品 受動部品 抵抗器 可変抵抗器 半固定抵抗器
18387,01030100,生産 金額 (百万円),351111200,電子部品 受動部品 抵抗器 可変抵抗器 炭素系可変抵抗器(半固定を除く)
5016,01030100,生産 金額 (百万円),351111300,電子部品 受動部品 抵抗器 可変抵抗器 その他の可変抵抗器
63718,01030100,生産 金額 (百万円),351112000,電子部品 受動部品 抵抗器 固定抵抗器
7658,01030100,生産 金額 (百万円),351112100,電子部品 受動部品 抵抗器 固定抵抗器 ネットワーク抵抗器
37177,01030100,生産 金額 (百万円),351112200,電子部品 受動部品 抵抗器 固定抵抗器 チップ抵抗器
18883,01030100,生産 金額 (百万円),351112300,電子部品 受動部品 抵抗器 固定抵抗器 その他の固定抵抗器
557354,01030100,生産 金額 (百万円),351120000,電子部品 受動部品 固定コンデンサ
121345,01030100,生産 金額 (百万円),351121000,電子部品 受動部品 固定コンデンサ アルミ電解コンデンサ
18564,01030100,生産 金額 (百万円),351122000,電子部品 受動部品 固定コンデンサ タンタル電解コンデンサ
388830,01030100,生産 金額 (百万円),351123000,電子部品 受動部品 固定コンデンサ セラミックコンデンサ
11553,01030100,生産 金額 (百万円),351125000,電子部品 受動部品 固定コンデンサ 金属化有機フィルムコンデンサ
17062,01030100,生産 金額 (百万円),351126000,電子部品 受動部品 固定コンデンサ その他の固定コンデンサ
9205,01030100,生産 金額 (百万円),351130000,電子部品 受動部品 トランス
61986,01030100,生産 金額 (百万円),351140000,電子部品 受動部品 インダクタ（コイルを含む）
341720,01030100,生産 金額 (百万円),351150000,電子部品 受動部品 機能部品
41809,01030100,生産 金額 (百万円),351151000,電子部品 受動部品 機能部品 水晶振動子
151289,01030100,生産 金額 (百万円),351152000,電子部品 受動部品 機能部品 フィルタ
148622,01030100,生産 金額 (百万円),351153000,電子部品 受動部品 機能部品 複合部品
484134,01030100,生産 金額 (百万円),351200000,電子部品 接続部品
76302,01030100,生産 金額 (百万円),351210000,電子部品 接続部品 スイッチ(通信･電子装置用に限る)
380702,01030100,生産 金額 (百万円),351220000,電子部品 接続部品 コネクタ
41441,01030100,生産 金額 (百万円),351221000,電子部品 接続部品 コネクタ 同軸コネクタ
244541,01030100,生産 金額 (百万円),351222000,電子部品 接続部品 コネクタ プリント基板用コネクタ
21682,01030100,生産 金額 (百万円),351224000,電子部品 接続部品 コネクタ 丸形コネクタ
21061,01030100,生産 金額 (百万円),351225000,電子部品 接続部品 コネクタ 角形コネクタ
51977,01030100,生産 金額 (百万円),351226000,電子部品 接続部品 コネクタ その他のコネクタ
27130,01030100,生産 金額 (百万円),351230000,電子部品 接続部品 リレー（有線通信機器用に限る）
514730,01030100,生産 金額 (百万円),351300000,電子部品 電子回路基板
312832,01030100,生産 金額 (百万円),351310000,電子部品 電子回路基板 リジッドプリント配線板
8851,01030100,生産 金額 (百万円),351311000,電子部品 電子回路基板 リジッドプリント配線板 片面プリント配線板
69641,01030100,生産 金額 (百万円),351312000,電子部品 電子回路基板 リジッドプリント配線板 両面プリント配線板
52121,01030100,生産 金額 (百万円),351313000,電子部品 電子回路基板 リジッドプリント配線板 多層プリント配線板（4層）
63105,01030100,生産 金額 (百万円),351314000,電子部品 電子回路基板 リジッドプリント配線板 多層プリント配線板（6～8層）
18108,01030100,生産 金額 (百万円),351315000,電子部品 電子回路基板 リジッドプリント配線板 多層プリント配線板（10層以上）
101006,01030100,生産 金額 (百万円),351316000,電子部品 電子回路基板 リジッドプリント配線板 ビルドアップ多層配線板
73828,01030100,生産 金額 (百万円),351320000,電子部品 電子回路基板 フレキシブルプリント配線板
17483,01030100,生産 金額 (百万円),351321000,電子部品 電子回路基板 フレキシブルプリント配線板 片面フレキシブル配線板
56345,01030100,生産 金額 (百万円),351322000,電子部品 電子回路基板 フレキシブルプリント配線板 両面・多層フレキシブル配線板
128070,01030100,生産 金額 (百万円),351330000,電子部品 電子回路基板 モジュール基板
124089,01030100,生産 金額 (百万円),351331000,電子部品 電子回路基板 モジュール基板 リジッド系モジュール基板
3981,01030100,生産 金額 (百万円),351332000,電子部品 電子回路基板 モジュール基板 その他のモジュール基板
131096,01030100,生産 金額 (百万円),351400000,電子部品 電子回路実装基板
107986,01030100,生産 金額 (百万円),351410000,電子部品 電子回路実装基板 プリント配線実装基板
23110,01030100,生産 金額 (百万円),351420000,電子部品 電子回路実装基板 モジュール実装基板
14819,01030100,生産 金額 (百万円),351500000,電子部品 変換部品
×,01030100,生産 金額 (百万円),351510000,電子部品 変換部品 音響部品（スピーカ・マイクロホン）
×,01030100,生産 金額 (百万円),351520000,電子部品 変換部品 磁気ヘッド
70495,01030100,生産 金額 (百万円),351600000,電子部品 メモリ部品
55298,01030100,生産 金額 (百万円),351610000,電子部品 メモリ部品 磁気テープ
16160,01030100,生産 金額 (百万円),351611000,電子部品 メモリ部品 磁気テープ 磁気録音・録画テープ
39138,01030100,生産 金額 (百万円),351612000,電子部品 メモリ部品 磁気テープ その他の磁気テープ
15197,01030100,生産 金額 (百万円),351620000,電子部品 メモリ部品 光ディスク
97538,01030100,生産 金額 (百万円),351700000,電子部品 スイッチング電源
