value,cat01,cat01_label,cat02,cat02_label
63651,06010000,生産,020010000,ふっ化水素酸 (50％換算値) (t)
79116,06010000,生産,020020000,りん酸 (t)
96202,06010000,生産,020030000,水酸化カリウム (t)
58896,06010000,生産,020040000,酸化亜鉛 (t)
143248,06010000,生産,020050000,酸化第二鉄 (t)
9865,06010000,生産,020060100,顔料 アゾ顔料 (t)
8594,06010000,生産,020060200,顔料 フタロシアニン系顔料 (t)
185380,06010000,生産,020070000,酸化チタン 計 (t)
31122,06010000,生産,020070100,酸化チタン アナタース型 (t)
154258,06010000,生産,020070200,酸化チタン ルチル型 (t)
637687,06010000,生産,020080000,カーボンブラック (t)
59347,06010000,生産,020090000,活性炭 計 (t)
37662,06010000,生産,020090100,活性炭 粒状 (t)
21685,06010000,生産,020090200,活性炭 粉状 (t)
606661,06010000,生産,020100000,硫酸アルミニウム（14％固形換算値） (t)
594194,06010000,生産,020110000,"ポリ塩化アルミニウム（アルミナ,10％換算値） (t)"
9315,06010000,生産,020120000,よう素 (t)
380868,06010000,生産,020130000,けい酸ナトリウム (t)
183651,06010000,生産,020140000,過酸化水素（100％重量換算値） (t)
5002010,06010000,生産,020150000,化学石こう（2水塩換算値） (t)
6710559,06010000,生産,020160000,硫酸（100%換算値） (t)
33325,06010000,生産,020170000,火薬及び爆薬 計 (t)
25470,06010000,生産,020170100,火薬及び爆薬 硝安油剤爆薬 (t)
7855,06010000,生産,020170900,火薬及び爆薬 火薬及びその他の爆薬（武器用を除く） (t)
75416,06020000,受入,020010000,ふっ化水素酸 (50％換算値) (t)
-,06020000,受入,020020000,りん酸 (t)
2,06020000,受入,020030000,水酸化カリウム (t)
1,06020000,受入,020040000,酸化亜鉛 (t)
-,06020000,受入,020050000,酸化第二鉄 (t)
532,06020000,受入,020060100,顔料 アゾ顔料 (t)
668,06020000,受入,020060200,顔料 フタロシアニン系顔料 (t)
4614,06020000,受入,020070000,酸化チタン 計 (t)
516,06020000,受入,020070100,酸化チタン アナタース型 (t)
4098,06020000,受入,020070200,酸化チタン ルチル型 (t)
7079,06020000,受入,020080000,カーボンブラック (t)
9750,06020000,受入,020090000,活性炭 計 (t)
7610,06020000,受入,020090100,活性炭 粒状 (t)
2140,06020000,受入,020090200,活性炭 粉状 (t)
13651,06020000,受入,020100000,硫酸アルミニウム（14％固形換算値） (t)
50153,06020000,受入,020110000,"ポリ塩化アルミニウム（アルミナ,10％換算値） (t)"
848,06020000,受入,020120000,よう素 (t)
26994,06020000,受入,020130000,けい酸ナトリウム (t)
14929,06020000,受入,020140000,過酸化水素（100％重量換算値） (t)
27868,06020000,受入,020150000,化学石こう（2水塩換算値） (t)
280544,06020000,受入,020160000,硫酸（100%換算値） (t)
2176,06020000,受入,020170000,火薬及び爆薬 計 (t)
419,06020000,受入,020170100,火薬及び爆薬 硝安油剤爆薬 (t)
1757,06020000,受入,020170900,火薬及び爆薬 火薬及びその他の爆薬（武器用を除く） (t)
95042,06030000,消費,020010000,ふっ化水素酸 (50％換算値) (t)
5350,06030000,消費,020020000,りん酸 (t)
16732,06030000,消費,020030000,水酸化カリウム (t)
1,06030000,消費,020040000,酸化亜鉛 (t)
8410,06030000,消費,020050000,酸化第二鉄 (t)
-,06030000,消費,020060100,顔料 アゾ顔料 (t)
396,06030000,消費,020060200,顔料 フタロシアニン系顔料 (t)
125,06030000,消費,020070000,酸化チタン 計 (t)
123,06030000,消費,020070100,酸化チタン アナタース型 (t)
2,06030000,消費,020070200,酸化チタン ルチル型 (t)
2192,06030000,消費,020080000,カーボンブラック (t)
4168,06030000,消費,020090000,活性炭 計 (t)
3733,06030000,消費,020090100,活性炭 粒状 (t)
435,06030000,消費,020090200,活性炭 粉状 (t)
101454,06030000,消費,020100000,硫酸アルミニウム（14％固形換算値） (t)
601,06030000,消費,020110000,"ポリ塩化アルミニウム（アルミナ,10％換算値） (t)"
3960,06030000,消費,020120000,よう素 (t)
5452,06030000,消費,020130000,けい酸ナトリウム (t)
15482,06030000,消費,020140000,過酸化水素（100％重量換算値） (t)
99620,06030000,消費,020150000,化学石こう（2水塩換算値） (t)
1063890,06030000,消費,020160000,硫酸（100%換算値） (t)
6,06030000,消費,020170000,火薬及び爆薬 計 (t)
-,06030000,消費,020170100,火薬及び爆薬 硝安油剤爆薬 (t)
6,06030000,消費,020170900,火薬及び爆薬 火薬及びその他の爆薬（武器用を除く） (t)
44514,06041200,出荷 販売 数量,020010000,ふっ化水素酸 (50％換算値) (t)
71897,06041200,出荷 販売 数量,020020000,りん酸 (t)
76572,06041200,出荷 販売 数量,020030000,水酸化カリウム (t)
61355,06041200,出荷 販売 数量,020040000,酸化亜鉛 (t)
132807,06041200,出荷 販売 数量,020050000,酸化第二鉄 (t)
9639,06041200,出荷 販売 数量,020060100,顔料 アゾ顔料 (t)
7993,06041200,出荷 販売 数量,020060200,顔料 フタロシアニン系顔料 (t)
179632,06041200,出荷 販売 数量,020070000,酸化チタン 計 (t)
27623,06041200,出荷 販売 数量,020070100,酸化チタン アナタース型 (t)
152009,06041200,出荷 販売 数量,020070200,酸化チタン ルチル型 (t)
628933,06041200,出荷 販売 数量,020080000,カーボンブラック (t)
56166,06041200,出荷 販売 数量,020090000,活性炭 計 (t)
38028,06041200,出荷 販売 数量,020090100,活性炭 粒状 (t)
18138,06041200,出荷 販売 数量,020090200,活性炭 粉状 (t)
519302,06041200,出荷 販売 数量,020100000,硫酸アルミニウム（14％固形換算値） (t)
643535,06041200,出荷 販売 数量,020110000,"ポリ塩化アルミニウム（アルミナ,10％換算値） (t)"
6026,06041200,出荷 販売 数量,020120000,よう素 (t)
379989,06041200,出荷 販売 数量,020130000,けい酸ナトリウム (t)
163962,06041200,出荷 販売 数量,020140000,過酸化水素（100％重量換算値） (t)
4924906,06041200,出荷 販売 数量,020150000,化学石こう（2水塩換算値） (t)
5898176,06041200,出荷 販売 数量,020160000,硫酸（100%換算値） (t)
35375,06041200,出荷 販売 数量,020170000,火薬及び爆薬 計 (t)
25840,06041200,出荷 販売 数量,020170100,火薬及び爆薬 硝安油剤爆薬 (t)
9535,06041200,出荷 販売 数量,020170900,火薬及び爆薬 火薬及びその他の爆薬（武器用を除く） (t)
5505,06041300,出荷 販売 金額（百万円）,020010000,ふっ化水素酸 (50％換算値) (t)
8511,06041300,出荷 販売 金額（百万円）,020020000,りん酸 (t)
14547,06041300,出荷 販売 金額（百万円）,020030000,水酸化カリウム (t)
12509,06041300,出荷 販売 金額（百万円）,020040000,酸化亜鉛 (t)
23836,06041300,出荷 販売 金額（百万円）,020050000,酸化第二鉄 (t)
11345,06041300,出荷 販売 金額（百万円）,020060100,顔料 アゾ顔料 (t)
9122,06041300,出荷 販売 金額（百万円）,020060200,顔料 フタロシアニン系顔料 (t)
60350,06041300,出荷 販売 金額（百万円）,020070000,酸化チタン 計 (t)
