value,cat01,cat01_label,time,time_label
30484,13020000,受入 (t),0020000000,平成20年
23550,13020000,受入 (t),0021000000,平成21年
23387,13020000,受入 (t),0022000000,平成22年
21963,13020000,受入 (t),0023000000,平成23年
25427,13020000,受入 (t),0024000000,平成24年
20615,13020000,受入 (t),0022010000,平成22年度
19805,13020000,受入 (t),0023010000,平成23年度
4758,13020000,受入 (t),0024000103,平成24年 1 ～ 3 月
7009,13020000,受入 (t),0024000406,平成24年 4 ～ 6 月
6839,13020000,受入 (t),0024000709,平成24年 7 ～ 9 月
6821,13020000,受入 (t),0024001012,平成24年 10 ～ 12 月
1678,13020000,受入 (t),0024000101,平成24年1月
1522,13020000,受入 (t),0024000202,平成24年2月
1558,13020000,受入 (t),0024000303,平成24年3月
2211,13020000,受入 (t),0024000404,平成24年4月
2743,13020000,受入 (t),0024000505,平成24年5月
2055,13020000,受入 (t),0024000606,平成24年6月
1723,13020000,受入 (t),0024000707,平成24年7月
2563,13020000,受入 (t),0024000808,平成24年8月
2553,13020000,受入 (t),0024000909,平成24年9月
2338,13020000,受入 (t),0024001010,平成24年10月
2278,13020000,受入 (t),0024001111,平成24年11月
2205,13020000,受入 (t),0024001212,平成24年12月
33128,13049100,消費 鉄鋼部門圧延用 (t),0020000000,平成20年
25303,13049100,消費 鉄鋼部門圧延用 (t),0021000000,平成21年
23515,13049100,消費 鉄鋼部門圧延用 (t),0022000000,平成22年
21336,13049100,消費 鉄鋼部門圧延用 (t),0023000000,平成23年
25919,13049100,消費 鉄鋼部門圧延用 (t),0024000000,平成24年
23716,13049100,消費 鉄鋼部門圧延用 (t),0022010000,平成22年度
20579,13049100,消費 鉄鋼部門圧延用 (t),0023010000,平成23年度
5125,13049100,消費 鉄鋼部門圧延用 (t),0024000103,平成24年 1 ～ 3 月
6730,13049100,消費 鉄鋼部門圧延用 (t),0024000406,平成24年 4 ～ 6 月
6498,13049100,消費 鉄鋼部門圧延用 (t),0024000709,平成24年 7 ～ 9 月
7566,13049100,消費 鉄鋼部門圧延用 (t),0024001012,平成24年 10 ～ 12 月
1386,13049100,消費 鉄鋼部門圧延用 (t),0024000101,平成24年1月
1673,13049100,消費 鉄鋼部門圧延用 (t),0024000202,平成24年2月
2066,13049100,消費 鉄鋼部門圧延用 (t),0024000303,平成24年3月
1980,13049100,消費 鉄鋼部門圧延用 (t),0024000404,平成24年4月
2528,13049100,消費 鉄鋼部門圧延用 (t),0024000505,平成24年5月
2222,13049100,消費 鉄鋼部門圧延用 (t),0024000606,平成24年6月
2293,13049100,消費 鉄鋼部門圧延用 (t),0024000707,平成24年7月
1845,13049100,消費 鉄鋼部門圧延用 (t),0024000808,平成24年8月
2360,13049100,消費 鉄鋼部門圧延用 (t),0024000909,平成24年9月
2554,13049100,消費 鉄鋼部門圧延用 (t),0024001010,平成24年10月
2603,13049100,消費 鉄鋼部門圧延用 (t),0024001111,平成24年11月
2409,13049100,消費 鉄鋼部門圧延用 (t),0024001212,平成24年12月
3691,13080000,在庫 (t),0020000000,平成20年
1860,13080000,在庫 (t),0021000000,平成21年
1732,13080000,在庫 (t),0022000000,平成22年
2356,13080000,在庫 (t),0023000000,平成23年
1984,13080000,在庫 (t),0024000000,平成24年
2764,13080000,在庫 (t),0022010000,平成22年度
2125,13080000,在庫 (t),0023010000,平成23年度
2125,13080000,在庫 (t),0024000103,平成24年 1 ～ 3 月
2535,13080000,在庫 (t),0024000406,平成24年 4 ～ 6 月
2743,13080000,在庫 (t),0024000709,平成24年 7 ～ 9 月
1984,13080000,在庫 (t),0024001012,平成24年 10 ～ 12 月
2648,13080000,在庫 (t),0024000101,平成24年1月
2497,13080000,在庫 (t),0024000202,平成24年2月
2125,13080000,在庫 (t),0024000303,平成24年3月
2085,13080000,在庫 (t),0024000404,平成24年4月
2588,13080000,在庫 (t),0024000505,平成24年5月
2535,13080000,在庫 (t),0024000606,平成24年6月
1937,13080000,在庫 (t),0024000707,平成24年7月
2490,13080000,在庫 (t),0024000808,平成24年8月
2743,13080000,在庫 (t),0024000909,平成24年9月
2395,13080000,在庫 (t),0024001010,平成24年10月
2268,13080000,在庫 (t),0024001111,平成24年11月
1984,13080000,在庫 (t),0024001212,平成24年12月
