value,tab,tab_label,cat02,cat02_label,area,area_label,time,time_label,unit
2681177,020,母集団事業所・企業等数,50010,サービス産業計（※「情報通信業」を除く。）,00000,全国,2013000000,2013年,事業所・企業等
117319,020,母集団事業所・企業等数,50020,Ｈ運輸業，郵便業,00000,全国,2013000000,2013年,事業所・企業等
353,020,母集団事業所・企業等数,50030,42鉄道業,00000,全国,2013000000,2013年,事業所・企業等
28780,020,母集団事業所・企業等数,50040,43道路旅客運送業,00000,全国,2013000000,2013年,事業所・企業等
24856,020,母集団事業所・企業等数,50050,432一般乗用旅客自動車運送業,00000,全国,2013000000,2013年,事業所・企業等
3925,020,母集団事業所・企業等数,50060,43a他の道路旅客運送業,00000,全国,2013000000,2013年,事業所・企業等
61236,020,母集団事業所・企業等数,50070,44道路貨物運送業,00000,全国,2013000000,2013年,事業所・企業等
3764,020,母集団事業所・企業等数,50080,45水運業,00000,全国,2013000000,2013年,事業所・企業等
9060,020,母集団事業所・企業等数,50090,47倉庫業,00000,全国,2013000000,2013年,事業所・企業等
14015,020,母集団事業所・企業等数,50100,48運輸に附帯するサービス業,00000,全国,2013000000,2013年,事業所・企業等
111,020,母集団事業所・企業等数,50110,4*航空運輸業，郵便業（信書便事業を含む）,00000,全国,2013000000,2013年,事業所・企業等
390364,020,母集団事業所・企業等数,50120,Ｋ不動産業，物品賃貸業,00000,全国,2013000000,2013年,事業所・企業等
67289,020,母集団事業所・企業等数,50130,68不動産取引業,00000,全国,2013000000,2013年,事業所・企業等
16778,020,母集団事業所・企業等数,50140,681建物売買業，土地売買業,00000,全国,2013000000,2013年,事業所・企業等
50511,020,母集団事業所・企業等数,50150,682不動産代理業・仲介業,00000,全国,2013000000,2013年,事業所・企業等
295336,020,母集団事業所・企業等数,50160,69不動産賃貸業・管理業,00000,全国,2013000000,2013年,事業所・企業等
56852,020,母集団事業所・企業等数,50170,691不動産賃貸業（貸家業，貸間業を除く）,00000,全国,2013000000,2013年,事業所・企業等
163514,020,母集団事業所・企業等数,50180,692貸家業，貸間業,00000,全国,2013000000,2013年,事業所・企業等
36442,020,母集団事業所・企業等数,50190,693駐車場業,00000,全国,2013000000,2013年,事業所・企業等
38528,020,母集団事業所・企業等数,50200,694不動産管理業,00000,全国,2013000000,2013年,事業所・企業等
27739,020,母集団事業所・企業等数,50210,70物品賃貸業,00000,全国,2013000000,2013年,事業所・企業等
4772,020,母集団事業所・企業等数,50220,704自動車賃貸業,00000,全国,2013000000,2013年,事業所・企業等
22967,020,母集団事業所・企業等数,50230,70a他の物品賃貸業,00000,全国,2013000000,2013年,事業所・企業等
230478,020,母集団事業所・企業等数,50240,Ｌ学術研究，専門・技術サービス業（※「学術・開発研究機関」及び「純粋持株会社」を除く。）,00000,全国,2013000000,2013年,事業所・企業等
117768,020,母集団事業所・企業等数,50250,72専門サービス業（他に分類されないもの）（※「純粋持株会社」を除く。）,00000,全国,2013000000,2013年,事業所・企業等
32083,020,母集団事業所・企業等数,50260,724公認会計士事務所，税理士事務所,00000,全国,2013000000,2013年,事業所・企業等
41616,020,母集団事業所・企業等数,50270,72*法律事務所等,00000,全国,2013000000,2013年,事業所・企業等
12839,020,母集団事業所・企業等数,50280,721法律事務所，特許事務所,00000,全国,2013000000,2013年,事業所・企業等
18408,020,母集団事業所・企業等数,50290,722公証人役場，司法書士事務所，土地家屋調査士事務所,00000,全国,2013000000,2013年,事業所・企業等
5292,020,母集団事業所・企業等数,50300,723行政書士事務所,00000,全国,2013000000,2013年,事業所・企業等
5076,020,母集団事業所・企業等数,50310,725社会保険労務士事務所,00000,全国,2013000000,2013年,事業所・企業等
13117,020,母集団事業所・企業等数,50320,728経営コンサルタント業，純粋持株会社(※「純粋持株会社」を除く。),00000,全国,2013000000,2013年,事業所・企業等
30952,020,母集団事業所・企業等数,50330,72#デザイン業，著述・芸術家業，その他の専門サービス業,00000,全国,2013000000,2013年,事業所・企業等
11060,020,母集団事業所・企業等数,50340,726デザイン業,00000,全国,2013000000,2013年,事業所・企業等
691,020,母集団事業所・企業等数,50350,7291興信所,00000,全国,2013000000,2013年,事業所・企業等
19201,020,母集団事業所・企業等数,50360,72a他の専門サービス業,00000,全国,2013000000,2013年,事業所・企業等
11523,020,母集団事業所・企業等数,50370,73広告業,00000,全国,2013000000,2013年,事業所・企業等
101188,020,母集団事業所・企業等数,50380,74技術サービス業（他に分類されないもの）,00000,全国,2013000000,2013年,事業所・企業等
9285,020,母集団事業所・企業等数,50390,741獣医業,00000,全国,2013000000,2013年,事業所・企業等
60427,020,母集団事業所・企業等数,50400,742土木建築サービス業,00000,全国,2013000000,2013年,事業所・企業等
47373,020,母集団事業所・企業等数,50410,7421建築設計業,00000,全国,2013000000,2013年,事業所・企業等
9827,020,母集団事業所・企業等数,50420,7422測量業,00000,全国,2013000000,2013年,事業所・企業等
3227,020,母集団事業所・企業等数,50430,7429その他の土木建築サービス業,00000,全国,2013000000,2013年,事業所・企業等
8774,020,母集団事業所・企業等数,50440,743機械設計業,00000,全国,2013000000,2013年,事業所・企業等
2944,020,母集団事業所・企業等数,50450,744商品・非破壊検査業,00000,全国,2013000000,2013年,事業所・企業等
