value,tab,tab_label,cat01,cat01_label,area,area_label,time,time_label,unit
290535703,001,売上高（収入額）,00000,サービス産業計,00000,全国,2009000000,2009年,百万円
284009043,001,売上高（収入額）,00000,サービス産業計,00000,全国,2010000000,2010年,百万円
273342532,001,売上高（収入額）,00000,サービス産業計,00000,全国,2011000000,2011年,百万円
278296901,001,売上高（収入額）,00000,サービス産業計,00000,全国,2012000000,2012年,百万円
289144184,001,売上高（収入額）,00000,サービス産業計,00000,全国,2009100000,2009年度,百万円
280916018,001,売上高（収入額）,00000,サービス産業計,00000,全国,2010100000,2010年度,百万円
275759006,001,売上高（収入額）,00000,サービス産業計,00000,全国,2011100000,2011年度,百万円
77227032,001,売上高（収入額）,00000,サービス産業計,00000,全国,2008001012,2008年10～12月期,百万円
72247760,001,売上高（収入額）,00000,サービス産業計,00000,全国,2009000103,2009年1～3月期,百万円
70863565,001,売上高（収入額）,00000,サービス産業計,00000,全国,2009000406,2009年4～6月期,百万円
73799856,001,売上高（収入額）,00000,サービス産業計,00000,全国,2009000709,2009年7～9月期,百万円
73624522,001,売上高（収入額）,00000,サービス産業計,00000,全国,2009001012,2009年10～12月期,百万円
70856241,001,売上高（収入額）,00000,サービス産業計,00000,全国,2010000103,2010年1～3月期,百万円
69446119,001,売上高（収入額）,00000,サービス産業計,00000,全国,2010000406,2010年4～6月期,百万円
71518295,001,売上高（収入額）,00000,サービス産業計,00000,全国,2010000709,2010年7～9月期,百万円
72188388,001,売上高（収入額）,00000,サービス産業計,00000,全国,2010001012,2010年10～12月期,百万円
67763216,001,売上高（収入額）,00000,サービス産業計,00000,全国,2011000103,2011年1～3月期,百万円
65620661,001,売上高（収入額）,00000,サービス産業計,00000,全国,2011000406,2011年4～6月期,百万円
69411873,001,売上高（収入額）,00000,サービス産業計,00000,全国,2011000709,2011年7～9月期,百万円
70546782,001,売上高（収入額）,00000,サービス産業計,00000,全国,2011001012,2011年10～12月期,百万円
70179689,001,売上高（収入額）,00000,サービス産業計,00000,全国,2012000103,2012年1～3月期,百万円
67985540,001,売上高（収入額）,00000,サービス産業計,00000,全国,2012000406,2012年4～6月期,百万円
69805452,001,売上高（収入額）,00000,サービス産業計,00000,全国,2012000709,2012年7～9月期,百万円
70326219,001,売上高（収入額）,00000,サービス産業計,00000,全国,2012001012,2012年10～12月期,百万円
25297455,001,売上高（収入額）,00000,サービス産業計,00000,全国,2008001010,2008年10月,百万円
25242904,001,売上高（収入額）,00000,サービス産業計,00000,全国,2008001111,2008年11月,百万円
26686673,001,売上高（収入額）,00000,サービス産業計,00000,全国,2008001212,2008年12月,百万円
22214699,001,売上高（収入額）,00000,サービス産業計,00000,全国,2009000101,2009年1月,百万円
22158650,001,売上高（収入額）,00000,サービス産業計,00000,全国,2009000202,2009年2月,百万円
