value,cat01,cat01_label,cat02,cat02_label
262893,010010000,事業所数　実数,00,製造業計
33121,010010000,事業所数　実数,09,食料品製造業
4863,010010000,事業所数　実数,10,飲料・たばこ・飼料製造業
19843,010010000,事業所数　実数,11,繊維工業
7999,010010000,事業所数　実数,12,木材・木製品製造業（家具を除く）
8587,010010000,事業所数　実数,13,家具・装備品製造業
7378,010010000,事業所数　実数,14,パルプ・紙・紙加工品製造業
16463,010010000,事業所数　実数,15,印刷・同関連業
4996,010010000,事業所数　実数,16,化学工業
983,010010000,事業所数　実数,17,石油製品・石炭製品製造業
16086,010010000,事業所数　実数,18,プラスチック製品製造業（別掲を除く）
3246,010010000,事業所数　実数,19,ゴム製品製造業
2207,010010000,事業所数　実数,20,なめし革・同製品・毛皮製造業
12857,010010000,事業所数　実数,21,窯業・土石製品製造業
4924,010010000,事業所数　実数,22,鉄鋼業
3333,010010000,事業所数　実数,23,非鉄金属製造業
34637,010010000,事業所数　実数,24,金属製品製造業
9264,010010000,事業所数　実数,25,はん用機械器具製造業
23980,010010000,事業所数　実数,26,生産用機械器具製造業
5423,010010000,事業所数　実数,27,業務用機械器具製造業
5819,010010000,事業所数　実数,28,電子部品・デバイス・電子回路製造業
11437,010010000,事業所数　実数,29,電気機械器具製造業
2493,010010000,事業所数　実数,30,情報通信機械器具製造業
12614,010010000,事業所数　実数,31,輸送用機械器具製造業
10340,010010000,事業所数　実数,32,その他の製造業
1.8,010020000,事業所数　前年比 （％）,00,製造業計
1.9,010020000,事業所数　前年比 （％）,09,食料品製造業
7.1,010020000,事業所数　前年比 （％）,10,飲料・たばこ・飼料製造業
1.2,010020000,事業所数　前年比 （％）,11,繊維工業
-2,010020000,事業所数　前年比 （％）,12,木材・木製品製造業（家具を除く）
4.5,010020000,事業所数　前年比 （％）,13,家具・装備品製造業
-0.3,010020000,事業所数　前年比 （％）,14,パルプ・紙・紙加工品製造業
0.9,010020000,事業所数　前年比 （％）,15,印刷・同関連業
0.4,010020000,事業所数　前年比 （％）,16,化学工業
-0.4,010020000,事業所数　前年比 （％）,17,石油製品・石炭製品製造業
0.4,010020000,事業所数　前年比 （％）,18,プラスチック製品製造業（別掲を除く）
0.8,010020000,事業所数　前年比 （％）,19,ゴム製品製造業
4.8,010020000,事業所数　前年比 （％）,20,なめし革・同製品・毛皮製造業
-0.2,010020000,事業所数　前年比 （％）,21,窯業・土石製品製造業
4.8,010020000,事業所数　前年比 （％）,22,鉄鋼業
5.1,010020000,事業所数　前年比 （％）,23,非鉄金属製造業
3.7,010020000,事業所数　前年比 （％）,24,金属製品製造業
-4.9,010020000,事業所数　前年比 （％）,25,はん用機械器具製造業
7,010020000,事業所数　前年比 （％）,26,生産用機械器具製造業
-1.9,010020000,事業所数　前年比 （％）,27,業務用機械器具製造業
-0.1,010020000,事業所数　前年比 （％）,28,電子部品・デバイス・電子回路製造業
-1.1,010020000,事業所数　前年比 （％）,29,電気機械器具製造業
-5.1,010020000,事業所数　前年比 （％）,30,情報通信機械器具製造業
1.3,010020000,事業所数　前年比 （％）,31,輸送用機械器具製造業
5,010020000,事業所数　前年比 （％）,32,その他の製造業
100,010030000,事業所数　構成比 （％）,00,製造業計
12.6,010030000,事業所数　構成比 （％）,09,食料品製造業
1.8,010030000,事業所数　構成比 （％）,10,飲料・たばこ・飼料製造業
7.5,010030000,事業所数　構成比 （％）,11,繊維工業
3,010030000,事業所数　構成比 （％）,12,木材・木製品製造業（家具を除く）
3.3,010030000,事業所数　構成比 （％）,13,家具・装備品製造業
2.8,010030000,事業所数　構成比 （％）,14,パルプ・紙・紙加工品製造業
6.3,010030000,事業所数　構成比 （％）,15,印刷・同関連業
1.9,010030000,事業所数　構成比 （％）,16,化学工業
0.4,010030000,事業所数　構成比 （％）,17,石油製品・石炭製品製造業
6.1,010030000,事業所数　構成比 （％）,18,プラスチック製品製造業（別掲を除く）
1.2,010030000,事業所数　構成比 （％）,19,ゴム製品製造業
0.8,010030000,事業所数　構成比 （％）,20,なめし革・同製品・毛皮製造業
4.9,010030000,事業所数　構成比 （％）,21,窯業・土石製品製造業
1.9,010030000,事業所数　構成比 （％）,22,鉄鋼業
1.3,010030000,事業所数　構成比 （％）,23,非鉄金属製造業
13.2,010030000,事業所数　構成比 （％）,24,金属製品製造業
3.5,010030000,事業所数　構成比 （％）,25,はん用機械器具製造業
9.1,010030000,事業所数　構成比 （％）,26,生産用機械器具製造業
2.1,010030000,事業所数　構成比 （％）,27,業務用機械器具製造業
2.2,010030000,事業所数　構成比 （％）,28,電子部品・デバイス・電子回路製造業
4.4,010030000,事業所数　構成比 （％）,29,電気機械器具製造業
0.9,010030000,事業所数　構成比 （％）,30,情報通信機械器具製造業
4.8,010030000,事業所数　構成比 （％）,31,輸送用機械器具製造業
3.9,010030000,事業所数　構成比 （％）,32,その他の製造業
8329065,020010000,従業者数　実数 （人）,00,製造業計
1131651,020010000,従業者数　実数 （人）,09,食料品製造業
106606,020010000,従業者数　実数 （人）,10,飲料・たばこ・飼料製造業
347097,020010000,従業者数　実数 （人）,11,繊維工業
112510,020010000,従業者数　実数 （人）,12,木材・木製品製造業（家具を除く）
118517,020010000,従業者数　実数 （人）,13,家具・装備品製造業
203810,020010000,従業者数　実数 （人）,14,パルプ・紙・紙加工品製造業
325152,020010000,従業者数　実数 （人）,15,印刷・同関連業
348813,020010000,従業者数　実数 （人）,16,化学工業
24647,020010000,従業者数　実数 （人）,17,石油製品・石炭製品製造業
451135,020010000,従業者数　実数 （人）,18,プラスチック製品製造業（別掲を除く）
124607,020010000,従業者数　実数 （人）,19,ゴム製品製造業
29722,020010000,従業者数　実数 （人）,20,なめし革・同製品・毛皮製造業
279028,020010000,従業者数　実数 （人）,21,窯業・土石製品製造業
233971,020010000,従業者数　実数 （人）,22,鉄鋼業
153483,020010000,従業者数　実数 （人）,23,非鉄金属製造業
652543,020010000,従業者数　実数 （人）,24,金属製品製造業
359037,020010000,従業者数　実数 （人）,25,はん用機械器具製造業
611579,020010000,従業者数　実数 （人）,26,生産用機械器具製造業
241708,020010000,従業者数　実数 （人）,27,業務用機械器具製造業
518433,020010000,従業者数　実数 （人）,28,電子部品・デバイス・電子回路製造業
509845,020010000,従業者数　実数 （人）,29,電気機械器具製造業
238615,020010000,従業者数　実数 （人）,30,情報通信機械器具製造業
1026732,020010000,従業者数　実数 （人）,31,輸送用機械器具製造業
179824,020010000,従業者数　実数 （人）,32,その他の製造業
-2.2,020020000,従業者数　前年比 （％）,00,製造業計
-0.3,020020000,従業者数　前年比 （％）,09,食料品製造業
1.4,020020000,従業者数　前年比 （％）,10,飲料・たばこ・飼料製造業
-3.9,020020000,従業者数　前年比 （％）,11,繊維工業
-5.9,020020000,従業者数　前年比 （％）,12,木材・木製品製造業（家具を除く）
-4.9,020020000,従業者数　前年比 （％）,13,家具・装備品製造業
-2.5,020020000,従業者数　前年比 （％）,14,パルプ・紙・紙加工品製造業
-2.9,020020000,従業者数　前年比 （％）,15,印刷・同関連業
0.1,020020000,従業者数　前年比 （％）,16,化学工業
-0.8,020020000,従業者数　前年比 （％）,17,石油製品・石炭製品製造業
-4.2,020020000,従業者数　前年比 （％）,18,プラスチック製品製造業（別掲を除く）
-5.9,020020000,従業者数　前年比 （％）,19,ゴム製品製造業
-0.6,020020000,従業者数　前年比 （％）,20,なめし革・同製品・毛皮製造業
-4,020020000,従業者数　前年比 （％）,21,窯業・土石製品製造業
2.1,020020000,従業者数　前年比 （％）,22,鉄鋼業
-1,020020000,従業者数　前年比 （％）,23,非鉄金属製造業
-2,020020000,従業者数　前年比 （％）,24,金属製品製造業
-1.7,020020000,従業者数　前年比 （％）,25,はん用機械器具製造業
2.4,020020000,従業者数　前年比 （％）,26,生産用機械器具製造業
0.2,020020000,従業者数　前年比 （％）,27,業務用機械器具製造業
-5.1,020020000,従業者数　前年比 （％）,28,電子部品・デバイス・電子回路製造業
-3.8,020020000,従業者数　前年比 （％）,29,電気機械器具製造業
-10.8,020020000,従業者数　前年比 （％）,30,情報通信機械器具製造業
-2.4,020020000,従業者数　前年比 （％）,31,輸送用機械器具製造業
-1.3,020020000,従業者数　前年比 （％）,32,その他の製造業
100,020030000,従業者数　構成比 （％）,00,製造業計
13.6,020030000,従業者数　構成比 （％）,09,食料品製造業
