value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,time,time_label
382826,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
89725,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
293101,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
4259,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
4320,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
1,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107010,企業数,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107010,企業数,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
22,47,クレジットカード業，割賦金融業,00030,全数,01003000,資本金規模別_計,000107010,企業数,2019000000,2019
94162,47,クレジットカード業，割賦金融業,00030,全数,01003000,資本金規模別_計,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
655734,47,クレジットカード業，割賦金融業,00030,全数,01003000,資本金規模別_計,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
59804,47,クレジットカード業，割賦金融業,00030,全数,01003000,資本金規模別_計,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
382826,47,クレジットカード業，割賦金融業,00030,全数,01003000,資本金規模別_計,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
2583,47,クレジットカード業，割賦金融業,00030,全数,01003000,資本金規模別_計,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
89725,47,クレジットカード業，割賦金融業,00030,全数,01003000,資本金規模別_計,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
57222,47,クレジットカード業，割賦金融業,00030,全数,01003000,資本金規模別_計,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
293101,47,クレジットカード業，割賦金融業,00030,全数,01003000,資本金規模別_計,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
8950,47,クレジットカード業，割賦金融業,00030,全数,01003000,資本金規模別_計,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
4259,47,クレジットカード業，割賦金融業,00030,全数,01003000,資本金規模別_計,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
1384,47,クレジットカード業，割賦金融業,00030,全数,01003000,資本金規模別_計,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
4320,47,クレジットカード業，割賦金融業,00030,全数,01003000,資本金規模別_計,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
24024,47,クレジットカード業，割賦金融業,00030,全数,01003000,資本金規模別_計,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
264329,47,クレジットカード業，割賦金融業,00030,全数,01003000,資本金規模別_計,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
2,47,クレジットカード業，割賦金融業,00030,全数,01003010,資本金規模別_５千万円未満,000107010,企業数,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003010,資本金規模別_５千万円未満,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003010,資本金規模別_５千万円未満,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003010,資本金規模別_５千万円未満,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003010,資本金規模別_５千万円未満,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003010,資本金規模別_５千万円未満,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003010,資本金規模別_５千万円未満,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003010,資本金規模別_５千万円未満,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003010,資本金規模別_５千万円未満,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003010,資本金規模別_５千万円未満,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003010,資本金規模別_５千万円未満,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003010,資本金規模別_５千万円未満,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003010,資本金規模別_５千万円未満,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003010,資本金規模別_５千万円未満,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003010,資本金規模別_５千万円未満,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
10,47,クレジットカード業，割賦金融業,00030,全数,01003020,資本金規模別_５千万円以上１億円未満,000107010,企業数,2019000000,2019
21701,47,クレジットカード業，割賦金融業,00030,全数,01003020,資本金規模別_５千万円以上１億円未満,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
140816,47,クレジットカード業，割賦金融業,00030,全数,01003020,資本金規模別_５千万円以上１億円未満,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
15031,47,クレジットカード業，割賦金融業,00030,全数,01003020,資本金規模別_５千万円以上１億円未満,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
58129,47,クレジットカード業，割賦金融業,00030,全数,01003020,資本金規模別_５千万円以上１億円未満,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
1235,47,クレジットカード業，割賦金融業,00030,全数,01003020,資本金規模別_５千万円以上１億円未満,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
7824,47,クレジットカード業，割賦金融業,00030,全数,01003020,資本金規模別_５千万円以上１億円未満,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
13797,47,クレジットカード業，割賦金融業,00030,全数,01003020,資本金規模別_５千万円以上１億円未満,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
50306,47,クレジットカード業，割賦金融業,00030,全数,01003020,資本金規模別_５千万円以上１億円未満,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
1467,47,クレジットカード業，割賦金融業,00030,全数,01003020,資本金規模別_５千万円以上１億円未満,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
604,47,クレジットカード業，割賦金融業,00030,全数,01003020,資本金規模別_５千万円以上１億円未満,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
239,47,クレジットカード業，割賦金融業,00030,全数,01003020,資本金規模別_５千万円以上１億円未満,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
668,47,クレジットカード業，割賦金融業,00030,全数,01003020,資本金規模別_５千万円以上１億円未満,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
4964,47,クレジットカード業，割賦金融業,00030,全数,01003020,資本金規模別_５千万円以上１億円未満,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
81414,47,クレジットカード業，割賦金融業,00030,全数,01003020,資本金規模別_５千万円以上１億円未満,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
8,47,クレジットカード業，割賦金融業,00030,全数,01003030,資本金規模別_１億円以上１０億円未満,000107010,企業数,2019000000,2019
48569,47,クレジットカード業，割賦金融業,00030,全数,01003030,資本金規模別_１億円以上１０億円未満,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
298058,47,クレジットカード業，割賦金融業,00030,全数,01003030,資本金規模別_１億円以上１０億円未満,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
27441,47,クレジットカード業，割賦金融業,00030,全数,01003030,資本金規模別_１億円以上１０億円未満,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
179368,47,クレジットカード業，割賦金融業,00030,全数,01003030,資本金規模別_１億円以上１０億円未満,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
1248,47,クレジットカード業，割賦金融業,00030,全数,01003030,資本金規模別_１億円以上１０億円未満,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
43266,47,クレジットカード業，割賦金融業,00030,全数,01003030,資本金規模別_１億円以上１０億円未満,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
26193,47,クレジットカード業，割賦金融業,00030,全数,01003030,資本金規模別_１億円以上１０億円未満,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
136102,47,クレジットカード業，割賦金融業,00030,全数,01003030,資本金規模別_１億円以上１０億円未満,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
5308,47,クレジットカード業，割賦金融業,00030,全数,01003030,資本金規模別_１億円以上１０億円未満,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
1798,47,クレジットカード業，割賦金融業,00030,全数,01003030,資本金規模別_１億円以上１０億円未満,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
698,47,クレジットカード業，割賦金融業,00030,全数,01003030,資本金規模別_１億円以上１０億円未満,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
1469,47,クレジットカード業，割賦金融業,00030,全数,01003030,資本金規模別_１億円以上１０億円未満,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
15122,47,クレジットカード業，割賦金融業,00030,全数,01003030,資本金規模別_１億円以上１０億円未満,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
115424,47,クレジットカード業，割賦金融業,00030,全数,01003030,資本金規模別_１億円以上１０億円未満,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
1,47,クレジットカード業，割賦金融業,00030,全数,01003040,資本金規模別_１０億円以上,000107010,企業数,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003040,資本金規模別_１０億円以上,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003040,資本金規模別_１０億円以上,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003040,資本金規模別_１０億円以上,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003040,資本金規模別_１０億円以上,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003040,資本金規模別_１０億円以上,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003040,資本金規模別_１０億円以上,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003040,資本金規模別_１０億円以上,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003040,資本金規模別_１０億円以上,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003040,資本金規模別_１０億円以上,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003040,資本金規模別_１０億円以上,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003040,資本金規模別_１０億円以上,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003040,資本金規模別_１０億円以上,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003040,資本金規模別_１０億円以上,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003040,資本金規模別_１０億円以上,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
1,47,クレジットカード業，割賦金融業,00030,全数,01003050,資本金規模別_資本金なし,000107010,企業数,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003050,資本金規模別_資本金なし,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003050,資本金規模別_資本金なし,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003050,資本金規模別_資本金なし,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01003050,資本金規模別_資本金なし,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003050,資本金規模別_資本金なし,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01003050,資本金規模別_資本金なし,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003050,資本金規模別_資本金なし,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01003050,資本金規模別_資本金なし,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003050,資本金規模別_資本金なし,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01003050,資本金規模別_資本金なし,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003050,資本金規模別_資本金なし,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01003050,資本金規模別_資本金なし,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003050,資本金規模別_資本金なし,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
X,47,クレジットカード業，割賦金融業,00030,全数,01003050,資本金規模別_資本金なし,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
22,47,クレジットカード業，割賦金融業,00030,全数,01004000,従業者規模別_計,000107010,企業数,2019000000,2019
94162,47,クレジットカード業，割賦金融業,00030,全数,01004000,従業者規模別_計,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
655734,47,クレジットカード業，割賦金融業,00030,全数,01004000,従業者規模別_計,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
59804,47,クレジットカード業，割賦金融業,00030,全数,01004000,従業者規模別_計,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
382826,47,クレジットカード業，割賦金融業,00030,全数,01004000,従業者規模別_計,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
2583,47,クレジットカード業，割賦金融業,00030,全数,01004000,従業者規模別_計,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
89725,47,クレジットカード業，割賦金融業,00030,全数,01004000,従業者規模別_計,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
57222,47,クレジットカード業，割賦金融業,00030,全数,01004000,従業者規模別_計,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
293101,47,クレジットカード業，割賦金融業,00030,全数,01004000,従業者規模別_計,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
8950,47,クレジットカード業，割賦金融業,00030,全数,01004000,従業者規模別_計,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
4259,47,クレジットカード業，割賦金融業,00030,全数,01004000,従業者規模別_計,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
1384,47,クレジットカード業，割賦金融業,00030,全数,01004000,従業者規模別_計,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
4320,47,クレジットカード業，割賦金融業,00030,全数,01004000,従業者規模別_計,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
24024,47,クレジットカード業，割賦金融業,00030,全数,01004000,従業者規模別_計,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
264329,47,クレジットカード業，割賦金融業,00030,全数,01004000,従業者規模別_計,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01004010,従業者規模別_４人以下,000107010,企業数,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01004010,従業者規模別_４人以下,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01004010,従業者規模別_４人以下,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01004010,従業者規模別_４人以下,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01004010,従業者規模別_４人以下,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
