value,cat01,cat01_label,cat02,cat02_label,time,time_label
120537914,008000,粗鋼消費,000000,合計,19000000,平成19年
121883569,008000,粗鋼消費,000000,合計,19010000,平成19年度
119150253,008000,粗鋼消費,000000,合計,20000000,平成20年
26488302,008000,粗鋼消費,000000,合計,20001012,平成20年 10 ～ 12月
8841307,008000,粗鋼消費,000000,合計,20001111,平成20年11月
7517427,008000,粗鋼消費,000000,合計,20001212,平成20年12月
105814852,008000,粗鋼消費,000000,合計,20010000,平成20年度
87755387,008000,粗鋼消費,000000,合計,21000000,平成21年
6385278,008000,粗鋼消費,000000,合計,21000101,平成21年1月
17609342,008000,粗鋼消費,000000,合計,21000103,平成21年 1 ～ 3 月
5480818,008000,粗鋼消費,000000,合計,21000202,平成21年2月
5743246,008000,粗鋼消費,000000,合計,21000303,平成21年3月
5740083,008000,粗鋼消費,000000,合計,21000404,平成21年4月
19133659,008000,粗鋼消費,000000,合計,21000406,平成21年 4 ～ 6 月
6489488,008000,粗鋼消費,000000,合計,21000505,平成21年5月
6904088,008000,粗鋼消費,000000,合計,21000606,平成21年6月
7691137,008000,粗鋼消費,000000,合計,21000707,平成21年7月
24317009,008000,粗鋼消費,000000,合計,21000709,平成21年 7 ～ 9 月
8331932,008000,粗鋼消費,000000,合計,21000808,平成21年8月
8293940,008000,粗鋼消費,000000,合計,21000909,平成21年9月
8823644,008000,粗鋼消費,000000,合計,21001010,平成21年10月
26695377,008000,粗鋼消費,000000,合計,21001012,平成21年 10 ～ 12月
8887688,008000,粗鋼消費,000000,合計,21001111,平成21年11月
8984045,008000,粗鋼消費,000000,合計,21001212,平成21年12月
8744366,008000,粗鋼消費,000000,合計,22000101,平成22年1月
36.9,008000,粗鋼消費,000000,合計,50000000,前年同月比 (%)
120006077,008000,粗鋼消費,018100,鋼塊　計,19000000,平成19年
121340819,008000,粗鋼消費,018100,鋼塊　計,19010000,平成19年度
118603786,008000,粗鋼消費,018100,鋼塊　計,20000000,平成20年
26355720,008000,粗鋼消費,018100,鋼塊　計,20001012,平成20年 10 ～ 12月
8796410,008000,粗鋼消費,018100,鋼塊　計,20001111,平成20年11月
7478036,008000,粗鋼消費,018100,鋼塊　計,20001212,平成20年12月
105311178,008000,粗鋼消費,018100,鋼塊　計,20010000,平成20年度
87401128,008000,粗鋼消費,018100,鋼塊　計,21000000,平成21年
6352299,008000,粗鋼消費,018100,鋼塊　計,21000101,平成21年1月
17512754,008000,粗鋼消費,018100,鋼塊　計,21000103,平成21年 1 ～ 3 月
5448222,008000,粗鋼消費,018100,鋼塊　計,21000202,平成21年2月
5712233,008000,粗鋼消費,018100,鋼塊　計,21000303,平成21年3月
5708477,008000,粗鋼消費,018100,鋼塊　計,21000404,平成21年4月
19044760,008000,粗鋼消費,018100,鋼塊　計,21000406,平成21年 4 ～ 6 月
6461364,008000,粗鋼消費,018100,鋼塊　計,21000505,平成21年5月
6874919,008000,粗鋼消費,018100,鋼塊　計,21000606,平成21年6月
7663149,008000,粗鋼消費,018100,鋼塊　計,21000707,平成21年7月
24236783,008000,粗鋼消費,018100,鋼塊　計,21000709,平成21年 7 ～ 9 月
8306530,008000,粗鋼消費,018100,鋼塊　計,21000808,平成21年8月
8267104,008000,粗鋼消費,018100,鋼塊　計,21000909,平成21年9月
8793034,008000,粗鋼消費,018100,鋼塊　計,21001010,平成21年10月
26606831,008000,粗鋼消費,018100,鋼塊　計,21001012,平成21年 10 ～ 12月
8858300,008000,粗鋼消費,018100,鋼塊　計,21001111,平成21年11月
8955497,008000,粗鋼消費,018100,鋼塊　計,21001212,平成21年12月
8716180,008000,粗鋼消費,018100,鋼塊　計,22000101,平成22年1月
37.2,008000,粗鋼消費,018100,鋼塊　計,50000000,前年同月比 (%)
93800481,008000,粗鋼消費,018200,鋼塊　普通鋼,19000000,平成19年
94833820,008000,粗鋼消費,018200,鋼塊　普通鋼,19010000,平成19年度
92291809,008000,粗鋼消費,018200,鋼塊　普通鋼,20000000,平成20年
20557369,008000,粗鋼消費,018200,鋼塊　普通鋼,20001012,平成20年 10 ～ 12月
6836664,008000,粗鋼消費,018200,鋼塊　普通鋼,20001111,平成20年11月
5924324,008000,粗鋼消費,018200,鋼塊　普通鋼,20001212,平成20年12月
83010517,008000,粗鋼消費,018200,鋼塊　普通鋼,20010000,平成20年度
71246107,008000,粗鋼消費,018200,鋼塊　普通鋼,21000000,平成21年
5168682,008000,粗鋼消費,018200,鋼塊　普通鋼,21000101,平成21年1月
14551016,008000,粗鋼消費,018200,鋼塊　普通鋼,21000103,平成21年 1 ～ 3 月
4561857,008000,粗鋼消費,018200,鋼塊　普通鋼,21000202,平成21年2月
4820477,008000,粗鋼消費,018200,鋼塊　普通鋼,21000303,平成21年3月
4736139,008000,粗鋼消費,018200,鋼塊　普通鋼,21000404,平成21年4月
15797379,008000,粗鋼消費,018200,鋼塊　普通鋼,21000406,平成21年 4 ～ 6 月
5384028,008000,粗鋼消費,018200,鋼塊　普通鋼,21000505,平成21年5月
5677212,008000,粗鋼消費,018200,鋼塊　普通鋼,21000606,平成21年6月
6262798,008000,粗鋼消費,018200,鋼塊　普通鋼,21000707,平成21年7月
19824286,008000,粗鋼消費,018200,鋼塊　普通鋼,21000709,平成21年 7 ～ 9 月
6810441,008000,粗鋼消費,018200,鋼塊　普通鋼,21000808,平成21年8月
6751047,008000,粗鋼消費,018200,鋼塊　普通鋼,21000909,平成21年9月
7048046,008000,粗鋼消費,018200,鋼塊　普通鋼,21001010,平成21年10月
21073426,008000,粗鋼消費,018200,鋼塊　普通鋼,21001012,平成21年 10 ～ 12月
7001240,008000,粗鋼消費,018200,鋼塊　普通鋼,21001111,平成21年11月
7024140,008000,粗鋼消費,018200,鋼塊　普通鋼,21001212,平成21年12月
6933201,008000,粗鋼消費,018200,鋼塊　普通鋼,22000101,平成22年1月
34.1,008000,粗鋼消費,018200,鋼塊　普通鋼,50000000,前年同月比 (%)
26205596,008000,粗鋼消費,018300,鋼塊　特殊鋼,19000000,平成19年
26506999,008000,粗鋼消費,018300,鋼塊　特殊鋼,19010000,平成19年度
26311977,008000,粗鋼消費,018300,鋼塊　特殊鋼,20000000,平成20年
5798351,008000,粗鋼消費,018300,鋼塊　特殊鋼,20001012,平成20年 10 ～ 12月
1959746,008000,粗鋼消費,018300,鋼塊　特殊鋼,20001111,平成20年11月
1553712,008000,粗鋼消費,018300,鋼塊　特殊鋼,20001212,平成20年12月
22300661,008000,粗鋼消費,018300,鋼塊　特殊鋼,20010000,平成20年度
16155021,008000,粗鋼消費,018300,鋼塊　特殊鋼,21000000,平成21年
1183617,008000,粗鋼消費,018300,鋼塊　特殊鋼,21000101,平成21年1月
2961738,008000,粗鋼消費,018300,鋼塊　特殊鋼,21000103,平成21年 1 ～ 3 月
886365,008000,粗鋼消費,018300,鋼塊　特殊鋼,21000202,平成21年2月
891756,008000,粗鋼消費,018300,鋼塊　特殊鋼,21000303,平成21年3月
972338,008000,粗鋼消費,018300,鋼塊　特殊鋼,21000404,平成21年4月
3247381,008000,粗鋼消費,018300,鋼塊　特殊鋼,21000406,平成21年 4 ～ 6 月
1077336,008000,粗鋼消費,018300,鋼塊　特殊鋼,21000505,平成21年5月
1197707,008000,粗鋼消費,018300,鋼塊　特殊鋼,21000606,平成21年6月
1400351,008000,粗鋼消費,018300,鋼塊　特殊鋼,21000707,平成21年7月
4412497,008000,粗鋼消費,018300,鋼塊　特殊鋼,21000709,平成21年 7 ～ 9 月
1496089,008000,粗鋼消費,018300,鋼塊　特殊鋼,21000808,平成21年8月
1516057,008000,粗鋼消費,018300,鋼塊　特殊鋼,21000909,平成21年9月
1744988,008000,粗鋼消費,018300,鋼塊　特殊鋼,21001010,平成21年10月
5533405,008000,粗鋼消費,018300,鋼塊　特殊鋼,21001012,平成21年 10 ～ 12月
1857060,008000,粗鋼消費,018300,鋼塊　特殊鋼,21001111,平成21年11月
1931357,008000,粗鋼消費,018300,鋼塊　特殊鋼,21001212,平成21年12月
1782979,008000,粗鋼消費,018300,鋼塊　特殊鋼,22000101,平成22年1月
50.6,008000,粗鋼消費,018300,鋼塊　特殊鋼,50000000,前年同月比 (%)
531837,008000,粗鋼消費,019000,鋳鋼鋳込　計,19000000,平成19年
542750,008000,粗鋼消費,019000,鋳鋼鋳込　計,19010000,平成19年度
546467,008000,粗鋼消費,019000,鋳鋼鋳込　計,20000000,平成20年
132582,008000,粗鋼消費,019000,鋳鋼鋳込　計,20001012,平成20年 10 ～ 12月
44897,008000,粗鋼消費,019000,鋳鋼鋳込　計,20001111,平成20年11月
39391,008000,粗鋼消費,019000,鋳鋼鋳込　計,20001212,平成20年12月
503674,008000,粗鋼消費,019000,鋳鋼鋳込　計,20010000,平成20年度
354259,008000,粗鋼消費,019000,鋳鋼鋳込　計,21000000,平成21年
32979,008000,粗鋼消費,019000,鋳鋼鋳込　計,21000101,平成21年1月
96588,008000,粗鋼消費,019000,鋳鋼鋳込　計,21000103,平成21年 1 ～ 3 月
32596,008000,粗鋼消費,019000,鋳鋼鋳込　計,21000202,平成21年2月
31013,008000,粗鋼消費,019000,鋳鋼鋳込　計,21000303,平成21年3月
31606,008000,粗鋼消費,019000,鋳鋼鋳込　計,21000404,平成21年4月
88899,008000,粗鋼消費,019000,鋳鋼鋳込　計,21000406,平成21年 4 ～ 6 月
28124,008000,粗鋼消費,019000,鋳鋼鋳込　計,21000505,平成21年5月
29169,008000,粗鋼消費,019000,鋳鋼鋳込　計,21000606,平成21年6月
27988,008000,粗鋼消費,019000,鋳鋼鋳込　計,21000707,平成21年7月
80226,008000,粗鋼消費,019000,鋳鋼鋳込　計,21000709,平成21年 7 ～ 9 月
25402,008000,粗鋼消費,019000,鋳鋼鋳込　計,21000808,平成21年8月
26836,008000,粗鋼消費,019000,鋳鋼鋳込　計,21000909,平成21年9月
30610,008000,粗鋼消費,019000,鋳鋼鋳込　計,21001010,平成21年10月
88546,008000,粗鋼消費,019000,鋳鋼鋳込　計,21001012,平成21年 10 ～ 12月
29388,008000,粗鋼消費,019000,鋳鋼鋳込　計,21001111,平成21年11月
28548,008000,粗鋼消費,019000,鋳鋼鋳込　計,21001212,平成21年12月
28186,008000,粗鋼消費,019000,鋳鋼鋳込　計,22000101,平成22年1月
-14.5,008000,粗鋼消費,019000,鋳鋼鋳込　計,50000000,前年同月比 (%)
241688,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,19000000,平成19年
246908,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,19010000,平成19年度
255238,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,20000000,平成20年
63319,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,20001012,平成20年 10 ～ 12月
21471,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,20001111,平成20年11月
18901,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,20001212,平成20年12月
235174,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,20010000,平成20年度
162396,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21000000,平成21年
14824,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21000101,平成21年1月
43883,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21000103,平成21年 1 ～ 3 月
15404,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21000202,平成21年2月
13655,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21000303,平成21年3月
13832,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21000404,平成21年4月
40543,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21000406,平成21年 4 ～ 6 月
12816,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21000505,平成21年5月
13895,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21000606,平成21年6月
13035,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21000707,平成21年7月
37454,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21000709,平成21年 7 ～ 9 月
11796,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21000808,平成21年8月
12623,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21000909,平成21年9月
13770,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21001010,平成21年10月
40516,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21001012,平成21年 10 ～ 12月
13209,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21001111,平成21年11月
13537,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,21001212,平成21年12月
13042,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,22000101,平成22年1月
-12,008000,粗鋼消費,020000,鋳鋼鋳込　普通鋼,50000000,前年同月比 (%)
290149,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,19000000,平成19年
295842,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,19010000,平成19年度
291229,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,20000000,平成20年
69263,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,20001012,平成20年 10 ～ 12月
23426,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,20001111,平成20年11月
20490,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,20001212,平成20年12月
268500,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,20010000,平成20年度
191863,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21000000,平成21年
18155,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21000101,平成21年1月
52705,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21000103,平成21年 1 ～ 3 月
17192,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21000202,平成21年2月
17358,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21000303,平成21年3月
17774,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21000404,平成21年4月
48356,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21000406,平成21年 4 ～ 6 月
15308,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21000505,平成21年5月
15274,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21000606,平成21年6月
14953,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21000707,平成21年7月
42772,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21000709,平成21年 7 ～ 9 月
13606,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21000808,平成21年8月
14213,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21000909,平成21年9月
16840,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21001010,平成21年10月
48030,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21001012,平成21年 10 ～ 12月
16179,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21001111,平成21年11月
15011,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,21001212,平成21年12月
15144,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,22000101,平成22年1月
-16.6,008000,粗鋼消費,021000,鋳鋼鋳込　特殊鋼,50000000,前年同月比 (%)
