value,cat01,cat01_label,cat02,cat02_label,time,time_label
120202937,005000,粗鋼,000000,合計,19000000,平成19年
121511425,005000,粗鋼,000000,合計,19010000,平成19年度
118739328,005000,粗鋼,000000,合計,20000000,平成20年
26396543,005000,粗鋼,000000,合計,20001012,平成20年 10 ～ 12月
8815130,005000,粗鋼,000000,合計,20001111,平成20年11月
7484797,005000,粗鋼,000000,合計,20001212,平成20年12月
105500382,005000,粗鋼,000000,合計,20010000,平成20年度
87534137,005000,粗鋼,000000,合計,21000000,平成21年
6378485,005000,粗鋼,000000,合計,21000101,平成21年1月
17596223,005000,粗鋼,000000,合計,21000103,平成21年 1 ～ 3 月
5478593,005000,粗鋼,000000,合計,21000202,平成21年2月
5739145,005000,粗鋼,000000,合計,21000303,平成21年3月
5734375,005000,粗鋼,000000,合計,21000404,平成21年4月
19093436,005000,粗鋼,000000,合計,21000406,平成21年 4 ～ 6 月
6476430,005000,粗鋼,000000,合計,21000505,平成21年5月
6882631,005000,粗鋼,000000,合計,21000606,平成21年6月
7660070,005000,粗鋼,000000,合計,21000707,平成21年7月
24235771,005000,粗鋼,000000,合計,21000709,平成21年 7 ～ 9 月
8306944,005000,粗鋼,000000,合計,21000808,平成21年8月
8268757,005000,粗鋼,000000,合計,21000909,平成21年9月
8800501,005000,粗鋼,000000,合計,21001010,平成21年10月
26608707,005000,粗鋼,000000,合計,21001012,平成21年 10 ～ 12月
8857519,005000,粗鋼,000000,合計,21001111,平成21年11月
8950687,005000,粗鋼,000000,合計,21001212,平成21年12月
8724015,005000,粗鋼,000000,合計,22000101,平成22年1月
36.8,005000,粗鋼,000000,合計,50000000,前年同月比 (%)
94078631,005000,粗鋼,001000,普通鋼,19000000,平成19年
95108585,005000,粗鋼,001000,普通鋼,19010000,平成19年度
92572178,005000,粗鋼,001000,普通鋼,20000000,平成20年
20626436,005000,粗鋼,001000,普通鋼,20001012,平成20年 10 ～ 12月
6859644,005000,粗鋼,001000,普通鋼,20001111,平成20年11月
5946318,005000,粗鋼,001000,普通鋼,20001212,平成20年12月
83270277,005000,粗鋼,001000,普通鋼,20010000,平成20年度
71407372,005000,粗鋼,001000,普通鋼,21000000,平成21年
5184243,005000,粗鋼,001000,普通鋼,21000101,平成21年1月
14597267,005000,粗鋼,001000,普通鋼,21000103,平成21年 1 ～ 3 月
4577207,005000,粗鋼,001000,普通鋼,21000202,平成21年2月
4835817,005000,粗鋼,001000,普通鋼,21000303,平成21年3月
4749087,005000,粗鋼,001000,普通鋼,21000404,平成21年4月
15834999,005000,粗鋼,001000,普通鋼,21000406,平成21年 4 ～ 6 月
5396300,005000,粗鋼,001000,普通鋼,21000505,平成21年5月
5689612,005000,粗鋼,001000,普通鋼,21000606,平成21年6月
6276740,005000,粗鋼,001000,普通鋼,21000707,平成21年7月
19861120,005000,粗鋼,001000,普通鋼,21000709,平成21年 7 ～ 9 月
6821505,005000,粗鋼,001000,普通鋼,21000808,平成21年8月
6762875,005000,粗鋼,001000,普通鋼,21000909,平成21年9月
7062378,005000,粗鋼,001000,普通鋼,21001010,平成21年10月
21113986,005000,粗鋼,001000,普通鋼,21001012,平成21年 10 ～ 12月
7014415,005000,粗鋼,001000,普通鋼,21001111,平成21年11月
7037193,005000,粗鋼,001000,普通鋼,21001212,平成21年12月
6944962,005000,粗鋼,001000,普通鋼,22000101,平成22年1月
34,005000,粗鋼,001000,普通鋼,50000000,前年同月比 (%)
26124306,005000,粗鋼,002000,特殊鋼,19000000,平成19年
26402840,005000,粗鋼,002000,特殊鋼,19010000,平成19年度
26167150,005000,粗鋼,002000,特殊鋼,20000000,平成20年
5770107,005000,粗鋼,002000,特殊鋼,20001012,平成20年 10 ～ 12月
1955486,005000,粗鋼,002000,特殊鋼,20001111,平成20年11月
1538479,005000,粗鋼,002000,特殊鋼,20001212,平成20年12月
22230105,005000,粗鋼,002000,特殊鋼,20010000,平成20年度
16126765,005000,粗鋼,002000,特殊鋼,21000000,平成21年
1194242,005000,粗鋼,002000,特殊鋼,21000101,平成21年1月
2998956,005000,粗鋼,002000,特殊鋼,21000103,平成21年 1 ～ 3 月
901386,005000,粗鋼,002000,特殊鋼,21000202,平成21年2月
903328,005000,粗鋼,002000,特殊鋼,21000303,平成21年3月
985288,005000,粗鋼,002000,特殊鋼,21000404,平成21年4月
3258437,005000,粗鋼,002000,特殊鋼,21000406,平成21年 4 ～ 6 月
1080130,005000,粗鋼,002000,特殊鋼,21000505,平成21年5月
1193019,005000,粗鋼,002000,特殊鋼,21000606,平成21年6月
1383330,005000,粗鋼,002000,特殊鋼,21000707,平成21年7月
4374651,005000,粗鋼,002000,特殊鋼,21000709,平成21年 7 ～ 9 月
1485439,005000,粗鋼,002000,特殊鋼,21000808,平成21年8月
1505882,005000,粗鋼,002000,特殊鋼,21000909,平成21年9月
1738123,005000,粗鋼,002000,特殊鋼,21001010,平成21年10月
5494721,005000,粗鋼,002000,特殊鋼,21001012,平成21年 10 ～ 12月
1843104,005000,粗鋼,002000,特殊鋼,21001111,平成21年11月
1913494,005000,粗鋼,002000,特殊鋼,21001212,平成21年12月
1779053,005000,粗鋼,002000,特殊鋼,22000101,平成22年1月
49,005000,粗鋼,002000,特殊鋼,50000000,前年同月比 (%)
119002807,005000,粗鋼,003000,圧延用鋼塊　計,19000000,平成19年
120295267,005000,粗鋼,003000,圧延用鋼塊　計,19010000,平成19年度
117507637,005000,粗鋼,003000,圧延用鋼塊　計,20000000,平成20年
26087963,005000,粗鋼,003000,圧延用鋼塊　計,20001012,平成20年 10 ～ 12月
8708801,005000,粗鋼,003000,圧延用鋼塊　計,20001111,平成20年11月
7393384,005000,粗鋼,003000,圧延用鋼塊　計,20001212,平成20年12月
104345421,005000,粗鋼,003000,圧延用鋼塊　計,20010000,平成20年度
86687791,005000,粗鋼,003000,圧延用鋼塊　計,21000000,平成21年
6298635,005000,粗鋼,003000,圧延用鋼塊　計,21000101,平成21年1月
17362794,005000,粗鋼,003000,圧延用鋼塊　計,21000103,平成21年 1 ～ 3 月
5400295,005000,粗鋼,003000,圧延用鋼塊　計,21000202,平成21年2月
5663864,005000,粗鋼,003000,圧延用鋼塊　計,21000303,平成21年3月
5661616,005000,粗鋼,003000,圧延用鋼塊　計,21000404,平成21年4月
18888080,005000,粗鋼,003000,圧延用鋼塊　計,21000406,平成21年 4 ～ 6 月
6413339,005000,粗鋼,003000,圧延用鋼塊　計,21000505,平成21年5月
6813125,005000,粗鋼,003000,圧延用鋼塊　計,21000606,平成21年6月
7591600,005000,粗鋼,003000,圧延用鋼塊　計,21000707,平成21年7月
24041358,005000,粗鋼,003000,圧延用鋼塊　計,21000709,平成21年 7 ～ 9 月
8248661,005000,粗鋼,003000,圧延用鋼塊　計,21000808,平成21年8月
8201097,005000,粗鋼,003000,圧延用鋼塊　計,21000909,平成21年9月
8727134,005000,粗鋼,003000,圧延用鋼塊　計,21001010,平成21年10月
26395559,005000,粗鋼,003000,圧延用鋼塊　計,21001012,平成21年 10 ～ 12月
8784549,005000,粗鋼,003000,圧延用鋼塊　計,21001111,平成21年11月
8883876,005000,粗鋼,003000,圧延用鋼塊　計,21001212,平成21年12月
