value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,area,area_label,time,time_label,unit
13367,100,売上高（１企業当たり）,0,全産業,00,総数,00000,全国,2019000000,2019年,千円
13410,100,売上高（１企業当たり）,0,全産業,00,総数,00000,全国,2020000000,2020年,千円
12806,100,売上高（１企業当たり）,0,全産業,00,総数,00000,全国,2021000000,2021年,千円
12969,100,売上高（１企業当たり）,0,全産業,00,総数,00000,全国,2022000000,2022年,千円
13268,100,売上高（１企業当たり）,0,全産業,00,総数,00000,全国,2023000000,2023年,千円
13763,100,売上高（１企業当たり）,0,全産業,00,総数,00000,全国,2024000000,2024年,千円
13989,100,売上高（１企業当たり）,0,全産業,00,総数,00000,全国,2025000000,2025年,千円
253,100,売上高（１企業当たり）,0,全産業,01,"～ 499,999 円",00000,全国,2019000000,2019年,千円
250,100,売上高（１企業当たり）,0,全産業,01,"～ 499,999 円",00000,全国,2020000000,2020年,千円
258,100,売上高（１企業当たり）,0,全産業,01,"～ 499,999 円",00000,全国,2021000000,2021年,千円
243,100,売上高（１企業当たり）,0,全産業,01,"～ 499,999 円",00000,全国,2022000000,2022年,千円
257,100,売上高（１企業当たり）,0,全産業,01,"～ 499,999 円",00000,全国,2023000000,2023年,千円
257,100,売上高（１企業当たり）,0,全産業,01,"～ 499,999 円",00000,全国,2024000000,2024年,千円
250,100,売上高（１企業当たり）,0,全産業,01,"～ 499,999 円",00000,全国,2025000000,2025年,千円
738,100,売上高（１企業当たり）,0,全産業,02,"500,000 ～ 999,999",00000,全国,2019000000,2019年,千円
742,100,売上高（１企業当たり）,0,全産業,02,"500,000 ～ 999,999",00000,全国,2020000000,2020年,千円
741,100,売上高（１企業当たり）,0,全産業,02,"500,000 ～ 999,999",00000,全国,2021000000,2021年,千円
736,100,売上高（１企業当たり）,0,全産業,02,"500,000 ～ 999,999",00000,全国,2022000000,2022年,千円
745,100,売上高（１企業当たり）,0,全産業,02,"500,000 ～ 999,999",00000,全国,2023000000,2023年,千円
738,100,売上高（１企業当たり）,0,全産業,02,"500,000 ～ 999,999",00000,全国,2024000000,2024年,千円
732,100,売上高（１企業当たり）,0,全産業,02,"500,000 ～ 999,999",00000,全国,2025000000,2025年,千円
1219,100,売上高（１企業当たり）,0,全産業,03,"1,000,000 ～ 1,499,999",00000,全国,2019000000,2019年,千円
1222,100,売上高（１企業当たり）,0,全産業,03,"1,000,000 ～ 1,499,999",00000,全国,2020000000,2020年,千円
1233,100,売上高（１企業当たり）,0,全産業,03,"1,000,000 ～ 1,499,999",00000,全国,2021000000,2021年,千円
1232,100,売上高（１企業当たり）,0,全産業,03,"1,000,000 ～ 1,499,999",00000,全国,2022000000,2022年,千円
1232,100,売上高（１企業当たり）,0,全産業,03,"1,000,000 ～ 1,499,999",00000,全国,2023000000,2023年,千円
1227,100,売上高（１企業当たり）,0,全産業,03,"1,000,000 ～ 1,499,999",00000,全国,2024000000,2024年,千円
1221,100,売上高（１企業当たり）,0,全産業,03,"1,000,000 ～ 1,499,999",00000,全国,2025000000,2025年,千円
1732,100,売上高（１企業当たり）,0,全産業,04,"1,500,000 ～ 1,999,999",00000,全国,2019000000,2019年,千円
1724,100,売上高（１企業当たり）,0,全産業,04,"1,500,000 ～ 1,999,999",00000,全国,2020000000,2020年,千円
1730,100,売上高（１企業当たり）,0,全産業,04,"1,500,000 ～ 1,999,999",00000,全国,2021000000,2021年,千円
1734,100,売上高（１企業当たり）,0,全産業,04,"1,500,000 ～ 1,999,999",00000,全国,2022000000,2022年,千円
1733,100,売上高（１企業当たり）,0,全産業,04,"1,500,000 ～ 1,999,999",00000,全国,2023000000,2023年,千円
1738,100,売上高（１企業当たり）,0,全産業,04,"1,500,000 ～ 1,999,999",00000,全国,2024000000,2024年,千円
1743,100,売上高（１企業当たり）,0,全産業,04,"1,500,000 ～ 1,999,999",00000,全国,2025000000,2025年,千円
2218,100,売上高（１企業当たり）,0,全産業,05,"2,000,000 ～ 2,499,999",00000,全国,2019000000,2019年,千円
2218,100,売上高（１企業当たり）,0,全産業,05,"2,000,000 ～ 2,499,999",00000,全国,2020000000,2020年,千円
2227,100,売上高（１企業当たり）,0,全産業,05,"2,000,000 ～ 2,499,999",00000,全国,2021000000,2021年,千円
2221,100,売上高（１企業当たり）,0,全産業,05,"2,000,000 ～ 2,499,999",00000,全国,2022000000,2022年,千円
2229,100,売上高（１企業当たり）,0,全産業,05,"2,000,000 ～ 2,499,999",00000,全国,2023000000,2023年,千円
2226,100,売上高（１企業当たり）,0,全産業,05,"2,000,000 ～ 2,499,999",00000,全国,2024000000,2024年,千円
2226,100,売上高（１企業当たり）,0,全産業,05,"2,000,000 ～ 2,499,999",00000,全国,2025000000,2025年,千円
2967,100,売上高（１企業当たり）,0,全産業,06,"2,500,000 ～ 3,499,999",00000,全国,2019000000,2019年,千円
2967,100,売上高（１企業当たり）,0,全産業,06,"2,500,000 ～ 3,499,999",00000,全国,2020000000,2020年,千円
2971,100,売上高（１企業当たり）,0,全産業,06,"2,500,000 ～ 3,499,999",00000,全国,2021000000,2021年,千円
2991,100,売上高（１企業当たり）,0,全産業,06,"2,500,000 ～ 3,499,999",00000,全国,2022000000,2022年,千円
2970,100,売上高（１企業当たり）,0,全産業,06,"2,500,000 ～ 3,499,999",00000,全国,2023000000,2023年,千円
2970,100,売上高（１企業当たり）,0,全産業,06,"2,500,000 ～ 3,499,999",00000,全国,2024000000,2024年,千円
2974,100,売上高（１企業当たり）,0,全産業,06,"2,500,000 ～ 3,499,999",00000,全国,2025000000,2025年,千円
3977,100,売上高（１企業当たり）,0,全産業,07,"3,500,000 ～ 4,499,999",00000,全国,2019000000,2019年,千円
3977,100,売上高（１企業当たり）,0,全産業,07,"3,500,000 ～ 4,499,999",00000,全国,2020000000,2020年,千円
3958,100,売上高（１企業当たり）,0,全産業,07,"3,500,000 ～ 4,499,999",00000,全国,2021000000,2021年,千円
3987,100,売上高（１企業当たり）,0,全産業,07,"3,500,000 ～ 4,499,999",00000,全国,2022000000,2022年,千円
3975,100,売上高（１企業当たり）,0,全産業,07,"3,500,000 ～ 4,499,999",00000,全国,2023000000,2023年,千円
3984,100,売上高（１企業当たり）,0,全産業,07,"3,500,000 ～ 4,499,999",00000,全国,2024000000,2024年,千円
3977,100,売上高（１企業当たり）,0,全産業,07,"3,500,000 ～ 4,499,999",00000,全国,2025000000,2025年,千円
5191,100,売上高（１企業当たり）,0,全産業,08,"4,500,000 ～ 5,999,999",00000,全国,2019000000,2019年,千円
5193,100,売上高（１企業当たり）,0,全産業,08,"4,500,000 ～ 5,999,999",00000,全国,2020000000,2020年,千円
5200,100,売上高（１企業当たり）,0,全産業,08,"4,500,000 ～ 5,999,999",00000,全国,2021000000,2021年,千円
5203,100,売上高（１企業当たり）,0,全産業,08,"4,500,000 ～ 5,999,999",00000,全国,2022000000,2022年,千円
5192,100,売上高（１企業当たり）,0,全産業,08,"4,500,000 ～ 5,999,999",00000,全国,2023000000,2023年,千円
5196,100,売上高（１企業当たり）,0,全産業,08,"4,500,000 ～ 5,999,999",00000,全国,2024000000,2024年,千円
5201,100,売上高（１企業当たり）,0,全産業,08,"4,500,000 ～ 5,999,999",00000,全国,2025000000,2025年,千円
6699,100,売上高（１企業当たり）,0,全産業,09,"6,000,000 ～ 7,499,999",00000,全国,2019000000,2019年,千円
6717,100,売上高（１企業当たり）,0,全産業,09,"6,000,000 ～ 7,499,999",00000,全国,2020000000,2020年,千円
6697,100,売上高（１企業当たり）,0,全産業,09,"6,000,000 ～ 7,499,999",00000,全国,2021000000,2021年,千円
6710,100,売上高（１企業当たり）,0,全産業,09,"6,000,000 ～ 7,499,999",00000,全国,2022000000,2022年,千円
6687,100,売上高（１企業当たり）,0,全産業,09,"6,000,000 ～ 7,499,999",00000,全国,2023000000,2023年,千円
6684,100,売上高（１企業当たり）,0,全産業,09,"6,000,000 ～ 7,499,999",00000,全国,2024000000,2024年,千円
6695,100,売上高（１企業当たり）,0,全産業,09,"6,000,000 ～ 7,499,999",00000,全国,2025000000,2025年,千円
8722,100,売上高（１企業当たり）,0,全産業,10,"7,500,000 ～ 9,999,999",00000,全国,2019000000,2019年,千円
8726,100,売上高（１企業当たり）,0,全産業,10,"7,500,000 ～ 9,999,999",00000,全国,2020000000,2020年,千円
8698,100,売上高（１企業当たり）,0,全産業,10,"7,500,000 ～ 9,999,999",00000,全国,2021000000,2021年,千円
8717,100,売上高（１企業当たり）,0,全産業,10,"7,500,000 ～ 9,999,999",00000,全国,2022000000,2022年,千円
8682,100,売上高（１企業当たり）,0,全産業,10,"7,500,000 ～ 9,999,999",00000,全国,2023000000,2023年,千円
8763,100,売上高（１企業当たり）,0,全産業,10,"7,500,000 ～ 9,999,999",00000,全国,2024000000,2024年,千円
8720,100,売上高（１企業当たり）,0,全産業,10,"7,500,000 ～ 9,999,999",00000,全国,2025000000,2025年,千円
12299,100,売上高（１企業当たり）,0,全産業,11,"10,000,000 ～ 14,999,999",00000,全国,2019000000,2019年,千円
12323,100,売上高（１企業当たり）,0,全産業,11,"10,000,000 ～ 14,999,999",00000,全国,2020000000,2020年,千円
12307,100,売上高（１企業当たり）,0,全産業,11,"10,000,000 ～ 14,999,999",00000,全国,2021000000,2021年,千円
12299,100,売上高（１企業当たり）,0,全産業,11,"10,000,000 ～ 14,999,999",00000,全国,2022000000,2022年,千円
12231,100,売上高（１企業当たり）,0,全産業,11,"10,000,000 ～ 14,999,999",00000,全国,2023000000,2023年,千円
12262,100,売上高（１企業当たり）,0,全産業,11,"10,000,000 ～ 14,999,999",00000,全国,2024000000,2024年,千円
