value,cat01,cat01_label,cat02,cat02_label
8289,0001000,研究開発　企業数,0001000,平成16年度
8120,0001000,研究開発　企業数,0002000,平成17年度
7755,0001000,研究開発　企業数,0003000,平成18年度
7809,0001000,研究開発　企業数,0004000,平成19年度
7830,0001000,研究開発　企業数,0005000,平成20年度
7830,0001000,研究開発　企業数,0006000,総合計
1002,0001000,研究開発　企業数,0007000,総合計　３千万円　～　５千万円未満
1964,0001000,研究開発　企業数,0008000,総合計　５千万円　～　１億円未満
2412,0001000,研究開発　企業数,0009000,総合計　１億円　～　５億円未満
429,0001000,研究開発　企業数,0010000,総合計　５億円　～　１０億円未満
1133,0001000,研究開発　企業数,0011000,総合計　１０億円　～　５０億円未満
349,0001000,研究開発　企業数,0012000,総合計　５０億円　～　１００億円未満
541,0001000,研究開発　企業数,0013000,総合計　１００億円以上
7689,0001000,研究開発　企業数,0014000,合計
988,0001000,研究開発　企業数,0015000,合計　３千万円　～　５千万円未満
1935,0001000,研究開発　企業数,0016000,合計　５千万円　～　１億円未満
2361,0001000,研究開発　企業数,0017000,合計　１億円　～　５億円未満
423,0001000,研究開発　企業数,0018000,合計　５億円　～　１０億円未満
1108,0001000,研究開発　企業数,0019000,合計　１０億円　～　５０億円未満
346,0001000,研究開発　企業数,0020000,合計　５０億円　～　１００億円未満
528,0001000,研究開発　企業数,0021000,合計　１００億円以上
7,0001000,研究開発　企業数,0022000,鉱業、採石業、砂利採取業
1,0001000,研究開発　企業数,0023000,鉱業、採石業、砂利採取業　３千万円　～　５千万円未満
1,0001000,研究開発　企業数,0024000,鉱業、採石業、砂利採取業　５千万円　～　１億円未満
1,0001000,研究開発　企業数,0025000,鉱業、採石業、砂利採取業　１億円　～　５億円未満
1,0001000,研究開発　企業数,0026000,鉱業、採石業、砂利採取業　５０億円　～　１００億円未満
3,0001000,研究開発　企業数,0027000,鉱業、採石業、砂利採取業　１００億円以上
6002,0001000,研究開発　企業数,0028000,製造業
783,0001000,研究開発　企業数,0029000,製造業　３千万円　～　５千万円未満
1556,0001000,研究開発　企業数,0030000,製造業　５千万円　～　１億円未満
1790,0001000,研究開発　企業数,0031000,製造業　１億円　～　５億円未満
301,0001000,研究開発　企業数,0032000,製造業　５億円　～　１０億円未満
875,0001000,研究開発　企業数,0033000,製造業　１０億円　～　５０億円未満
281,0001000,研究開発　企業数,0034000,製造業　５０億円　～　１００億円未満
416,0001000,研究開発　企業数,0035000,製造業　１００億円以上
615,0001000,研究開発　企業数,0036000,090　食料品製造業
133,0001000,研究開発　企業数,0037000,090　食料品製造業　３千万円　～　５千万円未満
206,0001000,研究開発　企業数,0038000,090　食料品製造業　５千万円　～　１億円未満
157,0001000,研究開発　企業数,0039000,090　食料品製造業　１億円　～　５億円未満
22,0001000,研究開発　企業数,0040000,090　食料品製造業　５億円　～　１０億円未満
63,0001000,研究開発　企業数,0041000,090　食料品製造業　１０億円　～　５０億円未満
14,0001000,研究開発　企業数,0042000,090　食料品製造業　５０億円　～　１００億円未満
20,0001000,研究開発　企業数,0043000,090　食料品製造業　１００億円以上
85,0001000,研究開発　企業数,0044000,091　畜産食料品製造業
12,0001000,研究開発　企業数,0045000,091　畜産食料品製造業　３千万円　～　５千万円未満
24,0001000,研究開発　企業数,0046000,091　畜産食料品製造業　５千万円　～　１億円未満
24,0001000,研究開発　企業数,0047000,091　畜産食料品製造業　１億円　～　５億円未満
9,0001000,研究開発　企業数,0048000,091　畜産食料品製造業　５億円　～　１０億円未満
10,0001000,研究開発　企業数,0049000,091　畜産食料品製造業　１０億円　～　５０億円未満
1,0001000,研究開発　企業数,0050000,091　畜産食料品製造業　５０億円　～　１００億円未満
5,0001000,研究開発　企業数,0051000,091　畜産食料品製造業　１００億円以上
64,0001000,研究開発　企業数,0052000,092　水産食料品製造業
17,0001000,研究開発　企業数,0053000,092　水産食料品製造業　３千万円　～　５千万円未満
27,0001000,研究開発　企業数,0054000,092　水産食料品製造業　５千万円　～　１億円未満
10,0001000,研究開発　企業数,0055000,092　水産食料品製造業　１億円　～　５億円未満
4,0001000,研究開発　企業数,0056000,092　水産食料品製造業　５億円　～　１０億円未満
5,0001000,研究開発　企業数,0057000,092　水産食料品製造業　１０億円　～　５０億円未満
1,0001000,研究開発　企業数,0058000,092　水産食料品製造業　１００億円以上
19,0001000,研究開発　企業数,0059000,093　精穀・製粉業
1,0001000,研究開発　企業数,0060000,093　精穀・製粉業　３千万円　～　５千万円未満
5,0001000,研究開発　企業数,0061000,093　精穀・製粉業　５千万円　～　１億円未満
7,0001000,研究開発　企業数,0062000,093　精穀・製粉業　１億円　～　５億円未満
2,0001000,研究開発　企業数,0063000,093　精穀・製粉業　５億円　～　１０億円未満
2,0001000,研究開発　企業数,0064000,093　精穀・製粉業　１０億円　～　５０億円未満
2,0001000,研究開発　企業数,0065000,093　精穀・製粉業　１００億円以上
447,0001000,研究開発　企業数,0066000,099　その他の食料品製造業
103,0001000,研究開発　企業数,0067000,099　その他の食料品製造業　３千万円　～　５千万円未満
150,0001000,研究開発　企業数,0068000,099　その他の食料品製造業　５千万円　～　１億円未満
116,0001000,研究開発　企業数,0069000,099　その他の食料品製造業　１億円　～　５億円未満
7,0001000,研究開発　企業数,0070000,099　その他の食料品製造業　５億円　～　１０億円未満
46,0001000,研究開発　企業数,0071000,099　その他の食料品製造業　１０億円　～　５０億円未満
13,0001000,研究開発　企業数,0072000,099　その他の食料品製造業　５０億円　～　１００億円未満
12,0001000,研究開発　企業数,0073000,099　その他の食料品製造業　１００億円以上
115,0001000,研究開発　企業数,0074000,100　飲料・たばこ・飼料製造業
12,0001000,研究開発　企業数,0075000,100　飲料・たばこ・飼料製造業　３千万円　～　５千万円未満
29,0001000,研究開発　企業数,0076000,100　飲料・たばこ・飼料製造業　５千万円　～　１億円未満
30,0001000,研究開発　企業数,0077000,100　飲料・たばこ・飼料製造業　１億円　～　５億円未満
7,0001000,研究開発　企業数,0078000,100　飲料・たばこ・飼料製造業　５億円　～　１０億円未満
22,0001000,研究開発　企業数,0079000,100　飲料・たばこ・飼料製造業　１０億円　～　５０億円未満
6,0001000,研究開発　企業数,0080000,100　飲料・たばこ・飼料製造業　５０億円　～　１００億円未満
9,0001000,研究開発　企業数,0081000,100　飲料・たばこ・飼料製造業　１００億円以上
84,0001000,研究開発　企業数,0082000,101　清涼飲料・酒類・茶・たばこ製造業
9,0001000,研究開発　企業数,0083000,101　清涼飲料・酒類・茶・たばこ製造業　３千万円　～　５千万円未満
23,0001000,研究開発　企業数,0084000,101　清涼飲料・酒類・茶・たばこ製造業　５千万円　～　１億円未満
21,0001000,研究開発　企業数,0085000,101　清涼飲料・酒類・茶・たばこ製造業　１億円　～　５億円未満
