value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,time,time_label
-1,010000000,事業所数,02060,５０人～９９人,030010000,前年比 （％）,2007000000,2007年
-3.7,010000000,事業所数,02060,５０人～９９人,030010000,前年比 （％）,2008000000,2008年
6.3,010000000,事業所数,02060,５０人～９９人,050010000,構成比 （％）,2007000000,2007年
5.9,010000000,事業所数,02060,５０人～９９人,050010000,構成比 （％）,2008000000,2008年
8539,010000000,事業所数,02070,１００人～１９９人,010010000,実数 （人）,2007000000,2007年
8234,010000000,事業所数,02070,１００人～１９９人,010010000,実数 （人）,2008000000,2008年
0.1,010000000,事業所数,02070,１００人～１９９人,030010000,前年比 （％）,2007000000,2007年
-3.6,010000000,事業所数,02070,１００人～１９９人,030010000,前年比 （％）,2008000000,2008年
3.3,010000000,事業所数,02070,１００人～１９９人,050010000,構成比 （％）,2007000000,2007年
3.1,010000000,事業所数,02070,１００人～１９９人,050010000,構成比 （％）,2008000000,2008年
2574,010000000,事業所数,02080,２００人～２９９人,010010000,実数 （人）,2007000000,2007年
2553,010000000,事業所数,02080,２００人～２９９人,010010000,実数 （人）,2008000000,2008年
0.7,010000000,事業所数,02080,２００人～２９９人,030010000,前年比 （％）,2007000000,2007年
-0.8,010000000,事業所数,02080,２００人～２９９人,030010000,前年比 （％）,2008000000,2008年
1,010000000,事業所数,02080,２００人～２９９人,050010000,構成比 （％）,2007000000,2007年
1,010000000,事業所数,02080,２００人～２９９人,050010000,構成比 （％）,2008000000,2008年
1896,010000000,事業所数,02090,３００人～４９９人,010010000,実数 （人）,2007000000,2007年
1844,010000000,事業所数,02090,３００人～４９９人,010010000,実数 （人）,2008000000,2008年
2,010000000,事業所数,02090,３００人～４９９人,030010000,前年比 （％）,2007000000,2007年
-2.7,010000000,事業所数,02090,３００人～４９９人,030010000,前年比 （％）,2008000000,2008年
0.7,010000000,事業所数,02090,３００人～４９９人,050010000,構成比 （％）,2007000000,2007年
0.7,010000000,事業所数,02090,３００人～４９９人,050010000,構成比 （％）,2008000000,2008年
1130,010000000,事業所数,02100,５００人～９９９人,010010000,実数 （人）,2007000000,2007年
1077,010000000,事業所数,02100,５００人～９９９人,010010000,実数 （人）,2008000000,2008年
4.5,010000000,事業所数,02100,５００人～９９９人,030010000,前年比 （％）,2007000000,2007年
-4.7,010000000,事業所数,02100,５００人～９９９人,030010000,前年比 （％）,2008000000,2008年
0.4,010000000,事業所数,02100,５００人～９９９人,050010000,構成比 （％）,2007000000,2007年
0.4,010000000,事業所数,02100,５００人～９９９人,050010000,構成比 （％）,2008000000,2008年
531,010000000,事業所数,02110,１０００人以上,010010000,実数 （人）,2007000000,2007年
537,010000000,事業所数,02110,１０００人以上,010010000,実数 （人）,2008000000,2008年
10.4,010000000,事業所数,02110,１０００人以上,030010000,前年比 （％）,2007000000,2007年
1.1,010000000,事業所数,02110,１０００人以上,030010000,前年比 （％）,2008000000,2008年
0.2,010000000,事業所数,02110,１０００人以上,050010000,構成比 （％）,2007000000,2007年
0.2,010000000,事業所数,02110,１０００人以上,050010000,構成比 （％）,2008000000,2008年
8518545,020000000,従業者数,02010,合計,010010000,実数 （人）,2007000000,2007年
8329065,020000000,従業者数,02010,合計,010010000,実数 （人）,2008000000,2008年
0.1,020000000,従業者数,02010,合計,030010000,前年比 （％）,2007000000,2007年
-2.2,020000000,従業者数,02010,合計,030010000,前年比 （％）,2008000000,2008年
100,020000000,従業者数,02010,合計,050010000,構成比 （％）,2007000000,2007年
100,020000000,従業者数,02010,合計,050010000,構成比 （％）,2008000000,2008年
712230,020000000,従業者数,02020,４人～９人,010010000,実数 （人）,2007000000,2007年
746032,020000000,従業者数,02020,４人～９人,010010000,実数 （人）,2008000000,2008年
-8.7,020000000,従業者数,02020,４人～９人,030010000,前年比 （％）,2007000000,2007年
4.7,020000000,従業者数,02020,４人～９人,030010000,前年比 （％）,2008000000,2008年
8.4,020000000,従業者数,02020,４人～９人,050010000,構成比 （％）,2007000000,2007年
9,020000000,従業者数,02020,４人～９人,050010000,構成比 （％）,2008000000,2008年
849407,020000000,従業者数,02030,１０人～１９人,010010000,実数 （人）,2007000000,2007年
818230,020000000,従業者数,02030,１０人～１９人,010010000,実数 （人）,2008000000,2008年
-3.7,020000000,従業者数,02030,１０人～１９人,030010000,前年比 （％）,2007000000,2007年
-3.7,020000000,従業者数,02030,１０人～１９人,030010000,前年比 （％）,2008000000,2008年
10,020000000,従業者数,02030,１０人～１９人,050010000,構成比 （％）,2007000000,2007年
9.8,020000000,従業者数,02030,１０人～１９人,050010000,構成比 （％）,2008000000,2008年
756973,020000000,従業者数,02040,２０人～２９人,010010000,実数 （人）,2007000000,2007年
721904,020000000,従業者数,02040,２０人～２９人,010010000,実数 （人）,2008000000,2008年
-3.1,020000000,従業者数,02040,２０人～２９人,030010000,前年比 （％）,2007000000,2007年
-4.6,020000000,従業者数,02040,２０人～２９人,030010000,前年比 （％）,2008000000,2008年
8.9,020000000,従業者数,02040,２０人～２９人,050010000,構成比 （％）,2007000000,2007年
8.7,020000000,従業者数,02040,２０人～２９人,050010000,構成比 （％）,2008000000,2008年
656959,020000000,従業者数,02050,３０人～４９人,010010000,実数 （人）,2007000000,2007年
641074,020000000,従業者数,02050,３０人～４９人,010010000,実数 （人）,2008000000,2008年
-2.7,020000000,従業者数,02050,３０人～４９人,030010000,前年比 （％）,2007000000,2007年
-2.4,020000000,従業者数,02050,３０人～４９人,030010000,前年比 （％）,2008000000,2008年
7.7,020000000,従業者数,02050,３０人～４９人,050010000,構成比 （％）,2007000000,2007年
7.7,020000000,従業者数,02050,３０人～４９人,050010000,構成比 （％）,2008000000,2008年
1127528,020000000,従業者数,02060,５０人～９９人,010010000,実数 （人）,2007000000,2007年
1087285,020000000,従業者数,02060,５０人～９９人,010010000,実数 （人）,2008000000,2008年
-1.2,020000000,従業者数,02060,５０人～９９人,030010000,前年比 （％）,2007000000,2007年
-3.6,020000000,従業者数,02060,５０人～９９人,030010000,前年比 （％）,2008000000,2008年
13.2,020000000,従業者数,02060,５０人～９９人,050010000,構成比 （％）,2007000000,2007年
13.1,020000000,従業者数,02060,５０人～９９人,050010000,構成比 （％）,2008000000,2008年
1176665,020000000,従業者数,02070,１００人～１９９人,010010000,実数 （人）,2007000000,2007年
1132573,020000000,従業者数,02070,１００人～１９９人,010010000,実数 （人）,2008000000,2008年
0.3,020000000,従業者数,02070,１００人～１９９人,030010000,前年比 （％）,2007000000,2007年
-3.7,020000000,従業者数,02070,１００人～１９９人,030010000,前年比 （％）,2008000000,2008年
13.8,020000000,従業者数,02070,１００人～１９９人,050010000,構成比 （％）,2007000000,2007年
13.6,020000000,従業者数,02070,１００人～１９９人,050010000,構成比 （％）,2008000000,2008年
623747,020000000,従業者数,02080,２００人～２９９人,010010000,実数 （人）,2007000000,2007年
619931,020000000,従業者数,02080,２００人～２９９人,010010000,実数 （人）,2008000000,2008年
0.9,020000000,従業者数,02080,２００人～２９９人,030010000,前年比 （％）,2007000000,2007年
-0.6,020000000,従業者数,02080,２００人～２９９人,030010000,前年比 （％）,2008000000,2008年
7.3,020000000,従業者数,02080,２００人～２９９人,050010000,構成比 （％）,2007000000,2007年
7.4,020000000,従業者数,02080,２００人～２９９人,050010000,構成比 （％）,2008000000,2008年
718950,020000000,従業者数,02090,３００人～４９９人,010010000,実数 （人）,2007000000,2007年
704411,020000000,従業者数,02090,３００人～４９９人,010010000,実数 （人）,2008000000,2008年
2.1,020000000,従業者数,02090,３００人～４９９人,030010000,前年比 （％）,2007000000,2007年
-2,020000000,従業者数,02090,３００人～４９９人,030010000,前年比 （％）,2008000000,2008年
8.4,020000000,従業者数,02090,３００人～４９９人,050010000,構成比 （％）,2007000000,2007年
8.5,020000000,従業者数,02090,３００人～４９９人,050010000,構成比 （％）,2008000000,2008年
769368,020000000,従業者数,02100,５００人～９９９人,010010000,実数 （人）,2007000000,2007年
730510,020000000,従業者数,02100,５００人～９９９人,010010000,実数 （人）,2008000000,2008年
3.5,020000000,従業者数,02100,５００人～９９９人,030010000,前年比 （％）,2007000000,2007年
-5.1,020000000,従業者数,02100,５００人～９９９人,030010000,前年比 （％）,2008000000,2008年
9,020000000,従業者数,02100,５００人～９９９人,050010000,構成比 （％）,2007000000,2007年
8.8,020000000,従業者数,02100,５００人～９９９人,050010000,構成比 （％）,2008000000,2008年
1126718,020000000,従業者数,02110,１０００人以上,010010000,実数 （人）,2007000000,2007年
1127115,020000000,従業者数,02110,１０００人以上,010010000,実数 （人）,2008000000,2008年
10.1,020000000,従業者数,02110,１０００人以上,030010000,前年比 （％）,2007000000,2007年
0,020000000,従業者数,02110,１０００人以上,030010000,前年比 （％）,2008000000,2008年
13.2,020000000,従業者数,02110,１０００人以上,050010000,構成比 （％）,2007000000,2007年
13.5,020000000,従業者数,02110,１０００人以上,050010000,構成比 （％）,2008000000,2008年
