value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,time,time_label,unit
23761420,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,120,製造業,2014100000,2014年度,百万円
1545854,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,130,情報通信業,2016100000,2016年度,百万円
1775485,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,130,情報通信業,2015100000,2015年度,百万円
1600583,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,130,情報通信業,2014100000,2014年度,百万円
4431759,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,140,運輸業，郵便業,2016100000,2016年度,百万円
4493559,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,140,運輸業，郵便業,2015100000,2015年度,百万円
4667653,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,140,運輸業，郵便業,2014100000,2014年度,百万円
19921473,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,150,卸売業,2016100000,2016年度,百万円
22323756,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,150,卸売業,2015100000,2015年度,百万円
23588623,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,150,卸売業,2014100000,2014年度,百万円
10375889,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,160,小売業,2016100000,2016年度,百万円
9849868,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,160,小売業,2015100000,2015年度,百万円
8925441,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,160,小売業,2014100000,2014年度,百万円
2398005,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,170,不動産業，物品賃貸業,2016100000,2016年度,百万円
2059139,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,170,不動産業，物品賃貸業,2015100000,2015年度,百万円
2644698,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,170,不動産業，物品賃貸業,2014100000,2014年度,百万円
1596378,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,180,学術研究，専門・技術サービス業,2016100000,2016年度,百万円
1489837,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,180,学術研究，専門・技術サービス業,2015100000,2015年度,百万円
1573938,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,180,学術研究，専門・技術サービス業,2014100000,2014年度,百万円
1511595,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,190,宿泊業，飲食サービス業,2016100000,2016年度,百万円
1465283,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,190,宿泊業，飲食サービス業,2015100000,2015年度,百万円
1528561,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,190,宿泊業，飲食サービス業,2014100000,2014年度,百万円
3429022,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,200,生活関連サービス業，娯楽業,2016100000,2016年度,百万円
3412830,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,200,生活関連サービス業，娯楽業,2015100000,2015年度,百万円
3074407,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,200,生活関連サービス業，娯楽業,2014100000,2014年度,百万円
2669287,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,210,サービス業（他に分類されないもの）,2016100000,2016年度,百万円
2370650,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,210,サービス業（他に分類されないもの）,2015100000,2015年度,百万円
2830936,100,売上高,100,売上高の内訳（金額）,140,法人企業_21～50人,210,サービス業（他に分類されないもの）,2014100000,2014年度,百万円
198846532,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,100,合計,2016100000,2016年度,百万円
188896719,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,100,合計,2015100000,2015年度,百万円
191766683,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,100,合計,2014100000,2014年度,百万円
14177735,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,110,建設業,2016100000,2016年度,百万円
14287605,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,110,建設業,2015100000,2015年度,百万円
12673652,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,110,建設業,2014100000,2014年度,百万円
80434031,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,120,製造業,2016100000,2016年度,百万円
73581787,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,120,製造業,2015100000,2015年度,百万円
72567914,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,120,製造業,2014100000,2014年度,百万円
5371283,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,130,情報通信業,2016100000,2016年度,百万円
5551566,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,130,情報通信業,2015100000,2015年度,百万円
4117554,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,130,情報通信業,2014100000,2014年度,百万円
15715785,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,140,運輸業，郵便業,2016100000,2016年度,百万円
13824796,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,140,運輸業，郵便業,2015100000,2015年度,百万円
13495637,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,140,運輸業，郵便業,2014100000,2014年度,百万円
34017817,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,150,卸売業,2016100000,2016年度,百万円
34950695,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,150,卸売業,2015100000,2015年度,百万円
39095807,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,150,卸売業,2014100000,2014年度,百万円
21056882,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,160,小売業,2016100000,2016年度,百万円
19760640,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,160,小売業,2015100000,2015年度,百万円
22889707,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,160,小売業,2014100000,2014年度,百万円
3026827,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,170,不動産業，物品賃貸業,2016100000,2016年度,百万円
3490254,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,170,不動産業，物品賃貸業,2015100000,2015年度,百万円
3514807,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,170,不動産業，物品賃貸業,2014100000,2014年度,百万円
2219443,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,180,学術研究，専門・技術サービス業,2016100000,2016年度,百万円
2724129,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,180,学術研究，専門・技術サービス業,2015100000,2015年度,百万円
2323609,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,180,学術研究，専門・技術サービス業,2014100000,2014年度,百万円
3688692,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,190,宿泊業，飲食サービス業,2016100000,2016年度,百万円
3980033,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,190,宿泊業，飲食サービス業,2015100000,2015年度,百万円
3642155,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,190,宿泊業，飲食サービス業,2014100000,2014年度,百万円
10427965,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,200,生活関連サービス業，娯楽業,2016100000,2016年度,百万円
10321553,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,200,生活関連サービス業，娯楽業,2015100000,2015年度,百万円
11008293,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,200,生活関連サービス業，娯楽業,2014100000,2014年度,百万円
8710071,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,210,サービス業（他に分類されないもの）,2016100000,2016年度,百万円
6423661,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,210,サービス業（他に分類されないもの）,2015100000,2015年度,百万円
6437547,100,売上高,100,売上高の内訳（金額）,150,法人企業_51人以上,210,サービス業（他に分類されないもの）,2014100000,2014年度,百万円
23204486,100,売上高,100,売上高の内訳（金額）,160,個人企業,100,合計,2016100000,2016年度,百万円
23456366,100,売上高,100,売上高の内訳（金額）,160,個人企業,100,合計,2015100000,2015年度,百万円
23788657,100,売上高,100,売上高の内訳（金額）,160,個人企業,100,合計,2014100000,2014年度,百万円
2326752,100,売上高,100,売上高の内訳（金額）,160,個人企業,110,建設業,2016100000,2016年度,百万円
2377122,100,売上高,100,売上高の内訳（金額）,160,個人企業,110,建設業,2015100000,2015年度,百万円
2490031,100,売上高,100,売上高の内訳（金額）,160,個人企業,110,建設業,2014100000,2014年度,百万円
1847306,100,売上高,100,売上高の内訳（金額）,160,個人企業,120,製造業,2016100000,2016年度,百万円
1675135,100,売上高,100,売上高の内訳（金額）,160,個人企業,120,製造業,2015100000,2015年度,百万円
1793620,100,売上高,100,売上高の内訳（金額）,160,個人企業,120,製造業,2014100000,2014年度,百万円
22752,100,売上高,100,売上高の内訳（金額）,160,個人企業,130,情報通信業,2016100000,2016年度,百万円
15020,100,売上高,100,売上高の内訳（金額）,160,個人企業,130,情報通信業,2015100000,2015年度,百万円
18325,100,売上高,100,売上高の内訳（金額）,160,個人企業,130,情報通信業,2014100000,2014年度,百万円
119660,100,売上高,100,売上高の内訳（金額）,160,個人企業,140,運輸業，郵便業,2016100000,2016年度,百万円
110211,100,売上高,100,売上高の内訳（金額）,160,個人企業,140,運輸業，郵便業,2015100000,2015年度,百万円
117186,100,売上高,100,売上高の内訳（金額）,160,個人企業,140,運輸業，郵便業,2014100000,2014年度,百万円
1725314,100,売上高,100,売上高の内訳（金額）,160,個人企業,150,卸売業,2016100000,2016年度,百万円
1523899,100,売上高,100,売上高の内訳（金額）,160,個人企業,150,卸売業,2015100000,2015年度,百万円
1378630,100,売上高,100,売上高の内訳（金額）,160,個人企業,150,卸売業,2014100000,2014年度,百万円
6965192,100,売上高,100,売上高の内訳（金額）,160,個人企業,160,小売業,2016100000,2016年度,百万円
7597718,100,売上高,100,売上高の内訳（金額）,160,個人企業,160,小売業,2015100000,2015年度,百万円
7486420,100,売上高,100,売上高の内訳（金額）,160,個人企業,160,小売業,2014100000,2014年度,百万円
