value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,time,time_label
221,47,クレジットカード業，割賦金融業,00030,全数,01001000,経営組織別_計,000107010,企業数,2019000000,2019
6954920,47,クレジットカード業，割賦金融業,00030,全数,01001000,経営組織別_計,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
60328046,47,クレジットカード業，割賦金融業,00030,全数,01001000,経営組織別_計,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
3310621,47,クレジットカード業，割賦金融業,00030,全数,01001000,経営組織別_計,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
21210440,47,クレジットカード業，割賦金融業,00030,全数,01001000,経営組織別_計,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
226631,47,クレジットカード業，割賦金融業,00030,全数,01001000,経営組織別_計,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
6955167,47,クレジットカード業，割賦金融業,00030,全数,01001000,経営組織別_計,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
3083990,47,クレジットカード業，割賦金融業,00030,全数,01001000,経営組織別_計,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
14255273,47,クレジットカード業，割賦金融業,00030,全数,01001000,経営組織別_計,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
1152850,47,クレジットカード業，割賦金融業,00030,全数,01001000,経営組織別_計,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
1623399,47,クレジットカード業，割賦金融業,00030,全数,01001000,経営組織別_計,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
140814,47,クレジットカード業，割賦金融業,00030,全数,01001000,経営組織別_計,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
1356443,47,クレジットカード業，割賦金融業,00030,全数,01001000,経営組織別_計,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
2350635,47,クレジットカード業，割賦金融業,00030,全数,01001000,経営組織別_計,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
36137763,47,クレジットカード業，割賦金融業,00030,全数,01001000,経営組織別_計,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
194,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107010,企業数,2019000000,2019
6953339,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
60313403,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
3309438,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
21210440,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
226630,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
6955167,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
3082808,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
14255273,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
1152569,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
1623399,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
140806,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
1356443,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
2350526,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
36123120,47,クレジットカード業，割賦金融業,00030,全数,01001010,経営組織別_会社,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
27,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107010,企業数,2019000000,2019
1581,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
14643,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
1183,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
1,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
1182,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
281,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
8,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
109,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
14643,47,クレジットカード業，割賦金融業,00030,全数,01001020,経営組織別_会社以外の法人・団体,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107010,企業数,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
-,47,クレジットカード業，割賦金融業,00030,全数,01001030,経営組織別_個人経営,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
221,47,クレジットカード業，割賦金融業,00030,全数,01002000,会社の系統別_計,000107010,企業数,2019000000,2019
6954920,47,クレジットカード業，割賦金融業,00030,全数,01002000,会社の系統別_計,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
60328046,47,クレジットカード業，割賦金融業,00030,全数,01002000,会社の系統別_計,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
3310621,47,クレジットカード業，割賦金融業,00030,全数,01002000,会社の系統別_計,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
21210440,47,クレジットカード業，割賦金融業,00030,全数,01002000,会社の系統別_計,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
226631,47,クレジットカード業，割賦金融業,00030,全数,01002000,会社の系統別_計,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
6955167,47,クレジットカード業，割賦金融業,00030,全数,01002000,会社の系統別_計,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
3083990,47,クレジットカード業，割賦金融業,00030,全数,01002000,会社の系統別_計,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
14255273,47,クレジットカード業，割賦金融業,00030,全数,01002000,会社の系統別_計,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
1152850,47,クレジットカード業，割賦金融業,00030,全数,01002000,会社の系統別_計,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
1623399,47,クレジットカード業，割賦金融業,00030,全数,01002000,会社の系統別_計,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
140814,47,クレジットカード業，割賦金融業,00030,全数,01002000,会社の系統別_計,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
1356443,47,クレジットカード業，割賦金融業,00030,全数,01002000,会社の系統別_計,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
2350635,47,クレジットカード業，割賦金融業,00030,全数,01002000,会社の系統別_計,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
36137763,47,クレジットカード業，割賦金融業,00030,全数,01002000,会社の系統別_計,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
98,47,クレジットカード業，割賦金融業,00030,全数,01002010,会社の系統別_銀行系,000107010,企業数,2019000000,2019
4356534,47,クレジットカード業，割賦金融業,00030,全数,01002010,会社の系統別_銀行系,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
18985740,47,クレジットカード業，割賦金融業,00030,全数,01002010,会社の系統別_銀行系,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
2291842,47,クレジットカード業，割賦金融業,00030,全数,01002010,会社の系統別_銀行系,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
6274633,47,クレジットカード業，割賦金融業,00030,全数,01002010,会社の系統別_銀行系,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
152306,47,クレジットカード業，割賦金融業,00030,全数,01002010,会社の系統別_銀行系,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
1376253,47,クレジットカード業，割賦金融業,00030,全数,01002010,会社の系統別_銀行系,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
2139536,47,クレジットカード業，割賦金融業,00030,全数,01002010,会社の系統別_銀行系,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
4898380,47,クレジットカード業，割賦金融業,00030,全数,01002010,会社の系統別_銀行系,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
820431,47,クレジットカード業，割賦金融業,00030,全数,01002010,会社の系統別_銀行系,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
750425,47,クレジットカード業，割賦金融業,00030,全数,01002010,会社の系統別_銀行系,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
104626,47,クレジットカード業，割賦金融業,00030,全数,01002010,会社の系統別_銀行系,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
585357,47,クレジットカード業，割賦金融業,00030,全数,01002010,会社の系統別_銀行系,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
1139635,47,クレジットカード業，割賦金融業,00030,全数,01002010,会社の系統別_銀行系,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
11375324,47,クレジットカード業，割賦金融業,00030,全数,01002010,会社の系統別_銀行系,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
17,47,クレジットカード業，割賦金融業,00030,全数,01002020,会社の系統別_信販会社,000107010,企業数,2019000000,2019
699772,47,クレジットカード業，割賦金融業,00030,全数,01002020,会社の系統別_信販会社,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
10541570,47,クレジットカード業，割賦金融業,00030,全数,01002020,会社の系統別_信販会社,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
462970,47,クレジットカード業，割賦金融業,00030,全数,01002020,会社の系統別_信販会社,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
3029917,47,クレジットカード業，割賦金融業,00030,全数,01002020,会社の系統別_信販会社,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
10508,47,クレジットカード業，割賦金融業,00030,全数,01002020,会社の系統別_信販会社,000107060,産業別_小売業_百貨店、総合スーパー_自社開拓加盟店数_【店】,2019000000,2019
593412,47,クレジットカード業，割賦金融業,00030,全数,01002020,会社の系統別_信販会社,000107070,産業別_小売業_百貨店、総合スーパー_年間売上高（年間取扱高）_【百万円】,2019000000,2019
452463,47,クレジットカード業，割賦金融業,00030,全数,01002020,会社の系統別_信販会社,000107080,産業別_小売業_その他の小売店_自社開拓加盟店数_【店】,2019000000,2019
2436505,47,クレジットカード業，割賦金融業,00030,全数,01002020,会社の系統別_信販会社,000107090,産業別_小売業_その他の小売店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
72307,47,クレジットカード業，割賦金融業,00030,全数,01002020,会社の系統別_信販会社,000107100,産業別_飲食店_自社開拓加盟店数_【店】,2019000000,2019
289037,47,クレジットカード業，割賦金融業,00030,全数,01002020,会社の系統別_信販会社,000107110,産業別_飲食店_年間売上高（年間取扱高）_【百万円】,2019000000,2019
9683,47,クレジットカード業，割賦金融業,00030,全数,01002020,会社の系統別_信販会社,000107120,産業別_旅館・ホテル_自社開拓加盟店数_【店】,2019000000,2019
176472,47,クレジットカード業，割賦金融業,00030,全数,01002020,会社の系統別_信販会社,000107130,産業別_旅館・ホテル_年間売上高（年間取扱高）_【百万円】,2019000000,2019
154812,47,クレジットカード業，割賦金融業,00030,全数,01002020,会社の系統別_信販会社,000107140,産業別_その他_自社開拓加盟店数_【店】,2019000000,2019
7046145,47,クレジットカード業，割賦金融業,00030,全数,01002020,会社の系統別_信販会社,000107150,産業別_その他_年間売上高（年間取扱高）_【百万円】,2019000000,2019
22,47,クレジットカード業，割賦金融業,00030,全数,01002030,会社の系統別_中小小売商団体,000107010,企業数,2019000000,2019
94162,47,クレジットカード業，割賦金融業,00030,全数,01002030,会社の系統別_中小小売商団体,000107020,産業別_合計_自社開拓加盟店数_【店】,2019000000,2019
655734,47,クレジットカード業，割賦金融業,00030,全数,01002030,会社の系統別_中小小売商団体,000107030,産業別_合計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
59804,47,クレジットカード業，割賦金融業,00030,全数,01002030,会社の系統別_中小小売商団体,000107040,産業別_小売業_計_自社開拓加盟店数_【店】,2019000000,2019
382826,47,クレジットカード業，割賦金融業,00030,全数,01002030,会社の系統別_中小小売商団体,000107050,産業別_小売業_計_年間売上高（年間取扱高）_【百万円】,2019000000,2019
