value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,time,time_label,unit
10103595,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,100,合計,2016100000,2016年度,百万円
11652446,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,100,合計,2015100000,2015年度,百万円
10747765,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,100,合計,2014100000,2014年度,百万円
9786035,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,110,建設業,2016100000,2016年度,百万円
11233581,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,110,建設業,2015100000,2015年度,百万円
10226247,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,110,建設業,2014100000,2014年度,百万円
95016,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,120,製造業,2016100000,2016年度,百万円
107615,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,120,製造業,2015100000,2015年度,百万円
75384,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,120,製造業,2014100000,2014年度,百万円
1400,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,130,情報通信業,2016100000,2016年度,百万円
2173,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,130,情報通信業,2015100000,2015年度,百万円
2062,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,130,情報通信業,2014100000,2014年度,百万円
22783,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,140,運輸業，郵便業,2016100000,2016年度,百万円
21166,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,140,運輸業，郵便業,2015100000,2015年度,百万円
27131,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,140,運輸業，郵便業,2014100000,2014年度,百万円
97058,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,150,卸売業,2016100000,2016年度,百万円
136996,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,150,卸売業,2015100000,2015年度,百万円
124497,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,150,卸売業,2014100000,2014年度,百万円
19101,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,160,小売業,2016100000,2016年度,百万円
14867,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,160,小売業,2015100000,2015年度,百万円
76878,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,160,小売業,2014100000,2014年度,百万円
41759,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,170,不動産業，物品賃貸業,2016100000,2016年度,百万円
60439,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,170,不動産業，物品賃貸業,2015100000,2015年度,百万円
154381,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,170,不動産業，物品賃貸業,2014100000,2014年度,百万円
1400,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,180,学術研究，専門・技術サービス業,2016100000,2016年度,百万円
5399,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,180,学術研究，専門・技術サービス業,2015100000,2015年度,百万円
4866,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,180,学術研究，専門・技術サービス業,2014100000,2014年度,百万円
1612,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,190,宿泊業，飲食サービス業,2016100000,2016年度,百万円
1942,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,190,宿泊業，飲食サービス業,2015100000,2015年度,百万円
2049,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,190,宿泊業，飲食サービス業,2014100000,2014年度,百万円
30,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,200,生活関連サービス業，娯楽業,2016100000,2016年度,百万円
108,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,200,生活関連サービス業，娯楽業,2015100000,2015年度,百万円
5128,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,200,生活関連サービス業，娯楽業,2014100000,2014年度,百万円
37401,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,210,サービス業（他に分類されないもの）,2016100000,2016年度,百万円
68159,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,210,サービス業（他に分類されないもの）,2015100000,2015年度,百万円
49141,110,建設事業の収入,100,売上高の内訳（金額）,170,5億円超～10億円,210,サービス業（他に分類されないもの）,2014100000,2014年度,百万円
25306937,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,100,合計,2016100000,2016年度,百万円
27902772,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,100,合計,2015100000,2015年度,百万円
28118071,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,100,合計,2014100000,2014年度,百万円
23366838,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,110,建設業,2016100000,2016年度,百万円
26442606,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,110,建設業,2015100000,2015年度,百万円
26677175,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,110,建設業,2014100000,2014年度,百万円
344243,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,120,製造業,2016100000,2016年度,百万円
263875,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,120,製造業,2015100000,2015年度,百万円
331496,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,120,製造業,2014100000,2014年度,百万円
13008,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,130,情報通信業,2016100000,2016年度,百万円
9407,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,130,情報通信業,2015100000,2015年度,百万円
5674,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,130,情報通信業,2014100000,2014年度,百万円
124509,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,140,運輸業，郵便業,2016100000,2016年度,百万円
122368,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,140,運輸業，郵便業,2015100000,2015年度,百万円
65633,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,140,運輸業，郵便業,2014100000,2014年度,百万円
637816,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,150,卸売業,2016100000,2016年度,百万円
591331,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,150,卸売業,2015100000,2015年度,百万円
695218,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,150,卸売業,2014100000,2014年度,百万円
260433,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,160,小売業,2016100000,2016年度,百万円
138974,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,160,小売業,2015100000,2015年度,百万円
60268,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,160,小売業,2014100000,2014年度,百万円
171271,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,170,不動産業，物品賃貸業,2016100000,2016年度,百万円
185298,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,170,不動産業，物品賃貸業,2015100000,2015年度,百万円
189577,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,170,不動産業，物品賃貸業,2014100000,2014年度,百万円
5437,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,180,学術研究，専門・技術サービス業,2016100000,2016年度,百万円
20958,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,180,学術研究，専門・技術サービス業,2015100000,2015年度,百万円
18031,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,180,学術研究，専門・技術サービス業,2014100000,2014年度,百万円
－,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,190,宿泊業，飲食サービス業,2016100000,2016年度,百万円
－,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,190,宿泊業，飲食サービス業,2015100000,2015年度,百万円
－,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,190,宿泊業，飲食サービス業,2014100000,2014年度,百万円
249,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,200,生活関連サービス業，娯楽業,2016100000,2016年度,百万円
5114,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,200,生活関連サービス業，娯楽業,2015100000,2015年度,百万円
9722,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,200,生活関連サービス業，娯楽業,2014100000,2014年度,百万円
383132,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,210,サービス業（他に分類されないもの）,2016100000,2016年度,百万円
122840,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,210,サービス業（他に分類されないもの）,2015100000,2015年度,百万円
65277,110,建設事業の収入,100,売上高の内訳（金額）,180,10億円超,210,サービス業（他に分類されないもの）,2014100000,2014年度,百万円
13.0,110,建設事業の収入,110,売上高の内訳（割合）,100,計,100,合計,2016100000,2016年度,%
14.3,110,建設事業の収入,110,売上高の内訳（割合）,100,計,100,合計,2015100000,2015年度,%
13.8,110,建設事業の収入,110,売上高の内訳（割合）,100,計,100,合計,2014100000,2014年度,%
94.6,110,建設事業の収入,110,売上高の内訳（割合）,100,計,110,建設業,2016100000,2016年度,%
94.3,110,建設事業の収入,110,売上高の内訳（割合）,100,計,110,建設業,2015100000,2015年度,%
93.4,110,建設事業の収入,110,売上高の内訳（割合）,100,計,110,建設業,2014100000,2014年度,%
0.4,110,建設事業の収入,110,売上高の内訳（割合）,100,計,120,製造業,2016100000,2016年度,%
0.4,110,建設事業の収入,110,売上高の内訳（割合）,100,計,120,製造業,2015100000,2015年度,%
0.4,110,建設事業の収入,110,売上高の内訳（割合）,100,計,120,製造業,2014100000,2014年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,100,計,130,情報通信業,2016100000,2016年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,100,計,130,情報通信業,2015100000,2015年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,100,計,130,情報通信業,2014100000,2014年度,%
0.7,110,建設事業の収入,110,売上高の内訳（割合）,100,計,140,運輸業，郵便業,2016100000,2016年度,%
0.8,110,建設事業の収入,110,売上高の内訳（割合）,100,計,140,運輸業，郵便業,2015100000,2015年度,%
0.6,110,建設事業の収入,110,売上高の内訳（割合）,100,計,140,運輸業，郵便業,2014100000,2014年度,%
0.8,110,建設事業の収入,110,売上高の内訳（割合）,100,計,150,卸売業,2016100000,2016年度,%
0.8,110,建設事業の収入,110,売上高の内訳（割合）,100,計,150,卸売業,2015100000,2015年度,%
0.9,110,建設事業の収入,110,売上高の内訳（割合）,100,計,150,卸売業,2014100000,2014年度,%
0.7,110,建設事業の収入,110,売上高の内訳（割合）,100,計,160,小売業,2016100000,2016年度,%
0.3,110,建設事業の収入,110,売上高の内訳（割合）,100,計,160,小売業,2015100000,2015年度,%
0.4,110,建設事業の収入,110,売上高の内訳（割合）,100,計,160,小売業,2014100000,2014年度,%
1.8,110,建設事業の収入,110,売上高の内訳（割合）,100,計,170,不動産業，物品賃貸業,2016100000,2016年度,%
2.0,110,建設事業の収入,110,売上高の内訳（割合）,100,計,170,不動産業，物品賃貸業,2015100000,2015年度,%
2.2,110,建設事業の収入,110,売上高の内訳（割合）,100,計,170,不動産業，物品賃貸業,2014100000,2014年度,%
0.4,110,建設事業の収入,110,売上高の内訳（割合）,100,計,180,学術研究，専門・技術サービス業,2016100000,2016年度,%
0.5,110,建設事業の収入,110,売上高の内訳（割合）,100,計,180,学術研究，専門・技術サービス業,2015100000,2015年度,%
0.5,110,建設事業の収入,110,売上高の内訳（割合）,100,計,180,学術研究，専門・技術サービス業,2014100000,2014年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,100,計,190,宿泊業，飲食サービス業,2016100000,2016年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,100,計,190,宿泊業，飲食サービス業,2015100000,2015年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,100,計,190,宿泊業，飲食サービス業,2014100000,2014年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,100,計,200,生活関連サービス業，娯楽業,2016100000,2016年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,100,計,200,生活関連サービス業，娯楽業,2015100000,2015年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,100,計,200,生活関連サービス業，娯楽業,2014100000,2014年度,%
3.0,110,建設事業の収入,110,売上高の内訳（割合）,100,計,210,サービス業（他に分類されないもの）,2016100000,2016年度,%
1.9,110,建設事業の収入,110,売上高の内訳（割合）,100,計,210,サービス業（他に分類されないもの）,2015100000,2015年度,%
1.1,110,建設事業の収入,110,売上高の内訳（割合）,100,計,210,サービス業（他に分類されないもの）,2014100000,2014年度,%
5.1,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,100,合計,2016100000,2016年度,%
5.3,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,100,合計,2015100000,2015年度,%
4.2,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,100,合計,2014100000,2014年度,%
96.7,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,110,建設業,2016100000,2016年度,%
97.7,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,110,建設業,2015100000,2015年度,%
94.8,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,110,建設業,2014100000,2014年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,120,製造業,2016100000,2016年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,120,製造業,2015100000,2015年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,120,製造業,2014100000,2014年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,130,情報通信業,2016100000,2016年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,130,情報通信業,2015100000,2015年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,130,情報通信業,2014100000,2014年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,140,運輸業，郵便業,2016100000,2016年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,140,運輸業，郵便業,2015100000,2015年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,140,運輸業，郵便業,2014100000,2014年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,150,卸売業,2016100000,2016年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,150,卸売業,2015100000,2015年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,150,卸売業,2014100000,2014年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,160,小売業,2016100000,2016年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,160,小売業,2015100000,2015年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,160,小売業,2014100000,2014年度,%
0.5,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,170,不動産業，物品賃貸業,2016100000,2016年度,%
0.4,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,170,不動産業，物品賃貸業,2015100000,2015年度,%
0.4,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,170,不動産業，物品賃貸業,2014100000,2014年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,180,学術研究，専門・技術サービス業,2016100000,2016年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,180,学術研究，専門・技術サービス業,2015100000,2015年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,180,学術研究，専門・技術サービス業,2014100000,2014年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,190,宿泊業，飲食サービス業,2016100000,2016年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,190,宿泊業，飲食サービス業,2015100000,2015年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,190,宿泊業，飲食サービス業,2014100000,2014年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,200,生活関連サービス業，娯楽業,2016100000,2016年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,200,生活関連サービス業，娯楽業,2015100000,2015年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,200,生活関連サービス業，娯楽業,2014100000,2014年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,210,サービス業（他に分類されないもの）,2016100000,2016年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,210,サービス業（他に分類されないもの）,2015100000,2015年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,110,500万円以下,210,サービス業（他に分類されないもの）,2014100000,2014年度,%
8.1,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,100,合計,2016100000,2016年度,%
6.3,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,100,合計,2015100000,2015年度,%
8.1,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,100,合計,2014100000,2014年度,%
97.7,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,110,建設業,2016100000,2016年度,%
96.5,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,110,建設業,2015100000,2015年度,%
96.6,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,110,建設業,2014100000,2014年度,%
0.9,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,120,製造業,2016100000,2016年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,120,製造業,2015100000,2015年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,120,製造業,2014100000,2014年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,130,情報通信業,2016100000,2016年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,130,情報通信業,2015100000,2015年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,130,情報通信業,2014100000,2014年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,140,運輸業，郵便業,2016100000,2016年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,140,運輸業，郵便業,2015100000,2015年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,140,運輸業，郵便業,2014100000,2014年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,150,卸売業,2016100000,2016年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,150,卸売業,2015100000,2015年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,150,卸売業,2014100000,2014年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,160,小売業,2016100000,2016年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,160,小売業,2015100000,2015年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,160,小売業,2014100000,2014年度,%
0.5,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,170,不動産業，物品賃貸業,2016100000,2016年度,%
0.3,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,170,不動産業，物品賃貸業,2015100000,2015年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,170,不動産業，物品賃貸業,2014100000,2014年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,180,学術研究，専門・技術サービス業,2016100000,2016年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,180,学術研究，専門・技術サービス業,2015100000,2015年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,180,学術研究，専門・技術サービス業,2014100000,2014年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,190,宿泊業，飲食サービス業,2016100000,2016年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,190,宿泊業，飲食サービス業,2015100000,2015年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,190,宿泊業，飲食サービス業,2014100000,2014年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,200,生活関連サービス業，娯楽業,2016100000,2016年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,200,生活関連サービス業，娯楽業,2015100000,2015年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,200,生活関連サービス業，娯楽業,2014100000,2014年度,%
0.7,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,210,サービス業（他に分類されないもの）,2016100000,2016年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,210,サービス業（他に分類されないもの）,2015100000,2015年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,120,500万円超～1千万円,210,サービス業（他に分類されないもの）,2014100000,2014年度,%
10.1,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,100,合計,2016100000,2016年度,%
13.7,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,100,合計,2015100000,2015年度,%
13.5,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,100,合計,2014100000,2014年度,%
96.6,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,110,建設業,2016100000,2016年度,%
96.6,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,110,建設業,2015100000,2015年度,%
96.4,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,110,建設業,2014100000,2014年度,%
0.3,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,120,製造業,2016100000,2016年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,120,製造業,2015100000,2015年度,%
0.3,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,120,製造業,2014100000,2014年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,130,情報通信業,2016100000,2016年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,130,情報通信業,2015100000,2015年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,130,情報通信業,2014100000,2014年度,%
0.3,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,140,運輸業，郵便業,2016100000,2016年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,140,運輸業，郵便業,2015100000,2015年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,140,運輸業，郵便業,2014100000,2014年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,150,卸売業,2016100000,2016年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,150,卸売業,2015100000,2015年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,150,卸売業,2014100000,2014年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,160,小売業,2016100000,2016年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,160,小売業,2015100000,2015年度,%
0.3,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,160,小売業,2014100000,2014年度,%
0.3,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,170,不動産業，物品賃貸業,2016100000,2016年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,170,不動産業，物品賃貸業,2015100000,2015年度,%
0.9,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,170,不動産業，物品賃貸業,2014100000,2014年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,180,学術研究，専門・技術サービス業,2016100000,2016年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,180,学術研究，専門・技術サービス業,2015100000,2015年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,180,学術研究，専門・技術サービス業,2014100000,2014年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,190,宿泊業，飲食サービス業,2016100000,2016年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,190,宿泊業，飲食サービス業,2015100000,2015年度,%
－,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,190,宿泊業，飲食サービス業,2014100000,2014年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,200,生活関連サービス業，娯楽業,2016100000,2016年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,200,生活関連サービス業，娯楽業,2015100000,2015年度,%
0.0,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,200,生活関連サービス業，娯楽業,2014100000,2014年度,%
0.3,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,210,サービス業（他に分類されないもの）,2016100000,2016年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,210,サービス業（他に分類されないもの）,2015100000,2015年度,%
0.5,110,建設事業の収入,110,売上高の内訳（割合）,130,1千万円超～3千万円,210,サービス業（他に分類されないもの）,2014100000,2014年度,%
17.9,110,建設事業の収入,110,売上高の内訳（割合）,140,3千万円超～5千万円,100,合計,2016100000,2016年度,%
16.9,110,建設事業の収入,110,売上高の内訳（割合）,140,3千万円超～5千万円,100,合計,2015100000,2015年度,%
15.8,110,建設事業の収入,110,売上高の内訳（割合）,140,3千万円超～5千万円,100,合計,2014100000,2014年度,%
94.2,110,建設事業の収入,110,売上高の内訳（割合）,140,3千万円超～5千万円,110,建設業,2016100000,2016年度,%
95.9,110,建設事業の収入,110,売上高の内訳（割合）,140,3千万円超～5千万円,110,建設業,2015100000,2015年度,%
96.2,110,建設事業の収入,110,売上高の内訳（割合）,140,3千万円超～5千万円,110,建設業,2014100000,2014年度,%
0.7,110,建設事業の収入,110,売上高の内訳（割合）,140,3千万円超～5千万円,120,製造業,2016100000,2016年度,%
0.8,110,建設事業の収入,110,売上高の内訳（割合）,140,3千万円超～5千万円,120,製造業,2015100000,2015年度,%
0.4,110,建設事業の収入,110,売上高の内訳（割合）,140,3千万円超～5千万円,120,製造業,2014100000,2014年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,140,3千万円超～5千万円,130,情報通信業,2016100000,2016年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,140,3千万円超～5千万円,130,情報通信業,2015100000,2015年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,140,3千万円超～5千万円,130,情報通信業,2014100000,2014年度,%
0.1,110,建設事業の収入,110,売上高の内訳（割合）,140,3千万円超～5千万円,140,運輸業，郵便業,2016100000,2016年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,140,3千万円超～5千万円,140,運輸業，郵便業,2015100000,2015年度,%
0.2,110,建設事業の収入,110,売上高の内訳（割合）,140,3千万円超～5千万円,140,運輸業，郵便業,2014100000,2014年度,%
