value,cat01,cat01_label,cat02,cat02_label,time,time_label
86770755,000000,計,001000,生産,19000000,平成19年
87866724,000000,計,001000,生産,19010000,平成19年度
86171136,000000,計,001000,生産,20000000,平成20年
19948496,000000,計,001000,生産,20001012,平成20年 10 ～ 12月
6542071,000000,計,001000,生産,20001111,平成20年11月
6116450,000000,計,001000,生産,20001212,平成20年12月
78496686,000000,計,001000,生産,20010000,平成20年度
66942610,000000,計,001000,生産,21000000,平成21年
5502480,000000,計,001000,生産,21000101,平成21年1月
14490972,000000,計,001000,生産,21000103,平成21年 1 ～ 3 月
4393756,000000,計,001000,生産,21000202,平成21年2月
4594736,000000,計,001000,生産,21000303,平成21年3月
4384245,000000,計,001000,生産,21000404,平成21年4月
14357914,000000,計,001000,生産,21000406,平成21年 4 ～ 6 月
4874727,000000,計,001000,生産,21000505,平成21年5月
5098942,000000,計,001000,生産,21000606,平成21年6月
5686689,000000,計,001000,生産,21000707,平成21年7月
17975440,000000,計,001000,生産,21000709,平成21年 7 ～ 9 月
6239892,000000,計,001000,生産,21000808,平成21年8月
6048859,000000,計,001000,生産,21000909,平成21年9月
6613872,000000,計,001000,生産,21001010,平成21年10月
20118284,000000,計,001000,生産,21001012,平成21年 10 ～ 12月
6660026,000000,計,001000,生産,21001111,平成21年11月
6844386,000000,計,001000,生産,21001212,平成21年12月
6788550,000000,計,001000,生産,22000101,平成22年1月
23.4,000000,計,001000,生産,50000000,前年同月比 (%)
86788694,000000,計,002000,製鋼用消費,19000000,平成19年
87831195,000000,計,002000,製鋼用消費,19010000,平成19年度
85475123,000000,計,002000,製鋼用消費,20000000,平成20年
19423225,000000,計,002000,製鋼用消費,20001012,平成20年 10 ～ 12月
6361137,000000,計,002000,製鋼用消費,20001111,平成20年11月
5835789,000000,計,002000,製鋼用消費,20001212,平成20年12月
76826855,000000,計,002000,製鋼用消費,20010000,平成20年度
66004392,000000,計,002000,製鋼用消費,21000000,平成21年
5131833,000000,計,002000,製鋼用消費,21000101,平成21年1月
13679143,000000,計,002000,製鋼用消費,21000103,平成21年 1 ～ 3 月
4164933,000000,計,002000,製鋼用消費,21000202,平成21年2月
4382377,000000,計,002000,製鋼用消費,21000303,平成21年3月
4163659,000000,計,002000,製鋼用消費,21000404,平成21年4月
13878598,000000,計,002000,製鋼用消費,21000406,平成21年 4 ～ 6 月
4691464,000000,計,002000,製鋼用消費,21000505,平成21年5月
5023475,000000,計,002000,製鋼用消費,21000606,平成21年6月
5730081,000000,計,002000,製鋼用消費,21000707,平成21年7月
18152312,000000,計,002000,製鋼用消費,21000709,平成21年 7 ～ 9 月
6311704,000000,計,002000,製鋼用消費,21000808,平成21年8月
