value,cat01,cat01_label,cat03,cat03_label,cat04,cat04_label,time,time_label,unit
17341,100,売上高,110,500万円以下,180,学術研究，専門・技術サービス業,2015100000,2015年度,百万円
20053,100,売上高,110,500万円以下,180,学術研究，専門・技術サービス業,2014100000,2014年度,百万円
7400,100,売上高,110,500万円以下,190,宿泊業，飲食サービス業,2016100000,2016年度,百万円
9359,100,売上高,110,500万円以下,190,宿泊業，飲食サービス業,2015100000,2015年度,百万円
9385,100,売上高,110,500万円以下,190,宿泊業，飲食サービス業,2014100000,2014年度,百万円
10105,100,売上高,110,500万円以下,200,生活関連サービス業，娯楽業,2016100000,2016年度,百万円
9729,100,売上高,110,500万円以下,200,生活関連サービス業，娯楽業,2015100000,2015年度,百万円
10138,100,売上高,110,500万円以下,200,生活関連サービス業，娯楽業,2014100000,2014年度,百万円
13344,100,売上高,110,500万円以下,210,サービス業（他に分類されないもの）,2016100000,2016年度,百万円
8745,100,売上高,110,500万円以下,210,サービス業（他に分類されないもの）,2015100000,2015年度,百万円
8869,100,売上高,110,500万円以下,210,サービス業（他に分類されないもの）,2014100000,2014年度,百万円
753966,100,売上高,120,500万円超～1千万円,100,合計,2016100000,2016年度,百万円
687677,100,売上高,120,500万円超～1千万円,100,合計,2015100000,2015年度,百万円
723429,100,売上高,120,500万円超～1千万円,100,合計,2014100000,2014年度,百万円
72797,100,売上高,120,500万円超～1千万円,110,建設業,2016100000,2016年度,百万円
38913,100,売上高,120,500万円超～1千万円,110,建設業,2015100000,2015年度,百万円
68574,100,売上高,120,500万円超～1千万円,110,建設業,2014100000,2014年度,百万円
104155,100,売上高,120,500万円超～1千万円,120,製造業,2016100000,2016年度,百万円
102821,100,売上高,120,500万円超～1千万円,120,製造業,2015100000,2015年度,百万円
93113,100,売上高,120,500万円超～1千万円,120,製造業,2014100000,2014年度,百万円
26502,100,売上高,120,500万円超～1千万円,130,情報通信業,2016100000,2016年度,百万円
26736,100,売上高,120,500万円超～1千万円,130,情報通信業,2015100000,2015年度,百万円
26362,100,売上高,120,500万円超～1千万円,130,情報通信業,2014100000,2014年度,百万円
7734,100,売上高,120,500万円超～1千万円,140,運輸業，郵便業,2016100000,2016年度,百万円
6778,100,売上高,120,500万円超～1千万円,140,運輸業，郵便業,2015100000,2015年度,百万円
10275,100,売上高,120,500万円超～1千万円,140,運輸業，郵便業,2014100000,2014年度,百万円
32017,100,売上高,120,500万円超～1千万円,150,卸売業,2016100000,2016年度,百万円
28857,100,売上高,120,500万円超～1千万円,150,卸売業,2015100000,2015年度,百万円
32787,100,売上高,120,500万円超～1千万円,150,卸売業,2014100000,2014年度,百万円
136333,100,売上高,120,500万円超～1千万円,160,小売業,2016100000,2016年度,百万円
103482,100,売上高,120,500万円超～1千万円,160,小売業,2015100000,2015年度,百万円
126326,100,売上高,120,500万円超～1千万円,160,小売業,2014100000,2014年度,百万円
155679,100,売上高,120,500万円超～1千万円,170,不動産業，物品賃貸業,2016100000,2016年度,百万円
159266,100,売上高,120,500万円超～1千万円,170,不動産業，物品賃貸業,2015100000,2015年度,百万円
152877,100,売上高,120,500万円超～1千万円,170,不動産業，物品賃貸業,2014100000,2014年度,百万円
66955,100,売上高,120,500万円超～1千万円,180,学術研究，専門・技術サービス業,2016100000,2016年度,百万円
68657,100,売上高,120,500万円超～1千万円,180,学術研究，専門・技術サービス業,2015100000,2015年度,百万円
70478,100,売上高,120,500万円超～1千万円,180,学術研究，専門・技術サービス業,2014100000,2014年度,百万円
49734,100,売上高,120,500万円超～1千万円,190,宿泊業，飲食サービス業,2016100000,2016年度,百万円
58651,100,売上高,120,500万円超～1千万円,190,宿泊業，飲食サービス業,2015100000,2015年度,百万円
44193,100,売上高,120,500万円超～1千万円,190,宿泊業，飲食サービス業,2014100000,2014年度,百万円
56777,100,売上高,120,500万円超～1千万円,200,生活関連サービス業，娯楽業,2016100000,2016年度,百万円
53094,100,売上高,120,500万円超～1千万円,200,生活関連サービス業，娯楽業,2015100000,2015年度,百万円
56792,100,売上高,120,500万円超～1千万円,200,生活関連サービス業，娯楽業,2014100000,2014年度,百万円
45282,100,売上高,120,500万円超～1千万円,210,サービス業（他に分類されないもの）,2016100000,2016年度,百万円
40423,100,売上高,120,500万円超～1千万円,210,サービス業（他に分類されないもの）,2015100000,2015年度,百万円
41652,100,売上高,120,500万円超～1千万円,210,サービス業（他に分類されないもの）,2014100000,2014年度,百万円
5740104,100,売上高,130,1千万円超～3千万円,100,合計,2016100000,2016年度,百万円
5689258,100,売上高,130,1千万円超～3千万円,100,合計,2015100000,2015年度,百万円
5905427,100,売上高,130,1千万円超～3千万円,100,合計,2014100000,2014年度,百万円
646239,100,売上高,130,1千万円超～3千万円,110,建設業,2016100000,2016年度,百万円
801133,100,売上高,130,1千万円超～3千万円,110,建設業,2015100000,2015年度,百万円
859414,100,売上高,130,1千万円超～3千万円,110,建設業,2014100000,2014年度,百万円
944173,100,売上高,130,1千万円超～3千万円,120,製造業,2016100000,2016年度,百万円
877383,100,売上高,130,1千万円超～3千万円,120,製造業,2015100000,2015年度,百万円
938741,100,売上高,130,1千万円超～3千万円,120,製造業,2014100000,2014年度,百万円
113057,100,売上高,130,1千万円超～3千万円,130,情報通信業,2016100000,2016年度,百万円
132969,100,売上高,130,1千万円超～3千万円,130,情報通信業,2015100000,2015年度,百万円
130235,100,売上高,130,1千万円超～3千万円,130,情報通信業,2014100000,2014年度,百万円
87743,100,売上高,130,1千万円超～3千万円,140,運輸業，郵便業,2016100000,2016年度,百万円
95129,100,売上高,130,1千万円超～3千万円,140,運輸業，郵便業,2015100000,2015年度,百万円
98658,100,売上高,130,1千万円超～3千万円,140,運輸業，郵便業,2014100000,2014年度,百万円
402153,100,売上高,130,1千万円超～3千万円,150,卸売業,2016100000,2016年度,百万円
338802,100,売上高,130,1千万円超～3千万円,150,卸売業,2015100000,2015年度,百万円
329181,100,売上高,130,1千万円超～3千万円,150,卸売業,2014100000,2014年度,百万円
1033552,100,売上高,130,1千万円超～3千万円,160,小売業,2016100000,2016年度,百万円
895647,100,売上高,130,1千万円超～3千万円,160,小売業,2015100000,2015年度,百万円
951649,100,売上高,130,1千万円超～3千万円,160,小売業,2014100000,2014年度,百万円
795918,100,売上高,130,1千万円超～3千万円,170,不動産業，物品賃貸業,2016100000,2016年度,百万円
793208,100,売上高,130,1千万円超～3千万円,170,不動産業，物品賃貸業,2015100000,2015年度,百万円
850146,100,売上高,130,1千万円超～3千万円,170,不動産業，物品賃貸業,2014100000,2014年度,百万円
338187,100,売上高,130,1千万円超～3千万円,180,学術研究，専門・技術サービス業,2016100000,2016年度,百万円
381950,100,売上高,130,1千万円超～3千万円,180,学術研究，専門・技術サービス業,2015100000,2015年度,百万円
399354,100,売上高,130,1千万円超～3千万円,180,学術研究，専門・技術サービス業,2014100000,2014年度,百万円
662713,100,売上高,130,1千万円超～3千万円,190,宿泊業，飲食サービス業,2016100000,2016年度,百万円
628050,100,売上高,130,1千万円超～3千万円,190,宿泊業，飲食サービス業,2015100000,2015年度,百万円
626768,100,売上高,130,1千万円超～3千万円,190,宿泊業，飲食サービス業,2014100000,2014年度,百万円
338088,100,売上高,130,1千万円超～3千万円,200,生活関連サービス業，娯楽業,2016100000,2016年度,百万円
353742,100,売上高,130,1千万円超～3千万円,200,生活関連サービス業，娯楽業,2015100000,2015年度,百万円
343747,100,売上高,130,1千万円超～3千万円,200,生活関連サービス業，娯楽業,2014100000,2014年度,百万円
378280,100,売上高,130,1千万円超～3千万円,210,サービス業（他に分類されないもの）,2016100000,2016年度,百万円
391246,100,売上高,130,1千万円超～3千万円,210,サービス業（他に分類されないもの）,2015100000,2015年度,百万円
377535,100,売上高,130,1千万円超～3千万円,210,サービス業（他に分類されないもの）,2014100000,2014年度,百万円
7744798,100,売上高,140,3千万円超～5千万円,100,合計,2016100000,2016年度,百万円
7815329,100,売上高,140,3千万円超～5千万円,100,合計,2015100000,2015年度,百万円
7723954,100,売上高,140,3千万円超～5千万円,100,合計,2014100000,2014年度,百万円
1574629,100,売上高,140,3千万円超～5千万円,110,建設業,2016100000,2016年度,百万円
1516167,100,売上高,140,3千万円超～5千万円,110,建設業,2015100000,2015年度,百万円
1307519,100,売上高,140,3千万円超～5千万円,110,建設業,2014100000,2014年度,百万円
1311965,100,売上高,140,3千万円超～5千万円,120,製造業,2016100000,2016年度,百万円
1413797,100,売上高,140,3千万円超～5千万円,120,製造業,2015100000,2015年度,百万円
1516139,100,売上高,140,3千万円超～5千万円,120,製造業,2014100000,2014年度,百万円
156244,100,売上高,140,3千万円超～5千万円,130,情報通信業,2016100000,2016年度,百万円
145479,100,売上高,140,3千万円超～5千万円,130,情報通信業,2015100000,2015年度,百万円
161799,100,売上高,140,3千万円超～5千万円,130,情報通信業,2014100000,2014年度,百万円
142843,100,売上高,140,3千万円超～5千万円,140,運輸業，郵便業,2016100000,2016年度,百万円
160239,100,売上高,140,3千万円超～5千万円,140,運輸業，郵便業,2015100000,2015年度,百万円
188714,100,売上高,140,3千万円超～5千万円,140,運輸業，郵便業,2014100000,2014年度,百万円
548928,100,売上高,140,3千万円超～5千万円,150,卸売業,2016100000,2016年度,百万円
589516,100,売上高,140,3千万円超～5千万円,150,卸売業,2015100000,2015年度,百万円
683370,100,売上高,140,3千万円超～5千万円,150,卸売業,2014100000,2014年度,百万円
1091056,100,売上高,140,3千万円超～5千万円,160,小売業,2016100000,2016年度,百万円
1150950,100,売上高,140,3千万円超～5千万円,160,小売業,2015100000,2015年度,百万円
1116343,100,売上高,140,3千万円超～5千万円,160,小売業,2014100000,2014年度,百万円
733330,100,売上高,140,3千万円超～5千万円,170,不動産業，物品賃貸業,2016100000,2016年度,百万円
810033,100,売上高,140,3千万円超～5千万円,170,不動産業，物品賃貸業,2015100000,2015年度,百万円
652413,100,売上高,140,3千万円超～5千万円,170,不動産業，物品賃貸業,2014100000,2014年度,百万円
443439,100,売上高,140,3千万円超～5千万円,180,学術研究，専門・技術サービス業,2016100000,2016年度,百万円
438587,100,売上高,140,3千万円超～5千万円,180,学術研究，専門・技術サービス業,2015100000,2015年度,百万円
407923,100,売上高,140,3千万円超～5千万円,180,学術研究，専門・技術サービス業,2014100000,2014年度,百万円
887306,100,売上高,140,3千万円超～5千万円,190,宿泊業，飲食サービス業,2016100000,2016年度,百万円
657895,100,売上高,140,3千万円超～5千万円,190,宿泊業，飲食サービス業,2015100000,2015年度,百万円
787681,100,売上高,140,3千万円超～5千万円,190,宿泊業，飲食サービス業,2014100000,2014年度,百万円
321540,100,売上高,140,3千万円超～5千万円,200,生活関連サービス業，娯楽業,2016100000,2016年度,百万円
361301,100,売上高,140,3千万円超～5千万円,200,生活関連サービス業，娯楽業,2015100000,2015年度,百万円
319384,100,売上高,140,3千万円超～5千万円,200,生活関連サービス業，娯楽業,2014100000,2014年度,百万円
533517,100,売上高,140,3千万円超～5千万円,210,サービス業（他に分類されないもの）,2016100000,2016年度,百万円
571364,100,売上高,140,3千万円超～5千万円,210,サービス業（他に分類されないもの）,2015100000,2015年度,百万円
582669,100,売上高,140,3千万円超～5千万円,210,サービス業（他に分類されないもの）,2014100000,2014年度,百万円
18236204,100,売上高,150,5千万円超～1億円,100,合計,2016100000,2016年度,百万円
18397363,100,売上高,150,5千万円超～1億円,100,合計,2015100000,2015年度,百万円
19349733,100,売上高,150,5千万円超～1億円,100,合計,2014100000,2014年度,百万円
4119941,100,売上高,150,5千万円超～1億円,110,建設業,2016100000,2016年度,百万円
3699193,100,売上高,150,5千万円超～1億円,110,建設業,2015100000,2015年度,百万円
4721878,100,売上高,150,5千万円超～1億円,110,建設業,2014100000,2014年度,百万円
3515644,100,売上高,150,5千万円超～1億円,120,製造業,2016100000,2016年度,百万円
3385036,100,売上高,150,5千万円超～1億円,120,製造業,2015100000,2015年度,百万円
3167405,100,売上高,150,5千万円超～1億円,120,製造業,2014100000,2014年度,百万円
387510,100,売上高,150,5千万円超～1億円,130,情報通信業,2016100000,2016年度,百万円
384884,100,売上高,150,5千万円超～1億円,130,情報通信業,2015100000,2015年度,百万円
380179,100,売上高,150,5千万円超～1億円,130,情報通信業,2014100000,2014年度,百万円
607323,100,売上高,150,5千万円超～1億円,140,運輸業，郵便業,2016100000,2016年度,百万円
619175,100,売上高,150,5千万円超～1億円,140,運輸業，郵便業,2015100000,2015年度,百万円
646831,100,売上高,150,5千万円超～1億円,140,運輸業，郵便業,2014100000,2014年度,百万円
1703849,100,売上高,150,5千万円超～1億円,150,卸売業,2016100000,2016年度,百万円
1749387,100,売上高,150,5千万円超～1億円,150,卸売業,2015100000,2015年度,百万円
1793936,100,売上高,150,5千万円超～1億円,150,卸売業,2014100000,2014年度,百万円
2659557,100,売上高,150,5千万円超～1億円,160,小売業,2016100000,2016年度,百万円
3188768,100,売上高,150,5千万円超～1億円,160,小売業,2015100000,2015年度,百万円
3074524,100,売上高,150,5千万円超～1億円,160,小売業,2014100000,2014年度,百万円
1308712,100,売上高,150,5千万円超～1億円,170,不動産業，物品賃貸業,2016100000,2016年度,百万円
1313433,100,売上高,150,5千万円超～1億円,170,不動産業，物品賃貸業,2015100000,2015年度,百万円
1382674,100,売上高,150,5千万円超～1億円,170,不動産業，物品賃貸業,2014100000,2014年度,百万円
677130,100,売上高,150,5千万円超～1億円,180,学術研究，専門・技術サービス業,2016100000,2016年度,百万円
772937,100,売上高,150,5千万円超～1億円,180,学術研究，専門・技術サービス業,2015100000,2015年度,百万円
842231,100,売上高,150,5千万円超～1億円,180,学術研究，専門・技術サービス業,2014100000,2014年度,百万円
1213311,100,売上高,150,5千万円超～1億円,190,宿泊業，飲食サービス業,2016100000,2016年度,百万円
1379850,100,売上高,150,5千万円超～1億円,190,宿泊業，飲食サービス業,2015100000,2015年度,百万円
1260727,100,売上高,150,5千万円超～1億円,190,宿泊業，飲食サービス業,2014100000,2014年度,百万円
618367,100,売上高,150,5千万円超～1億円,200,生活関連サービス業，娯楽業,2016100000,2016年度,百万円
596948,100,売上高,150,5千万円超～1億円,200,生活関連サービス業，娯楽業,2015100000,2015年度,百万円
632275,100,売上高,150,5千万円超～1億円,200,生活関連サービス業，娯楽業,2014100000,2014年度,百万円
1424859,100,売上高,150,5千万円超～1億円,210,サービス業（他に分類されないもの）,2016100000,2016年度,百万円
1307751,100,売上高,150,5千万円超～1億円,210,サービス業（他に分類されないもの）,2015100000,2015年度,百万円
1447073,100,売上高,150,5千万円超～1億円,210,サービス業（他に分類されないもの）,2014100000,2014年度,百万円
91280062,100,売上高,160,1億円超～5億円,100,合計,2016100000,2016年度,百万円
95463936,100,売上高,160,1億円超～5億円,100,合計,2015100000,2015年度,百万円
92182558,100,売上高,160,1億円超～5億円,100,合計,2014100000,2014年度,百万円
19948110,100,売上高,160,1億円超～5億円,110,建設業,2016100000,2016年度,百万円
21841324,100,売上高,160,1億円超～5億円,110,建設業,2015100000,2015年度,百万円
20841188,100,売上高,160,1億円超～5億円,110,建設業,2014100000,2014年度,百万円
18541718,100,売上高,160,1億円超～5億円,120,製造業,2016100000,2016年度,百万円
18901043,100,売上高,160,1億円超～5億円,120,製造業,2015100000,2015年度,百万円
17982804,100,売上高,160,1億円超～5億円,120,製造業,2014100000,2014年度,百万円
1698859,100,売上高,160,1億円超～5億円,130,情報通信業,2016100000,2016年度,百万円
1859775,100,売上高,160,1億円超～5億円,130,情報通信業,2015100000,2015年度,百万円
2070838,100,売上高,160,1億円超～5億円,130,情報通信業,2014100000,2014年度,百万円
4705092,100,売上高,160,1億円超～5億円,140,運輸業，郵便業,2016100000,2016年度,百万円
4852551,100,売上高,160,1億円超～5億円,140,運輸業，郵便業,2015100000,2015年度,百万円
4836580,100,売上高,160,1億円超～5億円,140,運輸業，郵便業,2014100000,2014年度,百万円
13665241,100,売上高,160,1億円超～5億円,150,卸売業,2016100000,2016年度,百万円
14587120,100,売上高,160,1億円超～5億円,150,卸売業,2015100000,2015年度,百万円
13785296,100,売上高,160,1億円超～5億円,150,卸売業,2014100000,2014年度,百万円
16172887,100,売上高,160,1億円超～5億円,160,小売業,2016100000,2016年度,百万円
15638919,100,売上高,160,1億円超～5億円,160,小売業,2015100000,2015年度,百万円
14734560,100,売上高,160,1億円超～5億円,160,小売業,2014100000,2014年度,百万円
4539085,100,売上高,160,1億円超～5億円,170,不動産業，物品賃貸業,2016100000,2016年度,百万円
4728263,100,売上高,160,1億円超～5億円,170,不動産業，物品賃貸業,2015100000,2015年度,百万円
4749067,100,売上高,160,1億円超～5億円,170,不動産業，物品賃貸業,2014100000,2014年度,百万円
2391190,100,売上高,160,1億円超～5億円,180,学術研究，専門・技術サービス業,2016100000,2016年度,百万円
2326480,100,売上高,160,1億円超～5億円,180,学術研究，専門・技術サービス業,2015100000,2015年度,百万円
2533899,100,売上高,160,1億円超～5億円,180,学術研究，専門・技術サービス業,2014100000,2014年度,百万円
2467294,100,売上高,160,1億円超～5億円,190,宿泊業，飲食サービス業,2016100000,2016年度,百万円
2995071,100,売上高,160,1億円超～5億円,190,宿泊業，飲食サービス業,2015100000,2015年度,百万円
3157135,100,売上高,160,1億円超～5億円,190,宿泊業，飲食サービス業,2014100000,2014年度,百万円
2279116,100,売上高,160,1億円超～5億円,200,生活関連サービス業，娯楽業,2016100000,2016年度,百万円
2299175,100,売上高,160,1億円超～5億円,200,生活関連サービス業，娯楽業,2015100000,2015年度,百万円
2463473,100,売上高,160,1億円超～5億円,200,生活関連サービス業，娯楽業,2014100000,2014年度,百万円
4871471,100,売上高,160,1億円超～5億円,210,サービス業（他に分類されないもの）,2016100000,2016年度,百万円
5434216,100,売上高,160,1億円超～5億円,210,サービス業（他に分類されないもの）,2015100000,2015年度,百万円
5027717,100,売上高,160,1億円超～5億円,210,サービス業（他に分類されないもの）,2014100000,2014年度,百万円
56163349,100,売上高,170,5億円超～10億円,100,合計,2016100000,2016年度,百万円
57646278,100,売上高,170,5億円超～10億円,100,合計,2015100000,2015年度,百万円
58740299,100,売上高,170,5億円超～10億円,100,合計,2014100000,2014年度,百万円
10459361,100,売上高,170,5億円超～10億円,110,建設業,2016100000,2016年度,百万円
11698179,100,売上高,170,5億円超～10億円,110,建設業,2015100000,2015年度,百万円
10913302,100,売上高,170,5億円超～10億円,110,建設業,2014100000,2014年度,百万円
14401517,100,売上高,170,5億円超～10億円,120,製造業,2016100000,2016年度,百万円
14694356,100,売上高,170,5億円超～10億円,120,製造業,2015100000,2015年度,百万円
14176624,100,売上高,170,5億円超～10億円,120,製造業,2014100000,2014年度,百万円
1201949,100,売上高,170,5億円超～10億円,130,情報通信業,2016100000,2016年度,百万円
1287216,100,売上高,170,5億円超～10億円,130,情報通信業,2015100000,2015年度,百万円
1305692,100,売上高,170,5億円超～10億円,130,情報通信業,2014100000,2014年度,百万円
3140609,100,売上高,170,5億円超～10億円,140,運輸業，郵便業,2016100000,2016年度,百万円
3294204,100,売上高,170,5億円超～10億円,140,運輸業，郵便業,2015100000,2015年度,百万円
3449719,100,売上高,170,5億円超～10億円,140,運輸業，郵便業,2014100000,2014年度,百万円
11206161,100,売上高,170,5億円超～10億円,150,卸売業,2016100000,2016年度,百万円
10735238,100,売上高,170,5億円超～10億円,150,卸売業,2015100000,2015年度,百万円
10975118,100,売上高,170,5億円超～10億円,150,卸売業,2014100000,2014年度,百万円
8013826,100,売上高,170,5億円超～10億円,160,小売業,2016100000,2016年度,百万円
8028847,100,売上高,170,5億円超～10億円,160,小売業,2015100000,2015年度,百万円
7881835,100,売上高,170,5億円超～10億円,160,小売業,2014100000,2014年度,百万円
2210694,100,売上高,170,5億円超～10億円,170,不動産業，物品賃貸業,2016100000,2016年度,百万円
2287515,100,売上高,170,5億円超～10億円,170,不動産業，物品賃貸業,2015100000,2015年度,百万円
3553685,100,売上高,170,5億円超～10億円,170,不動産業，物品賃貸業,2014100000,2014年度,百万円
920104,100,売上高,170,5億円超～10億円,180,学術研究，専門・技術サービス業,2016100000,2016年度,百万円
975353,100,売上高,170,5億円超～10億円,180,学術研究，専門・技術サービス業,2015100000,2015年度,百万円
1036533,100,売上高,170,5億円超～10億円,180,学術研究，専門・技術サービス業,2014100000,2014年度,百万円
1025787,100,売上高,170,5億円超～10億円,190,宿泊業，飲食サービス業,2016100000,2016年度,百万円
796810,100,売上高,170,5億円超～10億円,190,宿泊業，飲食サービス業,2015100000,2015年度,百万円
1179152,100,売上高,170,5億円超～10億円,190,宿泊業，飲食サービス業,2014100000,2014年度,百万円
1325699,100,売上高,170,5億円超～10億円,200,生活関連サービス業，娯楽業,2016100000,2016年度,百万円
1397894,100,売上高,170,5億円超～10億円,200,生活関連サービス業，娯楽業,2015100000,2015年度,百万円
1355653,100,売上高,170,5億円超～10億円,200,生活関連サービス業，娯楽業,2014100000,2014年度,百万円
2257643,100,売上高,170,5億円超～10億円,210,サービス業（他に分類されないもの）,2016100000,2016年度,百万円
2450666,100,売上高,170,5億円超～10億円,210,サービス業（他に分類されないもの）,2015100000,2015年度,百万円
2912986,100,売上高,170,5億円超～10億円,210,サービス業（他に分類されないもの）,2014100000,2014年度,百万円
289274554,100,売上高,180,10億円超,100,合計,2016100000,2016年度,百万円
275876284,100,売上高,180,10億円超,100,合計,2015100000,2015年度,百万円
284438487,100,売上高,180,10億円超,100,合計,2014100000,2014年度,百万円
25197329,100,売上高,180,10億円超,110,建設業,2016100000,2016年度,百万円
28643659,100,売上高,180,10億円超,110,建設業,2015100000,2015年度,百万円
28633697,100,売上高,180,10億円超,110,建設業,2014100000,2014年度,百万円
91279388,100,売上高,180,10億円超,120,製造業,2016100000,2016年度,百万円
84746093,100,売上高,180,10億円超,120,製造業,2015100000,2015年度,百万円
83275644,100,売上高,180,10億円超,120,製造業,2014100000,2014年度,百万円
5649379,100,売上高,180,10億円超,130,情報通信業,2016100000,2016年度,百万円
5875454,100,売上高,180,10億円超,130,情報通信業,2015100000,2015年度,百万円
4206468,100,売上高,180,10億円超,130,情報通信業,2014100000,2014年度,百万円
16069200,100,売上高,180,10億円超,140,運輸業，郵便業,2016100000,2016年度,百万円
14424078,100,売上高,180,10億円超,140,運輸業，郵便業,2015100000,2015年度,百万円
13819140,100,売上高,180,10億円超,140,運輸業，郵便業,2014100000,2014年度,百万円
80033840,100,売上高,180,10億円超,150,卸売業,2016100000,2016年度,百万円
82194520,100,売上高,180,10億円超,150,卸売業,2015100000,2015年度,百万円
89241294,100,売上高,180,10億円超,150,卸売業,2014100000,2014年度,百万円
35730262,100,売上高,180,10億円超,160,小売業,2016100000,2016年度,百万円
26534071,100,売上高,180,10億円超,160,小売業,2015100000,2015年度,百万円
28902912,100,売上高,180,10億円超,160,小売業,2014100000,2014年度,百万円
7612703,100,売上高,180,10億円超,170,不動産業，物品賃貸業,2016100000,2016年度,百万円
8228695,100,売上高,180,10億円超,170,不動産業，物品賃貸業,2015100000,2015年度,百万円
10925041,100,売上高,180,10億円超,170,不動産業，物品賃貸業,2014100000,2014年度,百万円
