value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,area,area_label,time,time_label,unit
6674000,001,人口,000,総数,000,総数,000,総数,000,総数,00000,全国,2007000000,2007年,人
1286900,001,人口,000,総数,000,総数,000,総数,001,　15～24歳,00000,全国,2007000000,2007年,人
1866000,001,人口,000,総数,000,総数,000,総数,002,　25～34歳,00000,全国,2007000000,2007年,人
1155700,001,人口,000,総数,000,総数,000,総数,003,　35～44歳,00000,全国,2007000000,2007年,人
762600,001,人口,000,総数,000,総数,000,総数,004,　45～54歳,00000,全国,2007000000,2007年,人
1075700,001,人口,000,総数,000,総数,000,総数,005,　55～64歳,00000,全国,2007000000,2007年,人
527100,001,人口,000,総数,000,総数,000,総数,006,　65歳以上,00000,全国,2007000000,2007年,人
2943300,001,人口,000,総数,000,総数,001,　男,000,総数,00000,全国,2007000000,2007年,人
593800,001,人口,000,総数,000,総数,001,　男,001,　15～24歳,00000,全国,2007000000,2007年,人
727000,001,人口,000,総数,000,総数,001,　男,002,　25～34歳,00000,全国,2007000000,2007年,人
409400,001,人口,000,総数,000,総数,001,　男,003,　35～44歳,00000,全国,2007000000,2007年,人
276900,001,人口,000,総数,000,総数,001,　男,004,　45～54歳,00000,全国,2007000000,2007年,人
600000,001,人口,000,総数,000,総数,001,　男,005,　55～64歳,00000,全国,2007000000,2007年,人
336300,001,人口,000,総数,000,総数,001,　男,006,　65歳以上,00000,全国,2007000000,2007年,人
3730700,001,人口,000,総数,000,総数,002,　女,000,総数,00000,全国,2007000000,2007年,人
693100,001,人口,000,総数,000,総数,002,　女,001,　15～24歳,00000,全国,2007000000,2007年,人
1139000,001,人口,000,総数,000,総数,002,　女,002,　25～34歳,00000,全国,2007000000,2007年,人
746300,001,人口,000,総数,000,総数,002,　女,003,　35～44歳,00000,全国,2007000000,2007年,人
485700,001,人口,000,総数,000,総数,002,　女,004,　45～54歳,00000,全国,2007000000,2007年,人
475800,001,人口,000,総数,000,総数,002,　女,005,　55～64歳,00000,全国,2007000000,2007年,人
190800,001,人口,000,総数,000,総数,002,　女,006,　65歳以上,00000,全国,2007000000,2007年,人
3356600,001,人口,000,総数,001,　有業者,000,総数,000,総数,00000,全国,2007000000,2007年,人
701300,001,人口,000,総数,001,　有業者,000,総数,001,　15～24歳,00000,全国,2007000000,2007年,人
1067900,001,人口,000,総数,001,　有業者,000,総数,002,　25～34歳,00000,全国,2007000000,2007年,人
696800,001,人口,000,総数,001,　有業者,000,総数,003,　35～44歳,00000,全国,2007000000,2007年,人
420400,001,人口,000,総数,001,　有業者,000,総数,004,　45～54歳,00000,全国,2007000000,2007年,人
395000,001,人口,000,総数,001,　有業者,000,総数,005,　55～64歳,00000,全国,2007000000,2007年,人
75200,001,人口,000,総数,001,　有業者,000,総数,006,　65歳以上,00000,全国,2007000000,2007年,人
1622300,001,人口,000,総数,001,　有業者,001,　男,000,総数,00000,全国,2007000000,2007年,人
321400,001,人口,000,総数,001,　有業者,001,　男,001,　15～24歳,00000,全国,2007000000,2007年,人
511600,001,人口,000,総数,001,　有業者,001,　男,002,　25～34歳,00000,全国,2007000000,2007年,人
291000,001,人口,000,総数,001,　有業者,001,　男,003,　35～44歳,00000,全国,2007000000,2007年,人
174000,001,人口,000,総数,001,　有業者,001,　男,004,　45～54歳,00000,全国,2007000000,2007年,人
265800,001,人口,000,総数,001,　有業者,001,　男,005,　55～64歳,00000,全国,2007000000,2007年,人
58500,001,人口,000,総数,001,　有業者,001,　男,006,　65歳以上,00000,全国,2007000000,2007年,人
1734300,001,人口,000,総数,001,　有業者,002,　女,000,総数,00000,全国,2007000000,2007年,人
379800,001,人口,000,総数,001,　有業者,002,　女,001,　15～24歳,00000,全国,2007000000,2007年,人
556400,001,人口,000,総数,001,　有業者,002,　女,002,　25～34歳,00000,全国,2007000000,2007年,人
405900,001,人口,000,総数,001,　有業者,002,　女,003,　35～44歳,00000,全国,2007000000,2007年,人
246400,001,人口,000,総数,001,　有業者,002,　女,004,　45～54歳,00000,全国,2007000000,2007年,人
129100,001,人口,000,総数,001,　有業者,002,　女,005,　55～64歳,00000,全国,2007000000,2007年,人
16700,001,人口,000,総数,001,　有業者,002,　女,006,　65歳以上,00000,全国,2007000000,2007年,人
78500,001,人口,000,総数,002,　　自営業主,000,総数,000,総数,00000,全国,2007000000,2007年,人
3300,001,人口,000,総数,002,　　自営業主,000,総数,001,　15～24歳,00000,全国,2007000000,2007年,人
15000,001,人口,000,総数,002,　　自営業主,000,総数,002,　25～34歳,00000,全国,2007000000,2007年,人
20800,001,人口,000,総数,002,　　自営業主,000,総数,003,　35～44歳,00000,全国,2007000000,2007年,人
13100,001,人口,000,総数,002,　　自営業主,000,総数,004,　45～54歳,00000,全国,2007000000,2007年,人
20900,001,人口,000,総数,002,　　自営業主,000,総数,005,　55～64歳,00000,全国,2007000000,2007年,人
5300,001,人口,000,総数,002,　　自営業主,000,総数,006,　65歳以上,00000,全国,2007000000,2007年,人
47900,001,人口,000,総数,002,　　自営業主,001,　男,000,総数,00000,全国,2007000000,2007年,人
2200,001,人口,000,総数,002,　　自営業主,001,　男,001,　15～24歳,00000,全国,2007000000,2007年,人
7900,001,人口,000,総数,002,　　自営業主,001,　男,002,　25～34歳,00000,全国,2007000000,2007年,人
10300,001,人口,000,総数,002,　　自営業主,001,　男,003,　35～44歳,00000,全国,2007000000,2007年,人
10300,001,人口,000,総数,002,　　自営業主,001,　男,004,　45～54歳,00000,全国,2007000000,2007年,人
13200,001,人口,000,総数,002,　　自営業主,001,　男,005,　55～64歳,00000,全国,2007000000,2007年,人
4100,001,人口,000,総数,002,　　自営業主,001,　男,006,　65歳以上,00000,全国,2007000000,2007年,人
30700,001,人口,000,総数,002,　　自営業主,002,　女,000,総数,00000,全国,2007000000,2007年,人
1100,001,人口,000,総数,002,　　自営業主,002,　女,001,　15～24歳,00000,全国,2007000000,2007年,人
7100,001,人口,000,総数,002,　　自営業主,002,　女,002,　25～34歳,00000,全国,2007000000,2007年,人
10600,001,人口,000,総数,002,　　自営業主,002,　女,003,　35～44歳,00000,全国,2007000000,2007年,人
2800,001,人口,000,総数,002,　　自営業主,002,　女,004,　45～54歳,00000,全国,2007000000,2007年,人
7700,001,人口,000,総数,002,　　自営業主,002,　女,005,　55～64歳,00000,全国,2007000000,2007年,人
1300,001,人口,000,総数,002,　　自営業主,002,　女,006,　65歳以上,00000,全国,2007000000,2007年,人
22300,001,人口,000,総数,003,　　家族従業者,000,総数,000,総数,00000,全国,2007000000,2007年,人
3400,001,人口,000,総数,003,　　家族従業者,000,総数,001,　15～24歳,00000,全国,2007000000,2007年,人
5000,001,人口,000,総数,003,　　家族従業者,000,総数,002,　25～34歳,00000,全国,2007000000,2007年,人
5900,001,人口,000,総数,003,　　家族従業者,000,総数,003,　35～44歳,00000,全国,2007000000,2007年,人
