value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,time,time_label,unit
100000,100,生存数(lx),100000,0週,10,男,2020000000,2020年,人
100000,100,生存数(lx),100000,0週,10,男,2015000000,2015年,人
100000,100,生存数(lx),100000,0週,10,男,2010000000,2010年,人
100000,100,生存数(lx),100000,0週,10,男,2005000000,2005年,人
100000,100,生存数(lx),100000,0週,20,女,2020000000,2020年,人
100000,100,生存数(lx),100000,0週,20,女,2015000000,2015年,人
100000,100,生存数(lx),100000,0週,20,女,2010000000,2010年,人
100000,100,生存数(lx),100000,0週,20,女,2005000000,2005年,人
99933,100,生存数(lx),100001,1週,10,男,2020000000,2020年,人
99931,100,生存数(lx),100001,1週,10,男,2015000000,2015年,人
99908,100,生存数(lx),100001,1週,10,男,2010000000,2010年,人
99888,100,生存数(lx),100001,1週,10,男,2005000000,2005年,人
99936,100,生存数(lx),100001,1週,20,女,2020000000,2020年,人
99937,100,生存数(lx),100001,1週,20,女,2015000000,2015年,人
99929,100,生存数(lx),100001,1週,20,女,2010000000,2010年,人
99907,100,生存数(lx),100001,1週,20,女,2005000000,2005年,人
99928,100,生存数(lx),100002,2週,10,男,2020000000,2020年,人
99920,100,生存数(lx),100002,2週,10,男,2015000000,2015年,人
99897,100,生存数(lx),100002,2週,10,男,2010000000,2010年,人
99872,100,生存数(lx),100002,2週,10,男,2005000000,2005年,人
99927,100,生存数(lx),100002,2週,20,女,2020000000,2020年,人
99925,100,生存数(lx),100002,2週,20,女,2015000000,2015年,人
99917,100,生存数(lx),100002,2週,20,女,2010000000,2010年,人
99886,100,生存数(lx),100002,2週,20,女,2005000000,2005年,人
99920,100,生存数(lx),100003,3週,10,男,2020000000,2020年,人
99913,100,生存数(lx),100003,3週,10,男,2015000000,2015年,人
99888,100,生存数(lx),100003,3週,10,男,2010000000,2010年,人
99859,100,生存数(lx),100003,3週,10,男,2005000000,2005年,人
99923,100,生存数(lx),100003,3週,20,女,2020000000,2020年,人
99921,100,生存数(lx),100003,3週,20,女,2015000000,2015年,人
99909,100,生存数(lx),100003,3週,20,女,2010000000,2010年,人
99875,100,生存数(lx),100003,3週,20,女,2005000000,2005年,人
99916,100,生存数(lx),100004,4週,10,男,2020000000,2020年,人
99906,100,生存数(lx),100004,4週,10,男,2015000000,2015年,人
99881,100,生存数(lx),100004,4週,10,男,2010000000,2010年,人
99849,100,生存数(lx),100004,4週,10,男,2005000000,2005年,人
99917,100,生存数(lx),100004,4週,20,女,2020000000,2020年,人
99914,100,生存数(lx),100004,4週,20,女,2015000000,2015年,人
99902,100,生存数(lx),100004,4週,20,女,2010000000,2010年,人
99867,100,生存数(lx),100004,4週,20,女,2005000000,2005年,人
99896,100,生存数(lx),200020,2月,10,男,2020000000,2020年,人
99885,100,生存数(lx),200020,2月,10,男,2015000000,2015年,人
99853,100,生存数(lx),200020,2月,10,男,2010000000,2010年,人
99821,100,生存数(lx),200020,2月,10,男,2005000000,2005年,人
99901,100,生存数(lx),200020,2月,20,女,2020000000,2020年,人
99895,100,生存数(lx),200020,2月,20,女,2015000000,2015年,人
99879,100,生存数(lx),200020,2月,20,女,2010000000,2010年,人
99843,100,生存数(lx),200020,2月,20,女,2005000000,2005年,人
99883,100,生存数(lx),200030,3月,10,男,2020000000,2020年,人
99871,100,生存数(lx),200030,3月,10,男,2015000000,2015年,人
99834,100,生存数(lx),200030,3月,10,男,2010000000,2010年,人
99799,100,生存数(lx),200030,3月,10,男,2005000000,2005年,人
99889,100,生存数(lx),200030,3月,20,女,2020000000,2020年,人
99881,100,生存数(lx),200030,3月,20,女,2015000000,2015年,人
99866,100,生存数(lx),200030,3月,20,女,2010000000,2010年,人
99828,100,生存数(lx),200030,3月,20,女,2005000000,2005年,人
99852,100,生存数(lx),200060,6月,10,男,2020000000,2020年,人
99833,100,生存数(lx),200060,6月,10,男,2015000000,2015年,人
99796,100,生存数(lx),200060,6月,10,男,2010000000,2010年,人
99749,100,生存数(lx),200060,6月,10,男,2005000000,2005年,人
99861,100,生存数(lx),200060,6月,20,女,2020000000,2020年,人
99853,100,生存数(lx),200060,6月,20,女,2015000000,2015年,人
99828,100,生存数(lx),200060,6月,20,女,2010000000,2010年,人
99789,100,生存数(lx),200060,6月,20,女,2005000000,2005年,人
100000,100,生存数(lx),300000,0年,10,男,2020000000,2020年,人
100000,100,生存数(lx),300000,0年,10,男,2015000000,2015年,人
100000,100,生存数(lx),300000,0年,10,男,2010000000,2010年,人
100000,100,生存数(lx),300000,0年,10,男,2005000000,2005年,人
100000,100,生存数(lx),300000,0年,20,女,2020000000,2020年,人
100000,100,生存数(lx),300000,0年,20,女,2015000000,2015年,人
100000,100,生存数(lx),300000,0年,20,女,2010000000,2010年,人
100000,100,生存数(lx),300000,0年,20,女,2005000000,2005年,人
99816,100,生存数(lx),300100,1年,10,男,2020000000,2020年,人
99798,100,生存数(lx),300100,1年,10,男,2015000000,2015年,人
99754,100,生存数(lx),300100,1年,10,男,2010000000,2010年,人
99702,100,生存数(lx),300100,1年,10,男,2005000000,2005年,人
99828,100,生存数(lx),300100,1年,20,女,2020000000,2020年,人
99822,100,生存数(lx),300100,1年,20,女,2015000000,2015年,人
99790,100,生存数(lx),300100,1年,20,女,2010000000,2010年,人
99748,100,生存数(lx),300100,1年,20,女,2005000000,2005年,人
99792,100,生存数(lx),300200,2年,10,男,2020000000,2020年,人
99765,100,生存数(lx),300200,2年,10,男,2015000000,2015年,人
99716,100,生存数(lx),300200,2年,10,男,2010000000,2010年,人
99657,100,生存数(lx),300200,2年,10,男,2005000000,2005年,人
99811,100,生存数(lx),300200,2年,20,女,2020000000,2020年,人
99790,100,生存数(lx),300200,2年,20,女,2015000000,2015年,人
99757,100,生存数(lx),300200,2年,20,女,2010000000,2010年,人
99714,100,生存数(lx),300200,2年,20,女,2005000000,2005年,人
99775,100,生存数(lx),300300,3年,10,男,2020000000,2020年,人
99741,100,生存数(lx),300300,3年,10,男,2015000000,2015年,人
99690,100,生存数(lx),300300,3年,10,男,2010000000,2010年,人
