value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,area,area_label,time,time_label,unit
1621,000,総数,000,総数,000,男女計,203,15～19歳,00000,全国,1987000000,1987年,千人
5960,000,総数,000,総数,000,男女計,204,20～24歳,00000,全国,1987000000,1987年,千人
5820,000,総数,000,総数,000,男女計,205,25～29歳,00000,全国,1987000000,1987年,千人
6016,000,総数,000,総数,000,男女計,206,30～34歳,00000,全国,1987000000,1987年,千人
8571,000,総数,000,総数,000,男女計,207,35～39歳,00000,全国,1987000000,1987年,千人
7477,000,総数,000,総数,000,男女計,208,40～44歳,00000,全国,1987000000,1987年,千人
7095,000,総数,000,総数,000,男女計,209,45～49歳,00000,全国,1987000000,1987年,千人
6394,000,総数,000,総数,000,男女計,210,50～54歳,00000,全国,1987000000,1987年,千人
5070,000,総数,000,総数,000,男女計,211,55～59歳,00000,全国,1987000000,1987年,千人
3116,000,総数,000,総数,000,男女計,212,60～64歳,00000,全国,1987000000,1987年,千人
60502,000,総数,000,総数,000,男女計,515,15歳以上,00000,全国,1987000000,1987年,千人
3362,000,総数,000,総数,000,男女計,565,65歳以上,00000,全国,1987000000,1987年,千人
833,000,総数,000,総数,001,　男,203,15～19歳,00000,全国,1987000000,1987年,千人
3047,000,総数,000,総数,001,　男,204,20～24歳,00000,全国,1987000000,1987年,千人
3722,000,総数,000,総数,001,　男,205,25～29歳,00000,全国,1987000000,1987年,千人
4000,000,総数,000,総数,001,　男,206,30～34歳,00000,全国,1987000000,1987年,千人
5306,000,総数,000,総数,001,　男,207,35～39歳,00000,全国,1987000000,1987年,千人
4392,000,総数,000,総数,001,　男,208,40～44歳,00000,全国,1987000000,1987年,千人
4133,000,総数,000,総数,001,　男,209,45～49歳,00000,全国,1987000000,1987年,千人
3830,000,総数,000,総数,001,　男,210,50～54歳,00000,全国,1987000000,1987年,千人
3169,000,総数,000,総数,001,　男,211,55～59歳,00000,全国,1987000000,1987年,千人
1882,000,総数,000,総数,001,　男,212,60～64歳,00000,全国,1987000000,1987年,千人
36372,000,総数,000,総数,001,　男,515,15歳以上,00000,全国,1987000000,1987年,千人
