value,cat01,cat01_label,cat02,cat02_label
5518375,00070100,消費者・販売業者向販売,00070100,ガソリン　計
737868,00070100,消費者・販売業者向販売,00070200,自動車用　高級
4774820,00070100,消費者・販売業者向販売,00070300,自動車用　並級
5687,00070100,消費者・販売業者向販売,00070400,その他用
3964295,00070100,消費者・販売業者向販売,00070500,ナフサ　計
3956185,00070100,消費者・販売業者向販売,00070600,石油化学用
8110,00070100,消費者・販売業者向販売,00070700,その他用
184767,00070100,消費者・販売業者向販売,00070800,潤滑油　計
33224,00070100,消費者・販売業者向販売,00070900,ガソリンエンジン油
18221,00070100,消費者・販売業者向販売,00071000,ディーゼルエンジン油
14161,00070100,消費者・販売業者向販売,00071100,その他車両用
16293,00070100,消費者・販売業者向販売,00071200,船舶用エンジン油
31058,00070100,消費者・販売業者向販売,00071300,機械油
10153,00070100,消費者・販売業者向販売,00071400,金属加工油
4578,00070100,消費者・販売業者向販売,00071500,電気絶縁油
40084,00070100,消費者・販売業者向販売,00071600,その他特定用途向け
16995,00070100,消費者・販売業者向販売,00071700,その他
1121715,00070200,在庫,00070100,ガソリン　計
234751,00070200,在庫,00070200,自動車用　高級
881883,00070200,在庫,00070300,自動車用　並級
5081,00070200,在庫,00070400,その他用
620088,00070200,在庫,00070500,ナフサ　計
620074,00070200,在庫,00070600,石油化学用
14,00070200,在庫,00070700,その他用
170302,00070200,在庫,00070800,潤滑油　計
23120,00070200,在庫,00070900,ガソリンエンジン油
10739,00070200,在庫,00071000,ディーゼルエンジン油
13113,00070200,在庫,00071100,その他車両用
12039,00070200,在庫,00071200,船舶用エンジン油
19825,00070200,在庫,00071300,機械油
12113,00070200,在庫,00071400,金属加工油
2353,00070200,在庫,00071500,電気絶縁油
51824,00070200,在庫,00071600,その他特定用途向け
25176,00070200,在庫,00071700,その他
