value,cat01,cat01_label,cat02,cat02_label
5257462,00070100,消費者・販売業者向販売,00070100,ガソリン　計
668888,00070100,消費者・販売業者向販売,00070200,自動車用　高級
4583957,00070100,消費者・販売業者向販売,00070300,自動車用　並級
4617,00070100,消費者・販売業者向販売,00070400,その他用
4197782,00070100,消費者・販売業者向販売,00070500,ナフサ　計
4190332,00070100,消費者・販売業者向販売,00070600,石油化学用
7450,00070100,消費者・販売業者向販売,00070700,その他用
188419,00070100,消費者・販売業者向販売,00070800,潤滑油　計
33467,00070100,消費者・販売業者向販売,00070900,ガソリンエンジン油
18025,00070100,消費者・販売業者向販売,00071000,ディーゼルエンジン油
15635,00070100,消費者・販売業者向販売,00071100,その他車両用
15570,00070100,消費者・販売業者向販売,00071200,船舶用エンジン油
32249,00070100,消費者・販売業者向販売,00071300,機械油
10277,00070100,消費者・販売業者向販売,00071400,金属加工油
4121,00070100,消費者・販売業者向販売,00071500,電気絶縁油
42132,00070100,消費者・販売業者向販売,00071600,その他特定用途向け
16943,00070100,消費者・販売業者向販売,00071700,その他
979141,00070200,在庫,00070100,ガソリン　計
220864,00070200,在庫,00070200,自動車用　高級
752139,00070200,在庫,00070300,自動車用　並級
6138,00070200,在庫,00070400,その他用
552398,00070200,在庫,00070500,ナフサ　計
552385,00070200,在庫,00070600,石油化学用
13,00070200,在庫,00070700,その他用
166946,00070200,在庫,00070800,潤滑油　計
23520,00070200,在庫,00070900,ガソリンエンジン油
10919,00070200,在庫,00071000,ディーゼルエンジン油
12649,00070200,在庫,00071100,その他車両用
11795,00070200,在庫,00071200,船舶用エンジン油
21711,00070200,在庫,00071300,機械油
11094,00070200,在庫,00071400,金属加工油
2450,00070200,在庫,00071500,電気絶縁油
48030,00070200,在庫,00071600,その他特定用途向け
24778,00070200,在庫,00071700,その他
