value,cat01,cat01_label,cat02,cat02_label
6076649,00070100,消費者・販売業者向販売,00070100,ガソリン　計
783185,00070100,消費者・販売業者向販売,00070200,自動車用　高級
5287421,00070100,消費者・販売業者向販売,00070300,自動車用　並級
6043,00070100,消費者・販売業者向販売,00070400,その他用
4069911,00070100,消費者・販売業者向販売,00070500,ナフサ　計
4060951,00070100,消費者・販売業者向販売,00070600,石油化学用
8960,00070100,消費者・販売業者向販売,00070700,その他用
223472,00070100,消費者・販売業者向販売,00070800,潤滑油　計
42741,00070100,消費者・販売業者向販売,00070900,ガソリンエンジン油
24760,00070100,消費者・販売業者向販売,00071000,ディーゼルエンジン油
18451,00070100,消費者・販売業者向販売,00071100,その他車両用
17215,00070100,消費者・販売業者向販売,00071200,船舶用エンジン油
40335,00070100,消費者・販売業者向販売,00071300,機械油
12658,00070100,消費者・販売業者向販売,00071400,金属加工油
5060,00070100,消費者・販売業者向販売,00071500,電気絶縁油
42406,00070100,消費者・販売業者向販売,00071600,その他特定用途向け
19846,00070100,消費者・販売業者向販売,00071700,その他
999682,00070200,在庫,00070100,ガソリン　計
210416,00070200,在庫,00070200,自動車用　高級
783700,00070200,在庫,00070300,自動車用　並級
5566,00070200,在庫,00070400,その他用
571318,00070200,在庫,00070500,ナフサ　計
571302,00070200,在庫,00070600,石油化学用
16,00070200,在庫,00070700,その他用
161671,00070200,在庫,00070800,潤滑油　計
21205,00070200,在庫,00070900,ガソリンエンジン油
10066,00070200,在庫,00071000,ディーゼルエンジン油
12120,00070200,在庫,00071100,その他車両用
12171,00070200,在庫,00071200,船舶用エンジン油
18339,00070200,在庫,00071300,機械油
11123,00070200,在庫,00071400,金属加工油
2723,00070200,在庫,00071500,電気絶縁油
50266,00070200,在庫,00071600,その他特定用途向け
23658,00070200,在庫,00071700,その他
