value,cat01,cat01_label,area,area_label
52,0000004300,公立【町立】（計）,33000,岡山県
69,0000004300,公立【町立】（計）,34000,広島県
42,0000004300,公立【町立】（計）,35000,山口県
88,0000004300,公立【町立】（計）,36000,徳島県
36,0000004300,公立【町立】（計）,37000,香川県
73,0000004300,公立【町立】（計）,38000,愛媛県
129,0000004300,公立【町立】（計）,39000,高知県
162,0000004300,公立【町立】（計）,40000,福岡県
38,0000004300,公立【町立】（計）,41000,佐賀県
48,0000004300,公立【町立】（計）,42000,長崎県
123,0000004300,公立【町立】（計）,43000,熊本県
26,0000004300,公立【町立】（計）,44000,大分県
80,0000004300,公立【町立】（計）,45000,宮崎県
205,0000004300,公立【町立】（計）,46000,鹿児島県
50,0000004300,公立【町立】（計）,47000,沖縄県
4029,0000004310,公立【町立】（本校）,00000,全国
608,0000004310,公立【町立】（本校）,01000,北海道
107,0000004310,公立【町立】（本校）,02000,青森県
120,0000004310,公立【町立】（本校）,03000,岩手県
118,0000004310,公立【町立】（本校）,04000,宮城県
40,0000004310,公立【町立】（本校）,05000,秋田県
112,0000004310,公立【町立】（本校）,06000,山形県
141,0000004310,公立【町立】（本校）,07000,福島県
60,0000004310,公立【町立】（本校）,08000,茨城県
105,0000004310,公立【町立】（本校）,09000,栃木県
72,0000004310,公立【町立】（本校）,10000,群馬県
121,0000004310,公立【町立】（本校）,11000,埼玉県
64,0000004310,公立【町立】（本校）,12000,千葉県
19,0000004310,公立【町立】（本校）,13000,東京都
50,0000004310,公立【町立】（本校）,14000,神奈川県
34,0000004310,公立【町立】（本校）,15000,新潟県
26,0000004310,公立【町立】（本校）,16000,富山県
54,0000004310,公立【町立】（本校）,17000,石川県
50,0000004310,公立【町立】（本校）,18000,福井県
40,0000004310,公立【町立】（本校）,19000,山梨県
71,0000004310,公立【町立】（本校）,20000,長野県
78,0000004310,公立【町立】（本校）,21000,岐阜県
62,0000004310,公立【町立】（本校）,22000,静岡県
112,0000004310,公立【町立】（本校）,23000,愛知県
77,0000004310,公立【町立】（本校）,24000,三重県
34,0000004310,公立【町立】（本校）,25000,滋賀県
48,0000004310,公立【町立】（本校）,26000,京都府
33,0000004310,公立【町立】（本校）,27000,大阪府
81,0000004310,公立【町立】（本校）,28000,兵庫県
45,0000004310,公立【町立】（本校）,29000,奈良県
131,0000004310,公立【町立】（本校）,30000,和歌山県
59,0000004310,公立【町立】（本校）,31000,鳥取県
66,0000004310,公立【町立】（本校）,32000,島根県
52,0000004310,公立【町立】（本校）,33000,岡山県
68,0000004310,公立【町立】（本校）,34000,広島県
42,0000004310,公立【町立】（本校）,35000,山口県
83,0000004310,公立【町立】（本校）,36000,徳島県
36,0000004310,公立【町立】（本校）,37000,香川県
73,0000004310,公立【町立】（本校）,38000,愛媛県
