value,tab,tab_label,area,area_label,time,time_label,unit
15114,300,受注高,00049,北陸地方,2012001111,2012年11月,百万円
19195,300,受注高,00049,北陸地方,2012001010,2012年10月,百万円
22941,300,受注高,00049,北陸地方,2012000909,2012年9月,百万円
29235,300,受注高,00049,北陸地方,2012000808,2012年8月,百万円
18723,300,受注高,00049,北陸地方,2012000707,2012年7月,百万円
34015,300,受注高,00049,北陸地方,2012000606,2012年6月,百万円
13583,300,受注高,00049,北陸地方,2012000505,2012年5月,百万円
18924,300,受注高,00049,北陸地方,2012000404,2012年4月,百万円
39641,300,受注高,00049,北陸地方,2012000303,2012年3月,百万円
43028,300,受注高,00049,北陸地方,2012000202,2012年2月,百万円
22750,300,受注高,00049,北陸地方,2012000101,2012年1月,百万円
27115,300,受注高,00049,北陸地方,2011001212,2011年12月,百万円
28609,300,受注高,00049,北陸地方,2011001111,2011年11月,百万円
15710,300,受注高,00049,北陸地方,2011001010,2011年10月,百万円
29400,300,受注高,00049,北陸地方,2011000909,2011年9月,百万円
20675,300,受注高,00049,北陸地方,2011000808,2011年8月,百万円
18281,300,受注高,00049,北陸地方,2011000707,2011年7月,百万円
26366,300,受注高,00049,北陸地方,2011000606,2011年6月,百万円
11282,300,受注高,00049,北陸地方,2011000505,2011年5月,百万円
16169,300,受注高,00049,北陸地方,2011000404,2011年4月,百万円
57374,300,受注高,00049,北陸地方,2011000303,2011年3月,百万円
19640,300,受注高,00049,北陸地方,2011000202,2011年2月,百万円
10762,300,受注高,00049,北陸地方,2011000101,2011年1月,百万円
20432,300,受注高,00049,北陸地方,2010001212,2010年12月,百万円
19359,300,受注高,00049,北陸地方,2010001111,2010年11月,百万円
10753,300,受注高,00049,北陸地方,2010001010,2010年10月,百万円
23839,300,受注高,00049,北陸地方,2010000909,2010年9月,百万円
19049,300,受注高,00049,北陸地方,2010000808,2010年8月,百万円
19616,300,受注高,00049,北陸地方,2010000707,2010年7月,百万円
14223,300,受注高,00049,北陸地方,2010000606,2010年6月,百万円
10379,300,受注高,00049,北陸地方,2010000505,2010年5月,百万円
12169,300,受注高,00049,北陸地方,2010000404,2010年4月,百万円
59772,300,受注高,00049,北陸地方,2010000303,2010年3月,百万円
29478,300,受注高,00049,北陸地方,2010000202,2010年2月,百万円
17666,300,受注高,00049,北陸地方,2010000101,2010年1月,百万円
20837,300,受注高,00049,北陸地方,2009001212,2009年12月,百万円
39914,300,受注高,00049,北陸地方,2009001111,2009年11月,百万円
23126,300,受注高,00049,北陸地方,2009001010,2009年10月,百万円
43950,300,受注高,00049,北陸地方,2009000909,2009年9月,百万円
15045,300,受注高,00049,北陸地方,2009000808,2009年8月,百万円
19051,300,受注高,00049,北陸地方,2009000707,2009年7月,百万円
34249,300,受注高,00049,北陸地方,2009000606,2009年6月,百万円
27866,300,受注高,00049,北陸地方,2009000505,2009年5月,百万円
30614,300,受注高,00049,北陸地方,2009000404,2009年4月,百万円
73939,300,受注高,00049,北陸地方,2009000303,2009年3月,百万円
23367,300,受注高,00049,北陸地方,2009000202,2009年2月,百万円
13653,300,受注高,00049,北陸地方,2009000101,2009年1月,百万円
27919,300,受注高,00049,北陸地方,2008001212,2008年12月,百万円
18977,300,受注高,00049,北陸地方,2008001111,2008年11月,百万円
21120,300,受注高,00049,北陸地方,2008001010,2008年10月,百万円
40233,300,受注高,00049,北陸地方,2008000909,2008年9月,百万円
23955,300,受注高,00049,北陸地方,2008000808,2008年8月,百万円
19467,300,受注高,00049,北陸地方,2008000707,2008年7月,百万円
47819,300,受注高,00049,北陸地方,2008000606,2008年6月,百万円
18957,300,受注高,00049,北陸地方,2008000505,2008年5月,百万円
15374,300,受注高,00049,北陸地方,2008000404,2008年4月,百万円
56849,300,受注高,00049,北陸地方,2008000303,2008年3月,百万円
39983,300,受注高,00049,北陸地方,2008000202,2008年2月,百万円
29216,300,受注高,00049,北陸地方,2008000101,2008年1月,百万円
67258,300,受注高,00200,中部地方,2026000505,2026年5月,百万円
173434,300,受注高,00200,中部地方,2026000404,2026年4月,百万円
291137,300,受注高,00200,中部地方,2026000303,2026年3月,百万円
127471,300,受注高,00200,中部地方,2026000202,2026年2月,百万円
123965,300,受注高,00200,中部地方,2026000101,2026年1月,百万円
147702,300,受注高,00200,中部地方,2025001212,2025年12月,百万円
104553,300,受注高,00200,中部地方,2025001111,2025年11月,百万円
70322,300,受注高,00200,中部地方,2025001010,2025年10月,百万円
242499,300,受注高,00200,中部地方,2025000909,2025年9月,百万円
93697,300,受注高,00200,中部地方,2025000808,2025年8月,百万円
104872,300,受注高,00200,中部地方,2025000707,2025年7月,百万円
146355,300,受注高,00200,中部地方,2025000606,2025年6月,百万円
125273,300,受注高,00200,中部地方,2025000505,2025年5月,百万円
126815,300,受注高,00200,中部地方,2025000404,2025年4月,百万円
203939,300,受注高,00200,中部地方,2025000303,2025年3月,百万円
116129,300,受注高,00200,中部地方,2025000202,2025年2月,百万円
142396,300,受注高,00200,中部地方,2025000101,2025年1月,百万円
112282,300,受注高,00200,中部地方,2024001212,2024年12月,百万円
89795,300,受注高,00200,中部地方,2024001111,2024年11月,百万円
141148,300,受注高,00200,中部地方,2024001010,2024年10月,百万円
105782,300,受注高,00200,中部地方,2024000909,2024年9月,百万円
83273,300,受注高,00200,中部地方,2024000808,2024年8月,百万円
96259,300,受注高,00200,中部地方,2024000707,2024年7月,百万円
98892,300,受注高,00200,中部地方,2024000606,2024年6月,百万円
116920,300,受注高,00200,中部地方,2024000505,2024年5月,百万円
102370,300,受注高,00200,中部地方,2024000404,2024年4月,百万円
207186,300,受注高,00200,中部地方,2024000303,2024年3月,百万円
100224,300,受注高,00200,中部地方,2024000202,2024年2月,百万円
80852,300,受注高,00200,中部地方,2024000101,2024年1月,百万円
107765,300,受注高,00200,中部地方,2023001212,2023年12月,百万円
83989,300,受注高,00200,中部地方,2023001111,2023年11月,百万円
115414,300,受注高,00200,中部地方,2023001010,2023年10月,百万円
101076,300,受注高,00200,中部地方,2023000909,2023年9月,百万円
60473,300,受注高,00200,中部地方,2023000808,2023年8月,百万円
102565,300,受注高,00200,中部地方,2023000707,2023年7月,百万円
134514,300,受注高,00200,中部地方,2023000606,2023年6月,百万円
123954,300,受注高,00200,中部地方,2023000505,2023年5月,百万円
149336,300,受注高,00200,中部地方,2023000404,2023年4月,百万円
213187,300,受注高,00200,中部地方,2023000303,2023年3月,百万円
148582,300,受注高,00200,中部地方,2023000202,2023年2月,百万円
112439,300,受注高,00200,中部地方,2023000101,2023年1月,百万円
173222,300,受注高,00200,中部地方,2022001212,2022年12月,百万円
152821,300,受注高,00200,中部地方,2022001111,2022年11月,百万円
89044,300,受注高,00200,中部地方,2022001010,2022年10月,百万円
145535,300,受注高,00200,中部地方,2022000909,2022年9月,百万円
84915,300,受注高,00200,中部地方,2022000808,2022年8月,百万円
131610,300,受注高,00200,中部地方,2022000707,2022年7月,百万円
171419,300,受注高,00200,中部地方,2022000606,2022年6月,百万円
54432,300,受注高,00200,中部地方,2022000505,2022年5月,百万円
111713,300,受注高,00200,中部地方,2022000404,2022年4月,百万円
162012,300,受注高,00200,中部地方,2022000303,2022年3月,百万円
97791,300,受注高,00200,中部地方,2022000202,2022年2月,百万円
122390,300,受注高,00200,中部地方,2022000101,2022年1月,百万円
106879,300,受注高,00200,中部地方,2021001212,2021年12月,百万円
132287,300,受注高,00200,中部地方,2021001111,2021年11月,百万円
165956,300,受注高,00200,中部地方,2021001010,2021年10月,百万円
139511,300,受注高,00200,中部地方,2021000909,2021年9月,百万円
92652,300,受注高,00200,中部地方,2021000808,2021年8月,百万円
131075,300,受注高,00200,中部地方,2021000707,2021年7月,百万円
144954,300,受注高,00200,中部地方,2021000606,2021年6月,百万円
38787,300,受注高,00200,中部地方,2021000505,2021年5月,百万円
69713,300,受注高,00200,中部地方,2021000404,2021年4月,百万円
282528,300,受注高,00200,中部地方,2021000303,2021年3月,百万円
159364,300,受注高,00200,中部地方,2021000202,2021年2月,百万円
67477,300,受注高,00200,中部地方,2021000101,2021年1月,百万円
120951,300,受注高,00200,中部地方,2020001212,2020年12月,百万円
104819,300,受注高,00200,中部地方,2020001111,2020年11月,百万円
66166,300,受注高,00200,中部地方,2020001010,2020年10月,百万円
89316,300,受注高,00200,中部地方,2020000909,2020年9月,百万円
72284,300,受注高,00200,中部地方,2020000808,2020年8月,百万円
57316,300,受注高,00200,中部地方,2020000707,2020年7月,百万円
95187,300,受注高,00200,中部地方,2020000606,2020年6月,百万円
107842,300,受注高,00200,中部地方,2020000505,2020年5月,百万円
63133,300,受注高,00200,中部地方,2020000404,2020年4月,百万円
280832,300,受注高,00200,中部地方,2020000303,2020年3月,百万円
88505,300,受注高,00200,中部地方,2020000202,2020年2月,百万円
91383,300,受注高,00200,中部地方,2020000101,2020年1月,百万円
115277,300,受注高,00200,中部地方,2019001212,2019年12月,百万円
61836,300,受注高,00200,中部地方,2019001111,2019年11月,百万円
69258,300,受注高,00200,中部地方,2019001010,2019年10月,百万円
110397,300,受注高,00200,中部地方,2019000909,2019年9月,百万円
72812,300,受注高,00200,中部地方,2019000808,2019年8月,百万円
141101,300,受注高,00200,中部地方,2019000707,2019年7月,百万円
101955,300,受注高,00200,中部地方,2019000606,2019年6月,百万円
65207,300,受注高,00200,中部地方,2019000505,2019年5月,百万円
70264,300,受注高,00200,中部地方,2019000404,2019年4月,百万円
240589,300,受注高,00200,中部地方,2019000303,2019年3月,百万円
142977,300,受注高,00200,中部地方,2019000202,2019年2月,百万円
94672,300,受注高,00200,中部地方,2019000101,2019年1月,百万円
95097,300,受注高,00200,中部地方,2018001212,2018年12月,百万円
95285,300,受注高,00200,中部地方,2018001111,2018年11月,百万円
82953,300,受注高,00200,中部地方,2018001010,2018年10月,百万円
115435,300,受注高,00200,中部地方,2018000909,2018年9月,百万円
103264,300,受注高,00200,中部地方,2018000808,2018年8月,百万円
87847,300,受注高,00200,中部地方,2018000707,2018年7月,百万円
132766,300,受注高,00200,中部地方,2018000606,2018年6月,百万円
72205,300,受注高,00200,中部地方,2018000505,2018年5月,百万円
82354,300,受注高,00200,中部地方,2018000404,2018年4月,百万円
209759,300,受注高,00200,中部地方,2018000303,2018年3月,百万円
80262,300,受注高,00200,中部地方,2018000202,2018年2月,百万円
71058,300,受注高,00200,中部地方,2018000101,2018年1月,百万円
112656,300,受注高,00200,中部地方,2017001212,2017年12月,百万円
155839,300,受注高,00200,中部地方,2017001111,2017年11月,百万円
75236,300,受注高,00200,中部地方,2017001010,2017年10月,百万円
149757,300,受注高,00200,中部地方,2017000909,2017年9月,百万円
60632,300,受注高,00200,中部地方,2017000808,2017年8月,百万円
111291,300,受注高,00200,中部地方,2017000707,2017年7月,百万円
113204,300,受注高,00200,中部地方,2017000606,2017年6月,百万円
62376,300,受注高,00200,中部地方,2017000505,2017年5月,百万円
50295,300,受注高,00200,中部地方,2017000404,2017年4月,百万円
156632,300,受注高,00200,中部地方,2017000303,2017年3月,百万円
97031,300,受注高,00200,中部地方,2017000202,2017年2月,百万円
57134,300,受注高,00200,中部地方,2017000101,2017年1月,百万円
103912,300,受注高,00200,中部地方,2016001212,2016年12月,百万円
93674,300,受注高,00200,中部地方,2016001111,2016年11月,百万円
55134,300,受注高,00200,中部地方,2016001010,2016年10月,百万円
200090,300,受注高,00200,中部地方,2016000909,2016年9月,百万円
119450,300,受注高,00200,中部地方,2016000808,2016年8月,百万円
67686,300,受注高,00200,中部地方,2016000707,2016年7月,百万円
83105,300,受注高,00200,中部地方,2016000606,2016年6月,百万円
77760,300,受注高,00200,中部地方,2016000505,2016年5月,百万円
61260,300,受注高,00200,中部地方,2016000404,2016年4月,百万円
174604,300,受注高,00200,中部地方,2016000303,2016年3月,百万円
95177,300,受注高,00200,中部地方,2016000202,2016年2月,百万円
70974,300,受注高,00200,中部地方,2016000101,2016年1月,百万円
76776,300,受注高,00200,中部地方,2015001212,2015年12月,百万円
90078,300,受注高,00200,中部地方,2015001111,2015年11月,百万円
64314,300,受注高,00200,中部地方,2015001010,2015年10月,百万円
98747,300,受注高,00200,中部地方,2015000909,2015年9月,百万円
104645,300,受注高,00200,中部地方,2015000808,2015年8月,百万円
91878,300,受注高,00200,中部地方,2015000707,2015年7月,百万円
61714,300,受注高,00200,中部地方,2015000606,2015年6月,百万円
46492,300,受注高,00200,中部地方,2015000505,2015年5月,百万円
93058,300,受注高,00200,中部地方,2015000404,2015年4月,百万円
202956,300,受注高,00200,中部地方,2015000303,2015年3月,百万円
81997,300,受注高,00200,中部地方,2015000202,2015年2月,百万円
101485,300,受注高,00200,中部地方,2015000101,2015年1月,百万円
71449,300,受注高,00200,中部地方,2014001212,2014年12月,百万円
62711,300,受注高,00200,中部地方,2014001111,2014年11月,百万円
73753,300,受注高,00200,中部地方,2014001010,2014年10月,百万円
123212,300,受注高,00200,中部地方,2014000909,2014年9月,百万円
72294,300,受注高,00200,中部地方,2014000808,2014年8月,百万円
78003,300,受注高,00200,中部地方,2014000707,2014年7月,百万円
107895,300,受注高,00200,中部地方,2014000606,2014年6月,百万円
78909,300,受注高,00200,中部地方,2014000505,2014年5月,百万円
79706,300,受注高,00200,中部地方,2014000404,2014年4月,百万円
110160,300,受注高,00200,中部地方,2014000303,2014年3月,百万円
64937,300,受注高,00200,中部地方,2014000202,2014年2月,百万円
62568,300,受注高,00200,中部地方,2014000101,2014年1月,百万円
98318,300,受注高,00200,中部地方,2013001212,2013年12月,百万円
71717,300,受注高,00200,中部地方,2013001111,2013年11月,百万円
79893,300,受注高,00200,中部地方,2013001010,2013年10月,百万円
198607,300,受注高,00200,中部地方,2013000909,2013年9月,百万円
69041,300,受注高,00200,中部地方,2013000808,2013年8月,百万円
65286,300,受注高,00200,中部地方,2013000707,2013年7月,百万円
89532,300,受注高,00200,中部地方,2013000606,2013年6月,百万円
93649,300,受注高,00200,中部地方,2013000505,2013年5月,百万円
40910,300,受注高,00200,中部地方,2013000404,2013年4月,百万円
151999,300,受注高,00200,中部地方,2013000303,2013年3月,百万円
106734,300,受注高,00200,中部地方,2013000202,2013年2月,百万円
64120,300,受注高,00200,中部地方,2013000101,2013年1月,百万円
68952,300,受注高,00200,中部地方,2012001212,2012年12月,百万円
87592,300,受注高,00200,中部地方,2012001111,2012年11月,百万円
38783,300,受注高,00200,中部地方,2012001010,2012年10月,百万円
160408,300,受注高,00200,中部地方,2012000909,2012年9月,百万円
71647,300,受注高,00200,中部地方,2012000808,2012年8月,百万円
54602,300,受注高,00200,中部地方,2012000707,2012年7月,百万円
71509,300,受注高,00200,中部地方,2012000606,2012年6月,百万円
59831,300,受注高,00200,中部地方,2012000505,2012年5月,百万円
52412,300,受注高,00200,中部地方,2012000404,2012年4月,百万円
143643,300,受注高,00200,中部地方,2012000303,2012年3月,百万円
61336,300,受注高,00200,中部地方,2012000202,2012年2月,百万円
50672,300,受注高,00200,中部地方,2012000101,2012年1月,百万円
57638,300,受注高,00200,中部地方,2011001212,2011年12月,百万円
87213,300,受注高,00200,中部地方,2011001111,2011年11月,百万円
41891,300,受注高,00200,中部地方,2011001010,2011年10月,百万円
103074,300,受注高,00200,中部地方,2011000909,2011年9月,百万円
58873,300,受注高,00200,中部地方,2011000808,2011年8月,百万円
71389,300,受注高,00200,中部地方,2011000707,2011年7月,百万円
76043,300,受注高,00200,中部地方,2011000606,2011年6月,百万円
45581,300,受注高,00200,中部地方,2011000505,2011年5月,百万円
47210,300,受注高,00200,中部地方,2011000404,2011年4月,百万円
129392,300,受注高,00200,中部地方,2011000303,2011年3月,百万円
100105,300,受注高,00200,中部地方,2011000202,2011年2月,百万円
47527,300,受注高,00200,中部地方,2011000101,2011年1月,百万円
77871,300,受注高,00200,中部地方,2010001212,2010年12月,百万円
45627,300,受注高,00200,中部地方,2010001111,2010年11月,百万円
99701,300,受注高,00200,中部地方,2010001010,2010年10月,百万円
108713,300,受注高,00200,中部地方,2010000909,2010年9月,百万円
53648,300,受注高,00200,中部地方,2010000808,2010年8月,百万円
68931,300,受注高,00200,中部地方,2010000707,2010年7月,百万円
67430,300,受注高,00200,中部地方,2010000606,2010年6月,百万円
38387,300,受注高,00200,中部地方,2010000505,2010年5月,百万円
28525,300,受注高,00200,中部地方,2010000404,2010年4月,百万円
142546,300,受注高,00200,中部地方,2010000303,2010年3月,百万円
64212,300,受注高,00200,中部地方,2010000202,2010年2月,百万円
47875,300,受注高,00200,中部地方,2010000101,2010年1月,百万円
71293,300,受注高,00200,中部地方,2009001212,2009年12月,百万円
72973,300,受注高,00200,中部地方,2009001111,2009年11月,百万円
39934,300,受注高,00200,中部地方,2009001010,2009年10月,百万円
106379,300,受注高,00200,中部地方,2009000909,2009年9月,百万円
63734,300,受注高,00200,中部地方,2009000808,2009年8月,百万円
51061,300,受注高,00200,中部地方,2009000707,2009年7月,百万円
68396,300,受注高,00200,中部地方,2009000606,2009年6月,百万円
33204,300,受注高,00200,中部地方,2009000505,2009年5月,百万円
44072,300,受注高,00200,中部地方,2009000404,2009年4月,百万円
112112,300,受注高,00200,中部地方,2009000303,2009年3月,百万円
91772,300,受注高,00200,中部地方,2009000202,2009年2月,百万円
63552,300,受注高,00200,中部地方,2009000101,2009年1月,百万円
62587,300,受注高,00200,中部地方,2008001212,2008年12月,百万円
66861,300,受注高,00200,中部地方,2008001111,2008年11月,百万円
92433,300,受注高,00200,中部地方,2008001010,2008年10月,百万円
172270,300,受注高,00200,中部地方,2008000909,2008年9月,百万円
85755,300,受注高,00200,中部地方,2008000808,2008年8月,百万円
104192,300,受注高,00200,中部地方,2008000707,2008年7月,百万円
88991,300,受注高,00200,中部地方,2008000606,2008年6月,百万円
55239,300,受注高,00200,中部地方,2008000505,2008年5月,百万円
81591,300,受注高,00200,中部地方,2008000404,2008年4月,百万円
222206,300,受注高,00200,中部地方,2008000303,2008年3月,百万円
155690,300,受注高,00200,中部地方,2008000202,2008年2月,百万円
102338,300,受注高,00200,中部地方,2008000101,2008年1月,百万円
144742,300,受注高,00051,近畿地方,2026000505,2026年5月,百万円
287629,300,受注高,00051,近畿地方,2026000404,2026年4月,百万円
394948,300,受注高,00051,近畿地方,2026000303,2026年3月,百万円
199326,300,受注高,00051,近畿地方,2026000202,2026年2月,百万円
204579,300,受注高,00051,近畿地方,2026000101,2026年1月,百万円
449311,300,受注高,00051,近畿地方,2025001212,2025年12月,百万円
321299,300,受注高,00051,近畿地方,2025001111,2025年11月,百万円
153214,300,受注高,00051,近畿地方,2025001010,2025年10月,百万円
430054,300,受注高,00051,近畿地方,2025000909,2025年9月,百万円
251444,300,受注高,00051,近畿地方,2025000808,2025年8月,百万円
188055,300,受注高,00051,近畿地方,2025000707,2025年7月,百万円
171593,300,受注高,00051,近畿地方,2025000606,2025年6月,百万円
127450,300,受注高,00051,近畿地方,2025000505,2025年5月,百万円
851851,300,受注高,00051,近畿地方,2025000404,2025年4月,百万円
624125,300,受注高,00051,近畿地方,2025000303,2025年3月,百万円
142271,300,受注高,00051,近畿地方,2025000202,2025年2月,百万円
136195,300,受注高,00051,近畿地方,2025000101,2025年1月,百万円
266098,300,受注高,00051,近畿地方,2024001212,2024年12月,百万円
133257,300,受注高,00051,近畿地方,2024001111,2024年11月,百万円
202784,300,受注高,00051,近畿地方,2024001010,2024年10月,百万円
169076,300,受注高,00051,近畿地方,2024000909,2024年9月,百万円
207617,300,受注高,00051,近畿地方,2024000808,2024年8月,百万円
350395,300,受注高,00051,近畿地方,2024000707,2024年7月,百万円
248962,300,受注高,00051,近畿地方,2024000606,2024年6月,百万円
105805,300,受注高,00051,近畿地方,2024000505,2024年5月,百万円
219444,300,受注高,00051,近畿地方,2024000404,2024年4月,百万円
498926,300,受注高,00051,近畿地方,2024000303,2024年3月,百万円
161473,300,受注高,00051,近畿地方,2024000202,2024年2月,百万円
133341,300,受注高,00051,近畿地方,2024000101,2024年1月,百万円
265740,300,受注高,00051,近畿地方,2023001212,2023年12月,百万円
211098,300,受注高,00051,近畿地方,2023001111,2023年11月,百万円
234428,300,受注高,00051,近畿地方,2023001010,2023年10月,百万円
253973,300,受注高,00051,近畿地方,2023000909,2023年9月,百万円
94429,300,受注高,00051,近畿地方,2023000808,2023年8月,百万円
138563,300,受注高,00051,近畿地方,2023000707,2023年7月,百万円
282800,300,受注高,00051,近畿地方,2023000606,2023年6月,百万円
188769,300,受注高,00051,近畿地方,2023000505,2023年5月,百万円
152537,300,受注高,00051,近畿地方,2023000404,2023年4月,百万円
516059,300,受注高,00051,近畿地方,2023000303,2023年3月,百万円
230465,300,受注高,00051,近畿地方,2023000202,2023年2月,百万円
202425,300,受注高,00051,近畿地方,2023000101,2023年1月,百万円
286297,300,受注高,00051,近畿地方,2022001212,2022年12月,百万円
100420,300,受注高,00051,近畿地方,2022001111,2022年11月,百万円
181450,300,受注高,00051,近畿地方,2022001010,2022年10月,百万円
274768,300,受注高,00051,近畿地方,2022000909,2022年9月,百万円
127162,300,受注高,00051,近畿地方,2022000808,2022年8月,百万円
141709,300,受注高,00051,近畿地方,2022000707,2022年7月,百万円
214876,300,受注高,00051,近畿地方,2022000606,2022年6月,百万円
160614,300,受注高,00051,近畿地方,2022000505,2022年5月,百万円
156948,300,受注高,00051,近畿地方,2022000404,2022年4月,百万円
427446,300,受注高,00051,近畿地方,2022000303,2022年3月,百万円
126596,300,受注高,00051,近畿地方,2022000202,2022年2月,百万円
185009,300,受注高,00051,近畿地方,2022000101,2022年1月,百万円
260930,300,受注高,00051,近畿地方,2021001212,2021年12月,百万円
148521,300,受注高,00051,近畿地方,2021001111,2021年11月,百万円
218911,300,受注高,00051,近畿地方,2021001010,2021年10月,百万円
220977,300,受注高,00051,近畿地方,2021000909,2021年9月,百万円
151328,300,受注高,00051,近畿地方,2021000808,2021年8月,百万円
86305,300,受注高,00051,近畿地方,2021000707,2021年7月,百万円
221676,300,受注高,00051,近畿地方,2021000606,2021年6月,百万円
89763,300,受注高,00051,近畿地方,2021000505,2021年5月,百万円
123566,300,受注高,00051,近畿地方,2021000404,2021年4月,百万円
482615,300,受注高,00051,近畿地方,2021000303,2021年3月,百万円
125080,300,受注高,00051,近畿地方,2021000202,2021年2月,百万円
150846,300,受注高,00051,近畿地方,2021000101,2021年1月,百万円
311511,300,受注高,00051,近畿地方,2020001212,2020年12月,百万円
131412,300,受注高,00051,近畿地方,2020001111,2020年11月,百万円
182221,300,受注高,00051,近畿地方,2020001010,2020年10月,百万円
204717,300,受注高,00051,近畿地方,2020000909,2020年9月,百万円
160089,300,受注高,00051,近畿地方,2020000808,2020年8月,百万円
191581,300,受注高,00051,近畿地方,2020000707,2020年7月,百万円
97032,300,受注高,00051,近畿地方,2020000606,2020年6月,百万円
118448,300,受注高,00051,近畿地方,2020000505,2020年5月,百万円
102059,300,受注高,00051,近畿地方,2020000404,2020年4月,百万円
487440,300,受注高,00051,近畿地方,2020000303,2020年3月,百万円
202639,300,受注高,00051,近畿地方,2020000202,2020年2月,百万円
151954,300,受注高,00051,近畿地方,2020000101,2020年1月,百万円
204817,300,受注高,00051,近畿地方,2019001212,2019年12月,百万円
122445,300,受注高,00051,近畿地方,2019001111,2019年11月,百万円
141175,300,受注高,00051,近畿地方,2019001010,2019年10月,百万円
227022,300,受注高,00051,近畿地方,2019000909,2019年9月,百万円
78017,300,受注高,00051,近畿地方,2019000808,2019年8月,百万円
128679,300,受注高,00051,近畿地方,2019000707,2019年7月,百万円
176392,300,受注高,00051,近畿地方,2019000606,2019年6月,百万円
124148,300,受注高,00051,近畿地方,2019000505,2019年5月,百万円
61971,300,受注高,00051,近畿地方,2019000404,2019年4月,百万円
476073,300,受注高,00051,近畿地方,2019000303,2019年3月,百万円
142218,300,受注高,00051,近畿地方,2019000202,2019年2月,百万円
123783,300,受注高,00051,近畿地方,2019000101,2019年1月,百万円
155639,300,受注高,00051,近畿地方,2018001212,2018年12月,百万円
147802,300,受注高,00051,近畿地方,2018001111,2018年11月,百万円
127461,300,受注高,00051,近畿地方,2018001010,2018年10月,百万円
186232,300,受注高,00051,近畿地方,2018000909,2018年9月,百万円
118883,300,受注高,00051,近畿地方,2018000808,2018年8月,百万円
128968,300,受注高,00051,近畿地方,2018000707,2018年7月,百万円
140811,300,受注高,00051,近畿地方,2018000606,2018年6月,百万円
148777,300,受注高,00051,近畿地方,2018000505,2018年5月,百万円
98718,300,受注高,00051,近畿地方,2018000404,2018年4月,百万円
389042,300,受注高,00051,近畿地方,2018000303,2018年3月,百万円
173186,300,受注高,00051,近畿地方,2018000202,2018年2月,百万円
109739,300,受注高,00051,近畿地方,2018000101,2018年1月,百万円
172781,300,受注高,00051,近畿地方,2017001212,2017年12月,百万円
116658,300,受注高,00051,近畿地方,2017001111,2017年11月,百万円
162740,300,受注高,00051,近畿地方,2017001010,2017年10月,百万円
222161,300,受注高,00051,近畿地方,2017000909,2017年9月,百万円
106058,300,受注高,00051,近畿地方,2017000808,2017年8月,百万円
86459,300,受注高,00051,近畿地方,2017000707,2017年7月,百万円
132525,300,受注高,00051,近畿地方,2017000606,2017年6月,百万円
114466,300,受注高,00051,近畿地方,2017000505,2017年5月,百万円
128352,300,受注高,00051,近畿地方,2017000404,2017年4月,百万円
360459,300,受注高,00051,近畿地方,2017000303,2017年3月,百万円
144817,300,受注高,00051,近畿地方,2017000202,2017年2月,百万円
106583,300,受注高,00051,近畿地方,2017000101,2017年1月,百万円
140958,300,受注高,00051,近畿地方,2016001212,2016年12月,百万円
108339,300,受注高,00051,近畿地方,2016001111,2016年11月,百万円
112207,300,受注高,00051,近畿地方,2016001010,2016年10月,百万円
163995,300,受注高,00051,近畿地方,2016000909,2016年9月,百万円
157103,300,受注高,00051,近畿地方,2016000808,2016年8月,百万円
125329,300,受注高,00051,近畿地方,2016000707,2016年7月,百万円
170586,300,受注高,00051,近畿地方,2016000606,2016年6月,百万円
90735,300,受注高,00051,近畿地方,2016000505,2016年5月,百万円
147834,300,受注高,00051,近畿地方,2016000404,2016年4月,百万円
334816,300,受注高,00051,近畿地方,2016000303,2016年3月,百万円
180231,300,受注高,00051,近畿地方,2016000202,2016年2月,百万円
127592,300,受注高,00051,近畿地方,2016000101,2016年1月,百万円
182786,300,受注高,00051,近畿地方,2015001212,2015年12月,百万円
135825,300,受注高,00051,近畿地方,2015001111,2015年11月,百万円
119500,300,受注高,00051,近畿地方,2015001010,2015年10月,百万円
150226,300,受注高,00051,近畿地方,2015000909,2015年9月,百万円
146092,300,受注高,00051,近畿地方,2015000808,2015年8月,百万円
195487,300,受注高,00051,近畿地方,2015000707,2015年7月,百万円
135439,300,受注高,00051,近畿地方,2015000606,2015年6月,百万円
126865,300,受注高,00051,近畿地方,2015000505,2015年5月,百万円
126878,300,受注高,00051,近畿地方,2015000404,2015年4月,百万円
307796,300,受注高,00051,近畿地方,2015000303,2015年3月,百万円
118214,300,受注高,00051,近畿地方,2015000202,2015年2月,百万円
128543,300,受注高,00051,近畿地方,2015000101,2015年1月,百万円
140563,300,受注高,00051,近畿地方,2014001212,2014年12月,百万円
116937,300,受注高,00051,近畿地方,2014001111,2014年11月,百万円
141571,300,受注高,00051,近畿地方,2014001010,2014年10月,百万円
185969,300,受注高,00051,近畿地方,2014000909,2014年9月,百万円
117472,300,受注高,00051,近畿地方,2014000808,2014年8月,百万円
151649,300,受注高,00051,近畿地方,2014000707,2014年7月,百万円
134189,300,受注高,00051,近畿地方,2014000606,2014年6月,百万円
74160,300,受注高,00051,近畿地方,2014000505,2014年5月,百万円
116456,300,受注高,00051,近畿地方,2014000404,2014年4月,百万円
201122,300,受注高,00051,近畿地方,2014000303,2014年3月,百万円
119430,300,受注高,00051,近畿地方,2014000202,2014年2月,百万円
97018,300,受注高,00051,近畿地方,2014000101,2014年1月,百万円
143041,300,受注高,00051,近畿地方,2013001212,2013年12月,百万円
