value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,time,time_label,unit
24121,110,輸送トン数,11,合計,11,合計,2026000505,2026年5月,1000M/T
24399,110,輸送トン数,11,合計,11,合計,2026000404,2026年4月,1000M/T
25083,110,輸送トン数,11,合計,11,合計,2026000303,2026年3月,1000M/T
23921,110,輸送トン数,11,合計,11,合計,2026000202,2026年2月,1000M/T
24409,110,輸送トン数,11,合計,11,合計,2026000101,2026年1月,1000M/T
26581,110,輸送トン数,11,合計,11,合計,2025001212,2025年12月,1000M/T
25559,110,輸送トン数,11,合計,11,合計,2025001111,2025年11月,1000M/T
25318,110,輸送トン数,11,合計,11,合計,2025001010,2025年10月,1000M/T
24434,110,輸送トン数,11,合計,11,合計,2025000909,2025年9月,1000M/T
24344,110,輸送トン数,11,合計,11,合計,2025000808,2025年8月,1000M/T
24740,110,輸送トン数,11,合計,11,合計,2025000707,2025年7月,1000M/T
24283,110,輸送トン数,11,合計,11,合計,2025000606,2025年6月,1000M/T
23147,110,輸送トン数,11,合計,11,合計,2025000505,2025年5月,1000M/T
24336,110,輸送トン数,11,合計,11,合計,2025000404,2025年4月,1000M/T
25571,110,輸送トン数,11,合計,11,合計,2025000303,2025年3月,1000M/T
23155,110,輸送トン数,11,合計,11,合計,2025000202,2025年2月,1000M/T
24168,110,輸送トン数,11,合計,11,合計,2025000101,2025年1月,1000M/T
26540,110,輸送トン数,11,合計,11,合計,2024001212,2024年12月,1000M/T
24941,110,輸送トン数,11,合計,11,合計,2024001111,2024年11月,1000M/T
26880,110,輸送トン数,11,合計,11,合計,2024001010,2024年10月,1000M/T
25605,110,輸送トン数,11,合計,11,合計,2024000909,2024年9月,1000M/T
23116,110,輸送トン数,11,合計,11,合計,2024000808,2024年8月,1000M/T
26404,110,輸送トン数,11,合計,11,合計,2024000707,2024年7月,1000M/T
25094,110,輸送トン数,11,合計,11,合計,2024000606,2024年6月,1000M/T
24399,110,輸送トン数,11,合計,11,合計,2024000505,2024年5月,1000M/T
25462,110,輸送トン数,11,合計,11,合計,2024000404,2024年4月,1000M/T
25590,110,輸送トン数,11,合計,11,合計,2024000303,2024年3月,1000M/T
24309,110,輸送トン数,11,合計,11,合計,2024000202,2024年2月,1000M/T
24123,110,輸送トン数,11,合計,11,合計,2024000101,2024年1月,1000M/T
26947,110,輸送トン数,11,合計,11,合計,2023001212,2023年12月,1000M/T
25664,110,輸送トン数,11,合計,11,合計,2023001111,2023年11月,1000M/T
26327,110,輸送トン数,11,合計,11,合計,2023001010,2023年10月,1000M/T
26581,110,輸送トン数,11,合計,11,合計,2023000909,2023年9月,1000M/T
23437,110,輸送トン数,11,合計,11,合計,2023000808,2023年8月,1000M/T
26057,110,輸送トン数,11,合計,11,合計,2023000707,2023年7月,1000M/T
25335,110,輸送トン数,11,合計,11,合計,2023000606,2023年6月,1000M/T
24672,110,輸送トン数,11,合計,11,合計,2023000505,2023年5月,1000M/T
24443,110,輸送トン数,11,合計,11,合計,2023000404,2023年4月,1000M/T
27666,110,輸送トン数,11,合計,11,合計,2023000303,2023年3月,1000M/T
25695,110,輸送トン数,11,合計,11,合計,2023000202,2023年2月,1000M/T
25768,110,輸送トン数,11,合計,11,合計,2023000101,2023年1月,1000M/T
27030,110,輸送トン数,11,合計,11,合計,2022001212,2022年12月,1000M/T
26709,110,輸送トン数,11,合計,11,合計,2022001111,2022年11月,1000M/T
28018,110,輸送トン数,11,合計,11,合計,2022001010,2022年10月,1000M/T
24879,110,輸送トン数,11,合計,11,合計,2022000909,2022年9月,1000M/T
27054,110,輸送トン数,11,合計,11,合計,2022000808,2022年8月,1000M/T
27911,110,輸送トン数,11,合計,11,合計,2022000707,2022年7月,1000M/T
26645,110,輸送トン数,11,合計,11,合計,2022000606,2022年6月,1000M/T
26146,110,輸送トン数,11,合計,11,合計,2022000505,2022年5月,1000M/T
26424,110,輸送トン数,11,合計,11,合計,2022000404,2022年4月,1000M/T
28374,110,輸送トン数,11,合計,11,合計,2022000303,2022年3月,1000M/T
25418,110,輸送トン数,11,合計,11,合計,2022000202,2022年2月,1000M/T
26490,110,輸送トン数,11,合計,11,合計,2022000101,2022年1月,1000M/T
28522,110,輸送トン数,11,合計,11,合計,2021001212,2021年12月,1000M/T
27438,110,輸送トン数,11,合計,11,合計,2021001111,2021年11月,1000M/T
27614,110,輸送トン数,11,合計,11,合計,2021001010,2021年10月,1000M/T
25908,110,輸送トン数,11,合計,11,合計,2021000909,2021年9月,1000M/T
26751,110,輸送トン数,11,合計,11,合計,2021000808,2021年8月,1000M/T
27694,110,輸送トン数,11,合計,11,合計,2021000707,2021年7月,1000M/T
26566,110,輸送トン数,11,合計,11,合計,2021000606,2021年6月,1000M/T
26376,110,輸送トン数,11,合計,11,合計,2021000505,2021年5月,1000M/T
26605,110,輸送トン数,11,合計,11,合計,2021000404,2021年4月,1000M/T
27996,110,輸送トン数,11,合計,11,合計,2021000303,2021年3月,1000M/T
25169,110,輸送トン数,11,合計,11,合計,2021000202,2021年2月,1000M/T
25908,110,輸送トン数,11,合計,11,合計,2021000101,2021年1月,1000M/T
28064,110,輸送トン数,11,合計,11,合計,2020001212,2020年12月,1000M/T
27214,110,輸送トン数,11,合計,11,合計,2020001111,2020年11月,1000M/T
26912,110,輸送トン数,11,合計,11,合計,2020001010,2020年10月,1000M/T
23930,110,輸送トン数,11,合計,11,合計,2020000909,2020年9月,1000M/T
24684,110,輸送トン数,11,合計,11,合計,2020000808,2020年8月,1000M/T
24647,110,輸送トン数,11,合計,11,合計,2020000707,2020年7月,1000M/T
23336,110,輸送トン数,11,合計,11,合計,2020000606,2020年6月,1000M/T
21984,110,輸送トン数,11,合計,11,合計,2020000505,2020年5月,1000M/T
24492,110,輸送トン数,11,合計,11,合計,2020000404,2020年4月,1000M/T
28735,110,輸送トン数,11,合計,11,合計,2020000303,2020年3月,1000M/T
28134,110,輸送トン数,11,合計,11,合計,2020000202,2020年2月,1000M/T
27165,110,輸送トン数,11,合計,11,合計,2020000101,2020年1月,1000M/T
29834,110,輸送トン数,11,合計,11,合計,2019001212,2019年12月,1000M/T
29369,110,輸送トン数,11,合計,11,合計,2019001111,2019年11月,1000M/T
28223,110,輸送トン数,11,合計,11,合計,2019001010,2019年10月,1000M/T
28221,110,輸送トン数,11,合計,11,合計,2019000909,2019年9月,1000M/T
26634,110,輸送トン数,11,合計,11,合計,2019000808,2019年8月,1000M/T
29770,110,輸送トン数,11,合計,11,合計,2019000707,2019年7月,1000M/T
28373,110,輸送トン数,11,合計,11,合計,2019000606,2019年6月,1000M/T
27173,110,輸送トン数,11,合計,11,合計,2019000505,2019年5月,1000M/T
28246,110,輸送トン数,11,合計,11,合計,2019000404,2019年4月,1000M/T
30731,110,輸送トン数,11,合計,11,合計,2019000303,2019年3月,1000M/T
29001,110,輸送トン数,11,合計,11,合計,2019000202,2019年2月,1000M/T
29277,110,輸送トン数,11,合計,11,合計,2019000101,2019年1月,1000M/T
31268,110,輸送トン数,11,合計,11,合計,2018001212,2018年12月,1000M/T
30621,110,輸送トン数,11,合計,11,合計,2018001111,2018年11月,1000M/T
31212,110,輸送トン数,11,合計,11,合計,2018001010,2018年10月,1000M/T
27730,110,輸送トン数,11,合計,11,合計,2018000909,2018年9月,1000M/T
28566,110,輸送トン数,11,合計,11,合計,2018000808,2018年8月,1000M/T
28812,110,輸送トン数,11,合計,11,合計,2018000707,2018年7月,1000M/T
28763,110,輸送トン数,11,合計,11,合計,2018000606,2018年6月,1000M/T
28775,110,輸送トン数,11,合計,11,合計,2018000505,2018年5月,1000M/T
28067,110,輸送トン数,11,合計,11,合計,2018000404,2018年4月,1000M/T
30287,110,輸送トン数,11,合計,11,合計,2018000303,2018年3月,1000M/T
28843,110,輸送トン数,11,合計,11,合計,2018000202,2018年2月,1000M/T
29403,110,輸送トン数,11,合計,11,合計,2018000101,2018年1月,1000M/T
31107,110,輸送トン数,11,合計,11,合計,2017001212,2017年12月,1000M/T
31226,110,輸送トン数,11,合計,11,合計,2017001111,2017年11月,1000M/T
28450,110,輸送トン数,11,合計,11,合計,2017001010,2017年10月,1000M/T
29174,110,輸送トン数,11,合計,11,合計,2017000909,2017年9月,1000M/T
29653,110,輸送トン数,11,合計,11,合計,2017000808,2017年8月,1000M/T
30705,110,輸送トン数,11,合計,11,合計,2017000707,2017年7月,1000M/T
30412,110,輸送トン数,11,合計,11,合計,2017000606,2017年6月,1000M/T
30272,110,輸送トン数,11,合計,11,合計,2017000505,2017年5月,1000M/T
29130,110,輸送トン数,11,合計,11,合計,2017000404,2017年4月,1000M/T
32013,110,輸送トン数,11,合計,11,合計,2017000303,2017年3月,1000M/T
30264,110,輸送トン数,11,合計,11,合計,2017000202,2017年2月,1000M/T
30197,110,輸送トン数,11,合計,11,合計,2017000101,2017年1月,1000M/T
32092,110,輸送トン数,11,合計,11,合計,2016001212,2016年12月,1000M/T
31200,110,輸送トン数,11,合計,11,合計,2016001111,2016年11月,1000M/T
31563,110,輸送トン数,11,合計,11,合計,2016001010,2016年10月,1000M/T
29769,110,輸送トン数,11,合計,11,合計,2016000909,2016年9月,1000M/T
28434,110,輸送トン数,11,合計,11,合計,2016000808,2016年8月,1000M/T
30971,110,輸送トン数,11,合計,11,合計,2016000707,2016年7月,1000M/T
28782,110,輸送トン数,11,合計,11,合計,2016000606,2016年6月,1000M/T
28907,110,輸送トン数,11,合計,11,合計,2016000505,2016年5月,1000M/T
28937,110,輸送トン数,11,合計,11,合計,2016000404,2016年4月,1000M/T
32759,110,輸送トン数,11,合計,11,合計,2016000303,2016年3月,1000M/T
31182,110,輸送トン数,11,合計,11,合計,2016000202,2016年2月,1000M/T
30237,110,輸送トン数,11,合計,11,合計,2016000101,2016年1月,1000M/T
31843,110,輸送トン数,11,合計,11,合計,2015001212,2015年12月,1000M/T
30131,110,輸送トン数,11,合計,11,合計,2015001111,2015年11月,1000M/T
31350,110,輸送トン数,11,合計,11,合計,2015001010,2015年10月,1000M/T
29584,110,輸送トン数,11,合計,11,合計,2015000909,2015年9月,1000M/T
29467,110,輸送トン数,11,合計,11,合計,2015000808,2015年8月,1000M/T
29161,110,輸送トン数,11,合計,11,合計,2015000707,2015年7月,1000M/T
29928,110,輸送トン数,11,合計,11,合計,2015000606,2015年6月,1000M/T
29301,110,輸送トン数,11,合計,11,合計,2015000505,2015年5月,1000M/T
29154,110,輸送トン数,11,合計,11,合計,2015000404,2015年4月,1000M/T
32599,110,輸送トン数,11,合計,11,合計,2015000303,2015年3月,1000M/T
30075,110,輸送トン数,11,合計,11,合計,2015000202,2015年2月,1000M/T
31197,110,輸送トン数,11,合計,11,合計,2015000101,2015年1月,1000M/T
31861,110,輸送トン数,11,合計,11,合計,2014001212,2014年12月,1000M/T
31216,110,輸送トン数,11,合計,11,合計,2014001111,2014年11月,1000M/T
29840,110,輸送トン数,11,合計,11,合計,2014001010,2014年10月,1000M/T
30405,110,輸送トン数,11,合計,11,合計,2014000909,2014年9月,1000M/T
29485,110,輸送トン数,11,合計,11,合計,2014000808,2014年8月,1000M/T
30391,110,輸送トン数,11,合計,11,合計,2014000707,2014年7月,1000M/T
29959,110,輸送トン数,11,合計,11,合計,2014000606,2014年6月,1000M/T
29372,110,輸送トン数,11,合計,11,合計,2014000505,2014年5月,1000M/T
30743,110,輸送トン数,11,合計,11,合計,2014000404,2014年4月,1000M/T
32769,110,輸送トン数,11,合計,11,合計,2014000303,2014年3月,1000M/T
30391,110,輸送トン数,11,合計,11,合計,2014000202,2014年2月,1000M/T
32877,110,輸送トン数,11,合計,11,合計,2014000101,2014年1月,1000M/T
33605,110,輸送トン数,11,合計,11,合計,2013001212,2013年12月,1000M/T
32630,110,輸送トン数,11,合計,11,合計,2013001111,2013年11月,1000M/T
30269,110,輸送トン数,11,合計,11,合計,2013001010,2013年10月,1000M/T
30198,110,輸送トン数,11,合計,11,合計,2013000909,2013年9月,1000M/T
31205,110,輸送トン数,11,合計,11,合計,2013000808,2013年8月,1000M/T
32822,110,輸送トン数,11,合計,11,合計,2013000707,2013年7月,1000M/T
30601,110,輸送トン数,11,合計,11,合計,2013000606,2013年6月,1000M/T
30005,110,輸送トン数,11,合計,11,合計,2013000505,2013年5月,1000M/T
29211,110,輸送トン数,11,合計,11,合計,2013000404,2013年4月,1000M/T
32302,110,輸送トン数,11,合計,11,合計,2013000303,2013年3月,1000M/T
29788,110,輸送トン数,11,合計,11,合計,2013000202,2013年2月,1000M/T
30424,110,輸送トン数,11,合計,11,合計,2013000101,2013年1月,1000M/T
31613,110,輸送トン数,11,合計,11,合計,2012001212,2012年12月,1000M/T
30667,110,輸送トン数,11,合計,11,合計,2012001111,2012年11月,1000M/T
31274,110,輸送トン数,11,合計,11,合計,2012001010,2012年10月,1000M/T
29752,110,輸送トン数,11,合計,11,合計,2012000909,2012年9月,1000M/T
30061,110,輸送トン数,11,合計,11,合計,2012000808,2012年8月,1000M/T
31551,110,輸送トン数,11,合計,11,合計,2012000707,2012年7月,1000M/T
29154,110,輸送トン数,11,合計,11,合計,2012000606,2012年6月,1000M/T
29019,110,輸送トン数,11,合計,11,合計,2012000505,2012年5月,1000M/T
29167,110,輸送トン数,11,合計,11,合計,2012000404,2012年4月,1000M/T
31496,110,輸送トン数,11,合計,11,合計,2012000303,2012年3月,1000M/T
30522,110,輸送トン数,11,合計,11,合計,2012000202,2012年2月,1000M/T
30320,110,輸送トン数,11,合計,11,合計,2012000101,2012年1月,1000M/T
31819,110,輸送トン数,11,合計,11,合計,2011001212,2011年12月,1000M/T
30318,110,輸送トン数,11,合計,11,合計,2011001111,2011年11月,1000M/T
31515,110,輸送トン数,11,合計,11,合計,2011001010,2011年10月,1000M/T
28016,110,輸送トン数,11,合計,11,合計,2011000909,2011年9月,1000M/T
31034,110,輸送トン数,11,合計,11,合計,2011000808,2011年8月,1000M/T
29895,110,輸送トン数,11,合計,11,合計,2011000707,2011年7月,1000M/T
29568,110,輸送トン数,11,合計,11,合計,2011000606,2011年6月,1000M/T
27222,110,輸送トン数,11,合計,11,合計,2011000505,2011年5月,1000M/T
28176,110,輸送トン数,11,合計,11,合計,2011000404,2011年4月,1000M/T
30170,110,輸送トン数,11,合計,11,合計,2011000303,2011年3月,1000M/T
30745,110,輸送トン数,11,合計,11,合計,2011000202,2011年2月,1000M/T
31595,110,輸送トン数,11,合計,11,合計,2011000101,2011年1月,1000M/T
32184,110,輸送トン数,11,合計,11,合計,2010001212,2010年12月,1000M/T
31609,110,輸送トン数,11,合計,11,合計,2010001111,2010年11月,1000M/T
30527,110,輸送トン数,11,合計,11,合計,2010001010,2010年10月,1000M/T
30362,110,輸送トン数,11,合計,11,合計,2010000909,2010年9月,1000M/T
30272,110,輸送トン数,11,合計,11,合計,2010000808,2010年8月,1000M/T
30909,110,輸送トン数,11,合計,11,合計,2010000707,2010年7月,1000M/T
29649,110,輸送トン数,11,合計,11,合計,2010000606,2010年6月,1000M/T
28453,110,輸送トン数,11,合計,11,合計,2010000505,2010年5月,1000M/T
28944,110,輸送トン数,11,合計,11,合計,2010000404,2010年4月,1000M/T
29154,110,輸送トン数,11,合計,11,合計,2010000303,2010年3月,1000M/T
27532,110,輸送トン数,11,合計,11,合計,2010000202,2010年2月,1000M/T
29012,110,輸送トン数,11,合計,11,合計,2010000101,2010年1月,1000M/T
30009,110,輸送トン数,11,合計,11,合計,2009001212,2009年12月,1000M/T
28567,110,輸送トン数,11,合計,11,合計,2009001111,2009年11月,1000M/T
28614,110,輸送トン数,11,合計,11,合計,2009001010,2009年10月,1000M/T
27158,110,輸送トン数,11,合計,11,合計,2009000909,2009年9月,1000M/T
27173,110,輸送トン数,11,合計,11,合計,2009000808,2009年8月,1000M/T
27315,110,輸送トン数,11,合計,11,合計,2009000707,2009年7月,1000M/T
26385,110,輸送トン数,11,合計,11,合計,2009000606,2009年6月,1000M/T
24859,110,輸送トン数,11,合計,11,合計,2009000505,2009年5月,1000M/T
24632,110,輸送トン数,11,合計,11,合計,2009000404,2009年4月,1000M/T
28580,110,輸送トン数,11,合計,11,合計,2009000303,2009年3月,1000M/T
27344,110,輸送トン数,11,合計,11,合計,2009000202,2009年2月,1000M/T
28129,110,輸送トン数,11,合計,11,合計,2009000101,2009年1月,1000M/T
31704,110,輸送トン数,11,合計,11,合計,2008001212,2008年12月,1000M/T
30856,110,輸送トン数,11,合計,11,合計,2008001111,2008年11月,1000M/T
32833,110,輸送トン数,11,合計,11,合計,2008001010,2008年10月,1000M/T
31599,110,輸送トン数,11,合計,11,合計,2008000909,2008年9月,1000M/T
32772,110,輸送トン数,11,合計,11,合計,2008000808,2008年8月,1000M/T
33788,110,輸送トン数,11,合計,11,合計,2008000707,2008年7月,1000M/T
32713,110,輸送トン数,11,合計,11,合計,2008000606,2008年6月,1000M/T
32154,110,輸送トン数,11,合計,11,合計,2008000505,2008年5月,1000M/T
33822,110,輸送トン数,11,合計,11,合計,2008000404,2008年4月,1000M/T
36313,110,輸送トン数,11,合計,11,合計,2008000303,2008年3月,1000M/T
33819,110,輸送トン数,11,合計,11,合計,2008000202,2008年2月,1000M/T
34348,110,輸送トン数,11,合計,11,合計,2008000101,2008年1月,1000M/T
36115,110,輸送トン数,11,合計,11,合計,2007001212,2007年12月,1000M/T
33949,110,輸送トン数,11,合計,11,合計,2007001111,2007年11月,1000M/T
34329,110,輸送トン数,11,合計,11,合計,2007001010,2007年10月,1000M/T
32643,110,輸送トン数,11,合計,11,合計,2007000909,2007年9月,1000M/T
34273,110,輸送トン数,11,合計,11,合計,2007000808,2007年8月,1000M/T
33375,110,輸送トン数,11,合計,11,合計,2007000707,2007年7月,1000M/T
33819,110,輸送トン数,11,合計,11,合計,2007000606,2007年6月,1000M/T
31748,110,輸送トン数,11,合計,11,合計,2007000505,2007年5月,1000M/T
32750,110,輸送トン数,11,合計,11,合計,2007000404,2007年4月,1000M/T
138,110,輸送トン数,11,合計,12,穀物,2026000505,2026年5月,1000M/T
137,110,輸送トン数,11,合計,12,穀物,2026000404,2026年4月,1000M/T
126,110,輸送トン数,11,合計,12,穀物,2026000303,2026年3月,1000M/T
