value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,time,time_label,unit
1259.6,23,推計退院患者数,1,総数,1,総数,1,平成２０年,千人
37.1,23,推計退院患者数,1,総数,2,１　感染症及び寄生虫症,1,平成２０年,千人
15.7,23,推計退院患者数,1,総数,3,１　感染症及び寄生虫症(腸管感染症（再掲）),1,平成２０年,千人
2.4,23,推計退院患者数,1,総数,4,１　感染症及び寄生虫症(結核（再掲）),1,平成２０年,千人
4.4,23,推計退院患者数,1,総数,5,１　感染症及び寄生虫症(皮膚及び粘膜の病変を伴うウイルス疾患（再掲）),1,平成２０年,千人
0.7,23,推計退院患者数,1,総数,6,１　感染症及び寄生虫症(真菌症（再掲）),1,平成２０年,千人
225.4,23,推計退院患者数,1,総数,7,２　新生物,1,平成２０年,千人
192.4,23,推計退院患者数,1,総数,8,２　新生物(（悪性新生物）（再掲）),1,平成２０年,千人
21.5,23,推計退院患者数,1,総数,9,２　新生物(胃の悪性新生物（再掲）),1,平成２０年,千人
31,23,推計退院患者数,1,総数,10,２　新生物(結腸及び直腸の悪性新生物（再掲）),1,平成２０年,千人
24.7,23,推計退院患者数,1,総数,11,２　新生物(気管，気管支及び肺の悪性新生物（再掲）),1,平成２０年,千人
7.4,23,推計退院患者数,1,総数,12,３　血液及び造血器の疾患並びに免疫機構の障害,1,平成２０年,千人
35.7,23,推計退院患者数,1,総数,13,４　内分泌，栄養及び代謝疾患,1,平成２０年,千人
1.5,23,推計退院患者数,1,総数,14,４　内分泌，栄養及び代謝疾患(甲状腺障害（再掲）),1,平成２０年,千人
21.1,23,推計退院患者数,1,総数,15,４　内分泌，栄養及び代謝疾患(糖尿病（再掲）),1,平成２０年,千人
37.1,23,推計退院患者数,1,総数,16,５　精神及び行動の障害,1,平成２０年,千人
12.9,23,推計退院患者数,1,総数,17,５　精神及び行動の障害(統合失調症，統合失調症型障害及び妄想性障害（再掲）),1,平成２０年,千人
8.7,23,推計退院患者数,1,総数,18,５　精神及び行動の障害(気分［感情］障害（躁うつ病を含む）（再掲）),1,平成２０年,千人
3.3,23,推計退院患者数,1,総数,19,５　精神及び行動の障害(神経症性障害，ストレス関連障害及び身体表現性障害（再掲）),1,平成２０年,千人
37.9,23,推計退院患者数,1,総数,20,６　神経系の疾患,1,平成２０年,千人
44,23,推計退院患者数,1,総数,21,７　眼及び付属器の疾患,1,平成２０年,千人
31.8,23,推計退院患者数,1,総数,22,７　眼及び付属器の疾患(白内障（再掲）),1,平成２０年,千人
9.5,23,推計退院患者数,1,総数,23,８　耳及び乳様突起の疾患,1,平成２０年,千人
169.6,23,推計退院患者数,1,総数,24,９　循環器系の疾患,1,平成２０年,千人
4.9,23,推計退院患者数,1,総数,25,９　循環器系の疾患(高血圧性疾患（再掲）),1,平成２０年,千人
