value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,unit
42.3,22,推計患者数の年次推移,2,昭和５５年,2,入院,38,　肝の疾患（再掲）,千人
38.3,22,推計患者数の年次推移,2,昭和５５年,2,入院,39,１０　泌尿生殖系の疾患,千人
19.3,22,推計患者数の年次推移,2,昭和５５年,2,入院,40,　腎炎，ネフローゼ及び腎不全（再掲）,千人
2.7,22,推計患者数の年次推移,2,昭和５５年,2,入院,41,　乳房及び女性生殖器の疾患（再掲）,千人
43,22,推計患者数の年次推移,2,昭和５５年,2,入院,42,１１　妊娠，分娩及び産じょくの合併症,千人
2.4,22,推計患者数の年次推移,2,昭和５５年,2,入院,43,　妊娠高血圧症候群（再掲）,千人
22.1,22,推計患者数の年次推移,2,昭和５５年,2,入院,44,　正常分娩（再掲）,千人
4.4,22,推計患者数の年次推移,2,昭和５５年,2,入院,45,１２　皮膚及び皮下組織の疾患,千人
67.1,22,推計患者数の年次推移,2,昭和５５年,2,入院,46,１３　筋骨格系及び結合組織の疾患,千人
11.4,22,推計患者数の年次推移,2,昭和５５年,2,入院,47,　関節リウマチ（脊椎を除く。）（再掲）,千人
2.9,22,推計患者数の年次推移,2,昭和５５年,2,入院,48,　腰痛症（再掲）,千人
30.3,22,推計患者数の年次推移,2,昭和５５年,2,入院,49,　その他の脊柱疾患（再掲）,千人
11,22,推計患者数の年次推移,2,昭和５５年,2,入院,50,１４　先天異常,千人
4.3,22,推計患者数の年次推移,2,昭和５５年,2,入院,51,１５　周産期に発生した主要病態,千人
8.9,22,推計患者数の年次推移,2,昭和５５年,2,入院,52,１６　症状，徴候及び診断名不明確の状態,千人
104.8,22,推計患者数の年次推移,2,昭和５５年,2,入院,53,１７　損傷及び中毒,千人
55.6,22,推計患者数の年次推移,2,昭和５５年,2,入院,54,　骨折（再掲）,千人
30.4,22,推計患者数の年次推移,2,昭和５５年,2,入院,55,　Ｅ分類自動車交通事故（再掲）,千人
1.1,22,推計患者数の年次推移,2,昭和５５年,2,入院,56,Ｖ分類　健康状態に影響を及ぼす要因及び保健サービス受療の理由に関する補助分類,千人
-,22,推計患者数の年次推移,2,昭和５５年,2,入院,57,　歯の補綴（再掲）,千人
1.1,22,推計患者数の年次推移,2,昭和５５年,2,入院,58,　分娩前看護及び分娩後観察（再掲）,千人
6768,22,推計患者数の年次推移,2,昭和５５年,3,外来,1,総数,千人
259.4,22,推計患者数の年次推移,2,昭和５５年,3,外来,2,１　感染症及び寄生虫症,千人
64.6,22,推計患者数の年次推移,2,昭和５５年,3,外来,3,　腸管感染症（再掲）,千人
22.6,22,推計患者数の年次推移,2,昭和５５年,3,外来,4,　結核（再掲）,千人
38.4,22,推計患者数の年次推移,2,昭和５５年,3,外来,5,　発疹を伴うウイルス疾患（再掲）,千人
62.7,22,推計患者数の年次推移,2,昭和５５年,3,外来,6,　真菌症（再掲）,千人
59.7,22,推計患者数の年次推移,2,昭和５５年,3,外来,7,２　新生物,千人
12.1,22,推計患者数の年次推移,2,昭和５５年,3,外来,8,　胃の悪性新生物（再掲）,千人
23.7,22,推計患者数の年次推移,2,昭和５５年,3,外来,9,　その他の悪性新生物（再掲）,千人
141.8,22,推計患者数の年次推移,2,昭和５５年,3,外来,10,３　内分泌，栄養及び代謝疾患並びに免疫障害,千人
14.5,22,推計患者数の年次推移,2,昭和５５年,3,外来,11,　甲状腺の疾患（再掲）,千人
92.9,22,推計患者数の年次推移,2,昭和５５年,3,外来,12,　糖尿病（再掲）,千人
34.3,22,推計患者数の年次推移,2,昭和５５年,3,外来,13,４　血液及び造血器の疾患,千人
29,22,推計患者数の年次推移,2,昭和５５年,3,外来,14,　貧血（再掲）,千人
52.5,22,推計患者数の年次推移,2,昭和５５年,3,外来,15,５　精神障害,千人
10.8,22,推計患者数の年次推移,2,昭和５５年,3,外来,16,　統合失調症（再掲）,千人
19.6,22,推計患者数の年次推移,2,昭和５５年,3,外来,17,　神経症（再掲）,千人
661.7,22,推計患者数の年次推移,2,昭和５５年,3,外来,18,６　神経系及び感覚器の疾患,千人
332.8,22,推計患者数の年次推移,2,昭和５５年,3,外来,19,　視器の疾患（再掲）,千人
237.5,22,推計患者数の年次推移,2,昭和５５年,3,外来,20,　聴器の疾患（再掲）,千人
882.4,22,推計患者数の年次推移,2,昭和５５年,3,外来,21,７　循環系の疾患,千人
3.2,22,推計患者数の年次推移,2,昭和５５年,3,外来,22,　リウマチ熱及びリウマチ性心疾患（再掲）,千人
516.5,22,推計患者数の年次推移,2,昭和５５年,3,外来,23,　高血圧性疾患（再掲）,千人
95.6,22,推計患者数の年次推移,2,昭和５５年,3,外来,24,　虚血性心疾患（再掲）,千人
54.8,22,推計患者数の年次推移,2,昭和５５年,3,外来,25,　その他の心疾患（再掲）,千人
120.9,22,推計患者数の年次推移,2,昭和５５年,3,外来,26,　脳血管疾患（再掲）,千人
1092,22,推計患者数の年次推移,2,昭和５５年,3,外来,27,８　呼吸系の疾患,千人
564.9,22,推計患者数の年次推移,2,昭和５５年,3,外来,28,　急性上気道感染（再掲）,千人
182,22,推計患者数の年次推移,2,昭和５５年,3,外来,29,　急性及び詳細不明の気管支炎（再掲）,千人
14,22,推計患者数の年次推移,2,昭和５５年,3,外来,30,　肺炎（再掲）,千人
20.2,22,推計患者数の年次推移,2,昭和５５年,3,外来,31,　慢性気管支炎（再掲）,千人
92.3,22,推計患者数の年次推移,2,昭和５５年,3,外来,32,　喘息（再掲）,千人
1683.3,22,推計患者数の年次推移,2,昭和５５年,3,外来,33,９　消化系の疾患,千人
1127.1,22,推計患者数の年次推移,2,昭和５５年,3,外来,34,　歯及び歯の支持組織の疾患（再掲）,千人
136.8,22,推計患者数の年次推移,2,昭和５５年,3,外来,35,　胃及び十二指腸潰瘍（再掲）,千人
185,22,推計患者数の年次推移,2,昭和５５年,3,外来,36,　胃炎及び十二指腸炎（再掲）,千人
4.1,22,推計患者数の年次推移,2,昭和５５年,3,外来,37,　虫垂炎（再掲）,千人
117.1,22,推計患者数の年次推移,2,昭和５５年,3,外来,38,　肝の疾患（再掲）,千人
191.9,22,推計患者数の年次推移,2,昭和５５年,3,外来,39,１０　泌尿生殖系の疾患,千人
32.9,22,推計患者数の年次推移,2,昭和５５年,3,外来,40,　腎炎，ネフローゼ及び腎不全（再掲）,千人
79.5,22,推計患者数の年次推移,2,昭和５５年,3,外来,41,　乳房及び女性生殖器の疾患（再掲）,千人
29.6,22,推計患者数の年次推移,2,昭和５５年,3,外来,42,１１　妊娠，分娩及び産じょくの合併症,千人
4.4,22,推計患者数の年次推移,2,昭和５５年,3,外来,43,　妊娠高血圧症候群（再掲）,千人
0.3,22,推計患者数の年次推移,2,昭和５５年,3,外来,44,　正常分娩（再掲）,千人
354.5,22,推計患者数の年次推移,2,昭和５５年,3,外来,45,１２　皮膚及び皮下組織の疾患,千人
713.1,22,推計患者数の年次推移,2,昭和５５年,3,外来,46,１３　筋骨格系及び結合組織の疾患,千人
53.2,22,推計患者数の年次推移,2,昭和５５年,3,外来,47,　関節リウマチ（脊椎を除く。）（再掲）,千人
86.1,22,推計患者数の年次推移,2,昭和５５年,3,外来,48,　腰痛症（再掲）,千人
301.2,22,推計患者数の年次推移,2,昭和５５年,3,外来,49,　その他の脊柱疾患（再掲）,千人
21.6,22,推計患者数の年次推移,2,昭和５５年,3,外来,50,１４　先天異常,千人
1.5,22,推計患者数の年次推移,2,昭和５５年,3,外来,51,１５　周産期に発生した主要病態,千人
46.3,22,推計患者数の年次推移,2,昭和５５年,3,外来,52,１６　症状，徴候及び診断名不明確の状態,千人
370.5,22,推計患者数の年次推移,2,昭和５５年,3,外来,53,１７　損傷及び中毒,千人
68.1,22,推計患者数の年次推移,2,昭和５５年,3,外来,54,　骨折（再掲）,千人
56,22,推計患者数の年次推移,2,昭和５５年,3,外来,55,　Ｅ分類自動車交通事故（再掲）,千人
171.9,22,推計患者数の年次推移,2,昭和５５年,3,外来,56,Ｖ分類　健康状態に影響を及ぼす要因及び保健サービス受療の理由に関する補助分類,千人
127.8,22,推計患者数の年次推移,2,昭和５５年,3,外来,57,　歯の補綴（再掲）,千人
44,22,推計患者数の年次推移,2,昭和５５年,3,外来,58,　分娩前看護及び分娩後観察（再掲）,千人
8565.8,22,推計患者数の年次推移,3,昭和５６年,1,総数,1,総数,千人
397.1,22,推計患者数の年次推移,3,昭和５６年,1,総数,2,１　感染症及び寄生虫症,千人
73.4,22,推計患者数の年次推移,3,昭和５６年,1,総数,3,　腸管感染症（再掲）,千人
70.9,22,推計患者数の年次推移,3,昭和５６年,1,総数,4,　結核（再掲）,千人
78.7,22,推計患者数の年次推移,3,昭和５６年,1,総数,5,　発疹を伴うウイルス疾患（再掲）,千人
90.7,22,推計患者数の年次推移,3,昭和５６年,1,総数,6,　真菌症（再掲）,千人
153.8,22,推計患者数の年次推移,3,昭和５６年,1,総数,7,２　新生物,千人
32.3,22,推計患者数の年次推移,3,昭和５６年,1,総数,8,　胃の悪性新生物（再掲）,千人
72.2,22,推計患者数の年次推移,3,昭和５６年,1,総数,9,　その他の悪性新生物（再掲）,千人
182.7,22,推計患者数の年次推移,3,昭和５６年,1,総数,10,３　内分泌，栄養及び代謝疾患並びに免疫障害,千人
14.2,22,推計患者数の年次推移,3,昭和５６年,1,総数,11,　甲状腺の疾患（再掲）,千人
123.4,22,推計患者数の年次推移,3,昭和５６年,1,総数,12,　糖尿病（再掲）,千人
50.6,22,推計患者数の年次推移,3,昭和５６年,1,総数,13,４　血液及び造血器の疾患,千人
41,22,推計患者数の年次推移,3,昭和５６年,1,総数,14,　貧血（再掲）,千人
353.1,22,推計患者数の年次推移,3,昭和５６年,1,総数,15,５　精神障害,千人
216.2,22,推計患者数の年次推移,3,昭和５６年,1,総数,16,　統合失調症（再掲）,千人
35.5,22,推計患者数の年次推移,3,昭和５６年,1,総数,17,　神経症（再掲）,千人
798,22,推計患者数の年次推移,3,昭和５６年,1,総数,18,６　神経系及び感覚器の疾患,千人
377.2,22,推計患者数の年次推移,3,昭和５６年,1,総数,19,　視器の疾患（再掲）,千人
274.3,22,推計患者数の年次推移,3,昭和５６年,1,総数,20,　聴器の疾患（再掲）,千人
1166.3,22,推計患者数の年次推移,3,昭和５６年,1,総数,21,７　循環系の疾患,千人
4.8,22,推計患者数の年次推移,3,昭和５６年,1,総数,22,　リウマチ熱及びリウマチ性心疾患（再掲）,千人
592.8,22,推計患者数の年次推移,3,昭和５６年,1,総数,23,　高血圧性疾患（再掲）,千人
134.1,22,推計患者数の年次推移,3,昭和５６年,1,総数,24,　虚血性心疾患（再掲）,千人
89,22,推計患者数の年次推移,3,昭和５６年,1,総数,25,　その他の心疾患（再掲）,千人
242.6,22,推計患者数の年次推移,3,昭和５６年,1,総数,26,　脳血管疾患（再掲）,千人
1035.2,22,推計患者数の年次推移,3,昭和５６年,1,総数,27,８　呼吸系の疾患,千人
537.3,22,推計患者数の年次推移,3,昭和５６年,1,総数,28,　急性上気道感染（再掲）,千人
118.1,22,推計患者数の年次推移,3,昭和５６年,1,総数,29,　急性及び詳細不明の気管支炎（再掲）,千人
20.1,22,推計患者数の年次推移,3,昭和５６年,1,総数,30,　肺炎（再掲）,千人
21.5,22,推計患者数の年次推移,3,昭和５６年,1,総数,31,　慢性気管支炎（再掲）,千人
88.9,22,推計患者数の年次推移,3,昭和５６年,1,総数,32,　喘息（再掲）,千人
1923.4,22,推計患者数の年次推移,3,昭和５６年,1,総数,33,９　消化系の疾患,千人
1172.5,22,推計患者数の年次推移,3,昭和５６年,1,総数,34,　歯及び歯の支持組織の疾患（再掲）,千人
189.5,22,推計患者数の年次推移,3,昭和５６年,1,総数,35,　胃及び十二指腸潰瘍（再掲）,千人
215.3,22,推計患者数の年次推移,3,昭和５６年,1,総数,36,　胃炎及び十二指腸炎（再掲）,千人
14.3,22,推計患者数の年次推移,3,昭和５６年,1,総数,37,　虫垂炎（再掲）,千人
163.5,22,推計患者数の年次推移,3,昭和５６年,1,総数,38,　肝の疾患（再掲）,千人
272.4,22,推計患者数の年次推移,3,昭和５６年,1,総数,39,１０　泌尿生殖系の疾患,千人
55.9,22,推計患者数の年次推移,3,昭和５６年,1,総数,40,　腎炎，ネフローゼ及び腎不全（再掲）,千人
89.7,22,推計患者数の年次推移,3,昭和５６年,1,総数,41,　乳房及び女性生殖器の疾患（再掲）,千人
80.6,22,推計患者数の年次推移,3,昭和５６年,1,総数,42,１１　妊娠，分娩及び産じょくの合併症,千人
8.7,22,推計患者数の年次推移,3,昭和５６年,1,総数,43,　妊娠高血圧症候群（再掲）,千人
23.6,22,推計患者数の年次推移,3,昭和５６年,1,総数,44,　正常分娩（再掲）,千人
450,22,推計患者数の年次推移,3,昭和５６年,1,総数,45,１２　皮膚及び皮下組織の疾患,千人
869.1,22,推計患者数の年次推移,3,昭和５６年,1,総数,46,１３　筋骨格系及び結合組織の疾患,千人
79.5,22,推計患者数の年次推移,3,昭和５６年,1,総数,47,　関節リウマチ（脊椎を除く。）（再掲）,千人
87.5,22,推計患者数の年次推移,3,昭和５６年,1,総数,48,　腰痛症（再掲）,千人
359.1,22,推計患者数の年次推移,3,昭和５６年,1,総数,49,　その他の脊柱疾患（再掲）,千人
32.5,22,推計患者数の年次推移,3,昭和５６年,1,総数,50,１４　先天異常,千人
9.7,22,推計患者数の年次推移,3,昭和５６年,1,総数,51,１５　周産期に発生した主要病態,千人
67.5,22,推計患者数の年次推移,3,昭和５６年,1,総数,52,１６　症状，徴候及び診断名不明確の状態,千人
520.7,22,推計患者数の年次推移,3,昭和５６年,1,総数,53,１７　損傷及び中毒,千人
130.2,22,推計患者数の年次推移,3,昭和５６年,1,総数,54,　骨折（再掲）,千人
90.3,22,推計患者数の年次推移,3,昭和５６年,1,総数,55,　Ｅ分類自動車交通事故（再掲）,千人
203.2,22,推計患者数の年次推移,3,昭和５６年,1,総数,56,Ｖ分類　健康状態に影響を及ぼす要因及び保健サービス受療の理由に関する補助分類,千人
147.7,22,推計患者数の年次推移,3,昭和５６年,1,総数,57,　歯の補綴（再掲）,千人
55.5,22,推計患者数の年次推移,3,昭和５６年,1,総数,58,　分娩前看護及び分娩後観察（再掲）,千人
1277.7,22,推計患者数の年次推移,3,昭和５６年,2,入院,1,総数,千人
62.9,22,推計患者数の年次推移,3,昭和５６年,2,入院,2,１　感染症及び寄生虫症,千人
4,22,推計患者数の年次推移,3,昭和５６年,2,入院,3,　腸管感染症（再掲）,千人
49.7,22,推計患者数の年次推移,3,昭和５６年,2,入院,4,　結核（再掲）,千人
1.8,22,推計患者数の年次推移,3,昭和５６年,2,入院,5,　発疹を伴うウイルス疾患（再掲）,千人
0.3,22,推計患者数の年次推移,3,昭和５６年,2,入院,6,　真菌症（再掲）,千人
92.6,22,推計患者数の年次推移,3,昭和５６年,2,入院,7,２　新生物,千人
20.2,22,推計患者数の年次推移,3,昭和５６年,2,入院,8,　胃の悪性新生物（再掲）,千人
49.3,22,推計患者数の年次推移,3,昭和５６年,2,入院,9,　その他の悪性新生物（再掲）,千人
34,22,推計患者数の年次推移,3,昭和５６年,2,入院,10,３　内分泌，栄養及び代謝疾患並びに免疫障害,千人
2.8,22,推計患者数の年次推移,3,昭和５６年,2,入院,11,　甲状腺の疾患（再掲）,千人
27.9,22,推計患者数の年次推移,3,昭和５６年,2,入院,12,　糖尿病（再掲）,千人
6.5,22,推計患者数の年次推移,3,昭和５６年,2,入院,13,４　血液及び造血器の疾患,千人
4.4,22,推計患者数の年次推移,3,昭和５６年,2,入院,14,　貧血（再掲）,千人
296.7,22,推計患者数の年次推移,3,昭和５６年,2,入院,15,５　精神障害,千人
202.9,22,推計患者数の年次推移,3,昭和５６年,2,入院,16,　統合失調症（再掲）,千人
14.7,22,推計患者数の年次推移,3,昭和５６年,2,入院,17,　神経症（再掲）,千人
66.7,22,推計患者数の年次推移,3,昭和５６年,2,入院,18,６　神経系及び感覚器の疾患,千人
11.8,22,推計患者数の年次推移,3,昭和５６年,2,入院,19,　視器の疾患（再掲）,千人
2.5,22,推計患者数の年次推移,3,昭和５６年,2,入院,20,　聴器の疾患（再掲）,千人
236.7,22,推計患者数の年次推移,3,昭和５６年,2,入院,21,７　循環系の疾患,千人
1.8,22,推計患者数の年次推移,3,昭和５６年,2,入院,22,　リウマチ熱及びリウマチ性心疾患（再掲）,千人
36.6,22,推計患者数の年次推移,3,昭和５６年,2,入院,23,　高血圧性疾患（再掲）,千人
31.2,22,推計患者数の年次推移,3,昭和５６年,2,入院,24,　虚血性心疾患（再掲）,千人
27.5,22,推計患者数の年次推移,3,昭和５６年,2,入院,25,　その他の心疾患（再掲）,千人
124.6,22,推計患者数の年次推移,3,昭和５６年,2,入院,26,　脳血管疾患（再掲）,千人
46.5,22,推計患者数の年次推移,3,昭和５６年,2,入院,27,８　呼吸系の疾患,千人
2.3,22,推計患者数の年次推移,3,昭和５６年,2,入院,28,　急性上気道感染（再掲）,千人
2.1,22,推計患者数の年次推移,3,昭和５６年,2,入院,29,　急性及び詳細不明の気管支炎（再掲）,千人
10.9,22,推計患者数の年次推移,3,昭和５６年,2,入院,30,　肺炎（再掲）,千人
2.7,22,推計患者数の年次推移,3,昭和５６年,2,入院,31,　慢性気管支炎（再掲）,千人
12.9,22,推計患者数の年次推移,3,昭和５６年,2,入院,32,　喘息（再掲）,千人
135.5,22,推計患者数の年次推移,3,昭和５６年,2,入院,33,９　消化系の疾患,千人
0.2,22,推計患者数の年次推移,3,昭和５６年,2,入院,34,　歯及び歯の支持組織の疾患（再掲）,千人
36.9,22,推計患者数の年次推移,3,昭和５６年,2,入院,35,　胃及び十二指腸潰瘍（再掲）,千人
6,22,推計患者数の年次推移,3,昭和５６年,2,入院,36,　胃炎及び十二指腸炎（再掲）,千人
10,22,推計患者数の年次推移,3,昭和５６年,2,入院,37,　虫垂炎（再掲）,千人
41.1,22,推計患者数の年次推移,3,昭和５６年,2,入院,38,　肝の疾患（再掲）,千人
41.8,22,推計患者数の年次推移,3,昭和５６年,2,入院,39,１０　泌尿生殖系の疾患,千人
19.1,22,推計患者数の年次推移,3,昭和５６年,2,入院,40,　腎炎，ネフローゼ及び腎不全（再掲）,千人
2.6,22,推計患者数の年次推移,3,昭和５６年,2,入院,41,　乳房及び女性生殖器の疾患（再掲）,千人
46,22,推計患者数の年次推移,3,昭和５６年,2,入院,42,１１　妊娠，分娩及び産じょくの合併症,千人
3.5,22,推計患者数の年次推移,3,昭和５６年,2,入院,43,　妊娠高血圧症候群（再掲）,千人
23.3,22,推計患者数の年次推移,3,昭和５６年,2,入院,44,　正常分娩（再掲）,千人
4.9,22,推計患者数の年次推移,3,昭和５６年,2,入院,45,１２　皮膚及び皮下組織の疾患,千人
69.2,22,推計患者数の年次推移,3,昭和５６年,2,入院,46,１３　筋骨格系及び結合組織の疾患,千人
14,22,推計患者数の年次推移,3,昭和５６年,2,入院,47,　関節リウマチ（脊椎を除く。）（再掲）,千人
3.1,22,推計患者数の年次推移,3,昭和５６年,2,入院,48,　腰痛症（再掲）,千人
29.5,22,推計患者数の年次推移,3,昭和５６年,2,入院,49,　その他の脊柱疾患（再掲）,千人
8.3,22,推計患者数の年次推移,3,昭和５６年,2,入院,50,１４　先天異常,千人
8.2,22,推計患者数の年次推移,3,昭和５６年,2,入院,51,１５　周産期に発生した主要病態,千人
9.8,22,推計患者数の年次推移,3,昭和５６年,2,入院,52,１６　症状，徴候及び診断名不明確の状態,千人
109.6,22,推計患者数の年次推移,3,昭和５６年,2,入院,53,１７　損傷及び中毒,千人
59.8,22,推計患者数の年次推移,3,昭和５６年,2,入院,54,　骨折（再掲）,千人
33.9,22,推計患者数の年次推移,3,昭和５６年,2,入院,55,　Ｅ分類自動車交通事故（再掲）,千人
1.9,22,推計患者数の年次推移,3,昭和５６年,2,入院,56,Ｖ分類　健康状態に影響を及ぼす要因及び保健サービス受療の理由に関する補助分類,千人
0,22,推計患者数の年次推移,3,昭和５６年,2,入院,57,　歯の補綴（再掲）,千人
1.9,22,推計患者数の年次推移,3,昭和５６年,2,入院,58,　分娩前看護及び分娩後観察（再掲）,千人
7288.1,22,推計患者数の年次推移,3,昭和５６年,3,外来,1,総数,千人
334.1,22,推計患者数の年次推移,3,昭和５６年,3,外来,2,１　感染症及び寄生虫症,千人
69.5,22,推計患者数の年次推移,3,昭和５６年,3,外来,3,　腸管感染症（再掲）,千人
21.2,22,推計患者数の年次推移,3,昭和５６年,3,外来,4,　結核（再掲）,千人
76.8,22,推計患者数の年次推移,3,昭和５６年,3,外来,5,　発疹を伴うウイルス疾患（再掲）,千人
90.4,22,推計患者数の年次推移,3,昭和５６年,3,外来,6,　真菌症（再掲）,千人
61.2,22,推計患者数の年次推移,3,昭和５６年,3,外来,7,２　新生物,千人
12.1,22,推計患者数の年次推移,3,昭和５６年,3,外来,8,　胃の悪性新生物（再掲）,千人
22.9,22,推計患者数の年次推移,3,昭和５６年,3,外来,9,　その他の悪性新生物（再掲）,千人
148.7,22,推計患者数の年次推移,3,昭和５６年,3,外来,10,３　内分泌，栄養及び代謝疾患並びに免疫障害,千人
11.4,22,推計患者数の年次推移,3,昭和５６年,3,外来,11,　甲状腺の疾患（再掲）,千人
95.5,22,推計患者数の年次推移,3,昭和５６年,3,外来,12,　糖尿病（再掲）,千人
44.1,22,推計患者数の年次推移,3,昭和５６年,3,外来,13,４　血液及び造血器の疾患,千人
36.6,22,推計患者数の年次推移,3,昭和５６年,3,外来,14,　貧血（再掲）,千人
56.4,22,推計患者数の年次推移,3,昭和５６年,3,外来,15,５　精神障害,千人
13.2,22,推計患者数の年次推移,3,昭和５６年,3,外来,16,　統合失調症（再掲）,千人
20.8,22,推計患者数の年次推移,3,昭和５６年,3,外来,17,　神経症（再掲）,千人
731.3,22,推計患者数の年次推移,3,昭和５６年,3,外来,18,６　神経系及び感覚器の疾患,千人
365.5,22,推計患者数の年次推移,3,昭和５６年,3,外来,19,　視器の疾患（再掲）,千人
271.9,22,推計患者数の年次推移,3,昭和５６年,3,外来,20,　聴器の疾患（再掲）,千人
929.6,22,推計患者数の年次推移,3,昭和５６年,3,外来,21,７　循環系の疾患,千人
2.9,22,推計患者数の年次推移,3,昭和５６年,3,外来,22,　リウマチ熱及びリウマチ性心疾患（再掲）,千人
556.3,22,推計患者数の年次推移,3,昭和５６年,3,外来,23,　高血圧性疾患（再掲）,千人
102.9,22,推計患者数の年次推移,3,昭和５６年,3,外来,24,　虚血性心疾患（再掲）,千人
61.4,22,推計患者数の年次推移,3,昭和５６年,3,外来,25,　その他の心疾患（再掲）,千人
118,22,推計患者数の年次推移,3,昭和５６年,3,外来,26,　脳血管疾患（再掲）,千人
988.7,22,推計患者数の年次推移,3,昭和５６年,3,外来,27,８　呼吸系の疾患,千人
535,22,推計患者数の年次推移,3,昭和５６年,3,外来,28,　急性上気道感染（再掲）,千人
116,22,推計患者数の年次推移,3,昭和５６年,3,外来,29,　急性及び詳細不明の気管支炎（再掲）,千人
9.1,22,推計患者数の年次推移,3,昭和５６年,3,外来,30,　肺炎（再掲）,千人
18.8,22,推計患者数の年次推移,3,昭和５６年,3,外来,31,　慢性気管支炎（再掲）,千人
76,22,推計患者数の年次推移,3,昭和５６年,3,外来,32,　喘息（再掲）,千人
1787.8,22,推計患者数の年次推移,3,昭和５６年,3,外来,33,９　消化系の疾患,千人
1172.3,22,推計患者数の年次推移,3,昭和５６年,3,外来,34,　歯及び歯の支持組織の疾患（再掲）,千人
152.6,22,推計患者数の年次推移,3,昭和５６年,3,外来,35,　胃及び十二指腸潰瘍（再掲）,千人
209.3,22,推計患者数の年次推移,3,昭和５６年,3,外来,36,　胃炎及び十二指腸炎（再掲）,千人
4.2,22,推計患者数の年次推移,3,昭和５６年,3,外来,37,　虫垂炎（再掲）,千人
122.4,22,推計患者数の年次推移,3,昭和５６年,3,外来,38,　肝の疾患（再掲）,千人
230.6,22,推計患者数の年次推移,3,昭和５６年,3,外来,39,１０　泌尿生殖系の疾患,千人
36.8,22,推計患者数の年次推移,3,昭和５６年,3,外来,40,　腎炎，ネフローゼ及び腎不全（再掲）,千人
87.1,22,推計患者数の年次推移,3,昭和５６年,3,外来,41,　乳房及び女性生殖器の疾患（再掲）,千人
34.6,22,推計患者数の年次推移,3,昭和５６年,3,外来,42,１１　妊娠，分娩及び産じょくの合併症,千人
5.1,22,推計患者数の年次推移,3,昭和５６年,3,外来,43,　妊娠高血圧症候群（再掲）,千人
0.3,22,推計患者数の年次推移,3,昭和５６年,3,外来,44,　正常分娩（再掲）,千人
445.2,22,推計患者数の年次推移,3,昭和５６年,3,外来,45,１２　皮膚及び皮下組織の疾患,千人
799.9,22,推計患者数の年次推移,3,昭和５６年,3,外来,46,１３　筋骨格系及び結合組織の疾患,千人
65.5,22,推計患者数の年次推移,3,昭和５６年,3,外来,47,　関節リウマチ（脊椎を除く。）（再掲）,千人
84.4,22,推計患者数の年次推移,3,昭和５６年,3,外来,48,　腰痛症（再掲）,千人
329.6,22,推計患者数の年次推移,3,昭和５６年,3,外来,49,　その他の脊柱疾患（再掲）,千人
24.2,22,推計患者数の年次推移,3,昭和５６年,3,外来,50,１４　先天異常,千人
1.5,22,推計患者数の年次推移,3,昭和５６年,3,外来,51,１５　周産期に発生した主要病態,千人
57.7,22,推計患者数の年次推移,3,昭和５６年,3,外来,52,１６　症状，徴候及び診断名不明確の状態,千人
411.1,22,推計患者数の年次推移,3,昭和５６年,3,外来,53,１７　損傷及び中毒,千人
70.5,22,推計患者数の年次推移,3,昭和５６年,3,外来,54,　骨折（再掲）,千人
56.4,22,推計患者数の年次推移,3,昭和５６年,3,外来,55,　Ｅ分類自動車交通事故（再掲）,千人
201.3,22,推計患者数の年次推移,3,昭和５６年,3,外来,56,Ｖ分類　健康状態に影響を及ぼす要因及び保健サービス受療の理由に関する補助分類,千人
147.7,22,推計患者数の年次推移,3,昭和５６年,3,外来,57,　歯の補綴（再掲）,千人
53.6,22,推計患者数の年次推移,3,昭和５６年,3,外来,58,　分娩前看護及び分娩後観察（再掲）,千人
8076.8,22,推計患者数の年次推移,4,昭和５７年,1,総数,1,総数,千人
330,22,推計患者数の年次推移,4,昭和５７年,1,総数,2,１　感染症及び寄生虫症,千人
63.2,22,推計患者数の年次推移,4,昭和５７年,1,総数,3,　腸管感染症（再掲）,千人
48.6,22,推計患者数の年次推移,4,昭和５７年,1,総数,4,　結核（再掲）,千人
50.8,22,推計患者数の年次推移,4,昭和５７年,1,総数,5,　発疹を伴うウイルス疾患（再掲）,千人
71.2,22,推計患者数の年次推移,4,昭和５７年,1,総数,6,　真菌症（再掲）,千人
173.8,22,推計患者数の年次推移,4,昭和５７年,1,総数,7,２　新生物,千人
33.2,22,推計患者数の年次推移,4,昭和５７年,1,総数,8,　胃の悪性新生物（再掲）,千人
80.5,22,推計患者数の年次推移,4,昭和５７年,1,総数,9,　その他の悪性新生物（再掲）,千人
178.2,22,推計患者数の年次推移,4,昭和５７年,1,総数,10,３　内分泌，栄養及び代謝疾患並びに免疫障害,千人
14.2,22,推計患者数の年次推移,4,昭和５７年,1,総数,11,　甲状腺の疾患（再掲）,千人
125.3,22,推計患者数の年次推移,4,昭和５７年,1,総数,12,　糖尿病（再掲）,千人
41.8,22,推計患者数の年次推移,4,昭和５７年,1,総数,13,４　血液及び造血器の疾患,千人
34,22,推計患者数の年次推移,4,昭和５７年,1,総数,14,　貧血（再掲）,千人
370.2,22,推計患者数の年次推移,4,昭和５７年,1,総数,15,５　精神障害,千人
214.5,22,推計患者数の年次推移,4,昭和５７年,1,総数,16,　統合失調症（再掲）,千人
48.1,22,推計患者数の年次推移,4,昭和５７年,1,総数,17,　神経症（再掲）,千人
