value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,time,time_label
4973,79,療養病床を有する施設数,1,施設数（平成26年(2014)）,1,療養病床を有する施設数,2,平成２６年
3848,79,療養病床を有する施設数,1,施設数（平成26年(2014)）,2,病院（総数）,2,平成２６年
1327,79,療養病床を有する施設数,1,施設数（平成26年(2014)）,3,病院（１～４９床）,2,平成２６年
1423,79,療養病床を有する施設数,1,施設数（平成26年(2014)）,4,病院（５０～９９床）,2,平成２６年
1025,79,療養病床を有する施設数,1,施設数（平成26年(2014)）,5,病院（１００～２９９床）,2,平成２６年
73,79,療養病床を有する施設数,1,施設数（平成26年(2014)）,6,病院（３００床以上）,2,平成２６年
1125,79,療養病床を有する施設数,1,施設数（平成26年(2014)）,7,一般診療所（総数）,2,平成２６年
558,79,療養病床を有する施設数,1,施設数（平成26年(2014)）,8,一般診療所（１～９床）,2,平成２６年
567,79,療養病床を有する施設数,1,施設数（平成26年(2014)）,9,一般診療所（１０～１９床）,2,平成２６年
5104,79,療養病床を有する施設数,2,施設数（平成25年(2013)）,1,療養病床を有する施設数,2,平成２６年
3873,79,療養病床を有する施設数,2,施設数（平成25年(2013)）,2,病院（総数）,2,平成２６年
1353,79,療養病床を有する施設数,2,施設数（平成25年(2013)）,3,病院（１～４９床）,2,平成２６年
1434,79,療養病床を有する施設数,2,施設数（平成25年(2013)）,4,病院（５０～９９床）,2,平成２６年
1012,79,療養病床を有する施設数,2,施設数（平成25年(2013)）,5,病院（１００～２９９床）,2,平成２６年
74,79,療養病床を有する施設数,2,施設数（平成25年(2013)）,6,病院（３００床以上）,2,平成２６年
1231,79,療養病床を有する施設数,2,施設数（平成25年(2013)）,7,一般診療所（総数）,2,平成２６年
611,79,療養病床を有する施設数,2,施設数（平成25年(2013)）,8,一般診療所（１～９床）,2,平成２６年
620,79,療養病床を有する施設数,2,施設数（平成25年(2013)）,9,一般診療所（１０～１９床）,2,平成２６年
-131,79,療養病床を有する施設数,3,対前年（増減数）,1,療養病床を有する施設数,2,平成２６年
-25,79,療養病床を有する施設数,3,対前年（増減数）,2,病院（総数）,2,平成２６年
-26,79,療養病床を有する施設数,3,対前年（増減数）,3,病院（１～４９床）,2,平成２６年
-11,79,療養病床を有する施設数,3,対前年（増減数）,4,病院（５０～９９床）,2,平成２６年
13,79,療養病床を有する施設数,3,対前年（増減数）,5,病院（１００～２９９床）,2,平成２６年
-1,79,療養病床を有する施設数,3,対前年（増減数）,6,病院（３００床以上）,2,平成２６年
-106,79,療養病床を有する施設数,3,対前年（増減数）,7,一般診療所（総数）,2,平成２６年
-53,79,療養病床を有する施設数,3,対前年（増減数）,8,一般診療所（１～９床）,2,平成２６年
-53,79,療養病床を有する施設数,3,対前年（増減数）,9,一般診療所（１０～１９床）,2,平成２６年
-2.6,79,療養病床を有する施設数,4,対前年（増減率(%)）,1,療養病床を有する施設数,2,平成２６年
-0.6,79,療養病床を有する施設数,4,対前年（増減率(%)）,2,病院（総数）,2,平成２６年
-1.9,79,療養病床を有する施設数,4,対前年（増減率(%)）,3,病院（１～４９床）,2,平成２６年
-0.8,79,療養病床を有する施設数,4,対前年（増減率(%)）,4,病院（５０～９９床）,2,平成２６年
1.3,79,療養病床を有する施設数,4,対前年（増減率(%)）,5,病院（１００～２９９床）,2,平成２６年
-1.4,79,療養病床を有する施設数,4,対前年（増減率(%)）,6,病院（３００床以上）,2,平成２６年
-8.6,79,療養病床を有する施設数,4,対前年（増減率(%)）,7,一般診療所（総数）,2,平成２６年
-8.7,79,療養病床を有する施設数,4,対前年（増減率(%)）,8,一般診療所（１～９床）,2,平成２６年
-8.5,79,療養病床を有する施設数,4,対前年（増減率(%)）,9,一般診療所（１０～１９床）,2,平成２６年
…,79,療養病床を有する施設数,5,構成割合(%)（平成26年(2014)）,1,療養病床を有する施設数,2,平成２６年
100,79,療養病床を有する施設数,5,構成割合(%)（平成26年(2014)）,2,病院（総数）,2,平成２６年
34.5,79,療養病床を有する施設数,5,構成割合(%)（平成26年(2014)）,3,病院（１～４９床）,2,平成２６年
37,79,療養病床を有する施設数,5,構成割合(%)（平成26年(2014)）,4,病院（５０～９９床）,2,平成２６年
26.6,79,療養病床を有する施設数,5,構成割合(%)（平成26年(2014)）,5,病院（１００～２９９床）,2,平成２６年
1.9,79,療養病床を有する施設数,5,構成割合(%)（平成26年(2014)）,6,病院（３００床以上）,2,平成２６年
100,79,療養病床を有する施設数,5,構成割合(%)（平成26年(2014)）,7,一般診療所（総数）,2,平成２６年
49.6,79,療養病床を有する施設数,5,構成割合(%)（平成26年(2014)）,8,一般診療所（１～９床）,2,平成２６年
50.4,79,療養病床を有する施設数,5,構成割合(%)（平成26年(2014)）,9,一般診療所（１０～１９床）,2,平成２６年
…,79,療養病床を有する施設数,6,構成割合(%)（平成25年(2013)）,1,療養病床を有する施設数,2,平成２６年
100,79,療養病床を有する施設数,6,構成割合(%)（平成25年(2013)）,2,病院（総数）,2,平成２６年
34.9,79,療養病床を有する施設数,6,構成割合(%)（平成25年(2013)）,3,病院（１～４９床）,2,平成２６年
37,79,療養病床を有する施設数,6,構成割合(%)（平成25年(2013)）,4,病院（５０～９９床）,2,平成２６年
26.1,79,療養病床を有する施設数,6,構成割合(%)（平成25年(2013)）,5,病院（１００～２９９床）,2,平成２６年
1.9,79,療養病床を有する施設数,6,構成割合(%)（平成25年(2013)）,6,病院（３００床以上）,2,平成２６年
100,79,療養病床を有する施設数,6,構成割合(%)（平成25年(2013)）,7,一般診療所（総数）,2,平成２６年
49.6,79,療養病床を有する施設数,6,構成割合(%)（平成25年(2013)）,8,一般診療所（１～９床）,2,平成２６年
50.4,79,療養病床を有する施設数,6,構成割合(%)（平成25年(2013)）,9,一般診療所（１０～１９床）,2,平成２６年
