value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,time,time_label,unit
1332.6,52,病院の推計入院患者数（施設所在地）,1,　　 全国,1,総数,1,平成２０年,千人
23.9,52,病院の推計入院患者数（施設所在地）,1,　　 全国,2,１　感染症及び寄生虫症,1,平成２０年,千人
4.3,52,病院の推計入院患者数（施設所在地）,1,　　 全国,3,１　感染症及び寄生虫症(腸管感染症（再掲）),1,平成２０年,千人
4.6,52,病院の推計入院患者数（施設所在地）,1,　　 全国,4,１　感染症及び寄生虫症(結核（再掲）),1,平成２０年,千人
1.5,52,病院の推計入院患者数（施設所在地）,1,　　 全国,5,１　感染症及び寄生虫症(皮膚及び粘膜の病変を伴うウイルス疾患（再掲）),1,平成２０年,千人
0.7,52,病院の推計入院患者数（施設所在地）,1,　　 全国,6,１　感染症及び寄生虫症(真菌症（再掲）),1,平成２０年,千人
155.8,52,病院の推計入院患者数（施設所在地）,1,　　 全国,7,２　新生物,1,平成２０年,千人
138.7,52,病院の推計入院患者数（施設所在地）,1,　　 全国,8,２　新生物(（悪性新生物）（再掲）),1,平成２０年,千人
16.7,52,病院の推計入院患者数（施設所在地）,1,　　 全国,9,２　新生物(胃の悪性新生物（再掲）),1,平成２０年,千人
19.1,52,病院の推計入院患者数（施設所在地）,1,　　 全国,10,２　新生物(結腸及び直腸の悪性新生物（再掲）),1,平成２０年,千人
20.1,52,病院の推計入院患者数（施設所在地）,1,　　 全国,11,２　新生物(気管，気管支及び肺の悪性新生物（再掲）),1,平成２０年,千人
5.7,52,病院の推計入院患者数（施設所在地）,1,　　 全国,12,３　血液及び造血器の疾患並びに免疫機構の障害,1,平成２０年,千人
34.9,52,病院の推計入院患者数（施設所在地）,1,　　 全国,13,４　内分泌，栄養及び代謝疾患,1,平成２０年,千人
1.1,52,病院の推計入院患者数（施設所在地）,1,　　 全国,14,４　内分泌，栄養及び代謝疾患(甲状腺障害（再掲）),1,平成２０年,千人
24.7,52,病院の推計入院患者数（施設所在地）,1,　　 全国,15,４　内分泌，栄養及び代謝疾患(糖尿病（再掲）),1,平成２０年,千人
299.5,52,病院の推計入院患者数（施設所在地）,1,　　 全国,16,５　精神及び行動の障害,1,平成２０年,千人
187.3,52,病院の推計入院患者数（施設所在地）,1,　　 全国,17,５　精神及び行動の障害(統合失調症，統合失調症型障害及び妄想性障害（再掲）),1,平成２０年,千人
28.2,52,病院の推計入院患者数（施設所在地）,1,　　 全国,18,５　精神及び行動の障害(気分［感情］障害（躁うつ病を含む）（再掲）),1,平成２０年,千人
4.8,52,病院の推計入院患者数（施設所在地）,1,　　 全国,19,５　精神及び行動の障害(神経症性障害，ストレス関連障害及び身体表現性障害（再掲）),1,平成２０年,千人
102.4,52,病院の推計入院患者数（施設所在地）,1,　　 全国,20,６　神経系の疾患,1,平成２０年,千人
9.4,52,病院の推計入院患者数（施設所在地）,1,　　 全国,21,７　眼及び付属器の疾患,1,平成２０年,千人
5.4,52,病院の推計入院患者数（施設所在地）,1,　　 全国,22,７　眼及び付属器の疾患(白内障（再掲）),1,平成２０年,千人
2.5,52,病院の推計入院患者数（施設所在地）,1,　　 全国,23,８　耳及び乳様突起の疾患,1,平成２０年,千人
267,52,病院の推計入院患者数（施設所在地）,1,　　 全国,24,９　循環器系の疾患,1,平成２０年,千人
6.8,52,病院の推計入院患者数（施設所在地）,1,　　 全国,25,９　循環器系の疾患(高血圧性疾患（再掲）),1,平成２０年,千人
55.5,52,病院の推計入院患者数（施設所在地）,1,　　 全国,26,９　循環器系の疾患(（心疾患（高血圧性のものを除く））（再掲）),1,平成２０年,千人
17.9,52,病院の推計入院患者数（施設所在地）,1,　　 全国,27,９　循環器系の疾患(虚血性心疾患（再掲）),1,平成２０年,千人
192,52,病院の推計入院患者数（施設所在地）,1,　　 全国,28,９　循環器系の疾患(脳血管疾患（再掲）),1,平成２０年,千人
80.8,52,病院の推計入院患者数（施設所在地）,1,　　 全国,29,１０　呼吸器系の疾患,1,平成２０年,千人
1.4,52,病院の推計入院患者数（施設所在地）,1,　　 全国,30,１０　呼吸器系の疾患(急性上気道感染症（再掲）),1,平成２０年,千人
35.8,52,病院の推計入院患者数（施設所在地）,1,　　 全国,31,１０　呼吸器系の疾患(肺炎（再掲）),1,平成２０年,千人
2.3,52,病院の推計入院患者数（施設所在地）,1,　　 全国,32,１０　呼吸器系の疾患(急性気管支炎及び急性細気管支炎（再掲）),1,平成２０年,千人
8.7,52,病院の推計入院患者数（施設所在地）,1,　　 全国,33,１０　呼吸器系の疾患(気管支炎及び慢性閉塞性肺疾患（再掲）),1,平成２０年,千人
5.2,52,病院の推計入院患者数（施設所在地）,1,　　 全国,34,１０　呼吸器系の疾患(喘息（再掲）),1,平成２０年,千人
65.5,52,病院の推計入院患者数（施設所在地）,1,　　 全国,35,１１　消化器系の疾患,1,平成２０年,千人
0.1,52,病院の推計入院患者数（施設所在地）,1,　　 全国,36,１１　消化器系の疾患(う蝕（再掲）),1,平成２０年,千人
0.1,52,病院の推計入院患者数（施設所在地）,1,　　 全国,37,１１　消化器系の疾患(歯肉炎及び歯周疾患（再掲）),1,平成２０年,千人
6.2,52,病院の推計入院患者数（施設所在地）,1,　　 全国,38,１１　消化器系の疾患(胃潰瘍及び十二指腸潰瘍（再掲）),1,平成２０年,千人
1,52,病院の推計入院患者数（施設所在地）,1,　　 全国,39,１１　消化器系の疾患(胃炎及び十二指腸炎（再掲）),1,平成２０年,千人
9.2,52,病院の推計入院患者数（施設所在地）,1,　　 全国,40,１１　消化器系の疾患(肝疾患（再掲）),1,平成２０年,千人
11.9,52,病院の推計入院患者数（施設所在地）,1,　　 全国,41,１２　皮膚及び皮下組織の疾患,1,平成２０年,千人
60.8,52,病院の推計入院患者数（施設所在地）,1,　　 全国,42,１３　筋骨格系及び結合組織の疾患,1,平成２０年,千人
