value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,time,time_label
4806,79,療養病床を有する施設数,1,施設数（平成28年(2016)）,1,療養病床を有する施設数,2,平成２８年
3827,79,療養病床を有する施設数,1,施設数（平成28年(2016)）,2,病院（総数）,2,平成２８年
1295,79,療養病床を有する施設数,1,施設数（平成28年(2016)）,3,病院（１～４９床）,2,平成２８年
1425,79,療養病床を有する施設数,1,施設数（平成28年(2016)）,4,病院（５０～９９床）,2,平成２８年
1036,79,療養病床を有する施設数,1,施設数（平成28年(2016)）,5,病院（１００～２９９床）,2,平成２８年
71,79,療養病床を有する施設数,1,施設数（平成28年(2016)）,6,病院（３００床以上）,2,平成２８年
979,79,療養病床を有する施設数,1,施設数（平成28年(2016)）,7,一般診療所（総数）,2,平成２８年
483,79,療養病床を有する施設数,1,施設数（平成28年(2016)）,8,一般診療所（１～９床）,2,平成２８年
496,79,療養病床を有する施設数,1,施設数（平成28年(2016)）,9,一般診療所（１０～１９床）,2,平成２８年
4894,79,療養病床を有する施設数,2,施設数（平成27年(2015)）,1,療養病床を有する施設数,2,平成２８年
3844,79,療養病床を有する施設数,2,施設数（平成27年(2015)）,2,病院（総数）,2,平成２８年
1314,79,療養病床を有する施設数,2,施設数（平成27年(2015)）,3,病院（１～４９床）,2,平成２８年
1429,79,療養病床を有する施設数,2,施設数（平成27年(2015)）,4,病院（５０～９９床）,2,平成２８年
1029,79,療養病床を有する施設数,2,施設数（平成27年(2015)）,5,病院（１００～２９９床）,2,平成２８年
72,79,療養病床を有する施設数,2,施設数（平成27年(2015)）,6,病院（３００床以上）,2,平成２８年
1050,79,療養病床を有する施設数,2,施設数（平成27年(2015)）,7,一般診療所（総数）,2,平成２８年
517,79,療養病床を有する施設数,2,施設数（平成27年(2015)）,8,一般診療所（１～９床）,2,平成２８年
533,79,療養病床を有する施設数,2,施設数（平成27年(2015)）,9,一般診療所（１０～１９床）,2,平成２８年
-88,79,療養病床を有する施設数,3,対前年（増減数）,1,療養病床を有する施設数,2,平成２８年
-17,79,療養病床を有する施設数,3,対前年（増減数）,2,病院（総数）,2,平成２８年
-19,79,療養病床を有する施設数,3,対前年（増減数）,3,病院（１～４９床）,2,平成２８年
-4,79,療養病床を有する施設数,3,対前年（増減数）,4,病院（５０～９９床）,2,平成２８年
7,79,療養病床を有する施設数,3,対前年（増減数）,5,病院（１００～２９９床）,2,平成２８年
-1,79,療養病床を有する施設数,3,対前年（増減数）,6,病院（３００床以上）,2,平成２８年
-71,79,療養病床を有する施設数,3,対前年（増減数）,7,一般診療所（総数）,2,平成２８年
-34,79,療養病床を有する施設数,3,対前年（増減数）,8,一般診療所（１～９床）,2,平成２８年
-37,79,療養病床を有する施設数,3,対前年（増減数）,9,一般診療所（１０～１９床）,2,平成２８年
-1.8,79,療養病床を有する施設数,4,対前年（増減率(%)）,1,療養病床を有する施設数,2,平成２８年
-0.4,79,療養病床を有する施設数,4,対前年（増減率(%)）,2,病院（総数）,2,平成２８年
-1.4,79,療養病床を有する施設数,4,対前年（増減率(%)）,3,病院（１～４９床）,2,平成２８年
-0.3,79,療養病床を有する施設数,4,対前年（増減率(%)）,4,病院（５０～９９床）,2,平成２８年
0.7,79,療養病床を有する施設数,4,対前年（増減率(%)）,5,病院（１００～２９９床）,2,平成２８年
