value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,time,time_label
-1.4,79,療養病床を有する施設数,4,対前年（増減率(%)）,6,病院（３００床以上）,2,平成２８年
-6.8,79,療養病床を有する施設数,4,対前年（増減率(%)）,7,一般診療所（総数）,2,平成２８年
-6.6,79,療養病床を有する施設数,4,対前年（増減率(%)）,8,一般診療所（１～９床）,2,平成２８年
-6.9,79,療養病床を有する施設数,4,対前年（増減率(%)）,9,一般診療所（１０～１９床）,2,平成２８年
…,79,療養病床を有する施設数,5,構成割合(%)（平成28年(2016)）,1,療養病床を有する施設数,2,平成２８年
100,79,療養病床を有する施設数,5,構成割合(%)（平成28年(2016)）,2,病院（総数）,2,平成２８年
33.8,79,療養病床を有する施設数,5,構成割合(%)（平成28年(2016)）,3,病院（１～４９床）,2,平成２８年
37.2,79,療養病床を有する施設数,5,構成割合(%)（平成28年(2016)）,4,病院（５０～９９床）,2,平成２８年
27.1,79,療養病床を有する施設数,5,構成割合(%)（平成28年(2016)）,5,病院（１００～２９９床）,2,平成２８年
1.9,79,療養病床を有する施設数,5,構成割合(%)（平成28年(2016)）,6,病院（３００床以上）,2,平成２８年
100,79,療養病床を有する施設数,5,構成割合(%)（平成28年(2016)）,7,一般診療所（総数）,2,平成２８年
49.3,79,療養病床を有する施設数,5,構成割合(%)（平成28年(2016)）,8,一般診療所（１～９床）,2,平成２８年
50.7,79,療養病床を有する施設数,5,構成割合(%)（平成28年(2016)）,9,一般診療所（１０～１９床）,2,平成２８年
…,79,療養病床を有する施設数,6,構成割合(%)（平成27年(2015)）,1,療養病床を有する施設数,2,平成２８年
100,79,療養病床を有する施設数,6,構成割合(%)（平成27年(2015)）,2,病院（総数）,2,平成２８年
34.2,79,療養病床を有する施設数,6,構成割合(%)（平成27年(2015)）,3,病院（１～４９床）,2,平成２８年
37.2,79,療養病床を有する施設数,6,構成割合(%)（平成27年(2015)）,4,病院（５０～９９床）,2,平成２８年
26.8,79,療養病床を有する施設数,6,構成割合(%)（平成27年(2015)）,5,病院（１００～２９９床）,2,平成２８年
1.9,79,療養病床を有する施設数,6,構成割合(%)（平成27年(2015)）,6,病院（３００床以上）,2,平成２８年
100,79,療養病床を有する施設数,6,構成割合(%)（平成27年(2015)）,7,一般診療所（総数）,2,平成２８年
49.2,79,療養病床を有する施設数,6,構成割合(%)（平成27年(2015)）,8,一般診療所（１～９床）,2,平成２８年
50.8,79,療養病床を有する施設数,6,構成割合(%)（平成27年(2015)）,9,一般診療所（１０～１９床）,2,平成２８年
