value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,time,time_label,unit
1392.4,16,推計患者数,1,入院,1,総数,1,総数,1,平成２０年,千人
24.6,16,推計患者数,1,入院,1,総数,2,１　感染症及び寄生虫症,1,平成２０年,千人
4.5,16,推計患者数,1,入院,1,総数,3,１　感染症及び寄生虫症(腸管感染症（再掲）),1,平成２０年,千人
4.6,16,推計患者数,1,入院,1,総数,4,１　感染症及び寄生虫症(結核（再掲）),1,平成２０年,千人
1.6,16,推計患者数,1,入院,1,総数,5,１　感染症及び寄生虫症(皮膚及び粘膜の病変を伴うウイルス疾患（再掲）),1,平成２０年,千人
0.7,16,推計患者数,1,入院,1,総数,6,１　感染症及び寄生虫症(真菌症（再掲）),1,平成２０年,千人
159.2,16,推計患者数,1,入院,1,総数,7,２　新生物,1,平成２０年,千人
141.4,16,推計患者数,1,入院,1,総数,8,２　新生物(（悪性新生物）（再掲）),1,平成２０年,千人
17.1,16,推計患者数,1,入院,1,総数,9,２　新生物(胃の悪性新生物（再掲）),1,平成２０年,千人
19.6,16,推計患者数,1,入院,1,総数,10,２　新生物(結腸及び直腸の悪性新生物（再掲）),1,平成２０年,千人
20.3,16,推計患者数,1,入院,1,総数,11,２　新生物(気管，気管支及び肺の悪性新生物（再掲）),1,平成２０年,千人
5.9,16,推計患者数,1,入院,1,総数,12,３　血液及び造血器の疾患並びに免疫機構の障害,1,平成２０年,千人
36.9,16,推計患者数,1,入院,1,総数,13,４　内分泌，栄養及び代謝疾患,1,平成２０年,千人
1.1,16,推計患者数,1,入院,1,総数,14,４　内分泌，栄養及び代謝疾患(甲状腺障害（再掲）),1,平成２０年,千人
26.2,16,推計患者数,1,入院,1,総数,15,４　内分泌，栄養及び代謝疾患(糖尿病（再掲）),1,平成２０年,千人
301.4,16,推計患者数,1,入院,1,総数,16,５　精神及び行動の障害,1,平成２０年,千人
187.4,16,推計患者数,1,入院,1,総数,17,５　精神及び行動の障害(統合失調症，統合失調症型障害及び妄想性障害（再掲）),1,平成２０年,千人
28.7,16,推計患者数,1,入院,1,総数,18,５　精神及び行動の障害(気分［感情］障害（躁うつ病を含む）（再掲）),1,平成２０年,千人
4.9,16,推計患者数,1,入院,1,総数,19,５　精神及び行動の障害(神経症性障害，ストレス関連障害及び身体表現性障害（再掲）),1,平成２０年,千人
105.4,16,推計患者数,1,入院,1,総数,20,６　神経系の疾患,1,平成２０年,千人
10.3,16,推計患者数,1,入院,1,総数,21,７　眼及び付属器の疾患,1,平成２０年,千人
6.2,16,推計患者数,1,入院,1,総数,22,７　眼及び付属器の疾患(白内障（再掲）),1,平成２０年,千人
2.7,16,推計患者数,1,入院,1,総数,23,８　耳及び乳様突起の疾患,1,平成２０年,千人
280.3,16,推計患者数,1,入院,1,総数,24,９　循環器系の疾患,1,平成２０年,千人
8.7,16,推計患者数,1,入院,1,総数,25,９　循環器系の疾患(高血圧性疾患（再掲）),1,平成２０年,千人
58.2,16,推計患者数,1,入院,1,総数,26,９　循環器系の疾患(（心疾患（高血圧性のものを除く））（再掲）),1,平成２０年,千人
18.9,16,推計患者数,1,入院,1,総数,27,９　循環器系の疾患(虚血性心疾患（再掲）),1,平成２０年,千人
199.4,16,推計患者数,1,入院,1,総数,28,９　循環器系の疾患(脳血管疾患（再掲）),1,平成２０年,千人
83.8,16,推計患者数,1,入院,1,総数,29,１０　呼吸器系の疾患,1,平成２０年,千人
1.5,16,推計患者数,1,入院,1,総数,30,１０　呼吸器系の疾患(急性上気道感染症（再掲）),1,平成２０年,千人
37,16,推計患者数,1,入院,1,総数,31,１０　呼吸器系の疾患(肺炎（再掲）),1,平成２０年,千人
2.4,16,推計患者数,1,入院,1,総数,32,１０　呼吸器系の疾患(急性気管支炎及び急性細気管支炎（再掲）),1,平成２０年,千人
8.9,16,推計患者数,1,入院,1,総数,33,１０　呼吸器系の疾患(気管支炎及び慢性閉塞性肺疾患（再掲）),1,平成２０年,千人
5.7,16,推計患者数,1,入院,1,総数,34,１０　呼吸器系の疾患(喘息（再掲）),1,平成２０年,千人
68.4,16,推計患者数,1,入院,1,総数,35,１１　消化器系の疾患,1,平成２０年,千人
0.1,16,推計患者数,1,入院,1,総数,36,１１　消化器系の疾患(う蝕（再掲）),1,平成２０年,千人
