value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,time,time_label
-100,79,療養病床を有する施設数,120,対前年（増減数）,1,療養病床を有する施設数,2018000000,平成30年(2018年)
-45,79,療養病床を有する施設数,120,対前年（増減数）,2,病院（総数）,2018000000,平成30年(2018年)
-17,79,療養病床を有する施設数,120,対前年（増減数）,3,病院（１～４９床）,2018000000,平成30年(2018年)
-13,79,療養病床を有する施設数,120,対前年（増減数）,4,病院（５０～９９床）,2018000000,平成30年(2018年)
-10,79,療養病床を有する施設数,120,対前年（増減数）,5,病院（１００～２９９床）,2018000000,平成30年(2018年)
-5,79,療養病床を有する施設数,120,対前年（増減数）,6,病院（３００床以上）,2018000000,平成30年(2018年)
-55,79,療養病床を有する施設数,120,対前年（増減数）,7,一般診療所（総数）,2018000000,平成30年(2018年)
-27,79,療養病床を有する施設数,120,対前年（増減数）,8,一般診療所（１～９床）,2018000000,平成30年(2018年)
-28,79,療養病床を有する施設数,120,対前年（増減数）,9,一般診療所（１０～１９床）,2018000000,平成30年(2018年)
-2.1,79,療養病床を有する施設数,130,対前年（増減率(%)）,1,療養病床を有する施設数,2018000000,平成30年(2018年)
-1.2,79,療養病床を有する施設数,130,対前年（増減率(%)）,2,病院（総数）,2018000000,平成30年(2018年)
-1.3,79,療養病床を有する施設数,130,対前年（増減率(%)）,3,病院（１～４９床）,2018000000,平成30年(2018年)
-0.9,79,療養病床を有する施設数,130,対前年（増減率(%)）,4,病院（５０～９９床）,2018000000,平成30年(2018年)
-1.0,79,療養病床を有する施設数,130,対前年（増減率(%)）,5,病院（１００～２９９床）,2018000000,平成30年(2018年)
-7.2,79,療養病床を有する施設数,130,対前年（増減率(%)）,6,病院（３００床以上）,2018000000,平成30年(2018年)
-6.1,79,療養病床を有する施設数,130,対前年（増減率(%)）,7,一般診療所（総数）,2018000000,平成30年(2018年)
-6.0,79,療養病床を有する施設数,130,対前年（増減率(%)）,8,一般診療所（１～９床）,2018000000,平成30年(2018年)
-6.2,79,療養病床を有する施設数,130,対前年（増減率(%)）,9,一般診療所（１０～１９床）,2018000000,平成30年(2018年)
…,79,療養病床を有する施設数,140,構成割合(%)（平成30年(2018)）,1,療養病床を有する施設数,2018000000,平成30年(2018年)
100.0,79,療養病床を有する施設数,140,構成割合(%)（平成30年(2018)）,2,病院（総数）,2018000000,平成30年(2018年)
33.5,79,療養病床を有する施設数,140,構成割合(%)（平成30年(2018)）,3,病院（１～４９床）,2018000000,平成30年(2018年)
37.3,79,療養病床を有する施設数,140,構成割合(%)（平成30年(2018)）,4,病院（５０～９９床）,2018000000,平成30年(2018年)
27.5,79,療養病床を有する施設数,140,構成割合(%)（平成30年(2018)）,5,病院（１００～２９９床）,2018000000,平成30年(2018年)
1.7,79,療養病床を有する施設数,140,構成割合(%)（平成30年(2018)）,6,病院（３００床以上）,2018000000,平成30年(2018年)
100.0,79,療養病床を有する施設数,140,構成割合(%)（平成30年(2018)）,7,一般診療所（総数）,2018000000,平成30年(2018年)
50.3,79,療養病床を有する施設数,140,構成割合(%)（平成30年(2018)）,8,一般診療所（１～９床）,2018000000,平成30年(2018年)
49.7,79,療養病床を有する施設数,140,構成割合(%)（平成30年(2018)）,9,一般診療所（１０～１９床）,2018000000,平成30年(2018年)
…,79,療養病床を有する施設数,150,構成割合(%)（平成29年(2017)）,1,療養病床を有する施設数,2018000000,平成30年(2018年)
100.0,79,療養病床を有する施設数,150,構成割合(%)（平成29年(2017)）,2,病院（総数）,2018000000,平成30年(2018年)
33.5,79,療養病床を有する施設数,150,構成割合(%)（平成29年(2017)）,3,病院（１～４９床）,2018000000,平成30年(2018年)
37.2,79,療養病床を有する施設数,150,構成割合(%)（平成29年(2017)）,4,病院（５０～９９床）,2018000000,平成30年(2018年)
27.5,79,療養病床を有する施設数,150,構成割合(%)（平成29年(2017)）,5,病院（１００～２９９床）,2018000000,平成30年(2018年)
1.8,79,療養病床を有する施設数,150,構成割合(%)（平成29年(2017)）,6,病院（３００床以上）,2018000000,平成30年(2018年)
100.0,79,療養病床を有する施設数,150,構成割合(%)（平成29年(2017)）,7,一般診療所（総数）,2018000000,平成30年(2018年)
50.2,79,療養病床を有する施設数,150,構成割合(%)（平成29年(2017)）,8,一般診療所（１～９床）,2018000000,平成30年(2018年)
49.8,79,療養病床を有する施設数,150,構成割合(%)（平成29年(2017)）,9,一般診療所（１０～１９床）,2018000000,平成30年(2018年)
