value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,time,time_label
4583,79,療養病床を有する施設数,100,施設数（平成30年(2018)）,1,療養病床を有する施設数,2018000000,平成30年(2018年)
3736,79,療養病床を有する施設数,100,施設数（平成30年(2018)）,2,病院（総数）,2018000000,平成30年(2018年)
1251,79,療養病床を有する施設数,100,施設数（平成30年(2018)）,3,病院（１～４９床）,2018000000,平成30年(2018年)
1392,79,療養病床を有する施設数,100,施設数（平成30年(2018)）,4,病院（５０～９９床）,2018000000,平成30年(2018年)
1029,79,療養病床を有する施設数,100,施設数（平成30年(2018)）,5,病院（１００～２９９床）,2018000000,平成30年(2018年)
64,79,療養病床を有する施設数,100,施設数（平成30年(2018)）,6,病院（３００床以上）,2018000000,平成30年(2018年)
847,79,療養病床を有する施設数,100,施設数（平成30年(2018)）,7,一般診療所（総数）,2018000000,平成30年(2018年)
426,79,療養病床を有する施設数,100,施設数（平成30年(2018)）,8,一般診療所（１～９床）,2018000000,平成30年(2018年)
421,79,療養病床を有する施設数,100,施設数（平成30年(2018)）,9,一般診療所（１０～１９床）,2018000000,平成30年(2018年)
4683,79,療養病床を有する施設数,110,施設数（平成29年(2017)）,1,療養病床を有する施設数,2018000000,平成30年(2018年)
3781,79,療養病床を有する施設数,110,施設数（平成29年(2017)）,2,病院（総数）,2018000000,平成30年(2018年)
1268,79,療養病床を有する施設数,110,施設数（平成29年(2017)）,3,病院（１～４９床）,2018000000,平成30年(2018年)
1405,79,療養病床を有する施設数,110,施設数（平成29年(2017)）,4,病院（５０～９９床）,2018000000,平成30年(2018年)
1039,79,療養病床を有する施設数,110,施設数（平成29年(2017)）,5,病院（１００～２９９床）,2018000000,平成30年(2018年)
69,79,療養病床を有する施設数,110,施設数（平成29年(2017)）,6,病院（３００床以上）,2018000000,平成30年(2018年)
902,79,療養病床を有する施設数,110,施設数（平成29年(2017)）,7,一般診療所（総数）,2018000000,平成30年(2018年)
453,79,療養病床を有する施設数,110,施設数（平成29年(2017)）,8,一般診療所（１～９床）,2018000000,平成30年(2018年)
449,79,療養病床を有する施設数,110,施設数（平成29年(2017)）,9,一般診療所（１０～１９床）,2018000000,平成30年(2018年)
