value,tab,tab_label,cat01,cat01_label,area,area_label,time,time_label,unit
417038006,100,在院患者延数,100,全病床,00000,全国,2021000000,令和３年（2021年）,人
98798871,100,在院患者延数,110,精神病床,00000,全国,2021000000,令和３年（2021年）,人
2379831,100,在院患者延数,120,感染症病床,00000,全国,2021000000,令和３年（2021年）,人
420907,100,在院患者延数,130,結核病床,00000,全国,2021000000,令和３年（2021年）,人
89401473,100,在院患者延数,140,療養病床,00000,全国,2021000000,令和３年（2021年）,人
226036924,100,在院患者延数,150,一般病床,00000,全国,2021000000,令和３年（2021年）,人
4058861,100,在院患者延数,180,介護療養病床（再掲）,00000,全国,2021000000,令和３年（2021年）,人
1142570,190,１日平均在院患者数,100,全病床,00000,全国,2021000000,令和３年（2021年）,人
270682,190,１日平均在院患者数,110,精神病床,00000,全国,2021000000,令和３年（2021年）,人
6520,190,１日平均在院患者数,120,感染症病床,00000,全国,2021000000,令和３年（2021年）,人
1153,190,１日平均在院患者数,130,結核病床,00000,全国,2021000000,令和３年（2021年）,人
244936,190,１日平均在院患者数,140,療養病床,00000,全国,2021000000,令和３年（2021年）,人
619279,190,１日平均在院患者数,150,一般病床,00000,全国,2021000000,令和３年（2021年）,人
11120,190,１日平均在院患者数,180,介護療養病床（再掲）,00000,全国,2021000000,令和３年（2021年）,人
15154806,120,新入院患者数,100,全病床,00000,全国,2021000000,令和３年（2021年）,人
356231,120,新入院患者数,110,精神病床,00000,全国,2021000000,令和３年（2021年）,人
251146,120,新入院患者数,120,感染症病床,00000,全国,2021000000,令和３年（2021年）,人
8569,120,新入院患者数,130,結核病床,00000,全国,2021000000,令和３年（2021年）,人
429636,120,新入院患者数,140,療養病床,00000,全国,2021000000,令和３年（2021年）,人
14109224,120,新入院患者数,150,一般病床,00000,全国,2021000000,令和３年（2021年）,人
6372,120,新入院患者数,180,介護療養病床（再掲）,00000,全国,2021000000,令和３年（2021年）,人
41520,210,１日平均新入院患者数,100,全病床,00000,全国,2021000000,令和３年（2021年）,人
976,210,１日平均新入院患者数,110,精神病床,00000,全国,2021000000,令和３年（2021年）,人
688,210,１日平均新入院患者数,120,感染症病床,00000,全国,2021000000,令和３年（2021年）,人
