value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,time,time_label
4683,79,療養病床を有する施設数,100,施設数（平成29年(2017)）,1,療養病床を有する施設数,2017000000,平成29年(2017年)
3781,79,療養病床を有する施設数,100,施設数（平成29年(2017)）,2,病院（総数）,2017000000,平成29年(2017年)
1268,79,療養病床を有する施設数,100,施設数（平成29年(2017)）,3,病院（１～４９床）,2017000000,平成29年(2017年)
1405,79,療養病床を有する施設数,100,施設数（平成29年(2017)）,4,病院（５０～９９床）,2017000000,平成29年(2017年)
1039,79,療養病床を有する施設数,100,施設数（平成29年(2017)）,5,病院（１００～２９９床）,2017000000,平成29年(2017年)
69,79,療養病床を有する施設数,100,施設数（平成29年(2017)）,6,病院（３００床以上）,2017000000,平成29年(2017年)
902,79,療養病床を有する施設数,100,施設数（平成29年(2017)）,7,一般診療所（総数）,2017000000,平成29年(2017年)
453,79,療養病床を有する施設数,100,施設数（平成29年(2017)）,8,一般診療所（１～９床）,2017000000,平成29年(2017年)
449,79,療養病床を有する施設数,100,施設数（平成29年(2017)）,9,一般診療所（１０～１９床）,2017000000,平成29年(2017年)
4806,79,療養病床を有する施設数,110,施設数（平成28年(2016)）,1,療養病床を有する施設数,2017000000,平成29年(2017年)
3827,79,療養病床を有する施設数,110,施設数（平成28年(2016)）,2,病院（総数）,2017000000,平成29年(2017年)
1295,79,療養病床を有する施設数,110,施設数（平成28年(2016)）,3,病院（１～４９床）,2017000000,平成29年(2017年)
1425,79,療養病床を有する施設数,110,施設数（平成28年(2016)）,4,病院（５０～９９床）,2017000000,平成29年(2017年)
1036,79,療養病床を有する施設数,110,施設数（平成28年(2016)）,5,病院（１００～２９９床）,2017000000,平成29年(2017年)
71,79,療養病床を有する施設数,110,施設数（平成28年(2016)）,6,病院（３００床以上）,2017000000,平成29年(2017年)
979,79,療養病床を有する施設数,110,施設数（平成28年(2016)）,7,一般診療所（総数）,2017000000,平成29年(2017年)
483,79,療養病床を有する施設数,110,施設数（平成28年(2016)）,8,一般診療所（１～９床）,2017000000,平成29年(2017年)
496,79,療養病床を有する施設数,110,施設数（平成28年(2016)）,9,一般診療所（１０～１９床）,2017000000,平成29年(2017年)
-123,79,療養病床を有する施設数,120,対前年（増減数）,1,療養病床を有する施設数,2017000000,平成29年(2017年)
-46,79,療養病床を有する施設数,120,対前年（増減数）,2,病院（総数）,2017000000,平成29年(2017年)
-27,79,療養病床を有する施設数,120,対前年（増減数）,3,病院（１～４９床）,2017000000,平成29年(2017年)
-20,79,療養病床を有する施設数,120,対前年（増減数）,4,病院（５０～９９床）,2017000000,平成29年(2017年)
3,79,療養病床を有する施設数,120,対前年（増減数）,5,病院（１００～２９９床）,2017000000,平成29年(2017年)
-2,79,療養病床を有する施設数,120,対前年（増減数）,6,病院（３００床以上）,2017000000,平成29年(2017年)
-77,79,療養病床を有する施設数,120,対前年（増減数）,7,一般診療所（総数）,2017000000,平成29年(2017年)
-30,79,療養病床を有する施設数,120,対前年（増減数）,8,一般診療所（１～９床）,2017000000,平成29年(2017年)
-47,79,療養病床を有する施設数,120,対前年（増減数）,9,一般診療所（１０～１９床）,2017000000,平成29年(2017年)
