value,tab,tab_label,cat01,cat01_label,area,area_label,time,time_label,unit
493204599,240,外来患者延数,100,総数,00000,全国,1984000000,昭和59年（1984年）,人
541335579,240,外来患者延数,100,総数,00000,全国,1987000000,昭和62年（1987年）,人
599383949,240,外来患者延数,100,総数,00000,全国,1990000000,平成２年（1990年）,人
633219373,240,外来患者延数,100,総数,00000,全国,1993000000,平成５年（1993年）,人
653270549,240,外来患者延数,100,総数,00000,全国,1996000000,平成８年（1996年）,人
653382423,240,外来患者延数,100,総数,00000,全国,1999000000,平成11年（1999年）,人
633917992,240,外来患者延数,100,総数,00000,全国,2002000000,平成14年（2002年）,人
576568450,240,外来患者延数,100,総数,00000,全国,2005000000,平成17年（2005年）,人
523861651,240,外来患者延数,100,総数,00000,全国,2008000000,平成20年（2008年）,人
511609176,240,外来患者延数,100,総数,00000,全国,2011000000,平成23年（2011年）,人
500821580,240,外来患者延数,100,総数,00000,全国,2014000000,平成26年（2014年）,人
491518786,240,外来患者延数,100,総数,00000,全国,2017000000,平成29年（2017年）,人
436713058,240,外来患者延数,100,総数,00000,全国,2020000000,令和２年（2020年）,人
453695018,240,外来患者延数,100,総数,00000,全国,2021000000,令和３年（2021年）,人
8672249,240,外来患者延数,130,精神科病院,00000,全国,1984000000,昭和59年（1984年）,人
9522066,240,外来患者延数,130,精神科病院,00000,全国,1987000000,昭和62年（1987年）,人
10742995,240,外来患者延数,130,精神科病院,00000,全国,1990000000,平成２年（1990年）,人
11954382,240,外来患者延数,130,精神科病院,00000,全国,1993000000,平成５年（1993年）,人
13447151,240,外来患者延数,130,精神科病院,00000,全国,1996000000,平成８年（1996年）,人
14898323,240,外来患者延数,130,精神科病院,00000,全国,1999000000,平成11年（1999年）,人
16730053,240,外来患者延数,130,精神科病院,00000,全国,2002000000,平成14年（2002年）,人
18425961,240,外来患者延数,130,精神科病院,00000,全国,2005000000,平成17年（2005年）,人
19751155,240,外来患者延数,130,精神科病院,00000,全国,2008000000,平成20年（2008年）,人
20836072,240,外来患者延数,130,精神科病院,00000,全国,2011000000,平成23年（2011年）,人
20822310,240,外来患者延数,130,精神科病院,00000,全国,2014000000,平成26年（2014年）,人
21390082,240,外来患者延数,130,精神科病院,00000,全国,2017000000,平成29年（2017年）,人
20385208,240,外来患者延数,130,精神科病院,00000,全国,2020000000,令和２年（2020年）,人
20816019,240,外来患者延数,130,精神科病院,00000,全国,2021000000,令和３年（2021年）,人
210583,240,外来患者延数,140,結核療養所,00000,全国,1984000000,昭和59年（1984年）,人
142488,240,外来患者延数,140,結核療養所,00000,全国,1987000000,昭和62年（1987年）,人
101648,240,外来患者延数,140,結核療養所,00000,全国,1990000000,平成２年（1990年）,人
82554,240,外来患者延数,140,結核療養所,00000,全国,1993000000,平成５年（1993年）,人
30241,240,外来患者延数,140,結核療養所,00000,全国,1996000000,平成８年（1996年）,人
12799,240,外来患者延数,140,結核療養所,00000,全国,1999000000,平成11年（1999年）,人
2057,240,外来患者延数,140,結核療養所,00000,全国,2002000000,平成14年（2002年）,人
1372,240,外来患者延数,140,結核療養所,00000,全国,2005000000,平成17年（2005年）,人
1884,240,外来患者延数,140,結核療養所,00000,全国,2008000000,平成20年（2008年）,人
1935,240,外来患者延数,140,結核療養所,00000,全国,2011000000,平成23年（2011年）,人
･,240,外来患者延数,140,結核療養所,00000,全国,2014000000,平成26年（2014年）,人
･,240,外来患者延数,140,結核療養所,00000,全国,2017000000,平成29年（2017年）,人
･,240,外来患者延数,140,結核療養所,00000,全国,2020000000,令和２年（2020年）,人
･,240,外来患者延数,140,結核療養所,00000,全国,2021000000,令和３年（2021年）,人
484321767,240,外来患者延数,150,一般病院,00000,全国,1984000000,昭和59年（1984年）,人
531671025,240,外来患者延数,150,一般病院,00000,全国,1987000000,昭和62年（1987年）,人
588539306,240,外来患者延数,150,一般病院,00000,全国,1990000000,平成２年（1990年）,人
621182437,240,外来患者延数,150,一般病院,00000,全国,1993000000,平成５年（1993年）,人
639793157,240,外来患者延数,150,一般病院,00000,全国,1996000000,平成８年（1996年）,人
638471301,240,外来患者延数,150,一般病院,00000,全国,1999000000,平成11年（1999年）,人
617185882,240,外来患者延数,150,一般病院,00000,全国,2002000000,平成14年（2002年）,人
558141117,240,外来患者延数,150,一般病院,00000,全国,2005000000,平成17年（2005年）,人
504108612,240,外来患者延数,150,一般病院,00000,全国,2008000000,平成20年（2008年）,人
490771169,240,外来患者延数,150,一般病院,00000,全国,2011000000,平成23年（2011年）,人
479999270,240,外来患者延数,150,一般病院,00000,全国,2014000000,平成26年（2014年）,人
470128704,240,外来患者延数,150,一般病院,00000,全国,2017000000,平成29年（2017年）,人
416327850,240,外来患者延数,150,一般病院,00000,全国,2020000000,令和２年（2020年）,人
432878999,240,外来患者延数,150,一般病院,00000,全国,2021000000,令和３年（2021年）,人
