value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,cat05,cat05_label,area,area_label,time,time_label,unit
15324,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,10000,群馬県,1980000000,1980年,人
25463,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,11000,埼玉県,1980000000,1980年,人
25964,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,12000,千葉県,1980000000,1980年,人
72010,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,13000,東京都,1980000000,1980年,人
33801,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,14000,神奈川県,1980000000,1980年,人
21058,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,15000,新潟県,1980000000,1980年,人
9424,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,16000,富山県,1980000000,1980年,人
9037,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,17000,石川県,1980000000,1980年,人
7646,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,18000,福井県,1980000000,1980年,人
7624,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,19000,山梨県,1980000000,1980年,人
21261,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,20000,長野県,1980000000,1980年,人
16413,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,21000,岐阜県,1980000000,1980年,人
25068,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,22000,静岡県,1980000000,1980年,人
36730,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,23000,愛知県,1980000000,1980年,人
15806,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,24000,三重県,1980000000,1980年,人
8600,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,25000,滋賀県,1980000000,1980年,人
20972,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,26000,京都府,1980000000,1980年,人
46812,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,27000,大阪府,1980000000,1980年,人
37744,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,28000,兵庫県,1980000000,1980年,人
8918,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,29000,奈良県,1980000000,1980年,人
10576,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,30000,和歌山県,1980000000,1980年,人
5974,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,31000,鳥取県,1980000000,1980年,人
9319,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,32000,島根県,1980000000,1980年,人
18945,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,33000,岡山県,1980000000,1980年,人
22058,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,34000,広島県,1980000000,1980年,人
14855,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,35000,山口県,1980000000,1980年,人
8432,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,36000,徳島県,1980000000,1980年,人
9894,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,37000,香川県,1980000000,1980年,人
14563,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,38000,愛媛県,1980000000,1980年,人
9348,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,39000,高知県,1980000000,1980年,人
33027,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,40000,福岡県,1980000000,1980年,人
8321,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,41000,佐賀県,1980000000,1980年,人
13374,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,42000,長崎県,1980000000,1980年,人
16850,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,43000,熊本県,1980000000,1980年,人
11965,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,44000,大分県,1980000000,1980年,人
9946,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,45000,宮崎県,1980000000,1980年,人
17759,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,46000,鹿児島県,1980000000,1980年,人
5760,00700,全域,000,総人口,001,男,215,75～79歳,000,総数（不詳を含む）,47000,沖縄県,1980000000,1980年,人
6023,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,00000,全国,1980000000,1980年,人
4253,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,00001,全国市部,1980000000,1980年,人
1770,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,00002,全国郡部,1980000000,1980年,人
244,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,01000,北海道,1980000000,1980年,人
49,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,02000,青森県,1980000000,1980年,人
50,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,03000,岩手県,1980000000,1980年,人
83,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,04000,宮城県,1980000000,1980年,人
62,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,05000,秋田県,1980000000,1980年,人
64,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,06000,山形県,1980000000,1980年,人
89,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,07000,福島県,1980000000,1980年,人
98,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,08000,茨城県,1980000000,1980年,人
84,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,09000,栃木県,1980000000,1980年,人
93,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,10000,群馬県,1980000000,1980年,人
166,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,11000,埼玉県,1980000000,1980年,人
187,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,12000,千葉県,1980000000,1980年,人
820,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,13000,東京都,1980000000,1980年,人
264,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,14000,神奈川県,1980000000,1980年,人
148,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,15000,新潟県,1980000000,1980年,人
40,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,16000,富山県,1980000000,1980年,人
48,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,17000,石川県,1980000000,1980年,人
30,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,18000,福井県,1980000000,1980年,人
36,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,19000,山梨県,1980000000,1980年,人
93,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,20000,長野県,1980000000,1980年,人
95,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,21000,岐阜県,1980000000,1980年,人
160,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,22000,静岡県,1980000000,1980年,人
237,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,23000,愛知県,1980000000,1980年,人
103,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,24000,三重県,1980000000,1980年,人
60,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,25000,滋賀県,1980000000,1980年,人
172,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,26000,京都府,1980000000,1980年,人
339,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,27000,大阪府,1980000000,1980年,人
222,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,28000,兵庫県,1980000000,1980年,人
63,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,29000,奈良県,1980000000,1980年,人
89,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,30000,和歌山県,1980000000,1980年,人
45,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,31000,鳥取県,1980000000,1980年,人
61,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,32000,島根県,1980000000,1980年,人
138,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,33000,岡山県,1980000000,1980年,人
163,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,34000,広島県,1980000000,1980年,人
111,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,35000,山口県,1980000000,1980年,人
62,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,36000,徳島県,1980000000,1980年,人
75,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,37000,香川県,1980000000,1980年,人
96,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,38000,愛媛県,1980000000,1980年,人
99,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,39000,高知県,1980000000,1980年,人
227,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,40000,福岡県,1980000000,1980年,人
42,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,41000,佐賀県,1980000000,1980年,人
118,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,42000,長崎県,1980000000,1980年,人
123,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,43000,熊本県,1980000000,1980年,人
79,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,44000,大分県,1980000000,1980年,人
75,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,45000,宮崎県,1980000000,1980年,人
164,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,46000,鹿児島県,1980000000,1980年,人
57,00700,全域,000,総人口,001,男,215,75～79歳,001,未婚,47000,沖縄県,1980000000,1980年,人
631140,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,00000,全国,1980000000,1980年,人
427353,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,00001,全国市部,1980000000,1980年,人
203787,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,00002,全国郡部,1980000000,1980年,人
27257,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,01000,北海道,1980000000,1980年,人
7479,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,02000,青森県,1980000000,1980年,人
8266,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,03000,岩手県,1980000000,1980年,人
10418,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,04000,宮城県,1980000000,1980年,人
7299,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,05000,秋田県,1980000000,1980年,人
8395,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,06000,山形県,1980000000,1980年,人
12347,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,07000,福島県,1980000000,1980年,人
13138,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,08000,茨城県,1980000000,1980年,人
9457,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,09000,栃木県,1980000000,1980年,人
10852,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,10000,群馬県,1980000000,1980年,人
18136,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,11000,埼玉県,1980000000,1980年,人
19025,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,12000,千葉県,1980000000,1980年,人
55266,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,13000,東京都,1980000000,1980年,人
25592,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,14000,神奈川県,1980000000,1980年,人
15101,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,15000,新潟県,1980000000,1980年,人
7059,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,16000,富山県,1980000000,1980年,人
6804,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,17000,石川県,1980000000,1980年,人
5625,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,18000,福井県,1980000000,1980年,人
5572,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,19000,山梨県,1980000000,1980年,人
15520,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,20000,長野県,1980000000,1980年,人
12127,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,21000,岐阜県,1980000000,1980年,人
18930,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,22000,静岡県,1980000000,1980年,人
27186,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,23000,愛知県,1980000000,1980年,人
11871,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,24000,三重県,1980000000,1980年,人
6283,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,25000,滋賀県,1980000000,1980年,人
15845,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,26000,京都府,1980000000,1980年,人
34482,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,27000,大阪府,1980000000,1980年,人
28344,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,28000,兵庫県,1980000000,1980年,人
6472,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,29000,奈良県,1980000000,1980年,人
7998,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,30000,和歌山県,1980000000,1980年,人
4384,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,31000,鳥取県,1980000000,1980年,人
6792,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,32000,島根県,1980000000,1980年,人
14148,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,33000,岡山県,1980000000,1980年,人
16700,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,34000,広島県,1980000000,1980年,人
11285,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,35000,山口県,1980000000,1980年,人
5834,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,36000,徳島県,1980000000,1980年,人
7282,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,37000,香川県,1980000000,1980年,人
11008,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,38000,愛媛県,1980000000,1980年,人
6865,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,39000,高知県,1980000000,1980年,人
25182,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,40000,福岡県,1980000000,1980年,人
6380,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,41000,佐賀県,1980000000,1980年,人
10049,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,42000,長崎県,1980000000,1980年,人
12876,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,43000,熊本県,1980000000,1980年,人
8982,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,44000,大分県,1980000000,1980年,人
7585,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,45000,宮崎県,1980000000,1980年,人
13368,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,46000,鹿児島県,1980000000,1980年,人
4274,00700,全域,000,総人口,001,男,215,75～79歳,002,有配偶,47000,沖縄県,1980000000,1980年,人
198857,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,00000,全国,1980000000,1980年,人
130711,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,00001,全国市部,1980000000,1980年,人
68146,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,00002,全国郡部,1980000000,1980年,人
8799,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,01000,北海道,1980000000,1980年,人
2346,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,02000,青森県,1980000000,1980年,人
2972,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,03000,岩手県,1980000000,1980年,人
3214,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,04000,宮城県,1980000000,1980年,人
2561,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,05000,秋田県,1980000000,1980年,人
2924,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,06000,山形県,1980000000,1980年,人
4287,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,07000,福島県,1980000000,1980年,人
4841,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,08000,茨城県,1980000000,1980年,人
3478,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,09000,栃木県,1980000000,1980年,人
4183,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,10000,群馬県,1980000000,1980年,人
6826,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,11000,埼玉県,1980000000,1980年,人
6381,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,12000,千葉県,1980000000,1980年,人
14439,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,13000,東京都,1980000000,1980年,人
7320,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,14000,神奈川県,1980000000,1980年,人
5626,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,15000,新潟県,1980000000,1980年,人
2252,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,16000,富山県,1980000000,1980年,人
2083,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,17000,石川県,1980000000,1980年,人
1886,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,18000,福井県,1980000000,1980年,人
1925,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,19000,山梨県,1980000000,1980年,人
5484,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,20000,長野県,1980000000,1980年,人
4038,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,21000,岐阜県,1980000000,1980年,人
5671,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,22000,静岡県,1980000000,1980年,人
8798,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,23000,愛知県,1980000000,1980年,人
3631,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,24000,三重県,1980000000,1980年,人
2164,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,25000,滋賀県,1980000000,1980年,人
4595,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,26000,京都府,1980000000,1980年,人
10965,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,27000,大阪府,1980000000,1980年,人
8493,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,28000,兵庫県,1980000000,1980年,人
2244,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,29000,奈良県,1980000000,1980年,人
2322,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,30000,和歌山県,1980000000,1980年,人
1469,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,31000,鳥取県,1980000000,1980年,人
2332,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,32000,島根県,1980000000,1980年,人
4363,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,33000,岡山県,1980000000,1980年,人
4818,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,34000,広島県,1980000000,1980年,人
3211,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,35000,山口県,1980000000,1980年,人
2410,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,36000,徳島県,1980000000,1980年,人
2402,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,37000,香川県,1980000000,1980年,人
3238,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,38000,愛媛県,1980000000,1980年,人
2153,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,39000,高知県,1980000000,1980年,人
7033,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,40000,福岡県,1980000000,1980年,人
1820,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,41000,佐賀県,1980000000,1980年,人
2994,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,42000,長崎県,1980000000,1980年,人
3672,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,43000,熊本県,1980000000,1980年,人
2777,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,44000,大分県,1980000000,1980年,人
2152,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,45000,宮崎県,1980000000,1980年,人
3977,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,46000,鹿児島県,1980000000,1980年,人
1288,00700,全域,000,総人口,001,男,215,75～79歳,003,死別,47000,沖縄県,1980000000,1980年,人
9887,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,00000,全国,1980000000,1980年,人
7364,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,00001,全国市部,1980000000,1980年,人
2523,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,00002,全国郡部,1980000000,1980年,人
559,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,01000,北海道,1980000000,1980年,人
98,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,02000,青森県,1980000000,1980年,人
99,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,03000,岩手県,1980000000,1980年,人
119,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,04000,宮城県,1980000000,1980年,人
81,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,05000,秋田県,1980000000,1980年,人
103,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,06000,山形県,1980000000,1980年,人
163,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,07000,福島県,1980000000,1980年,人
157,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,08000,茨城県,1980000000,1980年,人
116,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,09000,栃木県,1980000000,1980年,人
148,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,10000,群馬県,1980000000,1980年,人
225,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,11000,埼玉県,1980000000,1980年,人
268,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,12000,千葉県,1980000000,1980年,人
1131,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,13000,東京都,1980000000,1980年,人
453,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,14000,神奈川県,1980000000,1980年,人
153,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,15000,新潟県,1980000000,1980年,人
60,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,16000,富山県,1980000000,1980年,人
73,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,17000,石川県,1980000000,1980年,人
81,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,18000,福井県,1980000000,1980年,人
60,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,19000,山梨県,1980000000,1980年,人
113,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,20000,長野県,1980000000,1980年,人
136,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,21000,岐阜県,1980000000,1980年,人
249,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,22000,静岡県,1980000000,1980年,人
406,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,23000,愛知県,1980000000,1980年,人
138,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,24000,三重県,1980000000,1980年,人
73,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,25000,滋賀県,1980000000,1980年,人
275,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,26000,京都府,1980000000,1980年,人
792,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,27000,大阪府,1980000000,1980年,人
495,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,28000,兵庫県,1980000000,1980年,人
70,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,29000,奈良県,1980000000,1980年,人
120,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,30000,和歌山県,1980000000,1980年,人
62,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,31000,鳥取県,1980000000,1980年,人
119,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,32000,島根県,1980000000,1980年,人
259,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,33000,岡山県,1980000000,1980年,人
322,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,34000,広島県,1980000000,1980年,人
202,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,35000,山口県,1980000000,1980年,人
81,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,36000,徳島県,1980000000,1980年,人
111,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,37000,香川県,1980000000,1980年,人
179,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,38000,愛媛県,1980000000,1980年,人
177,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,39000,高知県,1980000000,1980年,人
445,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,40000,福岡県,1980000000,1980年,人
71,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,41000,佐賀県,1980000000,1980年,人
180,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,42000,長崎県,1980000000,1980年,人
148,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,43000,熊本県,1980000000,1980年,人
107,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,44000,大分県,1980000000,1980年,人
102,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,45000,宮崎県,1980000000,1980年,人
185,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,46000,鹿児島県,1980000000,1980年,人
123,00700,全域,000,総人口,001,男,215,75～79歳,004,離別,47000,沖縄県,1980000000,1980年,人
417715,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,00000,全国,1980000000,1980年,人
274458,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,00001,全国市部,1980000000,1980年,人
143257,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,00002,全国郡部,1980000000,1980年,人
17393,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,01000,北海道,1980000000,1980年,人
4452,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,02000,青森県,1980000000,1980年,人
5251,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,03000,岩手県,1980000000,1980年,人
6534,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,04000,宮城県,1980000000,1980年,人
4570,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,05000,秋田県,1980000000,1980年,人
5105,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,06000,山形県,1980000000,1980年,人
7828,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,07000,福島県,1980000000,1980年,人
8793,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,08000,茨城県,1980000000,1980年,人
6109,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,09000,栃木県,1980000000,1980年,人
7158,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,10000,群馬県,1980000000,1980年,人
11418,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,11000,埼玉県,1980000000,1980年,人
12488,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,12000,千葉県,1980000000,1980年,人
34564,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,13000,東京都,1980000000,1980年,人
15686,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,14000,神奈川県,1980000000,1980年,人
9276,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,15000,新潟県,1980000000,1980年,人
4190,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,16000,富山県,1980000000,1980年,人
4080,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,17000,石川県,1980000000,1980年,人
3756,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,18000,福井県,1980000000,1980年,人
3672,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,19000,山梨県,1980000000,1980年,人
10374,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,20000,長野県,1980000000,1980年,人
8060,00700,全域,000,総人口,001,男,216,80～84歳,000,総数（不詳を含む）,21000,岐阜県,1980000000,1980年,人
