value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,time,time_label,unit
27261106,334,就業者数,100,総数,100,総数,1920000000,1920年,人
29619640,334,就業者数,100,総数,100,総数,1930000000,1930年,人
32482516,334,就業者数,100,総数,100,総数,1940000000,1940年,人
36024872,334,就業者数,100,総数,100,総数,1950000000,1950年,人
39590451,334,就業者数,100,総数,100,総数,1955000000,1955年,人
44041628,334,就業者数,100,総数,100,総数,1960000000,1960年,人
47960178,334,就業者数,100,総数,100,総数,1965000000,1965年,人
52592704,334,就業者数,100,総数,100,総数,1970000000,1970年,人
53140818,334,就業者数,100,総数,100,総数,1975000000,1975年,人
55811309,334,就業者数,100,総数,100,総数,1980000000,1980年,人
58357232,334,就業者数,100,総数,100,総数,1985000000,1985年,人
61681642,334,就業者数,100,総数,100,総数,1990000000,1990年,人
64141544,334,就業者数,100,総数,100,総数,1995000000,1995年,人
62977960,334,就業者数,100,総数,100,総数,2000000000,2000年,人
16986907,334,就業者数,100,総数,110,男,1920000000,1920年,人
19030237,334,就業者数,100,総数,110,男,1930000000,1930年,人
19729628,334,就業者数,100,総数,110,男,1940000000,1940年,人
22083326,334,就業者数,100,総数,110,男,1950000000,1950年,人
24072486,334,就業者数,100,総数,110,男,1955000000,1955年,人
26787075,334,就業者数,100,総数,110,男,1960000000,1960年,人
29235050,334,就業者数,100,総数,110,男,1965000000,1965年,人
31983372,334,就業者数,100,総数,110,男,1970000000,1970年,人
33414628,334,就業者数,100,総数,110,男,1975000000,1975年,人
34647358,334,就業者数,100,総数,110,男,1980000000,1980年,人
35679165,334,就業者数,100,総数,110,男,1985000000,1985年,人
37245465,334,就業者数,100,総数,110,男,1990000000,1990年,人
38528962,334,就業者数,100,総数,110,男,1995000000,1995年,人
37248770,334,就業者数,100,総数,110,男,2000000000,2000年,人
10274199,334,就業者数,100,総数,120,女,1920000000,1920年,人
10589403,334,就業者数,100,総数,120,女,1930000000,1930年,人
12752888,334,就業者数,100,総数,120,女,1940000000,1940年,人
13941546,334,就業者数,100,総数,120,女,1950000000,1950年,人
15517965,334,就業者数,100,総数,120,女,1955000000,1955年,人
17254553,334,就業者数,100,総数,120,女,1960000000,1960年,人
18725128,334,就業者数,100,総数,120,女,1965000000,1965年,人
20609332,334,就業者数,100,総数,120,女,1970000000,1970年,人
19726190,334,就業者数,100,総数,120,女,1975000000,1975年,人
21163951,334,就業者数,100,総数,120,女,1980000000,1980年,人
22678067,334,就業者数,100,総数,120,女,1985000000,1985年,人
24436177,334,就業者数,100,総数,120,女,1990000000,1990年,人
25612582,334,就業者数,100,総数,120,女,1995000000,1995年,人
25729190,334,就業者数,100,総数,120,女,2000000000,2000年,人
13948776,334,就業者数,120,A農業,100,総数,1920000000,1920年,人
13955316,334,就業者数,120,A農業,100,総数,1930000000,1930年,人
13557098,334,就業者数,120,A農業,100,総数,1940000000,1940年,人
16361576,334,就業者数,120,A農業,100,総数,1950000000,1950年,人
15063788,334,就業者数,120,A農業,100,総数,1955000000,1955年,人
13268534,334,就業者数,120,A農業,100,総数,1960000000,1960年,人
10987230,334,就業者数,120,A農業,100,総数,1965000000,1965年,人
9400296,334,就業者数,120,A農業,100,総数,1970000000,1970年,人
6692382,334,就業者数,120,A農業,100,総数,1975000000,1975年,人
5474939,334,就業者数,120,A農業,100,総数,1980000000,1980年,人
4851035,334,就業者数,120,A農業,100,総数,1985000000,1985年,人
3918650,334,就業者数,120,A農業,100,総数,1990000000,1990年,人
3426497,334,就業者数,120,A農業,100,総数,1995000000,1995年,人
2852259,334,就業者数,120,A農業,100,総数,2000000000,2000年,人
7602547,334,就業者数,120,A農業,110,男,1920000000,1920年,人
7589957,334,就業者数,120,A農業,110,男,1930000000,1930年,人
6373167,334,就業者数,120,A農業,110,男,1940000000,1940年,人
7924931,334,就業者数,120,A農業,110,男,1950000000,1950年,人
7172922,334,就業者数,120,A農業,110,男,1955000000,1955年,人
6080960,334,就業者数,120,A農業,110,男,1960000000,1960年,人
5077310,334,就業者数,120,A農業,110,男,1965000000,1965年,人
4184101,334,就業者数,120,A農業,110,男,1970000000,1970年,人
3209165,334,就業者数,120,A農業,110,男,1975000000,1975年,人
2700491,334,就業者数,120,A農業,110,男,1980000000,1980年,人
2482423,334,就業者数,120,A農業,110,男,1985000000,1985年,人
2039914,334,就業者数,120,A農業,110,男,1990000000,1990年,人
1841884,334,就業者数,120,A農業,110,男,1995000000,1995年,人
1537904,334,就業者数,120,A農業,110,男,2000000000,2000年,人
6346229,334,就業者数,120,A農業,120,女,1920000000,1920年,人
6365359,334,就業者数,120,A農業,120,女,1930000000,1930年,人
7183931,334,就業者数,120,A農業,120,女,1940000000,1940年,人
8436645,334,就業者数,120,A農業,120,女,1950000000,1950年,人
7890866,334,就業者数,120,A農業,120,女,1955000000,1955年,人
7187574,334,就業者数,120,A農業,120,女,1960000000,1960年,人
