value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,area,area_label,time,time_label,unit
89270,2020_05,就業者数,0,総数,0,総数,0,総数,02202,弘前市,2015000000,2015年,人
109864,2020_05,就業者数,0,総数,0,総数,0,総数,02203,八戸市,2015000000,2015年,人
17826,2020_05,就業者数,0,総数,0,総数,0,総数,02204,黒石市,2015000000,2015年,人
26678,2020_05,就業者数,0,総数,0,総数,0,総数,02205,五所川原市,2015000000,2015年,人
32301,2020_05,就業者数,0,総数,0,総数,0,総数,02206,十和田市,2015000000,2015年,人
20942,2020_05,就業者数,0,総数,0,総数,0,総数,02207,三沢市,2015000000,2015年,人
27407,2020_05,就業者数,0,総数,0,総数,0,総数,02208,むつ市,2015000000,2015年,人
16652,2020_05,就業者数,0,総数,0,総数,0,総数,02209,つがる市,2015000000,2015年,人
16533,2020_05,就業者数,0,総数,0,総数,0,総数,02210,平川市,2015000000,2015年,人
5778,2020_05,就業者数,0,総数,0,総数,0,総数,02301,平内町,2015000000,2015年,人
1081,2020_05,就業者数,0,総数,0,総数,0,総数,02303,今別町,2015000000,2015年,人
1412,2020_05,就業者数,0,総数,0,総数,0,総数,02304,蓬田村,2015000000,2015年,人
2612,2020_05,就業者数,0,総数,0,総数,0,総数,02307,外ヶ浜町,2015000000,2015年,人
4686,2020_05,就業者数,0,総数,0,総数,0,総数,02321,鰺ヶ沢町,2015000000,2015年,人
3675,2020_05,就業者数,0,総数,0,総数,0,総数,02323,深浦町,2015000000,2015年,人
816,2020_05,就業者数,0,総数,0,総数,0,総数,02343,西目屋村,2015000000,2015年,人
8138,2020_05,就業者数,0,総数,0,総数,0,総数,02361,藤崎町,2015000000,2015年,人
4802,2020_05,就業者数,0,総数,0,総数,0,総数,02362,大鰐町,2015000000,2015年,人
4058,2020_05,就業者数,0,総数,0,総数,0,総数,02367,田舎館村,2015000000,2015年,人
7927,2020_05,就業者数,0,総数,0,総数,0,総数,02381,板柳町,2015000000,2015年,人
7137,2020_05,就業者数,0,総数,0,総数,0,総数,02384,鶴田町,2015000000,2015年,人
4805,2020_05,就業者数,0,総数,0,総数,0,総数,02387,中泊町,2015000000,2015年,人
6383,2020_05,就業者数,0,総数,0,総数,0,総数,02401,野辺地町,2015000000,2015年,人
7952,2020_05,就業者数,0,総数,0,総数,0,総数,02402,七戸町,2015000000,2015年,人
5402,2020_05,就業者数,0,総数,0,総数,0,総数,02405,六戸町,2015000000,2015年,人
2311,2020_05,就業者数,0,総数,0,総数,0,総数,02406,横浜町,2015000000,2015年,人
9111,2020_05,就業者数,0,総数,0,総数,0,総数,02408,東北町,2015000000,2015年,人
6135,2020_05,就業者数,0,総数,0,総数,0,総数,02411,六ヶ所村,2015000000,2015年,人
12340,2020_05,就業者数,0,総数,0,総数,0,総数,02412,おいらせ町,2015000000,2015年,人
2586,2020_05,就業者数,0,総数,0,総数,0,総数,02423,大間町,2015000000,2015年,人
3466,2020_05,就業者数,0,総数,0,総数,0,総数,02424,東通村,2015000000,2015年,人
955,2020_05,就業者数,0,総数,0,総数,0,総数,02425,風間浦村,2015000000,2015年,人
975,2020_05,就業者数,0,総数,0,総数,0,総数,02426,佐井村,2015000000,2015年,人
5196,2020_05,就業者数,0,総数,0,総数,0,総数,02441,三戸町,2015000000,2015年,人
9051,2020_05,就業者数,0,総数,0,総数,0,総数,02442,五戸町,2015000000,2015年,人
3010,2020_05,就業者数,0,総数,0,総数,0,総数,02443,田子町,2015000000,2015年,人
9414,2020_05,就業者数,0,総数,0,総数,0,総数,02445,南部町,2015000000,2015年,人
6579,2020_05,就業者数,0,総数,0,総数,0,総数,02446,階上町,2015000000,2015年,人
1408,2020_05,就業者数,0,総数,0,総数,0,総数,02450,新郷村,2015000000,2015年,人
