value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,area,area_label,time,time_label,unit
58168539,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,00000,全国,2020000000,2020年,人
2340268,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01000,北海道,2020000000,2020年,人
932894,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01100,札幌市,2020000000,2020年,人
120231,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01101,札幌市中央区,2020000000,2020年,人
133787,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01102,札幌市北区,2020000000,2020年,人
127165,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01103,札幌市東区,2020000000,2020年,人
108514,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01104,札幌市白石区,2020000000,2020年,人
113072,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01105,札幌市豊平区,2020000000,2020年,人
57877,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01106,札幌市南区,2020000000,2020年,人
103130,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01107,札幌市西区,2020000000,2020年,人
56840,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01108,札幌市厚別区,2020000000,2020年,人
62593,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01109,札幌市手稲区,2020000000,2020年,人
49685,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01110,札幌市清田区,2020000000,2020年,人
107317,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01202,函館市,2020000000,2020年,人
44572,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01203,小樽市,2020000000,2020年,人
143546,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01204,旭川市,2020000000,2020年,人
34672,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01205,室蘭市,2020000000,2020年,人
73159,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01206,釧路市,2020000000,2020年,人
80411,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01207,帯広市,2020000000,2020年,人
52305,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01208,北見市,2020000000,2020年,人
2553,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01209,夕張市,2020000000,2020年,人
33051,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01210,岩見沢市,2020000000,2020年,人
15601,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01211,網走市,2020000000,2020年,人
8936,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01212,留萌市,2020000000,2020年,人
80817,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01213,苫小牧市,2020000000,2020年,人
15440,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01214,稚内市,2020000000,2020年,人
7748,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01215,美唄市,2020000000,2020年,人
4668,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01216,芦別市,2020000000,2020年,人
53033,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01217,江別市,2020000000,2020年,人
3493,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01218,赤平市,2020000000,2020年,人
9841,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01219,紋別市,2020000000,2020年,人
7388,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01220,士別市,2020000000,2020年,人
12499,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01221,名寄市,2020000000,2020年,人
2867,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01222,三笠市,2020000000,2020年,人
10435,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01223,根室市,2020000000,2020年,人
50465,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01224,千歳市,2020000000,2020年,人
17795,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01225,滝川市,2020000000,2020年,人
6671,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01226,砂川市,2020000000,2020年,人
