value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,cat05,cat05_label,area,area_label,time,time_label,unit
384224,00700,全域,000,総人口,001,男,T01,総数,000,総数,18000,福井県,1980000000,1980年,人
391532,00700,全域,000,総人口,001,男,T01,総数,000,総数,19000,山梨県,1980000000,1980年,人
1008879,00700,全域,000,総人口,001,男,T01,総数,000,総数,20000,長野県,1980000000,1980年,人
953955,00700,全域,000,総人口,001,男,T01,総数,000,総数,21000,岐阜県,1980000000,1980年,人
1695603,00700,全域,000,総人口,001,男,T01,総数,000,総数,22000,静岡県,1980000000,1980年,人
3111067,00700,全域,000,総人口,001,男,T01,総数,000,総数,23000,愛知県,1980000000,1980年,人
817487,00700,全域,000,総人口,001,男,T01,総数,000,総数,24000,三重県,1980000000,1980年,人
529144,00700,全域,000,総人口,001,男,T01,総数,000,総数,25000,滋賀県,1980000000,1980年,人
1238111,00700,全域,000,総人口,001,男,T01,総数,000,総数,26000,京都府,1980000000,1980年,人
4197512,00700,全域,000,総人口,001,男,T01,総数,000,総数,27000,大阪府,1980000000,1980年,人
2507612,00700,全域,000,総人口,001,男,T01,総数,000,総数,28000,兵庫県,1980000000,1980年,人
586595,00700,全域,000,総人口,001,男,T01,総数,000,総数,29000,奈良県,1980000000,1980年,人
523217,00700,全域,000,総人口,001,男,T01,総数,000,総数,30000,和歌山県,1980000000,1980年,人
289834,00700,全域,000,総人口,001,男,T01,総数,000,総数,31000,鳥取県,1980000000,1980年,人
377452,00700,全域,000,総人口,001,男,T01,総数,000,総数,32000,島根県,1980000000,1980年,人
905345,00700,全域,000,総人口,001,男,T01,総数,000,総数,33000,岡山県,1980000000,1980年,人
1336109,00700,全域,000,総人口,001,男,T01,総数,000,総数,34000,広島県,1980000000,1980年,人
759022,00700,全域,000,総人口,001,男,T01,総数,000,総数,35000,山口県,1980000000,1980年,人
395847,00700,全域,000,総人口,001,男,T01,総数,000,総数,36000,徳島県,1980000000,1980年,人
480915,00700,全域,000,総人口,001,男,T01,総数,000,総数,37000,香川県,1980000000,1980年,人
718367,00700,全域,000,総人口,001,男,T01,総数,000,総数,38000,愛媛県,1980000000,1980年,人
395976,00700,全域,000,総人口,001,男,T01,総数,000,総数,39000,高知県,1980000000,1980年,人
2197849,00700,全域,000,総人口,001,男,T01,総数,000,総数,40000,福岡県,1980000000,1980年,人
410890,00700,全域,000,総人口,001,男,T01,総数,000,総数,41000,佐賀県,1980000000,1980年,人
758158,00700,全域,000,総人口,001,男,T01,総数,000,総数,42000,長崎県,1980000000,1980年,人
850738,00700,全域,000,総人口,001,男,T01,総数,000,総数,43000,熊本県,1980000000,1980年,人
582997,00700,全域,000,総人口,001,男,T01,総数,000,総数,44000,大分県,1980000000,1980年,人
550145,00700,全域,000,総人口,001,男,T01,総数,000,総数,45000,宮崎県,1980000000,1980年,人
839369,00700,全域,000,総人口,001,男,T01,総数,000,総数,46000,鹿児島県,1980000000,1980年,人
542985,00700,全域,000,総人口,001,男,T01,総数,000,総数,47000,沖縄県,1980000000,1980年,人
17017643,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,00000,全国,1980000000,1980年,人
12922102,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,00001,全国市部,1980000000,1980年,人
4095541,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,00002,全国郡部,1980000000,1980年,人
822467,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,01000,北海道,1980000000,1980年,人
203522,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,02000,青森県,1980000000,1980年,人
199658,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,03000,岩手県,1980000000,1980年,人
300975,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,04000,宮城県,1980000000,1980年,人
183877,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,05000,秋田県,1980000000,1980年,人
187588,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,06000,山形県,1980000000,1980年,人
297571,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,07000,福島県,1980000000,1980年,人
379522,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,08000,茨城県,1980000000,1980年,人
264403,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,09000,栃木県,1980000000,1980年,人
268959,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,10000,群馬県,1980000000,1980年,人
784290,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,11000,埼玉県,1980000000,1980年,人
689347,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,12000,千葉県,1980000000,1980年,人
1700644,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,13000,東京都,1980000000,1980年,人
1021364,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,14000,神奈川県,1980000000,1980年,人
369111,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,15000,新潟県,1980000000,1980年,人
159382,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,16000,富山県,1980000000,1980年,人
165873,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,17000,石川県,1980000000,1980年,人
119956,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,18000,福井県,1980000000,1980年,人
119013,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,19000,山梨県,1980000000,1980年,人
303524,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,20000,長野県,1980000000,1980年,人
279836,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,21000,岐阜県,1980000000,1980年,人
481795,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,22000,静岡県,1980000000,1980年,人
878053,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,23000,愛知県,1980000000,1980年,人
235227,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,24000,三重県,1980000000,1980年,人
161043,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,25000,滋賀県,1980000000,1980年,人
368966,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,26000,京都府,1980000000,1980年,人
1231456,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,27000,大阪府,1980000000,1980年,人
755579,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,28000,兵庫県,1980000000,1980年,人
172603,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,29000,奈良県,1980000000,1980年,人
158837,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,30000,和歌山県,1980000000,1980年,人
88431,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,31000,鳥取県,1980000000,1980年,人
118195,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,32000,島根県,1980000000,1980年,人
277440,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,33000,岡山県,1980000000,1980年,人
409658,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,34000,広島県,1980000000,1980年,人
234249,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,35000,山口県,1980000000,1980年,人
118788,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,36000,徳島県,1980000000,1980年,人
148039,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,37000,香川県,1980000000,1980年,人
208025,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,38000,愛媛県,1980000000,1980年,人
116513,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,39000,高知県,1980000000,1980年,人
678182,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,40000,福岡県,1980000000,1980年,人
128636,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,41000,佐賀県,1980000000,1980年,人
224744,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,42000,長崎県,1980000000,1980年,人
267287,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,43000,熊本県,1980000000,1980年,人
180825,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,44000,大分県,1980000000,1980年,人
166432,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,45000,宮崎県,1980000000,1980年,人
257550,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,46000,鹿児島県,1980000000,1980年,人
130208,00700,全域,000,総人口,001,男,T01,総数,001,１－３月,47000,沖縄県,1980000000,1980年,人
12977422,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,00000,全国,1980000000,1980年,人
9926531,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,00001,全国市部,1980000000,1980年,人
3050891,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,00002,全国郡部,1980000000,1980年,人
656792,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,01000,北海道,1980000000,1980年,人
184531,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,02000,青森県,1980000000,1980年,人
167662,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,03000,岩手県,1980000000,1980年,人
237398,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,04000,宮城県,1980000000,1980年,人
139631,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,05000,秋田県,1980000000,1980年,人
136149,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,06000,山形県,1980000000,1980年,人
230910,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,07000,福島県,1980000000,1980年,人
288122,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,08000,茨城県,1980000000,1980年,人
196464,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,09000,栃木県,1980000000,1980年,人
207359,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,10000,群馬県,1980000000,1980年,人
624132,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,11000,埼玉県,1980000000,1980年,人
545936,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,12000,千葉県,1980000000,1980年,人
1328218,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,13000,東京都,1980000000,1980年,人
807980,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,14000,神奈川県,1980000000,1980年,人
270601,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,15000,新潟県,1980000000,1980年,人
120479,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,16000,富山県,1980000000,1980年,人
126055,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,17000,石川県,1980000000,1980年,人
89569,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,18000,福井県,1980000000,1980年,人
88101,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,19000,山梨県,1980000000,1980年,人
234524,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,20000,長野県,1980000000,1980年,人
219004,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,21000,岐阜県,1980000000,1980年,人
385428,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,22000,静岡県,1980000000,1980年,人
706614,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,23000,愛知県,1980000000,1980年,人
179129,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,24000,三重県,1980000000,1980年,人
120601,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,25000,滋賀県,1980000000,1980年,人
278062,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,26000,京都府,1980000000,1980年,人
926051,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,27000,大阪府,1980000000,1980年,人
555548,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,28000,兵庫県,1980000000,1980年,人
129337,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,29000,奈良県,1980000000,1980年,人
111755,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,30000,和歌山県,1980000000,1980年,人
65377,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,31000,鳥取県,1980000000,1980年,人
83539,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,32000,島根県,1980000000,1980年,人
199382,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,33000,岡山県,1980000000,1980年,人
295473,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,34000,広島県,1980000000,1980年,人
165160,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,35000,山口県,1980000000,1980年,人
86236,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,36000,徳島県,1980000000,1980年,人
102218,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,37000,香川県,1980000000,1980年,人
161423,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,38000,愛媛県,1980000000,1980年,人
84720,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,39000,高知県,1980000000,1980年,人
469865,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,40000,福岡県,1980000000,1980年,人
86127,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,41000,佐賀県,1980000000,1980年,人
162615,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,42000,長崎県,1980000000,1980年,人
179190,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,43000,熊本県,1980000000,1980年,人
126870,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,44000,大分県,1980000000,1980年,人
115870,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,45000,宮崎県,1980000000,1980年,人
174777,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,46000,鹿児島県,1980000000,1980年,人
126438,00700,全域,000,総人口,001,男,T01,総数,002,４－６月,47000,沖縄県,1980000000,1980年,人
13928051,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,00000,全国,1980000000,1980年,人
10720630,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,00001,全国市部,1980000000,1980年,人
3207421,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,00002,全国郡部,1980000000,1980年,人
652815,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,01000,北海道,1980000000,1980年,人
175964,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,02000,青森県,1980000000,1980年,人
159437,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,03000,岩手県,1980000000,1980年,人
241334,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,04000,宮城県,1980000000,1980年,人
138289,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,05000,秋田県,1980000000,1980年,人
142299,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,06000,山形県,1980000000,1980年,人
228974,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,07000,福島県,1980000000,1980年,人
299036,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,08000,茨城県,1980000000,1980年,人
211146,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,09000,栃木県,1980000000,1980年,人
221010,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,10000,群馬県,1980000000,1980年,人
676956,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,11000,埼玉県,1980000000,1980年,人
578540,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,12000,千葉県,1980000000,1980年,人
1433023,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,13000,東京都,1980000000,1980年,人
869605,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,14000,神奈川県,1980000000,1980年,人
281371,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,15000,新潟県,1980000000,1980年,人
128452,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,16000,富山県,1980000000,1980年,人
128767,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,17000,石川県,1980000000,1980年,人
91228,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,18000,福井県,1980000000,1980年,人
90194,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,19000,山梨県,1980000000,1980年,人
234453,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,20000,長野県,1980000000,1980年,人
234987,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,21000,岐阜県,1980000000,1980年,人
416739,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,22000,静岡県,1980000000,1980年,人
781154,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,23000,愛知県,1980000000,1980年,人
202281,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,24000,三重県,1980000000,1980年,人
125691,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,25000,滋賀県,1980000000,1980年,人
297767,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,26000,京都府,1980000000,1980年,人
1028070,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,27000,大阪府,1980000000,1980年,人
610041,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,28000,兵庫県,1980000000,1980年,人
143222,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,29000,奈良県,1980000000,1980年,人
126093,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,30000,和歌山県,1980000000,1980年,人
67474,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,31000,鳥取県,1980000000,1980年,人
88072,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,32000,島根県,1980000000,1980年,人
221408,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,33000,岡山県,1980000000,1980年,人
325808,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,34000,広島県,1980000000,1980年,人
184589,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,35000,山口県,1980000000,1980年,人
94934,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,36000,徳島県,1980000000,1980年,人
117089,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,37000,香川県,1980000000,1980年,人
174326,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,38000,愛媛県,1980000000,1980年,人
95100,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,39000,高知県,1980000000,1980年,人
527623,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,40000,福岡県,1980000000,1980年,人
98882,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,41000,佐賀県,1980000000,1980年,人
184062,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,42000,長崎県,1980000000,1980年,人
200808,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,43000,熊本県,1980000000,1980年,人
137844,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,44000,大分県,1980000000,1980年,人
129933,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,45000,宮崎県,1980000000,1980年,人
193532,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,46000,鹿児島県,1980000000,1980年,人
137629,00700,全域,000,総人口,001,男,T01,総数,003,７－９月,47000,沖縄県,1980000000,1980年,人
13621930,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,00000,全国,1980000000,1980年,人
10410150,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,00001,全国市部,1980000000,1980年,人
3211780,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,00002,全国郡部,1980000000,1980年,人
603607,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,01000,北海道,1980000000,1980年,人
171333,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,02000,青森県,1980000000,1980年,人
161616,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,03000,岩手県,1980000000,1980年,人
245136,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,04000,宮城県,1980000000,1980年,人
141553,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,05000,秋田県,1980000000,1980年,人
139365,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,06000,山形県,1980000000,1980年,人
233036,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,07000,福島県,1980000000,1980年,人
305436,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,08000,茨城県,1980000000,1980年,人
213269,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,09000,栃木県,1980000000,1980年,人
211497,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,10000,群馬県,1980000000,1980年,人
651107,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,11000,埼玉県,1980000000,1980年,人
566384,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,12000,千葉県,1980000000,1980年,人
1379653,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,13000,東京都,1980000000,1980年,人
832851,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,14000,神奈川県,1980000000,1980年,人
272296,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,15000,新潟県,1980000000,1980年,人
124363,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,16000,富山県,1980000000,1980年,人
121618,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,17000,石川県,1980000000,1980年,人
83471,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,18000,福井県,1980000000,1980年,人
94224,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,19000,山梨県,1980000000,1980年,人
236378,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,20000,長野県,1980000000,1980年,人
220128,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,21000,岐阜県,1980000000,1980年,人
411641,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,22000,静岡県,1980000000,1980年,人
745246,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,23000,愛知県,1980000000,1980年,人
200850,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,24000,三重県,1980000000,1980年,人
121809,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,25000,滋賀県,1980000000,1980年,人
293316,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,26000,京都府,1980000000,1980年,人
1011935,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,27000,大阪府,1980000000,1980年,人
586444,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,28000,兵庫県,1980000000,1980年,人
141433,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,29000,奈良県,1980000000,1980年,人
126532,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,30000,和歌山県,1980000000,1980年,人
68552,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,31000,鳥取県,1980000000,1980年,人
87646,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,32000,島根県,1980000000,1980年,人
207115,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,33000,岡山県,1980000000,1980年,人
305170,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,34000,広島県,1980000000,1980年,人
175024,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,35000,山口県,1980000000,1980年,人
95889,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,36000,徳島県,1980000000,1980年,人
113569,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,37000,香川県,1980000000,1980年,人
174593,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,38000,愛媛県,1980000000,1980年,人
99643,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,39000,高知県,1980000000,1980年,人
522179,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,40000,福岡県,1980000000,1980年,人
97245,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,41000,佐賀県,1980000000,1980年,人
186737,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,42000,長崎県,1980000000,1980年,人
203453,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,43000,熊本県,1980000000,1980年,人
137458,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,44000,大分県,1980000000,1980年,人
137910,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,45000,宮崎県,1980000000,1980年,人
213510,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,46000,鹿児島県,1980000000,1980年,人
148710,00700,全域,000,総人口,001,男,T01,総数,004,１０－１２月,47000,沖縄県,1980000000,1980年,人
813741,00700,全域,000,総人口,001,男,000,0歳,000,総数,00000,全国,1980000000,1980年,人
627078,00700,全域,000,総人口,001,男,000,0歳,000,総数,00001,全国市部,1980000000,1980年,人
186663,00700,全域,000,総人口,001,男,000,0歳,000,総数,00002,全国郡部,1980000000,1980年,人
39057,00700,全域,000,総人口,001,男,000,0歳,000,総数,01000,北海道,1980000000,1980年,人
11039,00700,全域,000,総人口,001,男,000,0歳,000,総数,02000,青森県,1980000000,1980年,人
9866,00700,全域,000,総人口,001,男,000,0歳,000,総数,03000,岩手県,1980000000,1980年,人
15927,00700,全域,000,総人口,001,男,000,0歳,000,総数,04000,宮城県,1980000000,1980年,人
8458,00700,全域,000,総人口,001,男,000,0歳,000,総数,05000,秋田県,1980000000,1980年,人
8509,00700,全域,000,総人口,001,男,000,0歳,000,総数,06000,山形県,1980000000,1980年,人
15022,00700,全域,000,総人口,001,男,000,0歳,000,総数,07000,福島県,1980000000,1980年,人
18559,00700,全域,000,総人口,001,男,000,0歳,000,総数,08000,茨城県,1980000000,1980年,人
13455,00700,全域,000,総人口,001,男,000,0歳,000,総数,09000,栃木県,1980000000,1980年,人
12958,00700,全域,000,総人口,001,男,000,0歳,000,総数,10000,群馬県,1980000000,1980年,人
39475,00700,全域,000,総人口,001,男,000,0歳,000,総数,11000,埼玉県,1980000000,1980年,人
34545,00700,全域,000,総人口,001,男,000,0歳,000,総数,12000,千葉県,1980000000,1980年,人
70617,00700,全域,000,総人口,001,男,000,0歳,000,総数,13000,東京都,1980000000,1980年,人
48887,00700,全域,000,総人口,001,男,000,0歳,000,総数,14000,神奈川県,1980000000,1980年,人
16884,00700,全域,000,総人口,001,男,000,0歳,000,総数,15000,新潟県,1980000000,1980年,人
7070,00700,全域,000,総人口,001,男,000,0歳,000,総数,16000,富山県,1980000000,1980年,人
7817,00700,全域,000,総人口,001,男,000,0歳,000,総数,17000,石川県,1980000000,1980年,人
5525,00700,全域,000,総人口,001,男,000,0歳,000,総数,18000,福井県,1980000000,1980年,人
5152,00700,全域,000,総人口,001,男,000,0歳,000,総数,19000,山梨県,1980000000,1980年,人
