value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,area,area_label,time,time_label,unit
55970197,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,00000,全国,2015000000,2015年,人
2291825,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01000,北海道,2015000000,2015年,人
881032,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01100,札幌市,2015000000,2015年,人
113797,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01101,札幌市中央区,2015000000,2015年,人
124607,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01102,札幌市北区,2015000000,2015年,人
120464,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01103,札幌市東区,2015000000,2015年,人
101717,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01104,札幌市白石区,2015000000,2015年,人
104067,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01105,札幌市豊平区,2015000000,2015年,人
58205,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01106,札幌市南区,2015000000,2015年,人
95173,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01107,札幌市西区,2015000000,2015年,人
54078,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01108,札幌市厚別区,2015000000,2015年,人
58747,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01109,札幌市手稲区,2015000000,2015年,人
50177,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01110,札幌市清田区,2015000000,2015年,人
108229,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01202,函館市,2015000000,2015年,人
47364,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01203,小樽市,2015000000,2015年,人
141861,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01204,旭川市,2015000000,2015年,人
35701,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01205,室蘭市,2015000000,2015年,人
74105,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01206,釧路市,2015000000,2015年,人
77555,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01207,帯広市,2015000000,2015年,人
52850,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01208,北見市,2015000000,2015年,人
3000,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01209,夕張市,2015000000,2015年,人
33786,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01210,岩見沢市,2015000000,2015年,人
16081,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01211,網走市,2015000000,2015年,人
9827,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01212,留萌市,2015000000,2015年,人
78664,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01213,苫小牧市,2015000000,2015年,人
16252,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01214,稚内市,2015000000,2015年,人
8177,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01215,美唄市,2015000000,2015年,人
5237,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01216,芦別市,2015000000,2015年,人
50532,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01217,江別市,2015000000,2015年,人
3880,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01218,赤平市,2015000000,2015年,人
10024,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01219,紋別市,2015000000,2015年,人
7540,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01220,士別市,2015000000,2015年,人
12486,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01221,名寄市,2015000000,2015年,人
2991,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01222,三笠市,2015000000,2015年,人
10908,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01223,根室市,2015000000,2015年,人
46116,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01224,千歳市,2015000000,2015年,人
17256,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01225,滝川市,2015000000,2015年,人
6909,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01226,砂川市,2015000000,2015年,人
1209,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01227,歌志内市,2015000000,2015年,人
7945,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01228,深川市,2015000000,2015年,人
9421,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01229,富良野市,2015000000,2015年,人
20039,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01230,登別市,2015000000,2015年,人
30632,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01231,恵庭市,2015000000,2015年,人
13701,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01233,伊達市,2015000000,2015年,人
24882,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01234,北広島市,2015000000,2015年,人
24138,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01235,石狩市,2015000000,2015年,人
19607,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01236,北斗市,2015000000,2015年,人
6716,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01303,当別町,2015000000,2015年,人
899,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01304,新篠津村,2015000000,2015年,人
2687,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01331,松前町,2015000000,2015年,人
1474,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01332,福島町,2015000000,2015年,人
1869,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01333,知内町,2015000000,2015年,人
1711,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01334,木古内町,2015000000,2015年,人
10820,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01337,七飯町,2015000000,2015年,人
1226,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01343,鹿部町,2015000000,2015年,人
5883,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01345,森町,2015000000,2015年,人
6691,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01346,八雲町,2015000000,2015年,人
2035,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01347,長万部町,2015000000,2015年,人
3179,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01361,江差町,2015000000,2015年,人
1764,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01362,上ノ国町,2015000000,2015年,人
1439,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01363,厚沢部町,2015000000,2015年,人
1481,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01364,乙部町,2015000000,2015年,人
1046,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01367,奥尻町,2015000000,2015年,人
1950,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01370,今金町,2015000000,2015年,人
2758,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01371,せたな町,2015000000,2015年,人
494,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01391,島牧村,2015000000,2015年,人
1202,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01392,寿都町,2015000000,2015年,人
1115,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01393,黒松内町,2015000000,2015年,人
1695,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01394,蘭越町,2015000000,2015年,人
1905,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01395,ニセコ町,2015000000,2015年,人
725,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01396,真狩村,2015000000,2015年,人
877,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01397,留寿都村,2015000000,2015年,人
894,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01398,喜茂別町,2015000000,2015年,人
1230,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01399,京極町,2015000000,2015年,人
6946,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01400,倶知安町,2015000000,2015年,人
2588,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01401,共和町,2015000000,2015年,人
5700,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01402,岩内町,2015000000,2015年,人
775,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01403,泊村,2015000000,2015年,人
373,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01404,神恵内村,2015000000,2015年,人
654,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01405,積丹町,2015000000,2015年,人
1197,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01406,古平町,2015000000,2015年,人
1141,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01407,仁木町,2015000000,2015年,人
7257,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01408,余市町,2015000000,2015年,人
459,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01409,赤井川村,2015000000,2015年,人
3280,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01423,南幌町,2015000000,2015年,人
2070,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01424,奈井江町,2015000000,2015年,人
1079,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01425,上砂川町,2015000000,2015年,人
1787,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01427,由仁町,2015000000,2015年,人
4078,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01428,長沼町,2015000000,2015年,人
4645,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01429,栗山町,2015000000,2015年,人
1215,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01430,月形町,2015000000,2015年,人
592,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01431,浦臼町,2015000000,2015年,人
2211,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01432,新十津川町,2015000000,2015年,人
888,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01433,妹背牛町,2015000000,2015年,人
729,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01434,秩父別町,2015000000,2015年,人
780,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01436,雨竜町,2015000000,2015年,人
541,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01437,北竜町,2015000000,2015年,人
1086,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01438,沼田町,2015000000,2015年,人
2631,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01452,鷹栖町,2015000000,2015年,人
4312,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01453,東神楽町,2015000000,2015年,人
2257,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01454,当麻町,2015000000,2015年,人
1468,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01455,比布町,2015000000,2015年,人
1122,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01456,愛別町,2015000000,2015年,人
1810,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01457,上川町,2015000000,2015年,人
3029,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01458,東川町,2015000000,2015年,人
3579,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01459,美瑛町,2015000000,2015年,人
4654,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01460,上富良野町,2015000000,2015年,人
1585,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01461,中富良野町,2015000000,2015年,人
959,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01462,南富良野町,2015000000,2015年,人
665,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01463,占冠村,2015000000,2015年,人
1167,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01464,和寒町,2015000000,2015年,人
966,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01465,剣淵町,2015000000,2015年,人
1368,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01468,下川町,2015000000,2015年,人
1747,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01469,美深町,2015000000,2015年,人
356,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01470,音威子府村,2015000000,2015年,人
814,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01471,中川町,2015000000,2015年,人
505,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01472,幌加内町,2015000000,2015年,人
1693,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01481,増毛町,2015000000,2015年,人
1186,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01482,小平町,2015000000,2015年,人
1145,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01483,苫前町,2015000000,2015年,人
2812,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01484,羽幌町,2015000000,2015年,人
415,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01485,初山別村,2015000000,2015年,人
1097,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01486,遠別町,2015000000,2015年,人
1306,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01487,天塩町,2015000000,2015年,人
1121,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01511,猿払村,2015000000,2015年,人
1773,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01512,浜頓別町,2015000000,2015年,人
706,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01513,中頓別町,2015000000,2015年,人
3442,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01514,枝幸町,2015000000,2015年,人
1596,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01516,豊富町,2015000000,2015年,人
1075,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01517,礼文町,2015000000,2015年,人
928,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01518,利尻町,2015000000,2015年,人
1075,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01519,利尻富士町,2015000000,2015年,人
1071,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01520,幌延町,2015000000,2015年,人
8283,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01543,美幌町,2015000000,2015年,人
1835,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01544,津別町,2015000000,2015年,人
5262,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01545,斜里町,2015000000,2015年,人
1336,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01546,清里町,2015000000,2015年,人
1768,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01547,小清水町,2015000000,2015年,人
1579,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01549,訓子府町,2015000000,2015年,人
1029,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01550,置戸町,2015000000,2015年,人
1989,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01552,佐呂間町,2015000000,2015年,人
8661,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01555,遠軽町,2015000000,2015年,人
3189,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01559,湧別町,2015000000,2015年,人
1043,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01560,滝上町,2015000000,2015年,人
1612,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01561,興部町,2015000000,2015年,人
458,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01562,西興部村,2015000000,2015年,人
1891,2020_53,役員を含む雇用者数,0,総数,0,総数,0,総数,01563,雄武町,2015000000,2015年,人
