value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,area,area_label,time,time_label,unit
65468436,2020_05,就業者数,0,総数,0,総数,0,総数,00000,全国,2020000000,2020年,人
2636824,2020_05,就業者数,0,総数,0,総数,0,総数,01000,北海道,2020000000,2020年,人
1009312,2020_05,就業者数,0,総数,0,総数,0,総数,01100,札幌市,2020000000,2020年,人
131962,2020_05,就業者数,0,総数,0,総数,0,総数,01101,札幌市中央区,2020000000,2020年,人
145550,2020_05,就業者数,0,総数,0,総数,0,総数,01102,札幌市北区,2020000000,2020年,人
137279,2020_05,就業者数,0,総数,0,総数,0,総数,01103,札幌市東区,2020000000,2020年,人
116690,2020_05,就業者数,0,総数,0,総数,0,総数,01104,札幌市白石区,2020000000,2020年,人
121668,2020_05,就業者数,0,総数,0,総数,0,総数,01105,札幌市豊平区,2020000000,2020年,人
63492,2020_05,就業者数,0,総数,0,総数,0,総数,01106,札幌市南区,2020000000,2020年,人
111261,2020_05,就業者数,0,総数,0,総数,0,総数,01107,札幌市西区,2020000000,2020年,人
60411,2020_05,就業者数,0,総数,0,総数,0,総数,01108,札幌市厚別区,2020000000,2020年,人
67295,2020_05,就業者数,0,総数,0,総数,0,総数,01109,札幌市手稲区,2020000000,2020年,人
53704,2020_05,就業者数,0,総数,0,総数,0,総数,01110,札幌市清田区,2020000000,2020年,人
120943,2020_05,就業者数,0,総数,0,総数,0,総数,01202,函館市,2020000000,2020年,人
49219,2020_05,就業者数,0,総数,0,総数,0,総数,01203,小樽市,2020000000,2020年,人
158495,2020_05,就業者数,0,総数,0,総数,0,総数,01204,旭川市,2020000000,2020年,人
37471,2020_05,就業者数,0,総数,0,総数,0,総数,01205,室蘭市,2020000000,2020年,人
80259,2020_05,就業者数,0,総数,0,総数,0,総数,01206,釧路市,2020000000,2020年,人
89859,2020_05,就業者数,0,総数,0,総数,0,総数,01207,帯広市,2020000000,2020年,人
59227,2020_05,就業者数,0,総数,0,総数,0,総数,01208,北見市,2020000000,2020年,人
3161,2020_05,就業者数,0,総数,0,総数,0,総数,01209,夕張市,2020000000,2020年,人
37841,2020_05,就業者数,0,総数,0,総数,0,総数,01210,岩見沢市,2020000000,2020年,人
18283,2020_05,就業者数,0,総数,0,総数,0,総数,01211,網走市,2020000000,2020年,人
9769,2020_05,就業者数,0,総数,0,総数,0,総数,01212,留萌市,2020000000,2020年,人
86586,2020_05,就業者数,0,総数,0,総数,0,総数,01213,苫小牧市,2020000000,2020年,人
17714,2020_05,就業者数,0,総数,0,総数,0,総数,01214,稚内市,2020000000,2020年,人
9614,2020_05,就業者数,0,総数,0,総数,0,総数,01215,美唄市,2020000000,2020年,人
5540,2020_05,就業者数,0,総数,0,総数,0,総数,01216,芦別市,2020000000,2020年,人
57740,2020_05,就業者数,0,総数,0,総数,0,総数,01217,江別市,2020000000,2020年,人
4050,2020_05,就業者数,0,総数,0,総数,0,総数,01218,赤平市,2020000000,2020年,人
11143,2020_05,就業者数,0,総数,0,総数,0,総数,01219,紋別市,2020000000,2020年,人
9262,2020_05,就業者数,0,総数,0,総数,0,総数,01220,士別市,2020000000,2020年,人
14513,2020_05,就業者数,0,総数,0,総数,0,総数,01221,名寄市,2020000000,2020年,人
3228,2020_05,就業者数,0,総数,0,総数,0,総数,01222,三笠市,2020000000,2020年,人
13396,2020_05,就業者数,0,総数,0,総数,0,総数,01223,根室市,2020000000,2020年,人
53465,2020_05,就業者数,0,総数,0,総数,0,総数,01224,千歳市,2020000000,2020年,人
19904,2020_05,就業者数,0,総数,0,総数,0,総数,01225,滝川市,2020000000,2020年,人
7460,2020_05,就業者数,0,総数,0,総数,0,総数,01226,砂川市,2020000000,2020年,人
1150,2020_05,就業者数,0,総数,0,総数,0,総数,01227,歌志内市,2020000000,2020年,人
9643,2020_05,就業者数,0,総数,0,総数,0,総数,01228,深川市,2020000000,2020年,人
11360,2020_05,就業者数,0,総数,0,総数,0,総数,01229,富良野市,2020000000,2020年,人
21507,2020_05,就業者数,0,総数,0,総数,0,総数,01230,登別市,2020000000,2020年,人
34686,2020_05,就業者数,0,総数,0,総数,0,総数,01231,恵庭市,2020000000,2020年,人
15811,2020_05,就業者数,0,総数,0,総数,0,総数,01233,伊達市,2020000000,2020年,人
27727,2020_05,就業者数,0,総数,0,総数,0,総数,01234,北広島市,2020000000,2020年,人
28209,2020_05,就業者数,0,総数,0,総数,0,総数,01235,石狩市,2020000000,2020年,人
22060,2020_05,就業者数,0,総数,0,総数,0,総数,01236,北斗市,2020000000,2020年,人
